osmid,bridge,highway,oneway,reversed,length,name,geometry,junction
534602502,yes,tertiary,False,False,39.538,,"LINESTRING (44.4073415 38.4734676, 44.4069094 38.4733581)",
362764607,,tertiary,False,True,121.463,خیابان قطور ۱,"LINESTRING (44.4073415 38.4734676, 44.4078243 38.4730009, 44.4080072 38.4727921, 44.4080667 38.4725581)",
751785286,,residential,False,False,36.948,,"LINESTRING (44.407079 38.4691527, 44.406735 38.4693473)",
362764607,,tertiary,False,False,399.76899999999995,خیابان قطور ۱,"LINESTRING (44.407079 38.4691527, 44.4073078 38.4693468, 44.4075298 38.469622, 44.4076719 38.4698325, 44.4077288 38.469946, 44.4078066 38.4701341, 44.4078874 38.4705487, 44.4079522 38.4709485, 44.4080661 38.471466, 44.4081209 38.4717256, 44.4081497 38.4719938, 44.4081169 38.4722302, 44.4080667 38.4725581)",
534604790,,residential,False,True,103.46300000000001,,"LINESTRING (44.407079 38.4691527, 44.4071896 38.4690939, 44.4073169 38.46907, 44.4075787 38.4690738, 44.4078976 38.4691679, 44.4081838 38.469282)",
534602502,yes,tertiary,False,True,39.538,,"LINESTRING (44.4069094 38.4733581, 44.4073415 38.4734676)",
"[466220614, 534604799]",,residential,False,False,191.80599999999998,خیابان طبیعت,"LINESTRING (44.4069094 38.4733581, 44.406821 38.4733363, 44.4061978 38.4731627, 44.4054256 38.4729961, 44.4051025 38.4729129, 44.4048387 38.4727884)",
534604788,,residential,False,False,110.881,خیابان قطور ۱,"LINESTRING (44.4069094 38.4733581, 44.4071415 38.4730964, 44.4075307 38.472702, 44.4076476 38.4725468)",
534602498,,unclassified,False,False,202.748,خیابان قطور ۴,"LINESTRING (44.4043025 38.468228, 44.404467 38.4685433, 44.404518 38.4687563, 44.4044783 38.4692447, 44.4045237 38.4695821, 44.4048019 38.4699614)",
534604788,,residential,False,True,266.802,خیابان قطور ۱,"LINESTRING (44.4043025 38.468228, 44.404656 38.4681785, 44.4050608 38.46818, 44.4056128 38.4683845, 44.4058926 38.4684977, 44.4063323 38.4689791, 44.406735 38.4693473)",
534602498,,unclassified,False,True,41.275999999999996,خیابان قطور ۴,"LINESTRING (44.4049772 38.4703047, 44.4048698 38.470054, 44.4048019 38.4699614)",
534602501,,unclassified,True,False,16.219,,"LINESTRING (44.4049772 38.4703047, 44.4050213 38.4703163, 44.4050585 38.4703383, 44.4050851 38.4703682, 44.4050983 38.4704032)",roundabout
534602499,,residential,False,True,15.228000000000002,خیابان قطور ۳,"LINESTRING (44.4048072 38.4704267, 44.4047743 38.4705384, 44.4047688 38.4705603)",
534602501,,unclassified,True,False,23.035999999999998,,"LINESTRING (44.4048072 38.4704267, 44.4048104 38.4703923, 44.4048265 38.4703601, 44.4048542 38.4703333, 44.4048908 38.470314, 44.4049331 38.4703042, 44.4049772 38.4703047)",roundabout
534602500,,residential,False,False,326.236,خیابان قطور ۷,"LINESTRING (44.4076476 38.4725468, 44.407344 38.4724483, 44.4071356 38.4723289, 44.4069512 38.4721522, 44.4065711 38.4717216, 44.4061488 38.4712795, 44.4057201 38.4710012, 44.4053908 38.4707448, 44.405127 38.4704364)",
534604788,,residential,False,False,378.24100000000004,خیابان قطور ۱,"LINESTRING (44.4076476 38.4725468, 44.4077957 38.4721137, 44.4078101 38.471861, 44.4077884 38.4716449, 44.4077226 38.4714443, 44.4075774 38.4708387, 44.4074281 38.4703462, 44.4072502 38.4698984, 44.4070645 38.4696546, 44.4068666 38.4694704, 44.406735 38.4693473)",
534604788,,residential,False,True,110.881,خیابان قطور ۱,"LINESTRING (44.4076476 38.4725468, 44.4075307 38.472702, 44.4071415 38.4730964, 44.4069094 38.4733581)",
534602500,,residential,False,True,4.458,خیابان قطور ۷,"LINESTRING (44.4050983 38.4704032, 44.405127 38.4704364)",
