osmid,oneway,name,highway,reversed,length,geometry,junction,bridge
285918085,True,بلوار امام خمینی,secondary,False,29.751,"LINESTRING (46.5608111 33.7694384, 46.5610195 33.7692345)",,
1176892901,True,بلوار فاتحان میمک,secondary,False,56.86,"LINESTRING (46.5608111 33.7694384, 46.5606996 33.7693607, 46.560642 33.7693351, 46.5605615 33.7693117, 46.5602477 33.7692638)",,
285877639,True,بلوار بسیج,secondary,False,38.057,"LINESTRING (46.562057 33.7682731, 46.5624674 33.7682458)",,
285907951,True,میدان معلم,secondary,False,16.865000000000002,"LINESTRING (46.562057 33.7682731, 46.5621015 33.7683075, 46.5621338 33.7683504, 46.5621517 33.7683987)",roundabout,
285903336,True,میدان بسیج,secondary,False,5.84,"LINESTRING (46.57062 33.7678285, 46.5706359 33.7678058, 46.5706583 33.7677873)",roundabout,
285888414,False,جانبازان,tertiary,False,38.373,"LINESTRING (46.5674702 33.7689113, 46.5674901 33.769256)",,
285888414,False,جانبازان,tertiary,True,8.038,"LINESTRING (46.5674702 33.7689113, 46.567466 33.7688391)",,
285887339,False,,residential,False,91.439,"LINESTRING (46.5684168 33.7688059, 46.5683751 33.7679843)",,
285887339,False,,residential,True,7.924,"LINESTRING (46.5684168 33.7688059, 46.5684205 33.7688771)",,
285887700,True,بلوار جانبازان,residential,False,87.965,"LINESTRING (46.567466 33.7688391, 46.5684168 33.7688059)",,
285888414,False,جانبازان,tertiary,False,8.038,"LINESTRING (46.567466 33.7688391, 46.5674702 33.7689113)",,
286062971,False,گلستان ۱,residential,False,46.061,"LINESTRING (46.567466 33.7688391, 46.5669682 33.7688577)",,
285887339,False,,residential,False,7.924,"LINESTRING (46.5684205 33.7688771, 46.5684168 33.7688059)",,
285887548,True,بلوار جانبازان,residential,False,87.923,"LINESTRING (46.5684205 33.7688771, 46.5674702 33.7689113)",,
286276783,False,فرهنگ ۱,residential,True,106.024,"LINESTRING (46.5684205 33.7688771, 46.5689449 33.7688694, 46.5690896 33.7689315, 46.5695489 33.7689159)",,
285878153,True,بلوار بسیج,secondary,False,109.855,"LINESTRING (46.5641356 33.7682234, 46.5629504 33.7682964)",,
285888765,True,نهضت سوادآموزی,residential,False,40.659,"LINESTRING (46.5641356 33.7682234, 46.5641674 33.7685881)",,
286220325,False,,secondary_link,False,8.697,"LINESTRING (46.5641356 33.7682234, 46.5641286 33.7681454)",,
285975374,False,,residential,False,19.288,"LINESTRING (46.564228 33.7694985, 46.5642395 33.7696717)",,
286271501,False,شاهد ۶,residential,True,108.378,"LINESTRING (46.564228 33.7694985, 46.5630573 33.7695523)",,
285889020,True,امیرکبیر,residential,False,74.81,"LINESTRING (46.5629984 33.768968, 46.5629504 33.7682964)",,
285979071,False,امیرکبیر,residential,False,36.542,"LINESTRING (46.5629984 33.768968, 46.5630311 33.7692955)",,
286271500,False,شاهد ۵,residential,False,110.23,"LINESTRING (46.5629984 33.768968, 46.5641893 33.7689164)",,
285903336,True,میدان بسیج,secondary,False,20.445,"LINESTRING (46.5708795 33.7678109, 46.5708952 33.7678337, 46.5709033 33.7678591, 46.5709031 33.7678854, 46.5708948 33.7679107, 46.5708789 33.7679334, 46.5708565 33.7679519, 46.5708291 33.767965)",roundabout,
285918099,True,,secondary,False,35.308,"LINESTRING (46.5706583 33.7677873, 46.5707151 33.7674733)",,
285903336,True,میدان بسیج,secondary,False,22.291,"LINESTRING (46.5706583 33.7677873, 46.5706858 33.7677742, 46.5707163 33.7677675, 46.5707683 33.7677699, 46.5708299 33.767779, 46.5708573 33.7677922, 46.5708795 33.7678109)",roundabout,
285903336,True,میدان بسیج,secondary,False,16.465,"LINESTRING (46.5708291 33.767965, 46.5707985 33.7679717, 46.5707357 33.7679693, 46.5706849 33.7679602, 46.5706576 33.7679469)",roundabout,
285903336,True,میدان بسیج,secondary,False,2.92,"LINESTRING (46.5706576 33.7679469, 46.5706353 33.7679283)",roundabout,
285977687,False,تختی,tertiary,False,34.104,"LINESTRING (46.5706576 33.7679469, 46.5706674 33.7682535)",,
285878153,True,بلوار بسیج,secondary,False,44.153,"LINESTRING (46.5706353 33.7679283, 46.5704633 33.7679221, 46.570158 33.7679312)",,
285903336,True,میدان بسیج,secondary,False,11.681,"LINESTRING (46.5706353 33.7679283, 46.5706196 33.7679055, 46.5706116 33.7678801, 46.5706117 33.7678538, 46.57062 33.7678285)",roundabout,
285918094,False,پروین اعتصامی,tertiary,False,54.38,"LINESTRING (46.561944 33.7682381, 46.56164 33.7678194)",,
