osmid,name,highway,oneway,reversed,length,maxspeed,geometry,bridge,junction
53145349,هفتاد و دو تن,secondary,False,False,71.735,,"LINESTRING (50.2917121 37.1387255, 50.2922949 37.1391731)",,
53145349,هفتاد و دو تن,secondary,False,True,139.105,,"LINESTRING (50.2917121 37.1387255, 50.2905046 37.1379265)",,
282547914,معتمد فروغی,residential,False,False,48.929,30,"LINESTRING (50.2917121 37.1387255, 50.2915881 37.1388804, 50.2914593 37.1390574, 50.2913989 37.1390761)",,
282547943,کوچه ابوالحسنی,residential,False,True,198.611,30,"LINESTRING (50.2917121 37.1387255, 50.2917772 37.1386462, 50.2919677 37.1383168, 50.2921972 37.1379746, 50.2922666 37.1378814, 50.2923095 37.1378408, 50.2923712 37.1378023, 50.2924544 37.1377596, 50.2925299 37.1376996, 50.2926421 37.1376077, 50.2929432 37.1372575)",,
233785547,هفتاد و دو تن,secondary,False,True,129.236,,"LINESTRING (50.2948597 37.1425116, 50.2943027 37.142048, 50.2942385 37.1419952, 50.2940537 37.1418082, 50.2939341 37.1416225)",,
233785547,هفتاد و دو تن,secondary,False,False,129.236,,"LINESTRING (50.2939341 37.1416225, 50.2940537 37.1418082, 50.2942385 37.1419952, 50.2943027 37.142048, 50.2948597 37.1425116)",,
233785547,هفتاد و دو تن,secondary,False,True,26.241999999999997,,"LINESTRING (50.2939341 37.1416225, 50.2939108 37.1414987, 50.2939212 37.1413882)",,
902549194,,residential,True,False,31.006,,"LINESTRING (50.2939341 37.1416225, 50.293833 37.1416403, 50.2937499 37.141666, 50.2936248 37.1417418)",,
"[233785547, 233785099, 233785294]",هفتاد و دو تن,secondary,False,False,86.11,,"LINESTRING (50.2941407 37.140635, 50.2940164 37.1409973, 50.2939279 37.1413167, 50.2939212 37.1413882)",yes,
233785306,,secondary,True,False,10.344000000000001,,"LINESTRING (50.2941407 37.140635, 50.2941033 37.1406266, 50.2940709 37.1406094, 50.2940467 37.1405851)",,roundabout
233785082,,tertiary,True,False,33.577,,"LINESTRING (50.2945347 37.1403632, 50.2942682 37.1405778)",,
233785354,شهدای گمنام,tertiary,False,True,99.201,,"LINESTRING (50.2945347 37.1403632, 50.2955341 37.1399617)",,
53145349,هفتاد و دو تن,secondary,False,True,33.368,,"LINESTRING (50.293887 37.1403294, 50.2936068 37.140129)",,
233785187,هفتاد و دو تن,secondary,True,False,24.813,,"LINESTRING (50.293887 37.1403294, 50.2941307 37.1404392)",,
233785354,شهدای گمنام,tertiary,False,False,99.201,,"LINESTRING (50.2955341 37.1399617, 50.2945347 37.1403632)",,
233785354,شهدای گمنام,tertiary,False,True,33.742,,"LINESTRING (50.2955341 37.1399617, 50.2958711 37.1398206)",,
233785317,شورا,tertiary,True,False,77.71600000000001,,"LINESTRING (50.2955341 37.1399617, 50.2954803 37.1397209, 50.2954432 37.1396288, 50.2954074 37.1395276, 50.2954045 37.1394241, 50.2954302 37.1392766)",,
282547914,معتمد فروغی,residential,False,True,29.802999999999997,30,"LINESTRING (50.2899066 37.1382162, 50.2900748 37.1383157, 50.2901851 37.1383655)",,
200856666,انقلاب,secondary,False,False,13.859,,"LINESTRING (50.2874722 37.1343533, 50.2876244 37.1343248)",,
200856666,انقلاب,secondary,False,True,13.859,,"LINESTRING (50.2876244 37.1343248, 50.2874722 37.1343533)",,
200856666,انقلاب,secondary,False,False,92.361,,"LINESTRING (50.2876244 37.1343248, 50.2881629 37.1342253, 50.2886394 37.1341373)",,
282349288,فجر,residential,False,False,124.673,30,"LINESTRING (50.2876244 37.1343248, 50.2876516 37.1345448, 50.2876856 37.1348408, 50.2877197 37.135077, 50.2877737 37.1354396)",,
282349266,نعمت الله قنبری,tertiary,False,True,12.884,,"LINESTRING (50.2982518 37.1361259, 50.2981817 37.1360244)",,
282349268,شورا,tertiary,True,False,20.46,,"LINESTRING (50.2982518 37.1361259, 50.2980317 37.1361813)",,
53145349,هفتاد و دو تن,secondary,False,False,99.887,,"LINESTRING (50.2881544 37.1362986, 50.2889903 37.136901)",,
53145349,هفتاد و دو تن,secondary,False,True,10.541,,"LINESTRING (50.2881544 37.1362986, 50.2880718 37.1362304)",,
282547915,میرراضی,residential,False,False,150.892,30,"LINESTRING (50.2881544 37.1362986, 50.2889004 37.1361388, 50.2889464 37.1361338, 50.2889901 37.1361536, 50.289064 37.1362606, 50.2893009 37.1367686)",,
"[777842505, 233785035]",,tertiary,True,False,24.253,,"LINESTRING (50.2938411 37.1363104, 50.2939076 37.1362974, 50.2939737 37.1363112, 50.2940239 37.1363482, 50.2940461 37.1363998)",,
1054706907,شورا,tertiary,True,False,236.775,,"LINESTRING (50.2938411 37.1363104, 50.2939087 37.1362159, 50.2940171 37.1361429, 50.2942266 37.1360968, 50.2949612 37.1360719, 50.2955223 37.1360546, 50.2958209 37.1360661, 50.2961557 37.1361564, 50.2963772 37.1361928)",,
777842505,,tertiary,True,False,34.545,,"LINESTRING (50.2940461 37.1363998, 50.294035 37.1364536, 50.2940273 37.1365815, 50.2940492 37.1367084)",,
233785035,,tertiary,True,False,25.683,,"LINESTRING (50.2937012 37.1365071, 50.2937272 37.1364355, 50.2937902 37.1363468, 50.2938411 37.1363104)",,
233785311,شورا,tertiary,True,False,73.088,,"LINESTRING (50.2940492 37.1367084, 50.2941403 37.1368692, 50.2942268 37.136952, 50.2943424 37.1370203, 50.2946203 37.1371533)",,
"[777842505, 233785035]",,tertiary,True,False,26.229000000000003,,"LINESTRING (50.2940492 37.1367084, 50.2940413 37.1367551, 50.2940074 37.1367938, 50.2939549 37.1368156, 50.2938957 37.1368158, 50.2938431 37.1367942)",,
233785035,,tertiary,True,False,4.122,,"LINESTRING (50.2938431 37.1367942, 50.2938122 37.1367665)",,
1154733412,,residential,False,True,57.592,,"LINESTRING (50.2942064 37.1370723, 50.2937332 37.1374272)",,
233785317,شورا,tertiary,True,False,44.686,,"LINESTRING (50.2942064 37.1370723, 50.2941353 37.1370188, 50.2940147 37.1369362, 50.2938431 37.1367942)",,
502447833,بهار,residential,False,False,37.894999999999996,30,"LINESTRING (50.2983124 37.1375235, 50.2980709 37.137612, 50.29791 37.1376248)",,
"[53145348, 1073878958]","['شهدای گمنام', 'اذربهرام']",residential,False,False,176.91199999999998,30,"LINESTRING (50.2983124 37.1375235, 50.2984772 37.1377791, 50.2984925 37.1378789, 50.2984332 37.1379647, 50.2973812 37.1386844)",,
53145348,شهدای گمنام,residential,False,False,105.285,30,"LINESTRING (50.2973812 37.1386844, 50.2965565 37.1393658)",,
1073878959,آفتاب,residential,False,False,80.622,,"LINESTRING (50.2973812 37.1386844, 50.2980136 37.1392055)",,
"[53145348, 1073878958]","['شهدای گمنام', 'اذربهرام']",residential,False,True,176.912,30,"LINESTRING (50.2973812 37.1386844, 50.2984332 37.1379647, 50.2984925 37.1378789, 50.2984772 37.1377791, 50.2983124 37.1375235)",,
53145349,هفتاد و دو تن,secondary,False,True,42.478,,"LINESTRING (50.2926403 37.1394379, 50.2922949 37.1391731)",,
282547934,عباس پور,residential,False,False,68.294,30,"LINESTRING (50.2926403 37.1394379, 50.2932924 37.1391108)",,
53145349,هفتاد و دو تن,secondary,False,False,115.087,,"LINESTRING (50.2926403 37.1394379, 50.2926877 37.1394717, 50.2936068 37.140129)",,
233785354,شهدای گمنام,tertiary,False,False,33.742,,"LINESTRING (50.2958711 37.1398206, 50.2955341 37.1399617)",,
53145348,شهدای گمنام,residential,False,True,79.819,30,"LINESTRING (50.2958711 37.1398206, 50.2961584 37.1396856, 50.2964085 37.1395098, 50.2965565 37.1393658)",,
233785155,,tertiary,True,False,33.42,,"LINESTRING (50.2941695 37.1404379, 50.2945347 37.1403632)",,
233785306,,secondary,True,False,20.706,,"LINESTRING (50.2941695 37.1404379, 50.294207 37.1404463, 50.2942394 37.1404635, 50.2942636 37.1404878, 50.2942771 37.1405169, 50.2942787 37.1405479, 50.2942682 37.1405778)",,roundabout
233785306,,secondary,True,False,3.442,,"LINESTRING (50.2941307 37.1404392, 50.2941695 37.1404379)",,roundabout
233785187,هفتاد و دو تن,secondary,True,False,25.246,,"LINESTRING (50.2940316 37.140525, 50.293887 37.1403294)",,
233785306,,secondary,True,False,13.807,,"LINESTRING (50.2940316 37.140525, 50.2940421 37.1404951, 50.2940636 37.1404693, 50.2940942 37.14045, 50.2941307 37.1404392)",,roundabout
233785306,,secondary,True,False,13.805000000000001,,"LINESTRING (50.2942682 37.1405778, 50.2942467 37.1406036, 50.2942161 37.1406229, 50.2941796 37.1406337, 50.2941407 37.140635)",,roundabout
1073878961,باران,unclassified,False,False,42.131,,"LINESTRING (50.2940467 37.1405851, 50.2935931 37.1406983)",,
233785306,,secondary,True,False,6.9,,"LINESTRING (50.2940467 37.1405851, 50.2940332 37.140556, 50.2940316 37.140525)",,roundabout
282349266,نعمت الله قنبری,tertiary,False,False,21.938,,"LINESTRING (50.2969702 37.1340227, 50.2970983 37.1341915)",,
1073878949,حدادپور,unclassified,False,True,79.316,,"LINESTRING (50.2969702 37.1340227, 50.2972689 37.133845, 50.2976643 37.1337514, 50.2977657 37.1337183)",,
200856666,انقلاب,secondary,False,False,77.228,,"LINESTRING (50.2890474 37.1340619, 50.2898953 37.1339024)",,
200856666,انقلاب,secondary,False,True,37.127,,"LINESTRING (50.2890474 37.1340619, 50.2886394 37.1341373)",,
282349262,مدرس,residential,False,False,97.87800000000001,30,"LINESTRING (50.2890474 37.1340619, 50.2892537 37.1344498, 50.289293 37.1345333, 50.2893378 37.1346129, 50.2893629 37.1346999, 50.2893653 37.1348931)",,
1154733415,,residential,False,True,124.448,,"LINESTRING (50.2938158 37.1346491, 50.2926834 37.1353106)",,
