osmid,name,highway,oneway,reversed,length,geometry,bridge,junction,maxspeed,lanes
137267880,میهن ۳,residential,False,False,46.24,"LINESTRING (47.3747325 33.1341607, 47.3743406 33.1344161)",,,,
137267903,هاشمی جنوبی,residential,False,True,66.856,"LINESTRING (47.3747325 33.1341607, 47.375158 33.134645)",,,,
137267611,گلریز ۲,residential,False,True,86.876,"LINESTRING (47.3714944 33.1341511, 47.3707033 33.1345653)",,,,
755443693,کارگر,residential,False,True,65.079,"LINESTRING (47.3714944 33.1341511, 47.3718501 33.1346549)",,,,
137267949,,residential,False,True,44.172,"LINESTRING (47.3704696 33.1342196, 47.3707033 33.1345653)",,,,
137267880,میهن ۳,residential,False,True,46.24,"LINESTRING (47.3743406 33.1344161, 47.3747325 33.1341607)",,,,
244228703,شهید حسن زاده,residential,False,False,88.774,"LINESTRING (47.3743406 33.1344161, 47.3743315 33.1345043, 47.3743309 33.1346345, 47.374273 33.1352121)",,,,
137267611,گلریز ۲,residential,False,False,86.876,"LINESTRING (47.3707033 33.1345653, 47.3714944 33.1341511)",,,,
137267949,,residential,False,False,44.172,"LINESTRING (47.3707033 33.1345653, 47.3704696 33.1342196)",,,,
137267949,,residential,False,True,49.147,"LINESTRING (47.3707033 33.1345653, 47.3709634 33.1349499)",,,,
137267770,پردیس شرقی,residential,False,False,54.837,"LINESTRING (47.375888 33.1346437, 47.3754174 33.1349402)",,,,
137267828,میهن ۴,residential,False,False,103.764,"LINESTRING (47.375158 33.134645, 47.374273 33.1352121)",,,,
137267903,هاشمی جنوبی,residential,False,False,66.856,"LINESTRING (47.375158 33.134645, 47.3747325 33.1341607)",,,,
137267903,هاشمی جنوبی,residential,False,True,40.754,"LINESTRING (47.375158 33.134645, 47.3754174 33.1349402)",,,,
137267716,گلریز ۱,residential,False,True,88.841,"LINESTRING (47.3718501 33.1346549, 47.3709634 33.1349499)",,,,
755443693,کارگر,residential,False,False,65.079,"LINESTRING (47.3718501 33.1346549, 47.3714944 33.1341511)",,,,
755443693,کارگر,residential,False,True,66.138,"LINESTRING (47.3718501 33.1346549, 47.3722067 33.1351693)",,,,
137267993,پاسداران,secondary,True,False,9.654,"LINESTRING (47.377035 33.1348129, 47.3769518 33.1348647)",,,,
244228630,شهید قاسم سلیمانی,secondary,True,False,355.746,"LINESTRING (47.377035 33.1348129, 47.3781404 33.1361317, 47.3783354 33.1363773, 47.3784989 33.136627, 47.3786447 33.1369452, 47.3787903 33.1375236, 47.3788422 33.1375865)",,,,
137267992,کریمی,residential,False,False,57.311,"LINESTRING (47.3733254 33.1348602, 47.3727409 33.1350217)",,,,
137267770,پردیس شرقی,residential,False,True,54.837,"LINESTRING (47.3754174 33.1349402, 47.375888 33.1346437)",,,,
137267903,هاشمی جنوبی,residential,False,False,40.754,"LINESTRING (47.3754174 33.1349402, 47.375158 33.134645)",,,,
137267903,هاشمی جنوبی,residential,False,True,68.028,"LINESTRING (47.3754174 33.1349402, 47.3758505 33.1354329)",,,,
678577910,پردیس غربی,residential,False,False,142.046,"LINESTRING (47.3754174 33.1349402, 47.3742113 33.1357224)",,,,
137267716,گلریز ۱,residential,False,False,88.841,"LINESTRING (47.3709634 33.1349499, 47.3718501 33.1346549)",,,,
137267949,,residential,False,False,49.147,"LINESTRING (47.3709634 33.1349499, 47.3707033 33.1345653)",,,,
137267949,,residential,False,True,60.612,"LINESTRING (47.3709634 33.1349499, 47.371284 33.1354243)",,,,
