osmid,highway,maxspeed,oneway,reversed,length,junction,geometry,name
447840103,secondary,30,False,True,161.341,,"LINESTRING (48.3734203 36.9782994, 48.3740777 36.979652)",
395874292,secondary,,True,False,21.378,roundabout,"LINESTRING (48.3734203 36.9782994, 48.3733774 36.9783168, 48.3733298 36.9783228, 48.3732823 36.9783169, 48.3732393 36.9782995, 48.3732051 36.9782725)",
395874292,secondary,,True,False,28.436999999999998,roundabout,"LINESTRING (48.3732036 36.9781279, 48.3732415 36.9780979, 48.3732899 36.97808, 48.3733431 36.9780763, 48.3733946 36.9780873, 48.3734384 36.9781116, 48.3734693 36.9781464)",
396522794,tertiary,,False,True,40.854,,"LINESTRING (48.3732036 36.9781279, 48.373081 36.9779971, 48.3729923 36.9778058)",
395874293,secondary,40,False,False,33.401,,"LINESTRING (48.3732051 36.9782725, 48.3728354 36.9783273)",
395874292,secondary,,True,False,17.106,roundabout,"LINESTRING (48.3732051 36.9782725, 48.373183 36.9782383, 48.3731751 36.9782004, 48.3731822 36.9781623, 48.3732036 36.9781279)",
395874292,secondary,,True,False,18.957,roundabout,"LINESTRING (48.3734693 36.9781464, 48.3734835 36.9781875, 48.3734794 36.97823, 48.3734575 36.9782688, 48.3734203 36.9782994)",
396522802,tertiary,,False,False,102.392,,"LINESTRING (48.3734693 36.9781464, 48.3738741 36.9780596, 48.3740097 36.9780346, 48.374161 36.977922, 48.3743558 36.9776543)",سرچشمه
395874293,secondary,40,False,True,40.603,,"LINESTRING (48.372386 36.978394, 48.3728354 36.9783273)",
396522795,tertiary,,False,False,70.882,,"LINESTRING (48.372386 36.978394, 48.3716203 36.9785734)",
395874293,secondary,40,False,False,226.295,,"LINESTRING (48.372386 36.978394, 48.3722161 36.978247, 48.3719896 36.9778399, 48.371749 36.9774497, 48.3714163 36.9772009, 48.3709349 36.976856, 48.370864 36.9768085)",
396522799,tertiary,,False,False,182.772,,"LINESTRING (48.372386 36.978394, 48.3725279 36.9784722, 48.3726114 36.9786348, 48.372627 36.978739, 48.3725488 36.9791558, 48.3721835 36.9795977, 48.37198 36.9798186)",
395874294,secondary,,True,False,18.049,roundabout,"LINESTRING (48.3691083 36.9747072, 48.3690616 36.9747463, 48.3690012 36.9747708, 48.368934 36.9747779)",
617265027,secondary,,True,False,263.852,,"LINESTRING (48.3691083 36.9747072, 48.3691344 36.974839, 48.3692642 36.9750539, 48.3697806 36.9756941, 48.3702792 36.976266, 48.3705702 36.9766013, 48.3706485 36.9767201)",
395874294,secondary,,True,False,5.965,roundabout,"LINESTRING (48.368934 36.9747779, 48.3688683 36.9747668)",
395874294,secondary,,True,False,28.389,roundabout,"LINESTRING (48.3688683 36.9747668, 48.3688102 36.9747385, 48.3687674 36.9746963, 48.3687446 36.9746451, 48.3687447 36.9745908, 48.3687606 36.974555)",
395874294,secondary,,True,False,17.124,roundabout,"LINESTRING (48.3687674 36.9745396, 48.3688075 36.9744995, 48.3688614 36.9744715, 48.3689236 36.9744587)",
617262052,secondary,60,True,False,43.091,,"LINESTRING (48.3687674 36.9745396, 48.3685324 36.9742728, 48.3684952 36.9742192)",
395874294,secondary,,True,False,39.93600000000001,roundabout,"LINESTRING (48.3689236 36.9744587, 48.3689881 36.9744623, 48.3690479 36.9744821, 48.3690965 36.9745162, 48.3691291 36.9745608, 48.3691421 36.9746106, 48.3691349 36.974661, 48.3691083 36.9747072)",
617265029,secondary,,False,True,21.519,,"LINESTRING (48.370864 36.9768085, 48.3706485 36.9767201)",
395874293,secondary,40,False,True,226.295,,"LINESTRING (48.370864 36.9768085, 48.3709349 36.976856, 48.3714163 36.9772009, 48.371749 36.9774497, 48.3719896 36.9778399, 48.3722161 36.978247, 48.372386 36.978394)",
396522815,residential,,False,False,232.12800000000001,,"LINESTRING (48.370864 36.9768085, 48.3700808 36.9756461, 48.3696463 36.9749616)",
