osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,ref,bridge,access
183545558,True,Route de Perpignan,tertiary,30,False,40.946,"LINESTRING (2.9356615 42.6839025, 2.9352983 42.6841561)",,,,,
891283709,False,Chemin du Mas Anglade,residential,,False,6.155,"LINESTRING (2.9356615 42.6839025, 2.9356082 42.6838634)",,,,,
183545690,False,Rue de Valmy,residential,,True,93.416,"LINESTRING (2.9356615 42.6839025, 2.9357782 42.6838769, 2.9358568 42.6838486, 2.9358766 42.6838134, 2.935889 42.6837668, 2.9360332 42.6835169, 2.9362227 42.6832186)",,,,,
891283709,False,Chemin du Mas Anglade,residential,,True,22.121,"LINESTRING (2.9356615 42.6839025, 2.9356541 42.6840444, 2.9356368 42.6840999)",,,,,
25981152,False,Rue de l'Aire,residential,30,False,182.20300000000003,"LINESTRING (2.9359508 42.6809155, 2.93594 42.6809812, 2.9359369 42.6810002, 2.9359127 42.6811463, 2.9358965 42.6812508, 2.9358916 42.6812821, 2.9358833 42.6813464, 2.9358323 42.6815782, 2.9357751 42.6818102, 2.9357223 42.6820466, 2.9356908 42.6821653, 2.9356261 42.6822513, 2.9354021 42.6824721)",,,,,
863859021,False,Chemin de Saint-Gaudérique,residential,,True,150.606,"LINESTRING (2.9359508 42.6809155, 2.9358526 42.6809376, 2.9356326 42.6809871, 2.9354168 42.6810296, 2.9351296 42.6811134, 2.9344072 42.6813736, 2.9343601 42.681391, 2.9342521 42.6814296)",2,,,,
864635041,False,Chemin de Saint-Gaudérique,residential,30,False,31.561,"LINESTRING (2.9359508 42.6809155, 2.9361697 42.6808603, 2.9363161 42.6808236)",2,,,,
25981152,False,Rue de l'Aire,residential,30,True,182.20299999999995,"LINESTRING (2.9354021 42.6824721, 2.9356261 42.6822513, 2.9356908 42.6821653, 2.9357223 42.6820466, 2.9357751 42.6818102, 2.9358323 42.6815782, 2.9358833 42.6813464, 2.9358916 42.6812821, 2.9358965 42.6812508, 2.9359127 42.6811463, 2.9359369 42.6810002, 2.93594 42.6809812, 2.9359508 42.6809155)",,,,,
25981154,False,Rue des Mésanges,residential,,True,4.127,"LINESTRING (2.9352673 42.6841268, 2.9352983 42.6841561)",,,,,
25981117,True,Route de Perpignan,tertiary,30,False,40.428,"LINESTRING (2.9352673 42.6841268, 2.9354644 42.683976, 2.9355056 42.6839445, 2.9356082 42.6838634)",,,,,
25981154,False,Rue des Mésanges,residential,,False,73.226,"LINESTRING (2.9352673 42.6841268, 2.9352105 42.6840735, 2.9347152 42.6836082)",,,,,
25981155,False,Cour des Fauvettes,residential,,False,30.863,"LINESTRING (2.9347152 42.6836082, 2.9350097 42.6834345)",,,,,
25981154,False,Rue des Mésanges,residential,,True,73.226,"LINESTRING (2.9347152 42.6836082, 2.9352105 42.6840735, 2.9352673 42.6841268)",,,,,
