osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction
303067384,D 123,Rue de Condé,secondary,50,False,True,24.070999999999998,"LINESTRING (2.4343981 49.2554741, 2.4343472 49.2554684, 2.4342019 49.2554485, 2.4341616 49.2554459, 2.4341141 49.2554448, 2.434071 49.2554488)",,
615587159,D 123,Rue de Condé,secondary,50,False,False,194.506,"LINESTRING (2.4343981 49.2554741, 2.434507 49.2554877, 2.4345486 49.2554912, 2.4345954 49.2554927, 2.4346327 49.2554916, 2.434702 49.2554847, 2.4347967 49.2554719, 2.4348436 49.2554658, 2.4348968 49.2554545, 2.434959 49.255443, 2.4350153 49.2554343, 2.4350837 49.2554255, 2.4351836 49.255414, 2.4359549 49.2553109, 2.4370251 49.255171)",,
994976377,,Place Auguste Génie,residential,,True,False,36.477000000000004,"LINESTRING (2.4343981 49.2554741, 2.4344441 49.2555651, 2.4345239 49.2557229, 2.4345557 49.2557856)",,
303067384,D 123,Rue de Condé,secondary,50,False,False,24.071,"LINESTRING (2.434071 49.2554488, 2.4341141 49.2554448, 2.4341616 49.2554459, 2.4342019 49.2554485, 2.4343472 49.2554684, 2.4343981 49.2554741)",,
"[303067384, 993482175]",D 123,Rue de Condé,secondary,50,False,True,28.113,"LINESTRING (2.434071 49.2554488, 2.4340309 49.255457, 2.4339881 49.2554703, 2.4339431 49.2554896, 2.4338794 49.2555157, 2.4338283 49.2555353, 2.4337775 49.2555498, 2.4337253 49.2555592)",,
615587170,,Avenue Ambroise Croizat,residential,,False,False,13.923,"LINESTRING (2.434071 49.2554488, 2.4340167 49.2553458, 2.4340086 49.2553304)",,
53545245,,Rue Jean Jaurès,residential,30,True,False,68.043,"LINESTRING (2.4384241 49.2559703, 2.4383828 49.255998, 2.438352 49.2560251, 2.4383184 49.2560566, 2.4382978 49.2560855, 2.4382769 49.2561223, 2.4382634 49.2561591, 2.4382514 49.2562168, 2.438238 49.2563954, 2.4382326 49.2564251, 2.4382259 49.256447, 2.4382085 49.256475, 2.4381883 49.2564969, 2.4381655 49.2565101, 2.4381286 49.2565228)",,
321362072,,Rue des Déportés,residential,,False,True,63.48500000000001,"LINESTRING (2.4384241 49.2559703, 2.4381618 49.255776, 2.4381179 49.2557402, 2.4380258 49.2556655, 2.4379356 49.2555923, 2.4378632 49.2555324)",,
337992853,,Rue Jean Jaurès,residential,30,True,False,258.83000000000004,"LINESTRING (2.4381286 49.2565228, 2.4377039 49.2566139, 2.4374708 49.2566582, 2.4373823 49.2566702, 2.4373086 49.256679, 2.4372388 49.256686, 2.4371745 49.2566904, 2.4371032 49.2566922, 2.4370272 49.2566942, 2.4362079 49.2567152, 2.4352073 49.2567343, 2.4351588 49.2567324, 2.4351196 49.2567274, 2.4348218 49.2566672, 2.4347655 49.2566534, 2.4347256 49.2566378, 2.4346948 49.256623, 2.4346497 49.2565948)",,
51837275,,Rue Hérouart-Rodier,residential,,True,False,120.972,"LINESTRING (2.4346497 49.2565948, 2.4346926 49.2566916, 2.4351467 49.257532, 2.4351959 49.2576225)",,
