osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,junction,bridge,lanes,access,tunnel
102442146,True,,Rue Ernest Renan,residential,False,136.52,"LINESTRING (0.3644445 48.3491077, 0.3643755 48.3491754, 0.3631029 48.3499487)",,,,,,
103128920,False,,Boulevard Pasteur,residential,False,214.084,"LINESTRING (0.3644445 48.3491077, 0.3644674 48.3490784, 0.3645249 48.3490049, 0.3648863 48.3485431, 0.3657593 48.3475016, 0.3658301 48.3474171)",,,,,,
103128930,True,D 300,Rue d'Estournelles de Constant,secondary,False,45.07,"LINESTRING (0.3644445 48.3491077, 0.3645488 48.3491407, 0.3649982 48.3492776)",,,,,,
102442151,False,,Rue des Bains,residential,False,99.41600000000001,"LINESTRING (0.3719359 48.3466887, 0.3718412 48.3465957, 0.3718252 48.3465799, 0.3708787 48.3462182, 0.3708307 48.3461993)",,,,,,
102442151,False,,Rue des Bains,residential,True,52.86,"LINESTRING (0.3719359 48.3466887, 0.371873 48.3467494, 0.3718387 48.3468517, 0.371873 48.3471477)",,,,,,
1221509705,False,,Rue Rosette,residential,True,44.513,"LINESTRING (0.3653141 48.3472106, 0.3658301 48.3474171)",,,,,,
103128935,False,,Rue Paul Bert,residential,True,35.305,"LINESTRING (0.3702315 48.3496218, 0.3698664 48.3495886, 0.3697582 48.3495786)",,,,,,
1198933827,True,D 2,Rue Ledru Rollin,living_street,False,57.025000000000006,"LINESTRING (0.3702315 48.3496218, 0.3701703 48.3496729, 0.3700798 48.3498663, 0.370059 48.3499461, 0.3700588 48.3501101)",20,,,,,
1221509705,False,,Rue Rosette,residential,False,44.513,"LINESTRING (0.3658301 48.3474171, 0.3653141 48.3472106)",,,,,,
103128920,False,,Boulevard Pasteur,residential,True,214.084,"LINESTRING (0.3658301 48.3474171, 0.3657593 48.3475016, 0.3648863 48.3485431, 0.3645249 48.3490049, 0.3644674 48.3490784, 0.3644445 48.3491077)",,,,,,
231918498,False,,Rue Edmond Rottier,residential,False,174.17100000000002,"LINESTRING (0.3658301 48.3474171, 0.3659751 48.3473376, 0.3668805 48.3470358, 0.3678673 48.346707, 0.3679149 48.346693)",,,,,,
1221509705,False,,Rue Rosette,residential,True,67.727,"LINESTRING (0.3658301 48.3474171, 0.3658883 48.3474421, 0.366217 48.3475833, 0.3665998 48.3477477)",,,,,,
102442143,False,,Rue Marconville,residential,True,197.47299999999998,"LINESTRING (0.3667583 48.3482053, 0.3664941 48.3482587, 0.3662078 48.348348, 0.3660049 48.3484383, 0.3659888 48.3484623, 0.3660068 48.3484845, 0.3662371 48.3486807, 0.3662566 48.348722, 0.3662544 48.3487644, 0.366204 48.349191, 0.3661645 48.3492804, 0.3659788 48.3495678)",,,,,destination,
"[102442129, 750112620, 750112621]",False,,Rue Saint-Roch,residential,False,204.26600000000005,"LINESTRING (0.3733922 48.3484375, 0.3731723 48.3481438, 0.3728705 48.3478175, 0.3728162 48.34776, 0.3728053 48.3477412, 0.3727734 48.3476866, 0.3727191 48.3475934, 0.3726566 48.3473548, 0.3726356 48.3472746, 0.3725505 48.3471983, 0.3725208 48.3471857, 0.3724729 48.3471654, 0.3723775 48.3471552, 0.3722946 48.3471557, 0.3721605 48.3471539, 0.371873 48.3471477)",,,yes,,,
103128936,False,,Place Gué-Galerne,residential,False,33.888,"LINESTRING (0.3733922 48.3484375, 0.3734711 48.3484764, 0.3736992 48.3484846, 0.3738309 48.3484894)",,,,,,
102442143,False,,Rue Marconville,residential,False,197.47300000000004,"LINESTRING (0.3659788 48.3495678, 0.3661645 48.3492804, 0.366204 48.349191, 0.3662544 48.3487644, 0.3662566 48.348722, 0.3662371 48.3486807, 0.3660068 48.3484845, 0.3659888 48.3484623, 0.3660049 48.3484383, 0.3662078 48.348348, 0.3664941 48.3482587, 0.3667583 48.3482053)",,,,,destination,
"[103128930, 103128931]",True,D 300,"['Place de la République', ""Rue d'Estournelles de Constant""]",secondary,False,134.26,"LINESTRING (0.3659788 48.3495678, 0.3668421 48.3498318, 0.3672374 48.3499402, 0.3674333 48.3499855, 0.3674936 48.3499851, 0.3675456 48.34997, 0.3675815 48.3499517, 0.367608 48.3499364, 0.3676349 48.3499225)",,,,,,
102442126,True,,Rue Frédéric Dallier,residential,False,60.327,"LINESTRING (0.3697582 48.3495786, 0.36959 48.3491156, 0.3695195 48.3490688)",,,,,,
103128935,False,,Rue Paul Bert,residential,False,35.305,"LINESTRING (0.3697582 48.3495786, 0.3698664 48.3495886, 0.3702315 48.3496218)",,,,,,
1005792872,True,,Place Gué-Galerne,residential,False,30.373,"LINESTRING (0.3738309 48.3484894, 0.3742295 48.3484228)",,,,,,
102442130,True,,Rue des Tanneries,residential,False,175.721,"LINESTRING (0.3738309 48.3484894, 0.3738977 48.3493421, 0.3738157 48.3496846, 0.3737201 48.3498311, 0.3735633 48.3500248)",,,,1,,
103128936,False,,Place Gué-Galerne,residential,True,33.888,"LINESTRING (0.3738309 48.3484894, 0.3736992 48.3484846, 0.3734711 48.3484764, 0.3733922 48.3484375)",,,,,,
102442695,False,,Rue de Gerolzhofen,residential,False,78.31299999999999,"LINESTRING (0.3747958 48.3470438, 0.3755191 48.3471616, 0.3758058 48.3472483)",,,,,,
102442695,False,,Rue de Gerolzhofen,residential,True,55.059,"LINESTRING (0.3747958 48.3470438, 0.3743367 48.3469733, 0.3740699 48.3469323)",,,,,,
102442695,False,,Rue de Gerolzhofen,residential,False,28.541999999999998,"LINESTRING (0.3758058 48.3472483, 0.3758545 48.347263, 0.3761574 48.3473545)",,,,,,
102442695,False,,Rue de Gerolzhofen,residential,True,78.31299999999999,"LINESTRING (0.3758058 48.3472483, 0.3755191 48.3471616, 0.3747958 48.3470438)",,,,,,
102442702,True,,Résidence des Ormeaux,residential,False,203.062,"LINESTRING (0.3758058 48.3472483, 0.37535 48.3478058, 0.3747704 48.3478427, 0.3747356 48.3477887, 0.3747958 48.3470438)",,,,,,
102442704,False,,Résidence du Stade,residential,True,38.544,"LINESTRING (0.3748574 48.3463031, 0.3743531 48.3462147)",30,,,,,
102442704,False,,Résidence du Stade,residential,False,315.786,"LINESTRING (0.3748574 48.3463031, 0.3754278 48.3463991, 0.3753743 48.3465368, 0.3757369 48.346599, 0.3762226 48.3466823, 0.3761918 48.3467615, 0.37614 48.3468951, 0.3761079 48.3469779, 0.3758785 48.3469385, 0.3756282 48.3468956, 0.3753586 48.3468494, 0.3749018 48.3467711, 0.3746899 48.3467348, 0.3747911 48.3464739, 0.3748574 48.3463031)",30,,,,,
102442704,False,,Résidence du Stade,residential,True,315.78600000000006,"LINESTRING (0.3748574 48.3463031, 0.3747911 48.3464739, 0.3746899 48.3467348, 0.3749018 48.3467711, 0.3753586 48.3468494, 0.3756282 48.3468956, 0.3758785 48.3469385, 0.3761079 48.3469779, 0.37614 48.3468951, 0.3761918 48.3467615, 0.3762226 48.3466823, 0.3757369 48.346599, 0.3753743 48.3465368, 0.3754278 48.3463991, 0.3748574 48.3463031)",30,,,,,
102454079,False,,Rue du Stade,tertiary,True,82.493,"LINESTRING (0.3740699 48.3469323, 0.3743531 48.3462147)",30,,,,,
102442695,False,,Rue de Gerolzhofen,residential,False,55.059,"LINESTRING (0.3740699 48.3469323, 0.3743367 48.3469733, 0.3747958 48.3470438)",,,,,,
102454079,False,,Rue du Stade,tertiary,False,168.21499999999997,"LINESTRING (0.3740699 48.3469323, 0.3740162 48.3471374, 0.374009 48.3471649, 0.3739733 48.3475202, 0.3740362 48.3478973, 0.3741932 48.3483464, 0.3742295 48.3484228)",30,,,,,
102442704,False,,Résidence du Stade,residential,False,38.544,"LINESTRING (0.3743531 48.3462147, 0.3748574 48.3463031)",30,,,,,
102454079,False,,Rue du Stade,tertiary,False,82.493,"LINESTRING (0.3743531 48.3462147, 0.3740699 48.3469323)",30,,,,,
102442695,False,,Rue de Gerolzhofen,residential,True,55.682,"LINESTRING (0.3761459 48.3478552, 0.3761574 48.3473545)",,,,,,
102442695,False,,Rue de Gerolzhofen,residential,False,55.682,"LINESTRING (0.3761574 48.3473545, 0.3761459 48.3478552)",,,,,,
102442695,False,,Rue de Gerolzhofen,residential,True,28.541999999999998,"LINESTRING (0.3761574 48.3473545, 0.3758545 48.347263, 0.3758058 48.3472483)",,,,,,
102454084,False,,Place Carnot,residential,False,7.683,"LINESTRING (0.3696761 48.3501589, 0.3695724 48.3501638)",,,,,,
102454086,True,D 38,Place de la République,tertiary,False,103.66300000000001,"LINESTRING (0.368042 48.3485475, 0.3680715 48.3485863, 0.3680795 48.3486658, 0.3681088 48.3489599, 0.3681399 48.3492708, 0.3681601 48.3494399, 0.3681627 48.349473)",,,,,,
"[404101748, 231918485]",False,D 38,"['Place de la République', 'Boulevard Victor Hugo']",tertiary,False,38.532,"LINESTRING (0.368042 48.3485475, 0.3680648 48.3484668, 0.3680637 48.3484444, 0.3680617 48.3484065, 0.3680447 48.3482948, 0.3680465 48.348203)",,,,,,
1238277169,False,D 300,Place de la République,secondary,False,12.489,"LINESTRING (0.3681937 48.3499108, 0.3682114 48.3500225)",,,,,,
1238277169,False,D 300,Place de la République,secondary,True,9.963,"LINESTRING (0.3681937 48.3499108, 0.3681795 48.3498217)",,,,,,
103128931,True,D 300,Place de la République,secondary,False,46.233999999999995,"LINESTRING (0.3676349 48.3499225, 0.3676639 48.349844, 0.3677305 48.3498066, 0.3679647 48.3497342, 0.3681084 48.3496897)",,,,,,
102444207,False,,Rue Dolly,residential,False,59.370000000000005,"LINESTRING (0.3685217 48.3464938, 0.3680482 48.3461512, 0.3679535 48.3461236)",30,,,1,,
231918498,False,,Rue Edmond Rottier,residential,True,50.017,"LINESTRING (0.3685217 48.3464938, 0.3680709 48.3466414, 0.3679498 48.3466811, 0.3679149 48.346693)",,,,,,
102444220,True,,Rue Prosper Foulard,living_street,False,47.756,"LINESTRING (0.3690377 48.350189, 0.3688361 48.3501377, 0.3684567 48.3500027)",20,,,,,
102454084,False,,Place Carnot,residential,True,39.612,"LINESTRING (0.3690377 48.350189, 0.3692786 48.3501776, 0.3695724 48.3501638)",,,,,,
"[404101736, 102444205]",True,,Place Carnot,residential,False,46.897999999999996,"LINESTRING (0.3690704 48.3506102, 0.369046 48.3502964, 0.3690377 48.350189)",50,,,,,
231918493,False,D 311,Rue du Fort,living_street,False,28.755,"LINESTRING (0.3690704 48.3506102, 0.369119 48.3506099, 0.3693278 48.3506087, 0.3694595 48.350608)",20,,,2,,
"[231918497, 231918493]",False,D 311,"['Rue du Fort', 'Rue Chevallier']","['living_street', 'secondary']",True,52.93600000000001,"LINESTRING (0.3690704 48.3506102, 0.3688542 48.3506322, 0.3684264 48.3507009, 0.3683705 48.3507099)","['20', '50']",,,2,,
1238277169,False,D 300,Place de la République,secondary,True,12.489,"LINESTRING (0.3682114 48.3500225, 0.3681937 48.3499108)",,,,,,
102444244,True,D 300,Place de la République,secondary,False,44.513999999999996,"LINESTRING (0.3682114 48.3500225, 0.3681198 48.3500282, 0.3678161 48.3499645, 0.3676349 48.3499225)",,,,,,
"[231918499, 231918495]",False,D 300,"['Place de la République', 'Rue Gambetta']",secondary,False,77.42099999999999,"LINESTRING (0.3682114 48.3500225, 0.3682154 48.3500481, 0.3682458 48.3502392, 0.3682675 48.3503239, 0.3682953 48.3504732, 0.3683224 48.350574, 0.3683425 48.3506307, 0.3683705 48.3507099)",50,,,,,
30337277,False,D 2,Rue Ledru Rollin,secondary,True,5.21,"LINESTRING (0.3708381 48.347555, 0.3708348 48.3476018)",,,,,,
30337277,False,D 2,Rue Ledru Rollin,secondary,False,150.75,"LINESTRING (0.3708381 48.347555, 0.370829 48.3468411, 0.3708282 48.3467766, 0.37083 48.3463678, 0.3708307 48.3461993)",,,,,,
167316479,False,,Rue Prosper Foulard,residential,True,6.344,"LINESTRING (0.368381 48.3499758, 0.3684567 48.3500027)",,,,,,building_passage
167316478,True,,Rue Prosper Foulard,residential,False,15.617,"LINESTRING (0.368381 48.3499758, 0.3682484 48.3499286, 0.3681937 48.3499108)",,,,,,
167316479,False,,Rue Prosper Foulard,residential,False,6.344,"LINESTRING (0.3684567 48.3500027, 0.368381 48.3499758)",,,,,,building_passage
32062680,False,,Rue Marceau,tertiary,True,221.262,"LINESTRING (0.3744344 48.3486014, 0.3748229 48.3497559, 0.3748952 48.350007, 0.3749262 48.3502549, 0.3749444 48.3504347, 0.3749363 48.3505568)",,,,,,
1005792870,True,,Rue Marceau,tertiary,False,19.035,"LINESTRING (0.3744344 48.3486014, 0.3743103 48.3485551, 0.3742013 48.3485302)",,,,,,
1238277170,False,D 300,Place de la République,secondary,False,6.334,"LINESTRING (0.3681084 48.3496897, 0.3681653 48.3497323)",,,,,,
404101749,True,D 38,Place de la République,secondary,False,21.554000000000002,"LINESTRING (0.3681084 48.3496897, 0.3681026 48.3496419, 0.3680846 48.3494965)",,,,,,
231918493,False,D 311,Rue du Fort,living_street,False,9.696,"LINESTRING (0.3694595 48.350608, 0.3695907 48.3506072)",20,,,2,,
231918493,False,D 311,Rue du Fort,living_street,True,28.755,"LINESTRING (0.3694595 48.350608, 0.3693278 48.3506087, 0.369119 48.3506099, 0.3690704 48.3506102)",20,,,2,,
102440602,False,,Rue de Navarre,residential,False,25.204,"LINESTRING (0.37521 48.3520903, 0.3755495 48.3521121)",,,,,,
1005303366,True,,Rue de Navarre,residential,False,34.317,"LINESTRING (0.37521 48.3520903, 0.3748266 48.3521128, 0.3747474 48.3521174)",,,,,,
231918508,False,,Rue des Cytises,residential,False,20.543,"LINESTRING (0.3758192 48.3540832, 0.375745 48.3540384, 0.3755687 48.3540233)",,,,,,
231918508,False,,Rue des Cytises,residential,True,38.198,"LINESTRING (0.3758192 48.3540832, 0.375988 48.3542154, 0.3761501 48.3543471)",,,,,,
"[1005303360, 102440614]",False,,Rue des Lilas,residential,False,142.15800000000002,"LINESTRING (0.3758192 48.3540832, 0.3759897 48.3540104, 0.3759903 48.3539304, 0.3760589 48.3528676)",,,,,,
343781360,False,D 3,Rue Charles Granger,secondary,False,53.368,"LINESTRING (0.3683614 48.3525824, 0.3682842 48.3521052)",50,,,,,
343781361,True,,,secondary,False,14.139000000000001,"LINESTRING (0.3683614 48.3525824, 0.3683824 48.3525849, 0.368401 48.3525918, 0.3684153 48.3526022, 0.3684238 48.3526152, 0.3684256 48.3526292, 0.3684205 48.3526429, 0.3684091 48.3526548, 0.3683925 48.3526637, 0.3683725 48.3526685)",,roundabout,,,,
102441148,False,,Rue aux Cordiers,residential,False,173.63899999999998,"LINESTRING (0.3682954 48.3526297, 0.367426 48.3527051, 0.3666021 48.3527412, 0.3660116 48.3527907, 0.3659595 48.352793)",,,,,,
343781361,True,,,secondary,False,8.043,"LINESTRING (0.3682954 48.3526297, 0.3682972 48.3526153, 0.3683059 48.352602, 0.3683207 48.3525914, 0.3683399 48.3525846, 0.3683614 48.3525824)",,roundabout,,,,
102593132,False,D 3,Rue Charles Granger,secondary,True,123.57400000000001,"LINESTRING (0.3683725 48.3526685, 0.3684168 48.3529918, 0.3684332 48.3533582, 0.3684358 48.3536202, 0.3684102 48.3537774)",,,,,,
343781361,True,,,secondary,False,8.006,"LINESTRING (0.3683725 48.3526685, 0.3683512 48.3526688, 0.3683305 48.3526644, 0.3683131 48.3526557, 0.368301 48.3526437, 0.3682954 48.3526297)",,roundabout,,,,
30337156,False,,Rue Albert Roullée,secondary,True,6.335,"LINESTRING (0.3681627 48.349473, 0.3680846 48.3494965)",,,,,,
30337156,False,,Rue Albert Roullée,secondary,False,109.88499999999999,"LINESTRING (0.3681627 48.349473, 0.368405 48.3494009, 0.3687732 48.3492866, 0.3694574 48.3490865, 0.3695195 48.3490688)",,,,,,
100090881,True,D 38,Place de la République,secondary,False,29.326,"LINESTRING (0.3681627 48.349473, 0.3681785 48.3496171, 0.3681895 48.3496995, 0.3681653 48.3497323)",,,,,,
1238277169,False,D 300,Place de la République,secondary,False,9.996,"LINESTRING (0.3681653 48.3497323, 0.3681795 48.3498217)",,,,,,
1238277170,False,D 300,Place de la République,secondary,True,6.334,"LINESTRING (0.3681653 48.3497323, 0.3681084 48.3496897)",,,,,,
1221509708,False,,Rue des Balais,residential,True,56.978,"LINESTRING (0.363266 48.3510167, 0.363141 48.3507408, 0.3631852 48.3506792, 0.3633426 48.3506143, 0.3633834 48.3505956)",,,,,,
565871114,False,,Rue de la Carrière,residential,True,79.319,"LINESTRING (0.3753993 48.349039, 0.3753349 48.3488287, 0.3753408 48.34833)",,,,,,
53631033,False,,Rue Châtelaine,residential,False,105.88099999999999,"LINESTRING (0.3695641 48.3515124, 0.3696614 48.3515889, 0.3697153 48.3516134, 0.3697381 48.3516237, 0.3698962 48.3516463, 0.3701167 48.3516475, 0.3702545 48.3516483, 0.3708498 48.3516516, 0.3709237 48.351651)",,,,,,
53631033,False,,Rue Châtelaine,residential,True,114.291,"LINESTRING (0.3695641 48.3515124, 0.3693822 48.3513756, 0.3693467 48.3513559, 0.3690624 48.3512647, 0.3689732 48.3512642, 0.3681606 48.3513411)",,,,,,
631592851,False,,,residential,False,88.075,"LINESTRING (0.3695641 48.3515124, 0.3694501 48.3516011, 0.3694442 48.3516429, 0.3695131 48.3517702, 0.3695199 48.3518011, 0.3695012 48.3518398, 0.3694617 48.3518633, 0.3693053 48.3518819, 0.3691383 48.3519114, 0.3691057 48.3519432, 0.369073 48.3520247, 0.3690146 48.3520526)",,,,1,,
631592852,False,,,residential,False,50.457,"LINESTRING (0.3690146 48.3520526, 0.3696964 48.3520774)",,,,,,
631592851,False,,,residential,False,54.304,"LINESTRING (0.3690146 48.3520526, 0.3688465 48.3520697, 0.3682842 48.3521052)",,,,1,,
631592851,False,,,residential,True,88.075,"LINESTRING (0.3690146 48.3520526, 0.369073 48.3520247, 0.3691057 48.3519432, 0.3691383 48.3519114, 0.3693053 48.3518819, 0.3694617 48.3518633, 0.3695012 48.3518398, 0.3695199 48.3518011, 0.3695131 48.3517702, 0.3694442 48.3516429, 0.3694501 48.3516011, 0.3695641 48.3515124)",,,,1,,
343781360,False,D 3,Rue Charles Granger,secondary,False,85.454,"LINESTRING (0.3682842 48.3521052, 0.3681606 48.3513411)",50,,,,,
343781360,False,D 3,Rue Charles Granger,secondary,True,53.368,"LINESTRING (0.3682842 48.3521052, 0.3683614 48.3525824)",50,,,,,
631592851,False,,,residential,True,54.304,"LINESTRING (0.3682842 48.3521052, 0.3688465 48.3520697, 0.3690146 48.3520526)",,,,1,,
631592852,False,,,residential,True,50.457,"LINESTRING (0.3696964 48.3520774, 0.3690146 48.3520526)",,,,,,
102440592,False,,Allée de Provence,residential,True,43.841,"LINESTRING (0.3757413 48.3516005, 0.3758435 48.3516087, 0.3757834 48.3519321)",,,,,,
102440602,False,,Rue de Navarre,residential,False,26.445,"LINESTRING (0.3755495 48.3521121, 0.3757834 48.3519321)",,,,,,
102440602,False,,Rue de Navarre,residential,True,25.204,"LINESTRING (0.3755495 48.3521121, 0.37521 48.3520903)",,,,,,
"[521781971, 231918503]",False,,Rue de Normandie,residential,True,107.602,"LINESTRING (0.3755495 48.3521121, 0.3756905 48.3522909, 0.3757269 48.3528092, 0.3757488 48.3528428, 0.3758201 48.3528632, 0.3760589 48.3528676)",,,,,,
231918500,False,D 300,Rue Hupry,secondary,True,10.301,"LINESTRING (0.3747373 48.352025, 0.3747474 48.3521174)",,,,,,
231918500,False,D 300,Rue Hupry,secondary,False,70.476,"LINESTRING (0.3747373 48.352025, 0.3746717 48.3515434, 0.3746674 48.3513932)",,,,,,
1005303365,True,,Rue de Navarre,residential,False,35.966,"LINESTRING (0.3747373 48.352025, 0.3750318 48.3520453, 0.37521 48.3520903)",,,,,,
231918500,False,D 300,Rue Hupry,secondary,False,10.301,"LINESTRING (0.3747474 48.3521174, 0.3747373 48.352025)",,,,,,
231918500,False,D 300,Rue Hupry,secondary,True,52.471999999999994,"LINESTRING (0.3747474 48.3521174, 0.3747345 48.3522325, 0.3746461 48.3525841)",,,,,,
1005792867,False,,Rue des Tanneries,residential,True,61.166,"LINESTRING (0.3735633 48.3500248, 0.3735522 48.3501708, 0.3736289 48.3505137, 0.3736416 48.3505703)",,,,,,
1005792868,False,,Rue Marceau,tertiary,False,12.123,"LINESTRING (0.3742013 48.3485302, 0.3742295 48.3484228)",,,,,,
1005792871,True,,Rue du Gué Galerne,residential,False,27.746,"LINESTRING (0.3742013 48.3485302, 0.3738309 48.3484894)",,,,,,
231918493,False,D 311,Rue du Fort,living_street,True,9.696,"LINESTRING (0.3695907 48.3506072, 0.3694595 48.350608)",20,,,2,,
231918493,False,D 311,Rue du Fort,living_street,False,37.23,"LINESTRING (0.3695907 48.3506072, 0.3696851 48.3506067, 0.3699872 48.350605, 0.3700945 48.3506045)",20,,,2,,
102454084,False,,Place Carnot,residential,True,7.683,"LINESTRING (0.3695724 48.3501638, 0.3696761 48.3501589)",,,,,,
102454084,False,,Place Carnot,residential,False,39.612,"LINESTRING (0.3695724 48.3501638, 0.3692786 48.3501776, 0.3690377 48.350189)",,,,,,
1231659175,True,,,residential,False,49.322,"LINESTRING (0.3695724 48.3501638, 0.3695776 48.3502902, 0.3695907 48.3506072)",,,,,,
