osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes
8320734,Rue du Lieutenant Morin,residential,30,False,True,81.095,"LINESTRING (4.3925644 45.4366711, 4.3926551 45.4366915, 4.3928961 45.4367467, 4.3932634 45.4368345, 4.3933435 45.4368585, 4.3934077 45.4368863, 4.3935109 45.4369527)",,
268852087,Rue Marcellin Allard,residential,30,True,False,65.817,"LINESTRING (4.3925644 45.4366711, 4.392332 45.4371683, 4.3923014 45.4372335)",8.3,
268852090,Rue du Lieutenant Morin,residential,30,False,False,48.403999999999996,"LINESTRING (4.3925644 45.4366711, 4.3924903 45.4366549, 4.3919723 45.4365412)",,
8320734,Rue du Lieutenant Morin,residential,30,False,False,81.095,"LINESTRING (4.3935109 45.4369527, 4.3934077 45.4368863, 4.3933435 45.4368585, 4.3932634 45.4368345, 4.3928961 45.4367467, 4.3926551 45.4366915, 4.3925644 45.4366711)",,
150576168,Cours Hippolyte Sauzea,residential,30,False,True,58.978,"LINESTRING (4.3935109 45.4369527, 4.393411 45.4370229, 4.39318 45.4371941, 4.393033 45.4372875, 4.3929809 45.4373303)",,
28895548,Rue du Jeu de l'Arc,residential,30,True,False,85.203,"LINESTRING (4.3918452 45.4382302, 4.3918335 45.4382629, 4.3917351 45.4384788, 4.3915154 45.4389606)",5.1,
1221519678,Rue Élise Gervais,residential,30,True,False,33.916,"LINESTRING (4.3918452 45.4382302, 4.3918971 45.4382458, 4.3922513 45.4383389)",,
8320750,Rue Michel Servet,residential,30,True,False,68.902,"LINESTRING (4.3910123 45.4400796, 4.3902813 45.4404273)",,
28895400,Rue Passerat,residential,30,True,False,57.319,"LINESTRING (4.3910123 45.4400796, 4.3911213 45.4401627, 4.3915051 45.4404619)",,
"[531475011, 29278030]","['Place Jules Guesde', 'Rue des Frères Chappe']",residential,30,True,False,207.11599999999999,"LINESTRING (4.3910123 45.4400796, 4.3911952 45.4400272, 4.3912375 45.4400151, 4.3918032 45.4398417, 4.391953 45.4397958, 4.3924184 45.439768, 4.3924891 45.4397638, 4.3925571 45.4397597, 4.3930475 45.4397331, 4.393081 45.4397313, 4.3933588 45.4397162, 4.393579 45.4397182)",5.1,
203969393,Rue de Lodi,residential,30,True,False,71.477,"LINESTRING (4.388992 45.4410251, 4.3880962 45.4408904)",,
28895582,Rue Louis Braille,residential,30,True,False,137.61399999999998,"LINESTRING (4.388992 45.4410251, 4.3889822 45.4409492, 4.3888322 45.4397926)",,
