osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,junction
354661812,Carrefour Salvadore-Allende,primary,50,False,True,8.838,"LINESTRING (2.2719133 48.7640533, 2.2720329 48.7640432)",,,
350447941,Carrefour Salvadore-Allende,primary,50,False,False,21.041,"LINESTRING (2.2719133 48.7640533, 2.2718514 48.7639621, 2.2718422 48.7639338, 2.2718221 48.7638749)",,,
345778589,Carrefour Salvadore-Allende,primary,50,False,False,11.826,"LINESTRING (2.2718221 48.7638749, 2.2719775 48.7638463)",,,
350447941,Carrefour Salvadore-Allende,primary,50,False,True,21.041,"LINESTRING (2.2718221 48.7638749, 2.2718422 48.7639338, 2.2718514 48.7639621, 2.2719133 48.7640533)",,,
961426029,Rue Jean-Baptiste Clément,secondary,,True,False,61.605,"LINESTRING (2.2718221 48.7638749, 2.2718173 48.7637744, 2.271808 48.7637212, 2.2717971 48.7635948, 2.271773 48.7634491, 2.2717248 48.7633264)",D 63,,
345778589,Carrefour Salvadore-Allende,primary,50,False,True,11.826,"LINESTRING (2.2719775 48.7638463, 2.2718221 48.7638749)",,,
"[19794552, 19794580]",Avenue de la Division Leclerc,primary,50,True,False,221.422,"LINESTRING (2.2719775 48.7638463, 2.2721878 48.7638174, 2.2724296 48.7637812, 2.2730169 48.7637051, 2.2733938 48.763668, 2.2747573 48.763475, 2.2747899 48.7634704, 2.2749371 48.7634495)",D 986,,
350447942,Carrefour Salvadore-Allende,primary,50,False,False,22.276,"LINESTRING (2.2719775 48.7638463, 2.2719961 48.7639129, 2.2720015 48.7639417, 2.2720329 48.7640432)",,,
354661812,Carrefour Salvadore-Allende,primary,50,False,False,8.838,"LINESTRING (2.2720329 48.7640432, 2.2719133 48.7640533)",,,
350447942,Carrefour Salvadore-Allende,primary,50,False,True,22.276,"LINESTRING (2.2720329 48.7640432, 2.2720015 48.7639417, 2.2719961 48.7639129, 2.2719775 48.7638463)",,,
354661690,Avenue Roger Salengro,secondary,,True,False,16.063,"LINESTRING (2.2720329 48.7640432, 2.2720289 48.764104, 2.27203 48.7641876)",,,
27139212,Avenue Roger Salengro,secondary,,True,False,17.389,"LINESTRING (2.27203 48.7641876, 2.2719824 48.7641103, 2.2719133 48.7640533)",D 63,2,
295297948,Avenue Roger Salengro,secondary,,False,False,107.997,"LINESTRING (2.27203 48.7641876, 2.2720426 48.7642618, 2.2720711 48.7644186, 2.272194 48.7651528)",D 63,2,
27818006,Rue de Chateaubriand,residential,30,True,False,67.232,"LINESTRING (2.272574 48.7675019, 2.2724943 48.7675381, 2.27217 48.7677375, 2.2720413 48.7678183, 2.2719064 48.767915)",,1,
649183960,Avenue Roger Salengro,secondary,,False,False,74.97800000000001,"LINESTRING (2.272574 48.7675019, 2.2728204 48.7677599, 2.2731215 48.7680715)",D 63,2,
649183960,Avenue Roger Salengro,secondary,,False,True,34.391,"LINESTRING (2.272574 48.7675019, 2.272554 48.7673166, 2.2725407 48.7671934)",D 63,2,
27514856,Rue du Docteur Le Savoureux,unclassified,50,True,False,274.684,"LINESTRING (2.2731215 48.7680715, 2.2733395 48.7680867, 2.2735249 48.7680789, 2.2736116 48.7680752, 2.2741418 48.7680198, 2.2746936 48.7678789, 2.275687 48.767477, 2.2758216 48.7674227, 2.2762063 48.7670921, 2.2763109 48.7670022)",,1,
649183958,Avenue Roger Salengro,secondary,,False,False,242.71299999999997,"LINESTRING (2.2731215 48.7680715, 2.2733226 48.7683309, 2.2734789 48.7685553, 2.2735528 48.7686671, 2.2740358 48.7698469, 2.2741073 48.7700646, 2.2741385 48.7701397)",D 63,2,
649183960,Avenue Roger Salengro,secondary,,False,True,74.97800000000001,"LINESTRING (2.2731215 48.7680715, 2.2728204 48.7677599, 2.272574 48.7675019)",D 63,2,
27514847,,secondary,,False,False,17.911,"LINESTRING (2.2742107 48.7703272, 2.2741545 48.7703259, 2.2740955 48.7703106, 2.2740516 48.7702778, 2.2740366 48.7702406)",,1,circular
353934153,,secondary,,False,True,10.511,"LINESTRING (2.2742107 48.7703272, 2.2742633 48.7703148, 2.2742943 48.7702946, 2.274314 48.7702687)",,,circular
1092861683,Avenue Roger Salengro,secondary,,False,False,135.82,"LINESTRING (2.2742107 48.7703272, 2.2742615 48.7704446, 2.2743252 48.7706, 2.2744236 48.770854, 2.2745865 48.7712627, 2.2747359 48.7714965)",D 63,2,
1213537824,Rue Sainte-Catherine,unclassified,,False,False,11.51,"LINESTRING (2.2814853 48.766025, 2.2813284 48.7660206)",,1,
1213537829,Rue Henri-Irénée Marrou,tertiary,,True,False,39.596000000000004,"LINESTRING (2.2814853 48.766025, 2.2813729 48.7661244, 2.2811447 48.7663012)",D 128,2,
27514844,Rue Vincent Fayo,tertiary,,False,False,140.02100000000002,"LINESTRING (2.2815649 48.7644473, 2.28206 48.7637168, 2.2823442 48.7632976)",D 128,2,
1213537850,Rue Vincent Fayo,tertiary,,True,False,54.731,"LINESTRING (2.2815649 48.7644473, 2.2815097 48.7645631, 2.2813183 48.7649118)",D 128,2,
27514837,Rue des Vallées,unclassified,,False,True,7.494,"LINESTRING (2.2813183 48.7649118, 2.2812511 48.764861)",,,
301153901,Rue Henri-Irénée Marrou,tertiary,,True,False,125.35,"LINESTRING (2.2813183 48.7649118, 2.2813109 48.7650592, 2.2814044 48.7653171, 2.2814579 48.7654989, 2.2814835 48.7656086, 2.2815112 48.7657593, 2.2815062 48.7658729, 2.2815029 48.7659493, 2.2814853 48.766025)",D 128,1,
