osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction,tunnel,access
"[491618432, 491618433, 492579183, 1157755349, 1157755350]",True,"['1', '2', '3']",D 617,trunk,"['90', '70']",False,506.55,"LINESTRING (3.0063011 42.7020895, 3.0067941 42.7020744, 3.0073058 42.7020631, 3.0077673 42.702068, 3.0082127 42.7020808, 3.0087687 42.7021056, 3.0091477 42.7021303, 3.0097013 42.7021753, 3.0101744 42.7022182, 3.0108515 42.7022891, 3.0119271 42.7024204, 3.0124608 42.7024846)",,,,
"[627780324, 26140407]",True,"['2', '3']",D 617,trunk,110,False,542.722,"LINESTRING (3.012476 42.7026072, 3.012119 42.7025656, 3.0118069 42.7025279, 3.0108497 42.7024213, 3.0102005 42.7023427, 3.0094829 42.7022795, 3.0087365 42.7022199, 3.0080936 42.7021902, 3.0074652 42.7021852, 3.0068646 42.7021817, 3.00652 42.7021961, 3.0058752 42.702223)",,,,
26140399,True,2,,primary,50,False,28.395000000000003,"LINESTRING (3.015582 42.7032421, 3.0154667 42.703235, 3.015354 42.7032184, 3.0152452 42.7031871)",Rond-Point Charles de Gaulle,roundabout,,
481859621,True,1,,secondary,,False,29.717,"LINESTRING (3.015582 42.7032421, 3.0154252 42.7032999, 3.0153105 42.7034096)",Avenue Joseph Sauvy,,,
26140399,True,2,,primary,50,False,28.647,"LINESTRING (3.0152452 42.7031871, 3.0151456 42.7031422, 3.0150582 42.7030851, 3.0149859 42.7030177)",Rond-Point Charles de Gaulle,roundabout,,
26140399,True,2,,primary,50,False,57.191,"LINESTRING (3.0158684 42.7023295, 3.0159786 42.7023876, 3.0160703 42.7024609, 3.0161398 42.7025464, 3.0161842 42.7026406, 3.0162069 42.7027552)",Rond-Point Charles de Gaulle,roundabout,,
"[26140400, 481859629, 492579181]",True,"['1', '2']",,trunk_link,"['70', '50']",False,203.00300000000004,"LINESTRING (3.0124608 42.7024846, 3.0127019 42.7024672, 3.0135921 42.7025269, 3.0138609 42.7025442, 3.0141414 42.7025509, 3.0144005 42.7025537, 3.0148259 42.7025575, 3.0149384 42.7025491)",,,,
26140399,True,2,,primary,50,False,31.289,"LINESTRING (3.0149384 42.7025491, 3.0150025 42.702468, 3.0150866 42.7023974, 3.0151876 42.7023401)",Rond-Point Charles de Gaulle,roundabout,,
26140399,True,2,,primary,50,False,54.465999999999994,"LINESTRING (3.0149859 42.7030177, 3.0149332 42.7029458, 3.0148976 42.7028685, 3.01488 42.7027879, 3.0148811 42.7027063, 3.0149007 42.7026259, 3.0149384 42.7025491)",Rond-Point Charles de Gaulle,roundabout,,
26140401,True,1,,trunk_link,,False,210.566,"LINESTRING (3.0149859 42.7030177, 3.0148511 42.7029697, 3.0140981 42.7028768, 3.0136521 42.7028146, 3.0131893 42.7027349, 3.0127815 42.7026651, 3.012476 42.7026072)",,,,
26140399,True,2,,primary,50,False,35.195,"LINESTRING (3.0162069 42.7027552, 3.016192 42.7028419, 3.0161689 42.7029029, 3.0161248 42.7029792, 3.0160637 42.7030489)",Rond-Point Charles de Gaulle,roundabout,,
491618437,True,2,D 81,primary,50,False,38.230000000000004,"LINESTRING (3.0161081 42.7034572, 3.0159334 42.7032858, 3.0158042 42.7031975)",Route du Littoral,,,
26140399,True,2,,primary,50,False,18.853,"LINESTRING (3.0158042 42.7031975, 3.0156952 42.7032244, 3.015582 42.7032421)",Rond-Point Charles de Gaulle,roundabout,,
26140399,True,2,,primary,50,False,27.137,"LINESTRING (3.0160637 42.7030489, 3.015989 42.7031089, 3.0159017 42.7031589, 3.0158042 42.7031975)",Rond-Point Charles de Gaulle,roundabout,,
26140404,True,1,D 81,primary,50,False,56.51899999999999,"LINESTRING (3.0160637 42.7030489, 3.0160764 42.7031116, 3.0160894 42.7031649, 3.0161076 42.703219, 3.0161303 42.7032673, 3.0162246 42.7034148, 3.0163016 42.7035217)",Route du Littoral,,,
26155288,False,2,,residential,50,False,33.091,"LINESTRING (3.0083039 42.7000643, 3.0084134 42.7001495, 3.0085338 42.7003067)",Avenue des Hauts de Canet,,,
481859600,True,,,residential,,False,12.014,"LINESTRING (3.0097522 42.7011262, 3.0096906 42.7012243)",Boulevard Traverse de Village,,,
481859596,True,,,residential,,False,8.1,"LINESTRING (3.0097522 42.7011262, 3.0097193 42.7011281, 3.0096873 42.7011221, 3.0096596 42.7011088)",Rond-Point de la Médaille Militaire,roundabout,,
26163783,False,,,residential,,True,29.924,"LINESTRING (3.0060176 42.7034476, 3.0060072 42.7037166)",Rue de l'Aire,,,
26163782,False,,,residential,,False,74.519,"LINESTRING (3.0060176 42.7034476, 3.0057518 42.7034581, 3.0051177 42.7035479)",Rue des Trois Consuls,,,
"[26163784, 26163783]",False,,,residential,,"[False, True]",123.53800000000001,"LINESTRING (3.0060176 42.7034476, 3.0060653 42.7029996, 3.0061017 42.702907, 3.0061742 42.7028835, 3.0068641 42.7028873)","[""Rue de l'Aire"", 'Rue Gabriel Henric']",,,
26155297,False,,,residential,,False,198.32,"LINESTRING (3.0079205 42.701951, 3.007927 42.7019183, 3.007931 42.7018886, 3.0079612 42.7016606, 3.0079916 42.7012621, 3.0080262 42.7009397, 3.0080569 42.7007297, 3.0081079 42.70063, 3.0084467 42.7003546, 3.0084984 42.7003239, 3.0085338 42.7003067)",Rue Moli del Vent,,,
26155288,False,2,,residential,50,False,66.981,"LINESTRING (3.0085338 42.7003067, 3.0086811 42.7004817, 3.0087177 42.7005232, 3.0087733 42.7005798, 3.0089073 42.7006804, 3.0090564 42.7007619)",Avenue des Hauts de Canet,,,
26155288,False,2,,residential,50,True,33.091,"LINESTRING (3.0085338 42.7003067, 3.0084134 42.7001495, 3.0083039 42.7000643)",Avenue des Hauts de Canet,,,
26155297,False,,,residential,,True,198.32,"LINESTRING (3.0085338 42.7003067, 3.0084984 42.7003239, 3.0084467 42.7003546, 3.0081079 42.70063, 3.0080569 42.7007297, 3.0080262 42.7009397, 3.0079916 42.7012621, 3.0079612 42.7016606, 3.007931 42.7018886, 3.007927 42.7019183, 3.0079205 42.701951)",Rue Moli del Vent,,,
26155298,False,,,residential,,False,82.24100000000001,"LINESTRING (3.008918 42.7014465, 3.0088216 42.701317, 3.0088585 42.7010462, 3.0088896 42.7009864, 3.0090285 42.700796, 3.0090564 42.7007619)",Impasse Moli del Vent,,,
26155288,False,2,,residential,50,False,46.435,"LINESTRING (3.0090564 42.7007619, 3.0093203 42.7008837, 3.0095423 42.7009783)",Avenue des Hauts de Canet,,,
26155288,False,2,,residential,50,True,66.981,"LINESTRING (3.0090564 42.7007619, 3.0089073 42.7006804, 3.0087733 42.7005798, 3.0087177 42.7005232, 3.0086811 42.7004817, 3.0085338 42.7003067)",Avenue des Hauts de Canet,,,
26155298,False,,,residential,,True,82.241,"LINESTRING (3.0090564 42.7007619, 3.0090285 42.700796, 3.0088896 42.7009864, 3.0088585 42.7010462, 3.0088216 42.701317, 3.008918 42.7014465)",Impasse Moli del Vent,,,
481859597,True,,,residential,,False,12.838,"LINESTRING (3.0097856 42.7008796, 3.0097906 42.700995)",Boulevard Traverse de Village,,,
481859605,False,,,residential,,False,27.761,"LINESTRING (3.0096552 42.7014726, 3.0096906 42.7012243)",Boulevard Traverse de Village,,,
26155575,False,,,residential,,False,64.244,"LINESTRING (3.0096552 42.7014726, 3.0097228 42.7014904, 3.009932 42.7015161, 3.0101099 42.7015298, 3.0104323 42.7015111)",Rue de la Mossenya,,,
"[481859595, 26163789, 481859605, 529037743]",False,,,residential,30,True,275.458,"LINESTRING (3.0096552 42.7014726, 3.0096397 42.7015988, 3.0095726 42.7020128, 3.0095307 42.7023588, 3.0095156 42.7026585, 3.0095079 42.7027366, 3.0094505 42.7033198, 3.0094195 42.703802, 3.0094125 42.7038852, 3.0094097 42.7039184, 3.0094077 42.7039423)","['Rue des Salins', 'Boulevard Traverse de Village']",,yes,
26155580,False,,,residential,,True,48.792,"LINESTRING (3.011159 42.7015181, 3.0110286 42.7019463)",Rue du Vailet,,,
26155575,False,,,residential,,True,59.638999999999996,"LINESTRING (3.011159 42.7015181, 3.0109141 42.7014925, 3.0104323 42.7015111)",Rue de la Mossenya,,,
