osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,junction,width,bridge,access
44822506,Boulevard Jean & Jérome Tharaud,unclassified,False,False,89.02100000000002,"LINESTRING (0.1532134 45.6474212, 0.1533805 45.6472703, 0.1540382 45.6468698)",,,,,,,
486403666,Avenue des Maréchaux,tertiary,True,False,73.53599999999999,"LINESTRING (0.1532134 45.6474212, 0.1532724 45.6474055, 0.1533676 45.6473865, 0.1533902 45.6473845, 0.1534666 45.647387, 0.1535489 45.6474016, 0.1540889 45.647515, 0.1541228 45.6475232)",1,,,,,,
24823125,Boulevard Émile Roux,residential,True,False,100.28899999999999,"LINESTRING (0.1553855 45.6466571, 0.155406 45.6465887, 0.1554194 45.6465321, 0.1554876 45.646316, 0.1555455 45.6461454, 0.1556066 45.6460197, 0.1556411 45.6459137, 0.1557171 45.6457879)",,,,,,,
30995521,Rue de Bélat,residential,True,False,54.271,"LINESTRING (0.1553855 45.6466571, 0.1554857 45.6466776, 0.1557063 45.6467223, 0.1559991 45.6467865, 0.1560541 45.6467975)",1,,,,,,
24823125,Boulevard Émile Roux,residential,True,False,139.77799999999996,"LINESTRING (0.1557171 45.6457879, 0.1558203 45.6455817, 0.1559283 45.6453496, 0.1559635 45.64527, 0.1559896 45.6452326, 0.1560156 45.6451779, 0.1560548 45.6451079, 0.1562498 45.6451536, 0.1565348 45.6452115, 0.1567278 45.645249, 0.1567882 45.6452659)",,,,,,,
24823125,Boulevard Émile Roux,residential,True,False,6.652,"LINESTRING (0.1582005 45.6457652, 0.1581728 45.6458218)",,,,,,,
24958339,Rue Laferrière,unclassified,False,False,14.515,"LINESTRING (0.1582005 45.6457652, 0.15822 45.6457377, 0.1582304 45.645723, 0.158243 45.6457052, 0.1582896 45.6456506)",,,,,,,
"[1104770002, 309196210]",Rue de l'Arsenal,"['living_street', 'tertiary']",True,False,85.843,"LINESTRING (0.1570733 45.6481338, 0.1567781 45.648751, 0.1567259 45.6488666)",,20,,,,,
25588655,Rue du Château,residential,True,False,66.797,"LINESTRING (0.1562034 45.6479489, 0.156218 45.6479109, 0.1564113 45.6474086, 0.1564266 45.6473688)",1,,,,,,
"[1016618016, 26951698]",Rue du Général Leclerc,tertiary,True,False,70.67600000000002,"LINESTRING (0.1562034 45.6479489, 0.1562165 45.6479517, 0.156253 45.6479594, 0.1567994 45.6480756, 0.1569816 45.6481144, 0.1570071 45.6481198, 0.1570733 45.6481338)",1,,,,,,
30972471,Rue Carnot,residential,True,False,67.514,"LINESTRING (0.1545117 45.647606, 0.1545329 45.6475541, 0.1547498 45.6470221)",1,,,,,,
486403666,Avenue des Maréchaux,tertiary,True,False,84.086,"LINESTRING (0.1545117 45.647606, 0.1545704 45.6476177, 0.1555528 45.6478113)",1,,,,,,
24823125,Boulevard Émile Roux,residential,True,False,125.619,"LINESTRING (0.1567882 45.6452659, 0.1568466 45.6452795, 0.1571958 45.6453389, 0.1574491 45.6453822, 0.1576187 45.6454465, 0.1577773 45.6455304, 0.1580041 45.6456692, 0.1581337 45.6457426, 0.1581671 45.6457539, 0.1582005 45.6457652)",,,,,,,
260383735,,residential,True,False,66.44500000000001,"LINESTRING (0.1567882 45.6452659, 0.1568102 45.6452205, 0.1568244 45.6451849, 0.1568362 45.6451689, 0.1568599 45.645158, 0.1568935 45.6451553, 0.1574033 45.6452294, 0.1574789 45.645229, 0.1575211 45.6452115)",,,,,,,
30995521,Rue de Bélat,residential,True,False,34.872,"LINESTRING (0.1549464 45.6465929, 0.1550123 45.6466018, 0.1553855 45.6466571)",1,,,,,,
24839739,Rue d'Iena,residential,True,False,99.367,"LINESTRING (0.1560541 45.6467975, 0.1560695 45.6467657, 0.1564437 45.6459952, 0.156465 45.6459513)",1,,,,,,
30995521,Rue de Bélat,residential,True,False,122.119,"LINESTRING (0.1560541 45.6467975, 0.1565451 45.6469087, 0.1575071 45.6471453, 0.1575402 45.6471534)",1,,,,,,
366694160,Rue de Bélat,residential,False,False,79.631,"LINESTRING (0.1575402 45.6471534, 0.1575757 45.6471623, 0.1584608 45.6473842, 0.158506 45.6473915)",,,,,,,
366694161,Rue de l'Arsenal,residential,True,False,47.857,"LINESTRING (0.1575402 45.6471534, 0.1575216 45.6471929, 0.1573621 45.6475325, 0.1573481 45.6475623)",1,,,,,,
418622104,Place de l'Hôtel de Ville,living_street,True,False,57.59799999999999,"LINESTRING (0.1567259 45.6488666, 0.1565614 45.6488508, 0.1560853 45.6487817, 0.1559989 45.6487677)",,20,,,,,
"[1104770003, 24964255]",Avenue du Général de Gaulle,"['living_street', 'tertiary']",False,False,90.701,"LINESTRING (0.1567259 45.6488666, 0.1567864 45.6489661, 0.1568057 45.6489978, 0.1568568 45.6490656, 0.1571345 45.6494685, 0.1572212 45.6496049)",2,20,,,,,
25300761,Rue des Postes,unclassified,True,False,70.007,"LINESTRING (0.1559989 45.6487677, 0.1559848 45.6487842, 0.1558291 45.6489656, 0.1558058 45.648985, 0.1557821 45.6489952, 0.1557709 45.6489968, 0.1552841 45.6490596)",,,,,,,
"[25588654, 418622095, 418622104, 26583643, 482532669, 482532671]","['Avenue Georges Clemenceau', ""Place de l'Hôtel de Ville"", 'Place Bouillaud']","['living_street', 'tertiary']",True,False,178.169,"LINESTRING (0.1559989 45.6487677, 0.1557582 45.6487254, 0.1555483 45.6486771, 0.1553981 45.6486235, 0.1553288 45.6485879, 0.1553001 45.6485673, 0.1552806 45.6485289, 0.1552381 45.6483906, 0.1551999 45.648248, 0.1551876 45.6481325, 0.1551795 45.6480564, 0.155101 45.6480405, 0.1546611 45.6479514, 0.1544277 45.6479007)",1,20,,,,,
44822506,Boulevard Jean & Jérome Tharaud,unclassified,False,False,68.657,"LINESTRING (0.1540382 45.6468698, 0.1544488 45.64662, 0.1546352 45.6465877, 0.1547806 45.6466022)",,,,,,,
44822506,Boulevard Jean & Jérome Tharaud,unclassified,False,True,89.02100000000002,"LINESTRING (0.1540382 45.6468698, 0.1533805 45.6472703, 0.1532134 45.6474212)",,,,,,,
24958339,Rue Laferrière,unclassified,False,True,14.515,"LINESTRING (0.1582896 45.6456506, 0.158243 45.6457052, 0.1582304 45.645723, 0.15822 45.6457377, 0.1582005 45.6457652)",,,,,,,
1100839471,Rue Laferrière,residential,True,False,77.36,"LINESTRING (0.1582896 45.6456506, 0.1582206 45.645614, 0.1581721 45.6455815, 0.1580644 45.6455225, 0.1578922 45.6454222, 0.157759 45.6453344, 0.1576451 45.6452624, 0.1575211 45.6452115)",1,,,,,,
"[260383713, 1100839471]",Rue Laferrière,residential,True,False,324.17400000000004,"LINESTRING (0.1575211 45.6452115, 0.1574534 45.6451648, 0.1574362 45.6451492, 0.157431 45.6451398, 0.1574215 45.6451248, 0.1574194 45.6451133, 0.1574189 45.6451016, 0.1574229 45.6450849, 0.1574391 45.6450688, 0.1574599 45.6450529, 0.1574838 45.6450402, 0.1575297 45.6450306, 0.1575763 45.6450432, 0.1576417 45.6450662, 0.1576821 45.6450973, 0.1578276 45.6451888, 0.1581494 45.6453721, 0.1582497 45.6454262, 0.1582834 45.6454417, 0.1583161 45.6454448, 0.158355 45.6454405, 0.1583878 45.6454269, 0.1584152 45.6454083, 0.1588095 45.6447641, 0.1588809 45.6447484, 0.1589251 45.6447755, 0.1590704 45.6449405, 0.1591394 45.645026, 0.1592595 45.6452018, 0.1593106 45.6453169, 0.159353 45.6454402, 0.1593743 45.6455777, 0.1594109 45.6457411, 0.1594641 45.6457869)",1,,,,,,
500237669,Rue de Montmoreau,secondary,False,False,87.31400000000001,"LINESTRING (0.1594641 45.6457869, 0.1594528 45.6458235, 0.159374 45.6460787, 0.1593305 45.646256, 0.1593098 45.6463403, 0.159285 45.6464465, 0.1592588 45.6465587)",2,30,D 674,,,,
