osmid,name,highway,oneway,reversed,length,geometry,maxspeed,junction,ref
25968421,Rue Jules Ferry,unclassified,False,False,136.448,"LINESTRING (4.0389563 46.0477477, 4.038806 46.0477231, 4.0383875 46.0476915, 4.0374864 46.0475654, 4.0372884 46.0475267, 4.0372232 46.0475141)",,,
25968421,Rue Jules Ferry,unclassified,False,True,54.323,"LINESTRING (4.0389563 46.0477477, 4.0395194 46.0478199, 4.0396478 46.0478388)",,,
26045586,Rue Georges Clemenceau,unclassified,False,False,136.706,"LINESTRING (4.0389563 46.0477477, 4.0389663 46.0477048, 4.0392378 46.0465339)",,,
25968421,Rue Jules Ferry,unclassified,False,True,136.448,"LINESTRING (4.0372232 46.0475141, 4.0372884 46.0475267, 4.0374864 46.0475654, 4.0383875 46.0476915, 4.038806 46.0477231, 4.0389563 46.0477477)",,,
26045612,,tertiary,False,False,144.99200000000002,"LINESTRING (4.0372232 46.0475141, 4.0375024 46.047375, 4.0388096 46.0468165)",,,
968853400,Rue de Saint-Romain,tertiary,False,False,118.003,"LINESTRING (4.0372232 46.0475141, 4.0369745 46.0476435, 4.0362064 46.0481903, 4.0361195 46.0482456)",,,
968853405,Rue Raymond Poincaré,unclassified,False,False,97.459,"LINESTRING (4.0372232 46.0475141, 4.0371281 46.0475004, 4.037033 46.0474867, 4.0359803 46.0473594)",,,
25968421,Rue Jules Ferry,unclassified,False,False,32.073,"LINESTRING (4.0400542 46.0478951, 4.039785 46.0478683, 4.0396478 46.0478388)",,,
25968428,,unclassified,False,True,66.941,"LINESTRING (4.0359803 46.0473594, 4.0359695 46.0474579, 4.0359279 46.0479603)",,,
146614934,Rue Jules Faron,residential,False,False,113.61500000000001,"LINESTRING (4.0359803 46.0473594, 4.0359789 46.0472633, 4.036021 46.0463381)",50,,
871590743,Rue Raymond Poincaré,unclassified,False,False,87.68599999999999,"LINESTRING (4.0359803 46.0473594, 4.0358448 46.0473406, 4.0357508 46.0473303, 4.035491 46.0472974, 4.0348626 46.0472179)",,,
968853405,Rue Raymond Poincaré,unclassified,False,True,97.45899999999999,"LINESTRING (4.0359803 46.0473594, 4.037033 46.0474867, 4.0371281 46.0475004, 4.0372232 46.0475141)",,,
146614934,Rue Jules Faron,residential,False,True,42.417,"LINESTRING (4.0360312 46.0459567, 4.036021 46.0463381)",50,,
26045593,Rue André Ampère,residential,False,False,234.81,"LINESTRING (4.0360312 46.0459567, 4.0361586 46.0459993, 4.037379 46.0463623, 4.0385753 46.0467476, 4.0388096 46.0468165)",,,
146614934,Rue Jules Faron,residential,False,False,92.199,"LINESTRING (4.0360312 46.0459567, 4.0360165 46.0457926, 4.0361582 46.0452336, 4.0361895 46.0451389)",50,,
26045593,Rue André Ampère,residential,False,True,234.81,"LINESTRING (4.0388096 46.0468165, 4.0385753 46.0467476, 4.037379 46.0463623, 4.0361586 46.0459993, 4.0360312 46.0459567)",,,
26045612,,tertiary,False,False,45.822,"LINESTRING (4.0388096 46.0468165, 4.0390822 46.0466639, 4.0392378 46.0465339)",,,
26045612,,tertiary,False,True,144.99200000000002,"LINESTRING (4.0388096 46.0468165, 4.0375024 46.047375, 4.0372232 46.0475141)",,,
26045598,Rue du Président René Cotty,residential,False,False,40.675999999999995,"LINESTRING (4.0361895 46.0451389, 4.0362627 46.0451641, 4.0366731 46.0452841)",,,
26182563,Rue Marguerite Yourcenar,residential,False,True,102.322,"LINESTRING (4.0361895 46.0451389, 4.0360691 46.0451202, 4.0349387 46.0449441, 4.0348949 46.0449424)",,,
146614934,Rue Jules Faron,residential,False,False,102.517,"LINESTRING (4.0361895 46.0451389, 4.0363152 46.044755, 4.036384 46.0445055, 4.036436 46.044404, 4.0365163 46.0442471)",50,,
