osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,tunnel
161747315,False,4,D 39,Boulevard de l'Hôpital Stell,secondary,50,False,47.219,"LINESTRING (2.1867899 48.87828, 2.1868245 48.8781696, 2.1868404 48.8780557, 2.1868409 48.877975, 2.1868222 48.8778588)",
1216574174,False,4,D 39,Boulevard de l'Hôpital Stell,secondary,50,True,48.050000000000004,"LINESTRING (2.1867899 48.87828, 2.1866983 48.878432, 2.1866855 48.8784533, 2.1866682 48.8784751, 2.1865108 48.8786705)",
25208786,False,,,Rue de la Libération,residential,30,False,57.589,"LINESTRING (2.1857846 48.8762857, 2.185617 48.8763987, 2.1855914 48.8764144, 2.1852814 48.8766043, 2.1852174 48.8766448)",
755544973,True,2,D 39,Boulevard de l'Hôpital Stell,secondary,50,False,36.214,"LINESTRING (2.1857846 48.8762857, 2.1859333 48.8763403, 2.186057 48.8764392, 2.1861203 48.876514)",
"[237099002, 1206135373, 1206135374]",False,2,D 39,Boulevard Solferino,secondary,50,True,178.107,"LINESTRING (2.1857846 48.8762857, 2.1856632 48.8762462, 2.1856229 48.8762195, 2.1855764 48.8761888, 2.1855156 48.8761486, 2.1854414 48.8760996, 2.1853513 48.8760272, 2.1851674 48.875882, 2.185036 48.8757782, 2.1848365 48.8756093, 2.1846731 48.8754725, 2.1845405 48.8753633, 2.1843061 48.875165, 2.184197 48.8750823)",
237099150,False,2,,Rue Masséna,secondary,,True,178.03300000000002,"LINESTRING (2.1791974 48.873452, 2.1793013 48.873428, 2.179453 48.8734105, 2.1798762 48.8734108, 2.1810163 48.8734222, 2.1814062 48.8734319, 2.1815044 48.8734591, 2.1815911 48.8735036)",
"[337021506, 374806563]",False,2,,Rue Masséna,secondary,,False,80.763,"LINESTRING (2.1791974 48.873452, 2.1791394 48.8734645, 2.1791167 48.8734694, 2.1789984 48.8734847, 2.1786759 48.8734835, 2.1782808 48.8734872, 2.1782451 48.8734876, 2.1782093 48.8734879, 2.1781002 48.8734951)",
25299578,False,2,D 180,Rue Charles Floquet,secondary,,False,99.363,"LINESTRING (2.1781002 48.8734951, 2.1780723 48.8743885)",
"[337021506, 374806563]",False,2,,Rue Masséna,secondary,,True,80.763,"LINESTRING (2.1781002 48.8734951, 2.1782093 48.8734879, 2.1782451 48.8734876, 2.1782808 48.8734872, 2.1786759 48.8734835, 2.1789984 48.8734847, 2.1791167 48.8734694, 2.1791394 48.8734645, 2.1791974 48.873452)",
25299578,False,2,D 180,Rue Charles Floquet,secondary,,True,99.363,"LINESTRING (2.1780723 48.8743885, 2.1781002 48.8734951)",
