osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,junction,access,lanes,bridge
26422948,True,Rue Alain Chartier,tertiary,50,False,84.775,"LINESTRING (-0.7076401 49.2788306, -0.7075893 49.2789016, -0.7073186 49.2792999, -0.7072415 49.2794458, -0.7072343 49.2794888, -0.7072383 49.2795395)",,,,,
126491515,True,Rue Saint-Malo,tertiary,,False,115.56,"LINESTRING (-0.7076401 49.2788306, -0.706262 49.2783986, -0.7062044 49.2783803)",D 6,,,,
30294328,True,Rue de la Poterie,tertiary,50,False,93.30199999999999,"LINESTRING (-0.7063683 49.2743347, -0.7064096 49.2743568, -0.7074091 49.2747121, -0.707492 49.2747416)",D 96,,,,
126491533,False,Rue des Chanoines,tertiary,50,True,26.732999999999997,"LINESTRING (-0.7063683 49.2743347, -0.7063234 49.2743679, -0.706224 49.2744711, -0.7061635 49.274534)",,,,,
1125348515,False,Rue Saint-Loup,tertiary,30,True,91.529,"LINESTRING (-0.7063683 49.2743347, -0.7063992 49.2743035, -0.7066172 49.274083, -0.7068425 49.2738179, -0.7069533 49.2736849, -0.7069884 49.2736428, -0.7070039 49.2736242)",,,,,
126491522,False,Rue de la Poterie,tertiary,50,True,54.681,"LINESTRING (-0.7086983 49.2751495, -0.7085916 49.2751091, -0.7080791 49.2749405, -0.708029 49.2749236)",D 96,,,,
130043281,True,,tertiary,50,False,17.005,"LINESTRING (-0.7086983 49.2751495, -0.7086818 49.2751653, -0.7086738 49.2751837, -0.708675 49.2752028, -0.7086855 49.2752207, -0.708704 49.2752355, -0.7087287 49.2752457, -0.7087571 49.2752504, -0.7087863 49.275249)",,roundabout,,,
126491518,False,Rue Tardif,tertiary,50,False,180.006,"LINESTRING (-0.7033048 49.2738694, -0.7034522 49.2739329, -0.7045572 49.2742162, -0.7050061 49.2743352, -0.7052338 49.2743942, -0.7055929 49.2744897)",,,,,
209197978,False,Rue Larcher,tertiary,50,True,120.481,"LINESTRING (-0.7033048 49.2738694, -0.7032292 49.2739548, -0.7032224 49.2739648, -0.7032037 49.273992, -0.7031161 49.2741227, -0.7029439 49.2743712, -0.7027106 49.2747046, -0.7026858 49.274741, -0.7026461 49.2747994, -0.7026114 49.2748534)",,,,,
921063834,False,Boulevard Sadi Carnot,tertiary,50,False,135.423,"LINESTRING (-0.7033048 49.2738694, -0.7033496 49.2736986, -0.7034033 49.2735462, -0.7034328 49.2733372, -0.7034302 49.2731932, -0.7033785 49.2730377, -0.7032604 49.2728767, -0.7031132 49.272705)",,,,,
135788881,True,Rue Saint-Laurent,residential,30,False,114.79500000000003,"LINESTRING (-0.7003562 49.2782184, -0.6999552 49.2784572, -0.6998572 49.2785416, -0.6997945 49.2786266, -0.6997664 49.2786716, -0.6996225 49.278979, -0.699576 49.2790826)",,,,,
"[321875344, 1259724844, 321875343]",False,Rue de la Bretagne,residential,,True,243.118,"LINESTRING (-0.7003562 49.2782184, -0.7006537 49.2783657, -0.7006338 49.2784742, -0.7006032 49.2785938, -0.7005203 49.2788276, -0.7005093 49.2789097, -0.7005444 49.2789413, -0.7008031 49.2789763, -0.701127 49.2790212, -0.7012863 49.2790433, -0.701985 49.2791902, -0.702247 49.2792562, -0.7024518 49.2793178, -0.7025223 49.2793272)",,,destination,,
111165276,True,Rue des Bouchers,tertiary,,False,188.765,"LINESTRING (-0.7008156 49.2775987, -0.7009241 49.2776166, -0.7009912 49.2776475, -0.7012714 49.2777763, -0.7018882 49.2780034, -0.7020095 49.278048, -0.7022248 49.2781244, -0.7030083 49.2783863, -0.7030909 49.2784133)",,,,,
135788881,True,Rue Saint-Laurent,residential,30,False,77.956,"LINESTRING (-0.7008156 49.2775987, -0.7007243 49.2778407, -0.7006775 49.2779366, -0.7006382 49.2779708, -0.7005893 49.2780137, -0.7003562 49.2782184)",,,,,
209197960,False,Place aux Pommes,residential,,True,11.288,"LINESTRING (-0.7008156 49.2775987, -0.7007762 49.2775913, -0.7006674 49.2775678)",,,,,
255284392,True,Rue Saint-Laurent,residential,,False,107.683,"LINESTRING (-0.6987554 49.2809486, -0.6987262 49.2808904, -0.6987081 49.2808406, -0.6987405 49.2807515, -0.6988663 49.2804827, -0.6991019 49.2800244)",,,,,
30294323,True,Rue du Maréchal-Foch,tertiary,30,False,30.486,"LINESTRING (-0.70097 49.2773437, -0.7008511 49.2775401, -0.7008156 49.2775987)",,,,,
33423480,False,Rue de la Poissonnerie,residential,,True,67.69800000000001,"LINESTRING (-0.70097 49.2773437, -0.7009402 49.2773204, -0.7009102 49.277295, -0.7008074 49.2771775, -0.7008698 49.2770441, -0.7010414 49.2767966)",,,,,
33267544,True,Rue Saint-Jean,living_street,20,False,16.954,"LINESTRING (-0.701252 49.2768627, -0.7010414 49.2767966)",,,,1,
30294323,True,Rue du Maréchal-Foch,tertiary,30,False,57.312,"LINESTRING (-0.701252 49.2768627, -0.7012005 49.2769309, -0.7010652 49.2771636, -0.70097 49.2773437)",,,,,
"[921063835, 932823020]",False,Rue Larcher,"['living_street', 'tertiary']","['20', '50']",False,244.451,"LINESTRING (-0.701252 49.2768627, -0.7016543 49.276299, -0.7017981 49.276085, -0.7018357 49.2760197, -0.7018557 49.2759738, -0.7019023 49.2759032, -0.7019329 49.2758486, -0.7020567 49.2757108, -0.7022733 49.2753719, -0.7024714 49.2750756, -0.7025317 49.2749854, -0.7025417 49.2749704, -0.7026114 49.2748534)",,,,,
126491507,True,Rue Genas-Duhomme,tertiary,30,False,108.08599999999998,"LINESTRING (-0.7030909 49.2784133, -0.703191 49.2783433, -0.7035538 49.2779663, -0.7037678 49.277735, -0.7038212 49.2776752, -0.703914 49.2776062)",,,,,
126491523,True,Rue des Bouchers,tertiary,,False,298.69599999999997,"LINESTRING (-0.7030909 49.2784133, -0.7031753 49.2784474, -0.7035813 49.2786113, -0.7038289 49.2787112, -0.7042939 49.27888, -0.7047363 49.2790279, -0.7054732 49.2792766, -0.7056415 49.2793288, -0.7058521 49.27939, -0.7059895 49.279418, -0.7066775 49.2795261, -0.7067977 49.2795409)",,,,1,
932514763,False,Avenue de la Vallée des Prés,tertiary,,True,109.73599999999999,"LINESTRING (-0.7030909 49.2784133, -0.7030599 49.2784628, -0.7028737 49.2787604, -0.7028174 49.2788671, -0.702702 49.2790297, -0.7026135 49.2791788, -0.7025483 49.2792933, -0.7025223 49.2793272)",D 6C,,,,
33283660,True,Rue Franche,residential,,False,163.733,"LINESTRING (-0.703914 49.2776062, -0.7039435 49.2775737, -0.7040053 49.2775056, -0.7043738 49.2771204, -0.7045709 49.2769367, -0.7047163 49.2767487, -0.7048444 49.2765483, -0.7049368 49.276328, -0.7049454 49.2763076)",,,,,
126491517,True,Rue Saint-Martin,tertiary,,False,81.867,"LINESTRING (-0.703914 49.2776062, -0.7034204 49.2774983, -0.7028558 49.2773512)",D 6,,,,
126515469,True,Rue de la Juridiction,living_street,20,False,48.095,"LINESTRING (-0.7049454 49.2763076, -0.7050278 49.2763232, -0.7055859 49.2764192)",,,,1,
126515475,False,Rue du Bienvenu,residential,,True,33.477,"LINESTRING (-0.7038312 49.2760725, -0.7035881 49.2763284)",,,,,
126515469,True,Rue de la Juridiction,living_street,20,False,85.012,"LINESTRING (-0.7038312 49.2760725, -0.7042002 49.2761572, -0.7044742 49.2762229, -0.7049454 49.2763076)",,,,1,
126515478,True,Rue du Bienvenu,residential,,False,58.961000000000006,"LINESTRING (-0.7038312 49.2760725, -0.7038614 49.2760262, -0.7039807 49.2759015, -0.7041056 49.2758315, -0.7042559 49.2756969, -0.7042843 49.2756715, -0.7043203 49.2756571)",,,,,
126491526,True,Rue des Chanoines,residential,,False,119.51,"LINESTRING (-0.7043203 49.2756571, -0.7047708 49.2754863, -0.7050363 49.2753865, -0.7054914 49.2751852, -0.7056469 49.2750687, -0.705668 49.2750519)",,,,,
