osmid,highway,junction,oneway,reversed,length,geometry,maxspeed,name,ref,access,lanes
28323164,tertiary,roundabout,True,False,10.873999999999999,"LINESTRING (-0.6798657 44.7420344, -0.6798531 44.7420518, -0.6798483 44.742071, -0.6798517 44.7420905, -0.679863 44.7421083, -0.6798813 44.7421229)",,,,,
28323083,tertiary,roundabout,True,False,19.641,"LINESTRING (-0.682951 44.7449106, -0.6829588 44.7448849, -0.6829515 44.7447687, -0.6829364 44.7447364)",,,,,
28321403,secondary,roundabout,True,False,13.674999999999997,"LINESTRING (-0.6857963 44.7425351, -0.6858134 44.7425186, -0.6858216 44.742499, -0.68582 44.7424785, -0.6858088 44.7424596, -0.6857892 44.7424445, -0.6857636 44.7424351)",50,,,,
1162436081,tertiary,,False,True,34.194,"LINESTRING (-0.6857963 44.7425351, -0.6858537 44.7425937, -0.6858911 44.7426337, -0.6859234 44.7426672, -0.6859558 44.7427005, -0.6860397 44.7427894)",,Chemin du Pas du Gros,,,
25612401,secondary,,False,True,70.74300000000001,"LINESTRING (-0.6857636 44.7424351, -0.6857735 44.7423689, -0.6858337 44.7422532, -0.6859935 44.7419999, -0.6860741 44.7418412)",50,Route de Fourc,D 214,,
28321403,secondary,roundabout,True,False,8.366999999999999,"LINESTRING (-0.6857636 44.7424351, -0.6857444 44.7424324, -0.6857248 44.742433, -0.6857059 44.7424368, -0.6856856 44.7424452, -0.6856694 44.7424574)",50,,,,
28321403,secondary,roundabout,True,False,10.996,"LINESTRING (-0.6856694 44.7424574, -0.6856573 44.7424752, -0.685654 44.7424948, -0.6856599 44.7425142, -0.6856744 44.7425311, -0.6856958 44.7425437)",50,,,,
51854109,residential,,False,True,131.885,"LINESTRING (-0.6856694 44.7424574, -0.6855849 44.7424368, -0.6850116 44.7422294, -0.6849954 44.7422193, -0.6849866 44.7422079, -0.6849873 44.7421897, -0.6849941 44.7421758, -0.6852815 44.7417705, -0.6853471 44.7416273)",,Place du Souvenir,,,
28321403,secondary,roundabout,True,False,8.542,"LINESTRING (-0.6856958 44.7425437, -0.685721 44.7425505, -0.6857481 44.7425514, -0.685774 44.742546, -0.6857963 44.7425351)",50,,,,
60310338,secondary,,False,False,138.429,"LINESTRING (-0.6856958 44.7425437, -0.6856404 44.7426105, -0.6855338 44.7427861, -0.6854903 44.7428468, -0.6850667 44.7433821, -0.6849919 44.7435026, -0.6849211 44.7436569)",50,Route de Fourc,D 214,,
176036930,tertiary,,False,False,77.662,"LINESTRING (-0.690291 44.7426102, -0.6901894 44.7426555, -0.6894473 44.7429689)",50,Chemin de la Croix de Hins,,,
176038329,residential,,False,True,125.132,"LINESTRING (-0.690291 44.7426102, -0.6902585 44.7425703, -0.6897068 44.7418937, -0.6895029 44.741634)",,Chemin de la Palanque,,,
176070852,residential,,False,True,74.1,"LINESTRING (-0.6822451 44.7429203, -0.6819306 44.7434618, -0.6819125 44.7435414)",,Allée du Pigne Metche,,,
