osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,width,bridge,lanes,access,junction
13857778,True,Rue Dumont d'Urville,residential,30,False,4.082,"LINESTRING (2.2404205 48.9077387, 2.2404298 48.9077749)",,,,,,
115346592,True,Avenue Conté,living_street,,False,22.102999999999998,"LINESTRING (2.2404205 48.9077387, 2.2403324 48.9076866, 2.2402742 48.9076428, 2.2402246 48.9075892)",,,,,,
270122642,False,Rue Léon-Maurice Nordmann,tertiary,50,False,28.838,"LINESTRING (2.2404007 48.9044366, 2.2406888 48.9042594)",D 6,,,,,
22716696,False,Rue Jean Bonal,residential,,True,99.821,"LINESTRING (2.2404007 48.9044366, 2.240473 48.904455, 2.2416035 48.9047419, 2.2416754 48.9047588)",,,,,,
270122642,False,Rue Léon-Maurice Nordmann,tertiary,50,True,44.349,"LINESTRING (2.2404007 48.9044366, 2.2403544 48.9044633, 2.2402928 48.9045039, 2.240214 48.9045558, 2.2401219 48.9046165, 2.2400518 48.9046609, 2.2399972 48.9046919, 2.2399527 48.9047007)",D 6,,,,,
139795769,False,Avenue Joffre,residential,,True,16.967,"LINESTRING (2.245163 48.9039747, 2.245246 48.9038322)",,,,,,
22716695,False,Rue de l'Aigle,residential,,False,56.165000000000006,"LINESTRING (2.245163 48.9039747, 2.2450498 48.9038874, 2.2449831 48.9038359, 2.2446647 48.9035902)",,,,,,
22716695,False,Rue de l'Aigle,residential,,True,176.132,"LINESTRING (2.245163 48.9039747, 2.2452604 48.9040499, 2.2467255 48.9051806)",,,,,,
13859147,True,Rue des Voies du Bois,residential,30,False,118.83100000000002,"LINESTRING (2.2415143 48.9104695, 2.2417173 48.910538, 2.2419375 48.9106108, 2.24218 48.9106909, 2.242295 48.9107341, 2.2425386 48.9110362, 2.2426402 48.9111698)",,,,,,
27914432,True,Rue du Commerce,residential,30,False,64.066,"LINESTRING (2.2415143 48.9104695, 2.2415033 48.9105884, 2.2414523 48.9110442)",,,,,,
254732589,True,Avenue du Général Leclerc,residential,50,False,159.902,"LINESTRING (2.2437167 48.9106134, 2.241986 48.9098832, 2.2419576 48.9098712, 2.2418755 48.9098365)",,,,,,
372274408,True,Rue d'Alsace Lorraine,residential,50,False,53.77,"LINESTRING (2.2437167 48.9106134, 2.243731 48.9105885, 2.2439527 48.9102026, 2.2439766 48.910161)",,,,,,
13859171,True,Rue d'Alsace Lorraine,residential,50,False,72.131,"LINESTRING (2.2450717 48.9081849, 2.2450373 48.908247, 2.2447565 48.9087535, 2.2447339 48.9087944)",,,,,,
117090429,True,Rue Gabriel Péri,residential,,False,113.55699999999999,"LINESTRING (2.2450717 48.9081849, 2.2453999 48.9084691, 2.2455725 48.9086201, 2.2459578 48.9089757, 2.2459963 48.9090054)",,,,,,
13859106,True,Avenue Foch,residential,30,False,19.006999999999998,"LINESTRING (2.246125 48.9091349, 2.2460702 48.9091215, 2.2458813 48.9090752)",,,,,,
1130612824,True,Place de la Liberté,living_street,20,False,76.342,"LINESTRING (2.246125 48.9091349, 2.2461662 48.9090705, 2.2461832 48.9090474, 2.2462231 48.9089929, 2.2463176 48.9089207, 2.2464579 48.9088534, 2.2466486 48.9088179, 2.2468144 48.9088193, 2.2469367 48.9088351)",,,,,,
13857991,False,Rue Martin-Bernard,residential,,False,30.891000000000002,"LINESTRING (2.2460805 48.9103823, 2.2460466 48.9104432, 2.2459564 48.9106052, 2.2459353 48.9106432)",,,,,,
27940831,True,Rue Hérold,residential,30,False,74.815,"LINESTRING (2.2460805 48.9103823, 2.2460051 48.910361, 2.245892 48.9103107, 2.245797 48.910241, 2.2457393 48.9101706, 2.2457119 48.9101025, 2.2456989 48.9100294, 2.2457046 48.9099374, 2.2457307 48.9098707, 2.2457596 48.9098238)",,,,,,
13859171,True,Rue d'Alsace Lorraine,residential,50,False,81.38399999999999,"LINESTRING (2.2443577 48.9094733, 2.2443206 48.9095402, 2.2442464 48.9096741, 2.2439969 48.9101244, 2.2439766 48.910161)",,,,,,
22716689,True,Rue d'Estienne d'Orves,residential,30,False,176.97899999999998,"LINESTRING (2.2489738 48.9091598, 2.2512419 48.9088477, 2.2512974 48.9088413, 2.251344 48.9088338)",,,,,,
27940194,False,Avenue Joffre,residential,30,True,18.739,"LINESTRING (2.2418755 48.9098365, 2.2419655 48.9096787)",,,,,,
27940194,False,Avenue Joffre,residential,30,False,26.262999999999998,"LINESTRING (2.2418755 48.9098365, 2.2418403 48.9098977, 2.2417483 48.9100574)",,,,,,
"[409303218, 115347380]",True,"['Rue Émile Delsol', 'Place du Général Leclerc']",residential,30,False,73.84700000000001,"LINESTRING (2.2418755 48.9098365, 2.2417793 48.9097959, 2.2415263 48.909745, 2.241007 48.9097248, 2.2409074 48.9097575)",,,,,,
254732589,True,Avenue du Général Leclerc,residential,50,False,155.539,"LINESTRING (2.2455525 48.9113211, 2.2454708 48.911291, 2.2437639 48.9106316, 2.2437167 48.9106134)",,,,,,
372274410,False,Rue Martin-Bernard,residential,50,True,80.403,"LINESTRING (2.2455525 48.9113211, 2.2455786 48.9112749, 2.2459067 48.9106938, 2.2459353 48.9106432)",,,,,,
337216552,False,Boulevard de la République,secondary,50,False,16.61,"LINESTRING (2.243683 48.9069831, 2.2434604 48.9070132)",D 908,10,,,,
