osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,bridge,ref,access,tunnel
24515918,True,Rue Feunteunic Ar Lez,residential,30,False,63.754,"LINESTRING (-4.0999221 47.9974034, -4.0999209 47.9974443, -4.0999183 47.9975927, -4.0999197 47.9976849, -4.0999251 47.9977621, -4.0999315 47.9978722, -4.0999344 47.9979074, -4.0999336 47.9979326, -4.0999276 47.9979527, -4.0999161 47.9979748)",,,,,,
"[704785264, 45355989]",False,Rue de Brest,secondary,30,False,186.031,"LINESTRING (-4.0999221 47.9974034, -4.0998561 47.9974118, -4.0993294 47.9974566, -4.0990047 47.9974845, -4.0987603 47.9975056, -4.0986714 47.9975134, -4.0980912 47.9975645, -4.0978679 47.997584, -4.0976603 47.9975999, -4.0975227 47.9976115, -4.0974428 47.9976183)",2,,,,,
"[866256820, 927489445]",False,Rue de Brest,secondary,30,True,15.811,"LINESTRING (-4.0999221 47.9974034, -4.099946 47.9973968, -4.0999707 47.9973876, -4.0999882 47.9973785, -4.1000056 47.9973691, -4.1000244 47.9973592, -4.1000424 47.9973486, -4.1000624 47.9973347, -4.1000878 47.9973166)",,,,,,
25606154,True,Rue de Brest,secondary,30,False,23.772,"LINESTRING (-4.1000878 47.9973166, -4.1002304 47.9972536, -4.1002554 47.9972456, -4.100265 47.9972425, -4.1003003 47.9972373, -4.1003735 47.9972296)",,,,,,
"[866256820, 927489445]",False,Rue de Brest,secondary,30,False,15.810999999999998,"LINESTRING (-4.1000878 47.9973166, -4.1000624 47.9973347, -4.1000424 47.9973486, -4.1000244 47.9973592, -4.1000056 47.9973691, -4.0999882 47.9973785, -4.0999707 47.9973876, -4.099946 47.9973968, -4.0999221 47.9974034)",,,,,,
590278208,True,Place Alexandre Massé,secondary,30,False,7.35,"LINESTRING (-4.1003735 47.9972296, -4.1004021 47.9972318, -4.1004309 47.9972311, -4.1004592 47.9972274, -4.100471 47.997225)",,roundabout,,,,
"[1157522941, 23857670]",False,Rue de Juniville,secondary,30,False,85.652,"LINESTRING (-4.0999081 47.9959932, -4.0999047 47.9959419, -4.0999104 47.9958705, -4.0999668 47.9953991, -4.0999722 47.9953501, -4.0999755 47.9953199, -4.0999772 47.9952792, -4.0999776 47.9952248)",3,,,,,
23857671,True,Rue Luzel,secondary,30,False,100.891,"LINESTRING (-4.0999081 47.9959932, -4.0998385 47.9960322, -4.0998189 47.996047, -4.099808 47.996059, -4.0997964 47.9960766, -4.099785 47.9961055, -4.0997745 47.9961445, -4.0997696 47.996184, -4.0997678 47.9962303, -4.0997687 47.9962675, -4.0997692 47.9963273, -4.0997728 47.9963912, -4.0997737 47.9964424, -4.0997771 47.9964726, -4.0997821 47.9964984, -4.099787 47.9965213, -4.099794 47.9965472, -4.0998014 47.9965725, -4.099815 47.9966069, -4.0998291 47.9966403, -4.0998467 47.9966769, -4.099867 47.9967167, -4.0998928 47.9967601, -4.0999128 47.9967882, -4.0999558 47.9968473)",1,,,,,
23938839,True,Rue des Réguaires,living_street,20,False,172.20300000000003,"LINESTRING (-4.0999081 47.9959932, -4.0998176 47.9960009, -4.0997614 47.9960031, -4.0997068 47.9960042, -4.0995879 47.9960089, -4.0993817 47.9960151, -4.0991834 47.9960179, -4.0981985 47.9960318, -4.097596 47.9960501)",1,,,,,
"[95022813, 23857667, 95022797]",True,Pont de la Poste,secondary,30,False,34.791000000000004,"LINESTRING (-4.0999776 47.9952248, -4.099967 47.9951729, -4.0999629 47.9951499, -4.0999312 47.9949931, -4.0999255 47.9949689, -4.0999124 47.994915)",2,,yes,,,
47515711,True,Boulevard Amiral de Kerguélen,secondary,30,False,199.678,"LINESTRING (-4.0999776 47.9952248, -4.1001011 47.9952097, -4.1002144 47.9951991, -4.100298 47.9951911, -4.1009593 47.9951276, -4.1010471 47.9951213, -4.1011613 47.9951113, -4.1012059 47.9951071, -4.1013916 47.9950889, -4.1014705 47.9950811, -4.1015959 47.9950694, -4.1017783 47.9950521, -4.1018279 47.9950474, -4.1019129 47.9950394, -4.101974 47.9950333, -4.1023231 47.9949997, -4.1024404 47.9949878, -4.1025736 47.9949734, -4.1026324 47.9949647)",2,,,,,
"[1157522941, 23857670]",False,Rue de Juniville,secondary,30,True,85.65199999999999,"LINESTRING (-4.0999776 47.9952248, -4.0999772 47.9952792, -4.0999755 47.9953199, -4.0999722 47.9953501, -4.0999668 47.9953991, -4.0999104 47.9958705, -4.0999047 47.9959419, -4.0999081 47.9959932)",3,,,,,
38685713,True,Boulevard Dupleix,secondary,30,False,247.71399999999997,"LINESTRING (-4.0999124 47.994915, -4.0998633 47.9949098, -4.0998051 47.9949048, -4.0997277 47.9949009, -4.0996754 47.9948992, -4.0996305 47.9948992, -4.0995858 47.9949001, -4.0995268 47.9949049, -4.0994271 47.9949138, -4.0993562 47.9949202, -4.0990008 47.9949543, -4.0988271 47.9949702, -4.0986869 47.9949814, -4.098434 47.9950068, -4.0982187 47.9950271, -4.0980872 47.9950391, -4.0979818 47.9950494, -4.0978886 47.9950589, -4.0978054 47.9950662, -4.0976495 47.9950826, -4.0975856 47.9950882, -4.097159 47.9951324, -4.0969147 47.995158, -4.0968331 47.9951655, -4.0967868 47.9951684, -4.0967455 47.9951687, -4.096713 47.9951655, -4.0966887 47.9951593, -4.0966677 47.9951526, -4.0966525 47.9951467, -4.0966431 47.9951423, -4.0966277 47.995133)",2,,,,,
"[623206320, 100549993]",False,Rue Théodore Le Hars,tertiary,30,"[False, True]",90.309,"LINESTRING (-4.0999124 47.994915, -4.0999048 47.9948616, -4.0998933 47.9948026, -4.0998868 47.9947672, -4.0998694 47.9946844, -4.0998181 47.9944284, -4.0997707 47.9941857, -4.0997567 47.9941096)",2,,,,,
23857669,True,Rue Théodore Le Hars,tertiary,30,False,19.364,"LINESTRING (-4.0995048 47.9936595, -4.0995746 47.9936826, -4.0996041 47.9936934, -4.0996294 47.9937063, -4.0996473 47.993723, -4.0996558 47.9937364, -4.0996717 47.9937583, -4.0996798 47.9937763)",,,,,,
1002894806,True,Rue Jean Jaurès,tertiary,30,False,23.489,"LINESTRING (-4.0995048 47.9936595, -4.0996096 47.9936724, -4.0997184 47.9936906, -4.0997643 47.9937008, -4.0998089 47.9937137)",,,,,,
"[590278082, 590278083, 90706820]",True,Rue Olivier Morvan,tertiary,30,False,53.138000000000005,"LINESTRING (-4.1039475 47.9938026, -4.1039828 47.9938608, -4.1040641 47.9940076, -4.1040998 47.9940696, -4.1041175 47.9941005, -4.1041306 47.9941233, -4.1041575 47.9941679, -4.1042027 47.9942489)",,,,,,
"[866256792, 924435704, 23875647]",True,Rue de la Déesse,tertiary,30,False,148.70800000000003,"LINESTRING (-4.1039475 47.9938026, -4.1040088 47.9937738, -4.104041 47.9937613, -4.1040819 47.9937451, -4.1041356 47.9937283, -4.1041892 47.9937119, -4.1042636 47.9936925, -4.1044124 47.9936532, -4.1044721 47.9936373, -4.1046644 47.9935844, -4.1048468 47.9935333, -4.1051472 47.9934532, -4.1053083 47.9934071, -4.1054424 47.9933699, -4.1055159 47.9933505, -4.1055548 47.9933439, -4.1055974 47.9933406, -4.1056239 47.9933394, -4.1056504 47.9933366, -4.1057249 47.9933257, -4.1057971 47.9933111)",,,,,,
91351351,True,Rue du Préfet Collignon,secondary,30,False,45.16799999999999,"LINESTRING (-4.107517 47.9943028, -4.1073476 47.9941535, -4.1072881 47.9940978, -4.1072348 47.9940535, -4.1071483 47.9939802)",2,,,D 765,,
"[992116306, 23910851]",False,Rue de l'Amiral Ronarc'h,secondary,30,False,98.78200000000001,"LINESTRING (-4.107517 47.9943028, -4.1075669 47.9943442, -4.1076419 47.9944104, -4.1077356 47.9944947, -4.1077853 47.9945413, -4.1078334 47.9945924, -4.1079338 47.9947004, -4.1079561 47.9947282, -4.1079876 47.9947719, -4.1080197 47.9948217, -4.108069 47.9949033, -4.108095 47.9949501, -4.1081073 47.9949729, -4.1081273 47.9950139, -4.1081387 47.9950394, -4.1081517 47.9950743)",,,,D 765,,
"[992116306, 23910851]",False,Rue de l'Amiral Ronarc'h,secondary,30,True,98.782,"LINESTRING (-4.1081517 47.9950743, -4.1081387 47.9950394, -4.1081273 47.9950139, -4.1081073 47.9949729, -4.108095 47.9949501, -4.108069 47.9949033, -4.1080197 47.9948217, -4.1079876 47.9947719, -4.1079561 47.9947282, -4.1079338 47.9947004, -4.1078334 47.9945924, -4.1077853 47.9945413, -4.1077356 47.9944947, -4.1076419 47.9944104, -4.1075669 47.9943442, -4.107517 47.9943028)",,,,D 765,,
304015922,False,Rue de Falkirk,secondary,30,True,37.39,"LINESTRING (-4.1081517 47.9950743, -4.1081672 47.995116, -4.1082439 47.9953488, -4.1082623 47.9954023)",3,,,D 765,,
97809420,False,Rue du Palais,secondary,50,True,8.072,"LINESTRING (-4.1087267 47.9926266, -4.1086652 47.9925668)",,,,,,
"[23813648, 189777194]",True,Rue Saint-Mathieu,"['unclassified', 'living_street']",30,False,40.771,"LINESTRING (-4.1082623 47.9954023, -4.1082122 47.9954102, -4.1081633 47.9954173, -4.1080604 47.9954298, -4.1079998 47.9954347, -4.1079422 47.9954394, -4.1078293 47.9954471, -4.1077205 47.995454)",,,,,,
25221088,True,Rue Saint-Mathieu,tertiary,30,False,57.556,"LINESTRING (-4.1082623 47.9954023, -4.1082956 47.9953962, -4.1083426 47.9953863, -4.1084162 47.9953686, -4.1087339 47.9952736, -4.1088294 47.9952457, -4.1089041 47.9952219, -4.1089734 47.9952001)",,,,,,
30733276,False,Rue de Falkirk,secondary,30,True,76.24600000000001,"LINESTRING (-4.1082623 47.9954023, -4.1082746 47.9954441, -4.1083086 47.9955568, -4.1083642 47.995724, -4.1084724 47.9960734)",3,,,D 765,,
304015922,False,Rue de Falkirk,secondary,30,False,37.39,"LINESTRING (-4.1082623 47.9954023, -4.1082439 47.9953488, -4.1081672 47.995116, -4.1081517 47.9950743)",3,,,D 765,,
38432655,True,,secondary_link,30,False,12.635,"LINESTRING (-4.1058207 47.9934847, -4.1057696 47.9934914, -4.1057346 47.9934986, -4.105697 47.9935098, -4.1056627 47.9935235)",2,,,,,
"[33719913, 91351343, 91351319]",True,"['Pont Max Jacob', 'Rue du Préfet Collignon']","['secondary', 'secondary_link']",30,False,51.533,"LINESTRING (-4.1058207 47.9934847, -4.1058954 47.9935189, -4.1059438 47.9935378, -4.106002 47.9935557, -4.1063084 47.9936655, -4.1063412 47.9936776, -4.1064272 47.9937075)",1,,yes,D 765,,
"[866256788, 25606078]",True,Boulevard Dupleix,secondary,30,False,15.221999999999998,"LINESTRING (-4.1057971 47.9933111, -4.1057814 47.9933336, -4.1057658 47.9933581, -4.1057359 47.9934078, -4.1057172 47.9934371)",2,,,D 34,,
866256793,True,Rue de la Déesse,tertiary,30,False,15.655000000000001,"LINESTRING (-4.1057971 47.9933111, -4.1058651 47.9932908, -4.1059204 47.993269, -4.1059807 47.993243)",,,,,,
38580995,False,Rue Aristide Briand,residential,30,False,62.334,"LINESTRING (-4.0968029 47.995521, -4.0968187 47.99554, -4.096835 47.9955543, -4.0968496 47.9955688, -4.0968614 47.9955856, -4.0970512 47.9959826, -4.0970619 47.9960088, -4.0970654 47.9960312, -4.0970597 47.9960491)",,,,,,
"[38685714, 38580996]",True,Boulevard Amiral de Kerguélen,secondary,30,False,136.464,"LINESTRING (-4.0968029 47.995521, -4.0970016 47.9955037, -4.0971029 47.9954933, -4.0978015 47.9954261, -4.0978727 47.9954196, -4.0985048 47.9953598, -4.0986187 47.995349)",2,,,,,
