osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,access,tunnel
39086070,Rue des Ecores,residential,False,True,6.675,,,,"LINESTRING (0.0832507 49.3640836, 0.0831731 49.3640512)",,
33846856,Boulevard Fernand Moureaux,tertiary,True,False,48.423,2,D 535,30,"LINESTRING (0.0832507 49.3640836, 0.0830669 49.3642276, 0.0829312 49.3643347, 0.0828233 49.3644185)",,
39086064,Rue Notre-Dame,residential,False,True,5.936,,,,"LINESTRING (0.0828233 49.3644185, 0.0827632 49.3643822)",,
33846856,Boulevard Fernand Moureaux,tertiary,True,False,55.96,2,D 535,30,"LINESTRING (0.0828233 49.3644185, 0.0827349 49.3644929, 0.0823911 49.3648354)",,
39086064,Rue Notre-Dame,residential,False,False,52.997,,,,"LINESTRING (0.0828233 49.3644185, 0.0828749 49.3644582, 0.08343 49.3646809)",,
33846856,Boulevard Fernand Moureaux,tertiary,True,False,58.208,2,D 535,30,"LINESTRING (0.0820896 49.3651315, 0.0816903 49.3653136, 0.0814312 49.3654318)",,
39117327,Rue des Bains,residential,True,False,51.043,,,,"LINESTRING (0.0820896 49.3651315, 0.0822064 49.3652409, 0.0822074 49.3655667)",,
47272104,Boulevard Fernand Moureaux,tertiary_link,False,False,7.169,,D 535,,"LINESTRING (0.0805573 49.3658303, 0.0804884 49.365784)",,
107675705,Boulevard Fernand Moureaux,residential,True,False,38.331,2,D 535,,"LINESTRING (0.0805573 49.3658303, 0.0800838 49.3659844)",,
33846892,Rue Victor Hugo,tertiary,False,False,63.275,,,50,"LINESTRING (0.0805573 49.3658303, 0.0805695 49.3658915, 0.0805757 49.3659225, 0.0806586 49.3663378, 0.0806699 49.3663946)",,
39016801,Rue des Bains,residential,False,True,50.242,,,,"LINESTRING (0.0809518 49.3677389, 0.0812493 49.3673307)",,
39016802,Rue des Rosiers,residential,False,False,53.847,,,,"LINESTRING (0.0809518 49.3677389, 0.0816858 49.3676612)",,
440746375,Rue de la Chapelle,tertiary,False,False,11.473,,,,"LINESTRING (0.0809518 49.3677389, 0.0809611 49.3678419)",,
