osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,width,tunnel,bridge
653919967,True,Boulevard de Strasbourg,tertiary,,False,77.79,"LINESTRING (0.1121754 49.4930435, 0.1123237 49.4930302, 0.1127336 49.4929936, 0.1131324 49.492958, 0.1132424 49.4929482)",1,D 6015,,,,
156822523,True,Rue du Maréchal Gallieni,residential,30,False,90.976,"LINESTRING (0.1136543 49.4945178, 0.1130115 49.495122, 0.1129382 49.4951909)",,,,,,
652814179,True,Rue du Maréchal Gallieni,residential,,False,13.366,"LINESTRING (0.1143956 49.4928469, 0.1144034 49.4928922, 0.114408 49.4929212, 0.1144115 49.4929666)",,,,,,
191171267,False,Rue Anatole France,residential,,True,38.642,"LINESTRING (0.1139436 49.4953199, 0.1134147 49.4952674)",,,,,,
538744099,True,Rue Jean-Paul Sartre,residential,,False,214.069,"LINESTRING (0.1139436 49.4953199, 0.1139234 49.4953764, 0.1138164 49.4956766, 0.1132747 49.4971954)",,,,3,,
191171267,False,Rue Anatole France,residential,,False,38.642,"LINESTRING (0.1134147 49.4952674, 0.1139436 49.4953199)",,,,,,
191171267,False,Rue Anatole France,residential,,True,35.505,"LINESTRING (0.1134147 49.4952674, 0.1133535 49.49526, 0.1131797 49.4952388, 0.1129985 49.4952029, 0.1129382 49.4951909)",,,,,,
156822523,True,Rue du Maréchal Gallieni,residential,30,False,94.694,"LINESTRING (0.1144167 49.4938251, 0.1143782 49.4938569, 0.1141318 49.4940734, 0.1136543 49.4945178)",,,,,,
5008799,True,Rue Lord Kitchener,residential,,False,75.247,"LINESTRING (0.1115927 49.4942474, 0.1119497 49.4943092, 0.1125298 49.4943611, 0.1126158 49.4943688)",,,,,,
541155617,True,Rue Casimir Périer,tertiary,,False,40.422,"LINESTRING (0.1115927 49.4942474, 0.1117264 49.493972, 0.1117624 49.493901)",2,,,,,
5008799,True,Rue Lord Kitchener,residential,,False,76.812,"LINESTRING (0.1126158 49.4943688, 0.1126631 49.4943756, 0.1136543 49.4945178)",,,,,,
22338197,True,Rue Léon Gautier,residential,,False,66.688,"LINESTRING (0.1126158 49.4943688, 0.1128672 49.4938679, 0.1128784 49.4938457, 0.112902 49.4937986)",,,,,,
876655703,True,Place de l'Hôtel de Ville,secondary,,False,8.156,"LINESTRING (0.1077286 49.4923539, 0.1078412 49.4923484)",2,D 6015,,,,
1160822144,True,Rue de Paris,secondary,50,False,19.142,"LINESTRING (0.1077286 49.4923539, 0.1077121 49.4922782, 0.107751 49.4921859)",2,,,,,
5008842,False,Rue Henry Génestal,tertiary,,False,116.62299999999999,"LINESTRING (0.1065055 49.4956367, 0.1066904 49.4957126, 0.1078792 49.496188)",2,,,,,
1158492927,False,Rue Henry Génestal,tertiary,,False,80.735,"LINESTRING (0.1065055 49.4956367, 0.1056786 49.4953031, 0.1055558 49.4952537)",2,,,,,
5008831,True,Place Pierre Naze,tertiary,,False,16.419999999999998,"LINESTRING (0.1078792 49.496188, 0.1079075 49.4961471, 0.1079362 49.4961254, 0.1079852 49.4961037, 0.1080376 49.4960929)",,,roundabout,,,
5008842,False,Rue Henry Génestal,tertiary,,True,116.62299999999999,"LINESTRING (0.1078792 49.496188, 0.1066904 49.4957126, 0.1065055 49.4956367)",2,,,,,
5008831,True,Place Pierre Naze,tertiary,,False,30.883000000000003,"LINESTRING (0.1082434 49.4962808, 0.1082082 49.496311, 0.1081619 49.4963328, 0.1081133 49.4963443, 0.1080443 49.4963462, 0.1079772 49.4963321, 0.1079259 49.4963064, 0.107894 49.4962765)",,,roundabout,,,
5008846,False,Parvis Saint-Michel,tertiary,,True,154.636,"LINESTRING (0.1082434 49.4962808, 0.1083613 49.4963236, 0.1084057 49.4963327, 0.1086403 49.4963808, 0.1086858 49.4963901, 0.1093427 49.4965282, 0.1096052 49.4965832, 0.1099129 49.496648, 0.1099679 49.4966658, 0.1100683 49.4966807, 0.1102797 49.4966873)",3,,,,,
5008831,True,Place Pierre Naze,tertiary,,False,10.056000000000001,"LINESTRING (0.107894 49.4962765, 0.1078751 49.496237, 0.1078792 49.496188)",,,roundabout,,,
22812336,True,Rue Anfray,residential,,False,72.827,"LINESTRING (0.1142391 49.4908451, 0.1142428 49.4909076, 0.1142453 49.4909409, 0.1142572 49.4910992, 0.1142833 49.4914482, 0.1142871 49.4914993)",,,,,,
229209068,True,Quai George V,secondary,50,False,110.68100000000001,"LINESTRING (0.1142391 49.4908451, 0.1141239 49.4908494, 0.1128395 49.4908972, 0.1127092 49.4909015)",2,,,,,
229209068,True,Quai George V,secondary,50,False,79.935,"LINESTRING (0.1112517 49.4909409, 0.1101458 49.4909682)",2,,,,,
21802772,False,Place Jules Ferry,residential,,True,140.629,"LINESTRING (0.1112517 49.4909409, 0.1112571 49.4909969, 0.1112603 49.4910421, 0.1112999 49.4915993, 0.1113395 49.4921141, 0.1113464 49.4922041)",,,,,,
22812516,False,Rue du Chillou,residential,,False,73.22300000000001,"LINESTRING (0.1101458 49.4909682, 0.1101469 49.4910278, 0.1101556 49.4910935, 0.110167 49.4912597, 0.1101773 49.4913853, 0.1101881 49.491518, 0.1101932 49.4915804, 0.1101964 49.4916258)",,,,,,
"[1033555794, 229209068]",True,Quai George V,secondary,50,False,113.114,"LINESTRING (0.1101458 49.4909682, 0.1090093 49.4910043, 0.1089773 49.4910053, 0.1086899 49.4910144, 0.1085816 49.4910178)","['2', '3']",,,,,
630306073,True,Rue Louis Brindeau,secondary,,False,88.608,"LINESTRING (0.1052144 49.4911519, 0.1039892 49.4911923)",,,,,,
1033555987,False,Rue Bernardin de Saint-Pierre,residential,,False,30.829,"LINESTRING (0.1052144 49.4911519, 0.1051928 49.490875)",,,,,,
74523668,False,Rue Dicquemare,residential,,False,134.923,"LINESTRING (0.1035268 49.4912076, 0.1035238 49.4911681, 0.1035208 49.4911285, 0.1035008 49.4908662, 0.1034953 49.4907946, 0.1034634 49.4903756, 0.1034616 49.4903515, 0.1034463 49.4901525, 0.1034417 49.4900919, 0.1034344 49.4899957)",,,,,,
74523668,False,Rue Dicquemare,residential,,True,70.361,"LINESTRING (0.1035268 49.4912076, 0.1035315 49.4912694, 0.1035512 49.4915271, 0.1035595 49.4916364, 0.103575 49.4918396)",,,,,,
630306073,True,Rue Louis Brindeau,secondary,,False,123.05199999999999,"LINESTRING (0.1035268 49.4912076, 0.1033702 49.4912128, 0.1025895 49.4912389, 0.1019022 49.4912618, 0.1018254 49.4912644)",,,,,,
22762540,False,Rue Séry,residential,,False,66.507,"LINESTRING (0.1018254 49.4912644, 0.1018229 49.491221, 0.1018204 49.4911775, 0.1017909 49.4906667)",,,,,,
22762540,False,Rue Séry,residential,,True,69.813,"LINESTRING (0.1018254 49.4912644, 0.1018288 49.4913234, 0.1018452 49.4916083, 0.1018586 49.4918397, 0.1018616 49.4918918)",,,,,,
19795421,False,Rue Jules Siegfried,residential,50,False,52.131,"LINESTRING (0.1102455 49.492243, 0.1109662 49.4922175)",,,,,,
19795421,False,Rue Jules Siegfried,residential,50,True,77.196,"LINESTRING (0.1102455 49.492243, 0.1102049 49.4922439, 0.110161 49.4922434, 0.1098792 49.4922577, 0.1093817 49.4922759, 0.1092804 49.4922973, 0.1092491 49.4923035, 0.1091917 49.492322)",,,,,,
22812516,False,Rue du Chillou,residential,,True,68.725,"LINESTRING (0.1102455 49.492243, 0.1102407 49.492144, 0.1102026 49.4916806, 0.1101998 49.4916558, 0.1101964 49.4916258)",,,,,,
19795421,False,Rue Jules Siegfried,residential,50,False,58.455000000000005,"LINESTRING (0.1113464 49.4922041, 0.1116368 49.4921937, 0.1120238 49.4921799, 0.1121545 49.4921753)",,,,,,
19795421,False,Rue Jules Siegfried,residential,50,True,27.501,"LINESTRING (0.1113464 49.4922041, 0.111092 49.4922131, 0.1109662 49.4922175)",,,,,,
21802772,False,Place Jules Ferry,residential,,False,140.629,"LINESTRING (0.1113464 49.4922041, 0.1113395 49.4921141, 0.1112999 49.4915993, 0.1112603 49.4910421, 0.1112571 49.4909969, 0.1112517 49.4909409)",,,,,,
19795421,False,Rue Jules Siegfried,residential,50,True,58.455,"LINESTRING (0.1121545 49.4921753, 0.1120238 49.4921799, 0.1116368 49.4921937, 0.1113464 49.4922041)",,,,,,
533336765,True,Rue Jules Siegfried,residential,30,False,46.150999999999996,"LINESTRING (0.1121545 49.4921753, 0.1122506 49.4921707, 0.1124417 49.4921647, 0.1126521 49.492158, 0.1126828 49.4921566, 0.1127924 49.4921518)",1,,,,,
21802773,True,Place Jules Ferry,residential,30,False,66.706,"LINESTRING (0.1127924 49.4921518, 0.1127586 49.4915523)",,,,,,
533336765,True,Rue Jules Siegfried,residential,30,False,28.893,"LINESTRING (0.1127924 49.4921518, 0.1131919 49.4921385)",1,,,,,
22812336,True,Rue Anfray,residential,,False,83.471,"LINESTRING (0.1143319 49.4920975, 0.1143363 49.4921555, 0.114382 49.4927637, 0.1143856 49.4927909, 0.1143956 49.4928469)",,,,,,
265590375,True,Rue Gustave Flaubert,residential,50,False,2.308,"LINESTRING (0.110783 49.4977456, 0.1107524 49.4977396)",,,,,,
191171273,False,Rue Émile Encontre,unclassified,30,True,83.889,"LINESTRING (0.110783 49.4977456, 0.1107524 49.4978054, 0.1107384 49.4978327, 0.1106644 49.4978717, 0.1097929 49.498073)",,,,,,
"[927176956, 230154508]",False,Avenue René Coty,secondary,30,True,66.38499999999999,"LINESTRING (0.1110998 49.4969569, 0.1109055 49.4968929, 0.1107589 49.496845, 0.1105185 49.4967675, 0.1104744 49.4967531, 0.1102797 49.4966873)","['2', '4']",,,,,
987933713,False,Avenue René Coty,secondary,30,False,59.294999999999995,"LINESTRING (0.1110998 49.4969569, 0.1112466 49.4970059, 0.1115018 49.4970827, 0.1117803 49.497148, 0.111856 49.4971618)",4,,,,,
21812218,False,Rue Bossuet,residential,,False,31.702,"LINESTRING (0.1096457 49.4983416, 0.1097929 49.498073)",,,,,,
21812218,False,Rue Bossuet,residential,,True,31.702,"LINESTRING (0.1097929 49.498073, 0.1096457 49.4983416)",,,,,,
191171273,False,Rue Émile Encontre,unclassified,30,False,83.88900000000001,"LINESTRING (0.1097929 49.498073, 0.1106644 49.4978717, 0.1107384 49.4978327, 0.1107524 49.4978054, 0.110783 49.4977456)",,,,,,
265590375,True,Rue Gustave Flaubert,residential,50,False,56.900999999999996,"LINESTRING (0.1115444 49.4978772, 0.1113656 49.4978462, 0.1109584 49.4977755, 0.110783 49.4977456)",,,,,,
893426051,True,Rue Gustave Flaubert,residential,,False,229.045,"LINESTRING (0.1093285 49.4974987, 0.109196 49.4974792, 0.108024 49.4971236, 0.1076685 49.4970015, 0.1068218 49.4966892, 0.1066199 49.4966147, 0.1065034 49.4965717)",,,,,,
"[1032007659, 893426052, 880255678]",False,Rue d'Ingouville,tertiary,50,False,118.298,"LINESTRING (0.1093285 49.4974987, 0.1094914 49.49742, 0.1095796 49.4973774, 0.1097619 49.4972894, 0.1099894 49.4971673, 0.1100664 49.4970934, 0.1100974 49.4970592, 0.1101816 49.4969369, 0.1102203 49.4968667, 0.1102422 49.496827, 0.1102797 49.4966873)",3,,,,,
1006730649,False,Rue d'Ingouville,tertiary,50,True,33.847,"LINESTRING (0.1093285 49.4974987, 0.1091279 49.4975973, 0.1089548 49.4976824)",3,,,,,
209977258,False,Rue Jules Lecesne,residential,,False,112.78,"LINESTRING (0.112902 49.4937986, 0.1129555 49.4937932, 0.1143597 49.4936609, 0.1144471 49.4936519)",2,,,,,
209977258,False,Rue Jules Lecesne,residential,,True,83.148,"LINESTRING (0.112902 49.4937986, 0.1122904 49.493858, 0.111855 49.4939002, 0.1117624 49.493901)",2,,,,,
22338484,False,Rue Jules Ancel,residential,,False,72.012,"LINESTRING (0.1064341 49.4942298, 0.1062863 49.4942328, 0.1060162 49.4942374, 0.1054376 49.4942515)",,,,,,
"[905852810, 193223319]",True,Place de l'Hôtel de Ville,secondary,30,False,93.50999999999999,"LINESTRING (0.1064341 49.4942298, 0.1064196 49.4940224, 0.1063925 49.4936692, 0.1063881 49.4936095, 0.1063852 49.4935708, 0.1063831 49.4935426, 0.1063825 49.4935348, 0.1063799 49.4934986, 0.1063724 49.4933898)",2,D 6015,,,,
289286693,False,Rue Jules Ancel,residential,,False,64.344,"LINESTRING (0.1054376 49.4942515, 0.1045481 49.4942839)",,,,,,
22338484,False,Rue Jules Ancel,residential,,True,72.012,"LINESTRING (0.1054376 49.4942515, 0.1060162 49.4942374, 0.1062863 49.4942328, 0.1064341 49.4942298)",,,,,,
190852514,True,Rue Théodore Maillart,residential,50,False,86.512,"LINESTRING (0.1054376 49.4942515, 0.1054538 49.4944314, 0.1053324 49.4947092, 0.1052262 49.4949521, 0.1052428 49.4950076)",,,,,,
289286694,False,Rue Théodore Maillart,residential,,False,94.47999999999999,"LINESTRING (0.1054376 49.4942515, 0.1054249 49.4940549, 0.1054006 49.4936773, 0.1053979 49.4936372, 0.1053897 49.4935279, 0.1053815 49.4934026)",,,,,,
289286693,False,Rue Jules Ancel,residential,,True,64.344,"LINESTRING (0.1045481 49.4942839, 0.1054376 49.4942515)",,,,,,
22338488,False,Rue Marais,residential,,False,95.39600000000002,"LINESTRING (0.1045481 49.4942839, 0.104559 49.4944856, 0.1045665 49.4946245, 0.1045832 49.4949343, 0.1045897 49.495055, 0.1045944 49.4951413)",,,,,,
289286693,False,Rue Jules Ancel,residential,,False,57.236000000000004,"LINESTRING (0.1045481 49.4942839, 0.1038366 49.4943094, 0.1037568 49.494312)",,,,,,
22338489,False,Rue Raymond Guénot,residential,,False,94.404,"LINESTRING (0.1037568 49.494312, 0.1037551 49.4942624, 0.1037125 49.4937399, 0.103712 49.4936846, 0.1037141 49.4936083, 0.1037143 49.4935796, 0.1037055 49.4935152, 0.103701 49.4934641)",,,,,,
22338489,False,Rue Raymond Guénot,residential,,True,100.281,"LINESTRING (0.1037568 49.494312, 0.1037606 49.4943664, 0.1038066 49.4949807, 0.1038268 49.4952127)",,,,,,
289286693,False,Rue Jules Ancel,residential,,False,57.135999999999996,"LINESTRING (0.1037568 49.494312, 0.1036766 49.4943146, 0.1032772 49.494326, 0.1029665 49.4943349)",,,,,,
289286693,False,Rue Jules Ancel,residential,,True,57.236000000000004,"LINESTRING (0.1037568 49.494312, 0.1038366 49.4943094, 0.1045481 49.4942839)",,,,,,
22338490,False,Rue Raoul Dufy,residential,,False,93.24000000000001,"LINESTRING (0.1029665 49.4943349, 0.1029334 49.4937626, 0.1029305 49.4937121, 0.1029242 49.4936043, 0.1029225 49.493523, 0.1029219 49.4934969)",,,,,,
22338490,False,Rue Raoul Dufy,residential,,True,101.537,"LINESTRING (0.1029665 49.4943349, 0.1030156 49.4951775, 0.1030194 49.4952474)",,,,,,
289286693,False,Rue Jules Ancel,residential,,True,57.135999999999996,"LINESTRING (0.1029665 49.4943349, 0.1032772 49.494326, 0.1036766 49.4943146, 0.1037568 49.494312)",,,,,,
22762537,False,Rue Paul Doumer,residential,,False,122.30399999999999,"LINESTRING (0.1053116 49.4924118, 0.10523 49.4924128, 0.1036943 49.4924639, 0.1036205 49.4924674)",,,,,,
22762537,False,Rue Paul Doumer,residential,,True,71.536,"LINESTRING (0.1053116 49.4924118, 0.1053964 49.4924083, 0.1056658 49.4923996, 0.1061664 49.4923871, 0.1063 49.4923986)",,,,,,
22762539,False,Rue Bernardin de Saint-Pierre,residential,,True,96.06299999999999,"LINESTRING (0.1053116 49.4924118, 0.1053148 49.4924616, 0.1053359 49.4927885, 0.1053368 49.4928013, 0.1053508 49.4930023, 0.1053528 49.4930315, 0.1053615 49.4931587, 0.1053693 49.4932749)",,,,,,
