osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,junction,lanes,bridge,width
220662107,False,Rue de la Résistance,residential,50,False,8.777,"LINESTRING (0.227966 49.1445281, 0.2280781 49.1445573)",,,,,
164761953,True,Rue Pont Mortain,residential,30,False,39.543,"LINESTRING (0.2267788 49.1436117, 0.2267598 49.1436589, 0.2266566 49.1439153, 0.2266404 49.1439556)",,,,,
342184919,True,Rue du Onze Novembre,residential,30,False,150.57199999999997,"LINESTRING (0.2267788 49.1436117, 0.2268564 49.1436258, 0.2285512 49.143928, 0.2286508 49.1439445, 0.2287576 49.1439931)",,,,,
130442902,False,Rue du Paradis,residential,30,True,39.592,"LINESTRING (0.2272002 49.1459834, 0.2271798 49.1460383, 0.2270717 49.1463294)",,,,,
"[220842482, 220662099]",False,Avenue Victor Hugo,residential,30,"[False, True]",27.405,"LINESTRING (0.2272002 49.1459834, 0.2272252 49.1459208, 0.2272796 49.1457846, 0.2273011 49.1457461)",,,,,
"[730281648, 730283313, 558855313, 558855277]",False,Rue Henry Chéron,tertiary,30,False,153.18099999999998,"LINESTRING (0.2272002 49.1459834, 0.2271166 49.1459713, 0.2263361 49.1458581, 0.2263195 49.1458557, 0.2262215 49.1458415, 0.226011 49.145838, 0.225882 49.1458213, 0.2253779 49.1457599, 0.2251338 49.1457289)",D 613A,,,,
730283313,False,Rue Henry Chéron,tertiary,30,True,63.187,"LINESTRING (0.2272002 49.1459834, 0.2272932 49.1459987, 0.2273186 49.1460029, 0.2279111 49.1461417, 0.2279995 49.1461611, 0.228022 49.1461666)",D 613A,,,,
130458656,True,Rue Sainte-Marie,residential,50,False,151.11,"LINESTRING (0.2269785 49.1502681, 0.2269556 49.1501392, 0.2269327 49.1500235, 0.2268974 49.1498901, 0.226887 49.1498711, 0.2268703 49.1498561, 0.2268516 49.1498411, 0.2268266 49.1498316, 0.2267996 49.1498248, 0.2267544 49.1498211, 0.2254544 49.1497774)",,,,,
558855317,False,Boulevard Nicolas Oresme,secondary,30,True,76.845,"LINESTRING (0.2269785 49.1502681, 0.227194 49.1499576, 0.2272088 49.1499431, 0.2272281 49.1499288, 0.2272526 49.1499132, 0.2272816 49.1498992, 0.2273312 49.1498845, 0.2273628 49.1498799, 0.2274111 49.1498761, 0.2274787 49.1498748, 0.227515 49.1498751, 0.2275536 49.1498754, 0.2276557 49.1498778, 0.2276847 49.1498781)",,,,,
339562966,False,Rue de la Poissonnerie,residential,30,False,69.623,"LINESTRING (0.2216828 49.1443577, 0.2217221 49.1443203, 0.2217475 49.1443077, 0.2217999 49.1442816, 0.2220627 49.1442281, 0.2221135 49.1442915, 0.2221914 49.1443115, 0.2224999 49.1442518)",,,,,
"[448717170, 558855298]",False,Avenue du 6 Juin,tertiary,"['30', '50']",False,67.089,"LINESTRING (0.2216828 49.1443577, 0.2221437 49.1445336, 0.2224795 49.1446617)",D 613A,,,,
448717170,False,Avenue du 6 Juin,tertiary,30,True,32.565,"LINESTRING (0.2216828 49.1443577, 0.2214631 49.1442671, 0.2213041 49.1442015)",D 613A,,,,
223955226,True,Rue du Docteur Degrenne,residential,30,False,54.763999999999996,"LINESTRING (0.2217932 49.1448326, 0.2217832 49.1447676, 0.2217118 49.1446218, 0.2216578 49.1445116, 0.221647 49.1444633, 0.221651 49.1444116, 0.2216828 49.1443577)",,,,,
537516901,False,Rue Henry Chéron,residential,30,False,59.536,"LINESTRING (0.2217932 49.1448326, 0.2217083 49.1448501, 0.221594 49.1448736, 0.2213597 49.1449061, 0.2209951 49.1449479)",,,,,
