osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,ref,access,tunnel
25845491,False,3,Rue Pierre Besset,residential,30,False,54.33,"LINESTRING (3.075918 45.7808749, 3.0760132 45.78098, 3.0760532 45.7810242, 3.0762975 45.7812856)",,,,
181593955,False,3,Rue Fontgiève,primary,30,False,57.211,"LINESTRING (3.075918 45.7808749, 3.0760478 45.7808478, 3.0762993 45.780807, 3.0764145 45.7807883, 3.0765153 45.7807756, 3.0766367 45.7807604)",,,,
32124618,False,2,Rue Fontgiève,primary,30,False,92.909,"LINESTRING (3.0796713 45.7808525, 3.0798307 45.7808562, 3.0799081 45.780858, 3.0802223 45.7808638, 3.080869 45.7808733)",,,,
"[942824032, 32124618]",False,2,Rue Fontgiève,primary,30,True,75.33500000000001,"LINESTRING (3.0796713 45.7808525, 3.0795242 45.7808521, 3.0794693 45.7808521, 3.0788246 45.7808482, 3.0787919 45.7808475, 3.0786999 45.7808457)",,,,
32124619,True,1,Rue du Docteur Gautrez,residential,30,False,45.995000000000005,"LINESTRING (3.0796713 45.7808525, 3.0796828 45.7807975, 3.0797342 45.7807516, 3.0797619 45.7807296, 3.0797754 45.7807076, 3.0797867 45.7806593, 3.0798098 45.7804936, 3.0798037 45.7804627)",,,,
"[4212858, 562577036, 48543919]",False,2,Place Gilbert Gaillard,primary,30,False,46.711,"LINESTRING (3.0818416 45.7804209, 3.0819567 45.7803435, 3.0820551 45.7802987, 3.0821479 45.7802794, 3.0822653 45.7802729, 3.0823754 45.7802779)",,,,
32124622,True,,Rue Sainte-Rose,residential,30,False,98.902,"LINESTRING (3.0818416 45.7804209, 3.0817734 45.7803817, 3.0816858 45.7803701, 3.0811492 45.7803535, 3.0807272 45.7803768, 3.0806427 45.7803727, 3.0805937 45.7803593)",,,,
"[32124618, 1207117350]",False,2,Rue Fontgiève,primary,30,True,68.306,"LINESTRING (3.0818416 45.7804209, 3.0817414 45.7805126, 3.0813528 45.7808228, 3.0813036 45.7808455, 3.0812427 45.780863)",,,,
"[1078023650, 37043315]",False,2,"['Rue Montlosier', 'Rue André Moinier']",primary,30,True,256.452,"LINESTRING (3.0868408 45.7810873, 3.0861806 45.7809416, 3.0853244 45.7807605, 3.0838861 45.7804473, 3.0836775 45.7804171)",,,,
58380205,True,,Petite Rue Montlosier,residential,30,False,158.14899999999997,"LINESTRING (3.0868408 45.7810873, 3.0868073 45.781136, 3.0867573 45.781164, 3.0863089 45.7810685, 3.0858522 45.7809682, 3.0851914 45.7808384, 3.0850987 45.7809037, 3.084974 45.7809336)",,,,
934373318,False,2,Rue Gabriel Péri,secondary,30,False,70.415,"LINESTRING (3.0776611 45.7794163, 3.0776904 45.7793679, 3.0776977 45.7793484, 3.0779012 45.7788061)",,,,
1077410375,False,2,Rue Gabriel Péri,secondary,,True,64.566,"LINESTRING (3.0776611 45.7794163, 3.0776371 45.7794808, 3.0776203 45.779526, 3.0775043 45.7798377, 3.0774812 45.7799061, 3.077452 45.7799783)",,,,
934373318,False,2,Rue Gabriel Péri,secondary,30,False,24.536,"LINESTRING (3.0779012 45.7788061, 3.0779833 45.778593)",,,,
"[40128283, 4857515]",True,,"['Rue Devedeux', 'Rue des Quatre Passeports']",residential,30,False,100.86299999999999,"LINESTRING (3.0779012 45.7788061, 3.0780549 45.778819, 3.078159 45.7788268, 3.0784821 45.7788513, 3.0786305 45.778883, 3.0787076 45.7789312, 3.0787379 45.779002, 3.0787311 45.7791344, 3.0787244 45.7792469)",3.5,,,
934373318,False,2,Rue Gabriel Péri,secondary,30,True,70.415,"LINESTRING (3.0779012 45.7788061, 3.0776977 45.7793484, 3.0776904 45.7793679, 3.0776611 45.7794163)",,,,
4054712,True,1,Rue Jean-Baptiste Torrilhon,residential,30,False,38.182,"LINESTRING (3.078062 45.7783889, 3.0780033 45.7783711, 3.0776017 45.7782672)",,,,
934373318,False,2,Rue Gabriel Péri,secondary,30,False,132.303,"LINESTRING (3.078062 45.7783889, 3.0784957 45.7772785, 3.0785128 45.7772414)",,,,
934373318,False,2,Rue Gabriel Péri,secondary,30,True,23.500999999999998,"LINESTRING (3.078062 45.7783889, 3.0780497 45.7784208, 3.0779833 45.778593)",,,,
40128266,True,,Rue Lamartine,residential,30,False,50.698,"LINESTRING (3.0785128 45.7772414, 3.0785823 45.7772574, 3.0791385 45.7773734)",,,,
934373318,False,2,Rue Gabriel Péri,secondary,30,False,48.717,"LINESTRING (3.0785128 45.7772414, 3.0786521 45.7769147, 3.0786624 45.7768858, 3.0786858 45.7768203)",,,,
934373318,False,2,Rue Gabriel Péri,secondary,30,True,132.303,"LINESTRING (3.0785128 45.7772414, 3.0784957 45.7772785, 3.078062 45.7783889)",,,,
"[492441339, 934373317]",False,,Rue Bonnabaud,secondary,30,True,109.202,"LINESTRING (3.0786858 45.7768203, 3.0787126 45.7767497, 3.0787288 45.7767177, 3.0787843 45.776579, 3.0790439 45.7759562, 3.0790622 45.7759272, 3.0790987 45.7758832)",,,,
934373318,False,2,Rue Gabriel Péri,secondary,30,True,48.717,"LINESTRING (3.0786858 45.7768203, 3.0786624 45.7768858, 3.0786521 45.7769147, 3.0785128 45.7772414)",,,,
"[48538638, 934373319]",False,2,Rue Blatin,secondary,30,True,116.28399999999999,"LINESTRING (3.0786858 45.7768203, 3.0786147 45.7768135, 3.0785734 45.7768096, 3.0779842 45.7767529, 3.0778667 45.7767428, 3.0774259 45.7766999, 3.0772003 45.7766784)",,,,
27631884,False,,Rue Bonnabaud,secondary,30,False,16.087,"LINESTRING (3.0795494 45.7748329, 3.0795205 45.7748991, 3.079489 45.7749713)",,,,
170104592,False,,Rue Bonnabaud,secondary,30,False,134.225,"LINESTRING (3.0795494 45.7748329, 3.0795718 45.7747849, 3.0797118 45.7744777, 3.0797315 45.7744245, 3.0799895 45.773802, 3.0800066 45.7737681, 3.0800241 45.7737304, 3.0800425 45.7736761)",,,,
"[356586395, 356586396]",True,,Avenue Julien,secondary,30,False,139.356,"LINESTRING (3.0795494 45.7748329, 3.0796252 45.774849, 3.0811531 45.7752471, 3.0812339 45.7752688)",,,,
624334770,False,,Rue Lamartine,living_street,20,True,51.619,"LINESTRING (3.0798124 45.7775071, 3.0791722 45.7773801)",,,,
"[4082392, 286564800]",True,,"['Rue Sainte-Madeleine', 'Rue Saint-Dominique']",residential,30,False,125.005,"LINESTRING (3.0798124 45.7775071, 3.0798031 45.7775384, 3.079676 45.7779678, 3.0795684 45.7783162, 3.079145 45.7783514)",,,,
40128269,False,,Rue Lamartine,residential,30,False,86.098,"LINESTRING (3.0798124 45.7775071, 3.0802711 45.7775936, 3.0805848 45.7776438, 3.080891 45.7776896)",,,,
40128269,False,,Rue Lamartine,residential,30,True,86.098,"LINESTRING (3.080891 45.7776896, 3.0805848 45.7776438, 3.0802711 45.7775936, 3.0798124 45.7775071)",,,,
170762886,True,,Rue Lamartine,residential,30,False,25.752,"LINESTRING (3.0812175 45.7777318, 3.0811817 45.7777272, 3.080891 45.7776896)",,,,
40128268,True,,Rue Ribeyre Jaffeux,residential,30,False,33.992000000000004,"LINESTRING (3.079145 45.7783514, 3.0791835 45.778471, 3.0791937 45.7785166, 3.0792491 45.7786242, 3.0792601 45.7786455)",,,,
112514359,True,,Rue Saint-Dominique,residential,30,False,85.21499999999999,"LINESTRING (3.079145 45.7783514, 3.078934 45.7783724, 3.0787119 45.7784071, 3.0785166 45.7784281, 3.0783052 45.7784263, 3.0781245 45.7783984, 3.078062 45.7783889)",3.5,,,
356586430,False,2,Rue Blatin,secondary,30,True,21.666,"LINESTRING (3.0772003 45.7766784, 3.0769233 45.7766531)",,,,
"[48538638, 934373319]",False,2,Rue Blatin,secondary,30,False,116.284,"LINESTRING (3.0772003 45.7766784, 3.0774259 45.7766999, 3.0778667 45.7767428, 3.0779842 45.7767529, 3.0785734 45.7768096, 3.0786147 45.7768135, 3.0786858 45.7768203)",,,,
356586389,True,,Avenue Franklin Roosevelt,secondary,30,False,18.863,"LINESTRING (3.0772003 45.7766784, 3.077164 45.7767747, 3.0771328 45.7768413)",,M 943,,
356586387,False,,Avenue Franklin Roosevelt,secondary,30,True,19.459,"LINESTRING (3.0768838 45.7768306, 3.0769899 45.7768259, 3.0771328 45.7768413)",,M 943,,
356586390,True,,Avenue Franklin Roosevelt,secondary,30,False,20.288,"LINESTRING (3.0768838 45.7768306, 3.0769091 45.7767908, 3.0769225 45.7767491, 3.0769269 45.7767094, 3.0769233 45.7766531)",,M 943,,
