osmid,name,highway,oneway,reversed,length,bridge,geometry,maxspeed,junction,lanes
"[16940705, 19800852, 16940708, 1176929300]",Pont des Noues,tertiary,False,True,44.899,yes,"LINESTRING (2.4747146 49.0313445, 2.4747334 49.0313317, 2.4748001 49.0312917, 2.4748409 49.0312654, 2.4750491 49.0311314, 2.4751461 49.0310569)",,,
18895035,Avenue Jacques Potel,residential,True,False,135.369,,"LINESTRING (2.4747146 49.0313445, 2.4746525 49.0313058, 2.4746035 49.0312741, 2.473374 49.0305022)",30,,
"[1176929299, 676380102]",Rue des Bergeronnettes,residential,False,False,87.167,,"LINESTRING (2.4747146 49.0313445, 2.4747994 49.031398, 2.4748497 49.0314296, 2.4751015 49.0315879, 2.4755797 49.0318856)",,,
"[1176929301, 18642134]",Boulevard Roger Salengro,tertiary,False,False,82.033,,"LINESTRING (2.4747146 49.0313445, 2.4746185 49.0314329, 2.4745968 49.0314604, 2.4742698 49.0318744, 2.4741715 49.0319896)",50,,
18823242,Rue Denis Papin,residential,False,True,70.77,,"LINESTRING (2.4688316 49.0295712, 2.4684236 49.0301487)",,,
17657976,Avenue du Docteur Jean Gaston Rousseau,residential,False,True,99.061,,"LINESTRING (2.4688316 49.0295712, 2.4687632 49.0295408, 2.4681703 49.0287999)",,,
17657977,Rue Ronsard,residential,False,False,152.906,,"LINESTRING (2.4688316 49.0295712, 2.4690108 49.0296551, 2.4703664 49.0305064)",,,
18823242,Rue Denis Papin,residential,False,False,61.025999999999996,,"LINESTRING (2.4688316 49.0295712, 2.4688916 49.0294998, 2.4694468 49.0292068)",,,
20175659,Avenue du Docteur Jean Gaston Rousseau,residential,True,False,105.69300000000001,,"LINESTRING (2.4688316 49.0295712, 2.468891 49.0297245, 2.4693547 49.0304562)",,,
17657977,Rue Ronsard,residential,False,False,179.061,,"LINESTRING (2.4703664 49.0305064, 2.4721363 49.0316229)",,,
17657977,Rue Ronsard,residential,False,True,152.906,,"LINESTRING (2.4703664 49.0305064, 2.4690108 49.0296551, 2.4688316 49.0295712)",,,
18823474,Rue Charles Baudelaire,residential,False,False,126.81200000000001,,"LINESTRING (2.4703664 49.0305064, 2.4703709 49.0305784, 2.470149 49.0314272, 2.4701041 49.0316323)",,,
18825599,Rue Charles Baudelaire,residential,True,False,74.312,,"LINESTRING (2.4703664 49.0305064, 2.4703994 49.0304547, 2.4710539 49.030018)",,,
18314246,Rue des Lilas,residential,False,False,79.428,,"LINESTRING (2.4710539 49.030018, 2.4717652 49.0295734, 2.4718424 49.0295251)",,,
18314248,Rue Louise Michel,residential,True,False,160.639,,"LINESTRING (2.4710539 49.030018, 2.4711085 49.030053, 2.4725151 49.0309526, 2.4725877 49.0309991, 2.4726311 49.0310268)",,,
"[1206558312, 19793982]","['Rue des Jasmins', 'Rue Louise Michel']",residential,False,False,241.434,,"LINESTRING (2.4710539 49.030018, 2.4710134 49.0299908, 2.4704177 49.0296142, 2.4698182 49.0292396, 2.4695698 49.0290787, 2.4699315 49.0284011, 2.4699823 49.0283059)",,,
"[1206558312, 19793982]","['Rue des Jasmins', 'Rue Louise Michel']",residential,False,True,241.434,,"LINESTRING (2.4699823 49.0283059, 2.4699315 49.0284011, 2.4695698 49.0290787, 2.4698182 49.0292396, 2.4704177 49.0296142, 2.4710134 49.0299908, 2.4710539 49.030018)",,,
"[1228230665, 1230121634, 1251938348]",Avenue Jacques Potel,residential,True,False,58.455000000000005,,"LINESTRING (2.4699823 49.0283059, 2.4699346 49.0282842, 2.4694265 49.0281326, 2.4692999 49.0280948, 2.4692871 49.028091, 2.4692577 49.0280822)",30,,
18314248,Rue Louise Michel,residential,True,False,77.359,,"LINESTRING (2.4726311 49.0310268, 2.4726554 49.0310476, 2.4733721 49.0315245)",,,
18642140,Rue des Tulipes,residential,False,False,79.722,,"LINESTRING (2.4726311 49.0310268, 2.4726789 49.0309771, 2.473374 49.0305022)",,,
18825600,Rue du Maréchal de Lattre de Tassigny,residential,False,True,71.12299999999999,,"LINESTRING (2.4726311 49.0310268, 2.4726072 49.0310652, 2.4721656 49.0315886)",,,
18642134,Boulevard Roger Salengro,tertiary,False,True,79.221,,"LINESTRING (2.4736405 49.0326107, 2.4737957 49.032448, 2.4738175 49.0324168, 2.4739985 49.0321992, 2.4740227 49.0321657, 2.474043 49.0321416, 2.4741715 49.0319896)",50,,
18642136,Place de la Charmeuse,tertiary,True,False,16.33,,"LINESTRING (2.4736405 49.0326107, 2.4736749 49.0326296, 2.4736994 49.0326542, 2.473712 49.0326823, 2.4737115 49.0327117, 2.473698 49.0327397)",,roundabout,
18642136,Place de la Charmeuse,tertiary,True,False,21.597,,"LINESTRING (2.4734937 49.0327855, 2.4734729 49.0327773, 2.4734529 49.0327662, 2.4734247 49.0327403, 2.4734104 49.0327101, 2.4734095 49.0326868, 2.4734168 49.0326641, 2.473438 49.0326372, 2.4734594 49.0326217)",,roundabout,
550894744,Boulevard Roger Salengro,residential,False,True,74.705,,"LINESTRING (2.4734937 49.0327855, 2.4733883 49.0328674, 2.4729269 49.0333154, 2.4729059 49.0333352)",,,
18642136,Place de la Charmeuse,tertiary,True,False,14.148,,"LINESTRING (2.4734594 49.0326217, 2.4735002 49.0326045, 2.4735472 49.0325965, 2.4735956 49.0325987, 2.4736405 49.0326107)",,roundabout,
1258718294,Boulevard Paul Vaillant Couturier,tertiary,False,False,60.206,,"LINESTRING (2.4734594 49.0326217, 2.4731237 49.0325831, 2.4726441 49.0325357)",,,
18642136,Place de la Charmeuse,tertiary,True,False,11.348,,"LINESTRING (2.473698 49.0327397, 2.4736676 49.0327673, 2.4736249 49.0327866, 2.4735748 49.0327954)",,roundabout,
18894079,Boulevard Paul Vaillant Couturier,residential,False,False,42.739000000000004,,"LINESTRING (2.473698 49.0327397, 2.4738068 49.0328083, 2.4741024 49.0330178)",,,
1258718294,Boulevard Paul Vaillant Couturier,tertiary,False,True,35.982,,"LINESTRING (2.4715065 49.0324316, 2.4719949 49.0324783)",,,
18642137,Boulevard Paul Vaillant Couturier,tertiary,False,False,38.56,,"LINESTRING (2.4715065 49.0324316, 2.4711004 49.0323992, 2.4709818 49.032388)",,,
18825600,Rue du Maréchal de Lattre de Tassigny,residential,False,False,78.379,,"LINESTRING (2.4715065 49.0324316, 2.471547 49.032378, 2.4717499 49.0321091, 2.4719946 49.0318036)",,,
17657977,Rue Ronsard,residential,False,True,179.061,,"LINESTRING (2.4721363 49.0316229, 2.4703664 49.0305064)",,,
18825600,Rue du Maréchal de Lattre de Tassigny,residential,False,False,4.371,,"LINESTRING (2.4721363 49.0316229, 2.4721656 49.0315886)",,,
18825600,Rue du Maréchal de Lattre de Tassigny,residential,False,True,22.593,,"LINESTRING (2.4721363 49.0316229, 2.4719946 49.0318036)",,,
18642140,Rue des Tulipes,residential,False,True,79.722,,"LINESTRING (2.473374 49.0305022, 2.4726789 49.0309771, 2.4726311 49.0310268)",,,
"[1230121637, 1230121638]",Avenue Jacques Potel,residential,True,False,155.799,,"LINESTRING (2.473374 49.0305022, 2.4718689 49.029542, 2.4718424 49.0295251)",30,,
18642134,Boulevard Roger Salengro,tertiary,False,False,79.221,,"LINESTRING (2.4741715 49.0319896, 2.474043 49.0321416, 2.4740227 49.0321657, 2.4739985 49.0321992, 2.4738175 49.0324168, 2.4737957 49.032448, 2.4736405 49.0326107)",50,,
"[1176929301, 18642134]",Boulevard Roger Salengro,tertiary,False,True,82.033,,"LINESTRING (2.4741715 49.0319896, 2.4742698 49.0318744, 2.4745968 49.0314604, 2.4746185 49.0314329, 2.4747146 49.0313445)",50,,
18823474,Rue Charles Baudelaire,residential,False,True,126.81200000000001,,"LINESTRING (2.4701041 49.0316323, 2.470149 49.0314272, 2.4703709 49.0305784, 2.4703664 49.0305064)",,,
18825598,Rue Pierre Sarrazin,residential,False,False,139.14499999999998,,"LINESTRING (2.4701041 49.0316323, 2.4702507 49.0316497, 2.4719946 49.0318036)",,,
18825598,Rue Pierre Sarrazin,residential,False,True,109.619,,"LINESTRING (2.4701041 49.0316323, 2.4700077 49.0316251, 2.4694257 49.0315735, 2.4686142 49.0314996)",,,
18823242,Rue Denis Papin,residential,False,False,154.731,,"LINESTRING (2.4675268 49.0314099, 2.4684236 49.0301487)",,,
18825598,Rue Pierre Sarrazin,residential,False,False,79.901,,"LINESTRING (2.4675268 49.0314099, 2.4686142 49.0314996)",,,
18823242,Rue Denis Papin,residential,False,True,77.805,,"LINESTRING (2.4675268 49.0314099, 2.4671286 49.0319973, 2.467092 49.0320489)",,,
18825600,Rue du Maréchal de Lattre de Tassigny,residential,False,False,22.593,,"LINESTRING (2.4719946 49.0318036, 2.4721363 49.0316229)",,,
18825598,Rue Pierre Sarrazin,residential,False,True,139.14499999999998,,"LINESTRING (2.4719946 49.0318036, 2.4702507 49.0316497, 2.4701041 49.0316323)",,,
18825600,Rue du Maréchal de Lattre de Tassigny,residential,False,True,78.379,,"LINESTRING (2.4719946 49.0318036, 2.4717499 49.0321091, 2.471547 49.032378, 2.4715065 49.0324316)",,,
18642137,Boulevard Paul Vaillant Couturier,tertiary,False,False,16.518,,"LINESTRING (2.467092 49.0320489, 2.4668676 49.0320284)",,,
18642137,Boulevard Paul Vaillant Couturier,tertiary,False,True,63.802,,"LINESTRING (2.467092 49.0320489, 2.4672418 49.0320632, 2.4679595 49.0321246)",,,
18823242,Rue Denis Papin,residential,False,False,77.805,,"LINESTRING (2.467092 49.0320489, 2.4671286 49.0319973, 2.4675268 49.0314099)",,,
18642137,Boulevard Paul Vaillant Couturier,tertiary,False,False,74.929,,"LINESTRING (2.4699729 49.0323017, 2.469849 49.032291, 2.4698311 49.0322894, 2.4689542 49.0322123)",,,
18642137,Boulevard Paul Vaillant Couturier,tertiary,False,True,74.17500000000001,,"LINESTRING (2.4699729 49.0323017, 2.470108 49.0323133, 2.4709818 49.032388)",,,
18893769,Rue de la Famille Solomon,residential,True,False,168.99699999999999,,"LINESTRING (2.4699729 49.0323017, 2.4699424 49.0323651, 2.4693634 49.033768)",,,
18823595,Rue Pablo Neruda,residential,False,False,79.741,,"LINESTRING (2.4726441 49.0325357, 2.4726701 49.0324538, 2.4727437 49.03229, 2.4727574 49.0322723, 2.4728916 49.0320989, 2.4730693 49.0318795)",,,
1258718294,Boulevard Paul Vaillant Couturier,tertiary,False,False,47.757000000000005,,"LINESTRING (2.4726441 49.0325357, 2.4722953 49.0325047, 2.4721206 49.0324892, 2.4719949 49.0324783)",,,
1258718294,Boulevard Paul Vaillant Couturier,tertiary,False,True,60.206,,"LINESTRING (2.4726441 49.0325357, 2.4731237 49.0325831, 2.4734594 49.0326217)",,,
18314248,Rue Louise Michel,residential,True,False,77.918,,"LINESTRING (2.4733721 49.0315245, 2.474105 49.0319511, 2.4741715 49.0319896)",,,
18823595,Rue Pablo Neruda,residential,False,True,45.229,,"LINESTRING (2.4733721 49.0315245, 2.4733519 49.0315466, 2.4730693 49.0318795)",,,
18825600,Rue du Maréchal de Lattre de Tassigny,residential,False,True,4.371,,"LINESTRING (2.4721656 49.0315886, 2.4721363 49.0316229)",,,
18823621,,residential,False,False,73.403,,"LINESTRING (2.4721656 49.0315886, 2.4730198 49.0318612, 2.4730693 49.0318795)",,,
18825600,Rue du Maréchal de Lattre de Tassigny,residential,False,False,71.12299999999999,,"LINESTRING (2.4721656 49.0315886, 2.4726072 49.0310652, 2.4726311 49.0310268)",,,
