osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,lanes,junction,tunnel
100532099,Boulevard Amiral Grivel,primary,50,False,False,67.223,"LINESTRING (1.5383702 45.1542685, 1.5384836 45.1543364, 1.5385474 45.1543746, 1.5390133 45.1546682)",,,,
966240038,Avenue d'Alsace-Lorraine,secondary,50,False,True,46.727,"LINESTRING (1.5383702 45.1542685, 1.5382818 45.1543617, 1.5382674 45.1543769, 1.5380402 45.1546184)",D 38,,,
969467983,Boulevard du Maréchal Brune,primary,50,False,True,31.57,"LINESTRING (1.5383702 45.1542685, 1.5382663 45.1542178, 1.5381736 45.1541725, 1.5380357 45.1541106)",,,,
966243506,Boulevard Général Koenig,secondary,50,False,True,5.603,"LINESTRING (1.5305159 45.1592017, 1.5305497 45.1592461)",,,,
229173816,Avenue du Président Roosevelt,secondary,50,False,True,59.486000000000004,"LINESTRING (1.5305159 45.1592017, 1.5303866 45.1591755, 1.5298991 45.1590449, 1.5298001 45.1590258)",,,,
965080598,Boulevard Général Koenig,secondary,50,True,False,55.288,"LINESTRING (1.5305159 45.1592017, 1.5304705 45.1591045, 1.5302929 45.15873)",,2,,
100526477,Rue Clément Ader,residential,30,True,False,65.61,"LINESTRING (1.5390283 45.1575355, 1.5390062 45.1575608, 1.5389935 45.1575839, 1.5389822 45.1576367, 1.5389364 45.1580265, 1.5389203 45.1580647, 1.5389042 45.1581146)",,,,
99345267,Boulevard du Puyblanc,secondary,50,True,False,11.15,"LINESTRING (1.5331329 45.1567324, 1.5332751 45.1567321)",,3,,
1163466853,Avenue Édouard Herriot,secondary,50,True,False,24.975,"LINESTRING (1.5331329 45.1567324, 1.5331276 45.1566654, 1.5331165 45.1565626, 1.5331305 45.1565091)",D 920,,,
99382776,Rue Leon Bourgeois,residential,30,False,False,55.914,"LINESTRING (1.5352117 45.1603128, 1.5353169 45.1603425, 1.5358738 45.1604996)",,,,
966240035,Boulevard du Salan,secondary,50,True,False,33.427,"LINESTRING (1.5352117 45.1603128, 1.5350514 45.1605182, 1.5349923 45.1605696)",D 38,,,
100668700,,tertiary,,True,False,42.887,"LINESTRING (1.5298553 45.1577384, 1.5298182 45.1576568, 1.5297907 45.1575813, 1.5297769 45.15751, 1.5297474 45.1574531, 1.5297017 45.1573696)",D 59,,,
353647920,Boulevard Général Koenig,secondary,50,True,False,32.735,"LINESTRING (1.5298553 45.1577384, 1.5298505 45.1576283, 1.5298589 45.1575741, 1.5298908 45.1575027, 1.5299266 45.157454)",,,,
965937636,Boulevard Jules Ferry,secondary,30,True,False,8.7,"LINESTRING (1.5358524 45.1572622, 1.5359411 45.1573092)",,,,
99333272,Rue Blaise Raynal,living_street,20,True,False,35.614000000000004,"LINESTRING (1.5358524 45.1572622, 1.5358018 45.1573263, 1.5356403 45.1575454)",,,,
966240035,Boulevard du Salan,secondary,50,True,False,40.239,"LINESTRING (1.5353965 45.1599752, 1.5352117 45.1603128)",D 38,,,
966243505,Avenue Maréchal Bugeaud,residential,30,False,False,38.973,"LINESTRING (1.5353965 45.1599752, 1.5355273 45.1600106, 1.5358606 45.1601007)",,,,
67118219,Boulevard Jules Ferry,secondary,30,True,False,70.844,"LINESTRING (1.5348182 45.1568445, 1.5349788 45.1568979, 1.5356194 45.1571387)",,3,,
70439221,Rue Gambetta,living_street,20,True,False,38.778999999999996,"LINESTRING (1.5348182 45.1568445, 1.5347871 45.1569325, 1.5347722 45.1569734, 1.5346568 45.1571733)",,,,
70439245,Avenue du Général Leclerc Maréchal de France,residential,30,True,False,21.537999999999997,"LINESTRING (1.5348182 45.1568445, 1.5347576 45.1567552, 1.534694 45.1566718)",,,,
"[965371688, 1236051679]","['Boulevard Edouard Lachaud', 'Boulevard Maréchal Lyautey']",secondary,50,True,False,15.684999999999999,"LINESTRING (1.5316619 45.1567139, 1.531776 45.1567155, 1.5318619 45.1567164)",,2,,
1163465622,Avenue Jean Jaurès,residential,30,True,False,50.632000000000005,"LINESTRING (1.5316619 45.1567139, 1.5315596 45.1566316, 1.5314221 45.1563416, 1.5314329 45.1563022)",,,,
74172988,Avenue du 14 Juillet,secondary,30,True,False,69.60600000000001,"LINESTRING (1.5345044 45.1610152, 1.5343509 45.1611598, 1.5340131 45.1614434, 1.5339448 45.1615009)",,,,
229267399,Boulevard Anatole France,secondary,50,True,False,127.87699999999998,"LINESTRING (1.5345044 45.1610152, 1.5343808 45.1610417, 1.5342682 45.1610508, 1.5332393 45.160897, 1.5330439 45.1608868, 1.5329966 45.1608851, 1.5329033 45.1608821)",D 38,2,,
67118200,Boulevard Général Koenig,secondary,50,True,False,52.266999999999996,"LINESTRING (1.5329033 45.1608821, 1.5328028 45.1608796, 1.5324981 45.1608712, 1.5322606 45.1608573, 1.5322379 45.1608557)",,,,
