osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,lanes,bridge
171825825,True,D 117,Avenue de Lérida,primary,50,False,19.856,"LINESTRING (1.6039819 42.9636195, 1.6038722 42.9636586, 1.6037716 42.9637091)",,,
908394273,True,,,primary,,False,12.039,"LINESTRING (1.6039819 42.9636195, 1.6039397 42.9635838, 1.6039077 42.9635274)",roundabout,,
35313865,True,,Rue des Salenques,living_street,20,False,76.854,"LINESTRING (1.6030176 42.9643316, 1.6031321 42.964338, 1.6036796 42.9643736, 1.6039585 42.9643918)",,1,
171280985,False,D 117,Avenue de Lérida,primary,50,True,80.39200000000001,"LINESTRING (1.6030176 42.9643316, 1.6029177 42.9643986, 1.6028238 42.9644321, 1.6028013 42.9644361, 1.6027369 42.9644477, 1.6021807 42.9644512, 1.6020784 42.9644519)",,2,
908394275,True,,,primary,,False,35.49,"LINESTRING (1.6030176 42.9643316, 1.6031579 42.9641684, 1.6032659 42.9640698)",,1,
"[71561946, 71561948, 294194751]",False,D 117,Avenue de Lérida,primary,50,True,112.67500000000001,"LINESTRING (1.6016237 42.9644791, 1.6015984 42.9645124, 1.6015717 42.96457, 1.6013708 42.9651361, 1.601329 42.9652333, 1.6012317 42.9653325, 1.6011169 42.9653963)",,2,yes
171280985,False,D 117,Avenue de Lérida,primary,50,False,37.403999999999996,"LINESTRING (1.6016237 42.9644791, 1.6016972 42.9644616, 1.6018013 42.9644501, 1.6020332 42.9644516, 1.6020784 42.9644519)",,2,
57701071,False,D 1,Rue de l'Espinet,tertiary,,True,18.976,"LINESTRING (1.6011169 42.9653963, 1.6011305 42.9654422, 1.6011571 42.9655332, 1.6011803 42.9655587)",,,
"[71561946, 71561948, 294194751]",False,D 117,Avenue de Lérida,primary,50,False,112.675,"LINESTRING (1.6011169 42.9653963, 1.6012317 42.9653325, 1.601329 42.9652333, 1.6013708 42.9651361, 1.6015717 42.96457, 1.6015984 42.9645124, 1.6016237 42.9644791)",,2,yes
294194751,False,D 117,Avenue de Lérida,primary,50,True,105.70700000000001,"LINESTRING (1.6011169 42.9653963, 1.6008742 42.9654615, 1.6003673 42.9655552, 1.6000773 42.9656187, 1.5999263 42.9656692, 1.5998817 42.9656841)",,,
