osmid,oneway,name,highway,reversed,length,lanes,maxspeed,geometry,ref,junction
"[507082555, 932431927]",True,Avenue du 8 Mai 1945,tertiary,False,95.98100000000001,3,50,"LINESTRING (2.4011278 48.9738745, 2.4008879 48.973789, 2.4004772 48.9736362, 2.4002402 48.9735557, 2.4002063 48.9735442, 2.4001036 48.9735059, 2.4000518 48.9734835, 2.3999801 48.9734538)",,
507082556,False,Avenue du 8 Mai 1945,tertiary,False,369.093,,,"LINESTRING (2.4011278 48.9738745, 2.4015201 48.9740865, 2.4017644 48.9742208, 2.4019416 48.9742853, 2.4020499 48.9743247, 2.4023113 48.9743857, 2.4025762 48.9744128, 2.4028548 48.9744105, 2.4032057 48.9743687, 2.4037268 48.9742525, 2.4041757 48.9741576, 2.4044285 48.9741271, 2.4046865 48.9741283, 2.4049755 48.9741508, 2.4052128 48.9741915, 2.4055069 48.9742457, 2.405837 48.9743094)",,
43266245,False,Rue du Colonel Fabien,residential,False,87.714,,,"LINESTRING (2.3946008 48.9706587, 2.3944242 48.9707046, 2.3943866 48.9707144, 2.3940904 48.9707913, 2.3938861 48.9708443, 2.3934834 48.9709489)",,
"[269336904, 934786096]",True,Avenue François Mitterrand,tertiary,False,142.36999999999998,1,"['50', '30']","LINESTRING (2.3946008 48.9706587, 2.3946684 48.9706957, 2.3947325 48.9707432, 2.3947735 48.9707783, 2.3952144 48.971178, 2.3952743 48.971232, 2.3954467 48.9713909, 2.3956203 48.9715455, 2.3957315 48.9716466, 2.3957614 48.9716846)",D 125E,
335290903,False,Avenue Paul-Vaillant Couturier,tertiary,True,64.559,2,50,"LINESTRING (2.3946008 48.9706587, 2.3945283 48.9705745, 2.3945019 48.9705439, 2.3941655 48.9701533)",D 125E,
337081485,False,Avenue de la Division Leclerc,residential,True,146.627,2,,"LINESTRING (2.3946008 48.9706587, 2.3947902 48.9705864, 2.3948349 48.9705688, 2.3950159 48.9704977, 2.3955795 48.9703092, 2.395689 48.9702762, 2.3961865 48.9701058, 2.3963749 48.9700414)",,
269336138,False,Avenue de la Division Leclerc,residential,False,167.277,2,,"LINESTRING (2.3991052 48.9689171, 2.3989874 48.9689497, 2.3989434 48.9689638, 2.3987767 48.9690171, 2.398443 48.9691707, 2.3983718 48.9692031, 2.3982642 48.9692521, 2.3977104 48.9695043, 2.3976552 48.9695278, 2.3974606 48.9696115, 2.397183 48.9697308)",,
269336150,True,,tertiary,False,18.203,,,"LINESTRING (2.3991052 48.9689171, 2.3991132 48.9688848, 2.399136 48.9688557, 2.3991715 48.9688326, 2.399216 48.9688179, 2.3992653 48.968813)",,roundabout
270125049,True,Avenue de la Division Leclerc,tertiary,False,52.1,1,,"LINESTRING (2.4047395 48.9666266, 2.4040821 48.966809)",,
270125093,False,Chemin des Basses Bauves,residential,False,48.257,,,"LINESTRING (2.4047395 48.9666266, 2.4050552 48.9670079)",,
270125049,True,Avenue de la Division Leclerc,tertiary,False,180.604,1,,"LINESTRING (2.4014747 48.9677009, 2.4003101 48.9682566, 2.3998673 48.9683246, 2.3995678 48.9683668, 2.3993213 48.9684443)",,
55561392,False,Rue du Tiers Pot,unclassified,True,81.199,2,,"LINESTRING (2.3993213 48.9684443, 2.3992545 48.9683299, 2.399197 48.96824, 2.3991218 48.9681514, 2.3988455 48.9678779, 2.3987737 48.9678125)",,
337081489,True,Avenue de la Division Leclerc,tertiary,False,41.910000000000004,1,,"LINESTRING (2.3993213 48.9684443, 2.399272 48.9685045, 2.3992686 48.9687586, 2.3992653 48.968813)",,
269336149,True,,residential,False,11.164,,,"LINESTRING (2.399352 48.9727633, 2.3993843 48.9727767, 2.399412 48.9727939, 2.3994342 48.9728145, 2.3994497 48.9728374)",,roundabout
