osmid,oneway,name,highway,reversed,length,ref,geometry,lanes,width,maxspeed,access,bridge
897659567,True,Rue des Études,residential,False,46.213,,"LINESTRING (2.3485455 43.2111067, 2.3485476 43.2106911)",,,30,,
897659568,True,Rue Voltaire,residential,False,85.172,,"LINESTRING (2.3485455 43.2111067, 2.3474951 43.211082)",,,30,,
5214067,True,Rue Jules Sauzède,residential,False,84.941,,"LINESTRING (2.3496283 43.2111111, 2.3495628 43.2118735)",,4,30,,
397560063,True,Rue Voltaire,residential,False,87.755,,"LINESTRING (2.3496283 43.2111111, 2.3485455 43.2111067)",,,30,,
5214067,True,Rue Jules Sauzède,residential,False,49.567,,"LINESTRING (2.3495628 43.2118735, 2.3495247 43.2122464, 2.349508 43.2123172)",,4,30,,
5214105,True,Rue Aimé Ramond,residential,False,83.51599999999999,,"LINESTRING (2.3495628 43.2118735, 2.3496409 43.2118663, 2.3505927 43.2118657)",,,30,,
5214067,True,Rue Jules Sauzède,residential,False,88.845,,"LINESTRING (2.3494616 43.2126344, 2.3493966 43.213432)",,4,30,,
397560069,True,Rue de Verdun,residential,False,85.526,,"LINESTRING (2.3494616 43.2126344, 2.3484065 43.2126508)",,4,30,,
5214123,True,Rue des Études,residential,False,87.152,,"LINESTRING (2.3484065 43.2126508, 2.3485174 43.2118712)",,,30,,
397560069,True,Rue de Verdun,residential,False,83.03,,"LINESTRING (2.3484065 43.2126508, 2.3473825 43.2126752)",,4,30,,
1191449941,False,Boulevard de Varsovie,residential,False,65.437,,"LINESTRING (2.3466749 43.2135546, 2.3463161 43.2130274)",3,,,,
5214080,False,Rue Victor Hugo,residential,True,11.045,,"LINESTRING (2.3466749 43.2135546, 2.3467253 43.2135436, 2.3468077 43.213533)",,,,,
1191449940,False,Boulevard de Varsovie,residential,True,81.85000000000001,,"LINESTRING (2.3466749 43.2135546, 2.3467308 43.2136369, 2.3468582 43.2138261, 2.3470741 43.2141673, 2.3470826 43.2141808, 2.3471043 43.2142207)",3,,,,
5206141,True,Rue Victor Hugo,residential,False,83.82,,"LINESTRING (2.3493966 43.213432, 2.3504309 43.2134309)",,3.5,30,,
5214067,True,Rue Jules Sauzède,residential,False,87.294,,"LINESTRING (2.3493966 43.213432, 2.3493206 43.2142151)",,4,30,,
5206141,True,Rue Victor Hugo,residential,False,65.825,,"LINESTRING (2.3504309 43.2134309, 2.3512431 43.2134378)",,3.5,30,,
5214118,True,Rue du Docteur Albert Tomey,residential,False,90.164,,"LINESTRING (2.3504309 43.2134309, 2.3504953 43.2126214)",,,30,,
166443779,True,Rue Antoine Armagnac,residential,False,19.678,,"LINESTRING (2.3512431 43.2134378, 2.3512236 43.2136142)",,,30,,
"[166443776, 166443780]",True,"['Place Carnot', 'Rue Barbès']",residential,False,125.865,,"LINESTRING (2.3512431 43.2134378, 2.3522404 43.2134362, 2.3527961 43.2134449)",,,30,,
397560069,True,Rue de Verdun,residential,False,83.785,,"LINESTRING (2.3504953 43.2126214, 2.3494616 43.2126344)",,4,30,,
1127440574,True,Rue du Docteur Albert Tomey,residential,False,84.4,,"LINESTRING (2.3504953 43.2126214, 2.350526 43.2123778, 2.3505594 43.2121133, 2.3505927 43.2118657)",,,30,,
397560063,True,Rue Voltaire,residential,False,83.313,,"LINESTRING (2.3506563 43.2111145, 2.3496283 43.2111111)",,,30,,
5214067,True,Rue Jules Sauzède,residential,False,83.147,,"LINESTRING (2.3492726 43.2149873, 2.3492408 43.2157347)",,4,30,,
5214127,True,Rue du Quatre Septembre,residential,False,82.557,,"LINESTRING (2.3492726 43.2149873, 2.3502913 43.2149946)",,,30,,
5214127,True,Rue du Quatre Septembre,residential,False,54.215,,"LINESTRING (2.3486041 43.2149683, 2.3492726 43.2149873)",,,30,,
5214118,True,Rue du Docteur Albert Tomey,residential,False,35.04,,"LINESTRING (2.3502913 43.2149946, 2.3503225 43.2146803)",,,30,,
5214127,True,Rue du Quatre Septembre,residential,False,67.821,,"LINESTRING (2.3502913 43.2149946, 2.3511282 43.2149917)",,,30,,
"[175267433, 5214067]",True,Rue Jules Sauzède,residential,False,84.21099999999998,,"LINESTRING (2.3492408 43.2157347, 2.3492589 43.2158067, 2.349409 43.2164033, 2.3494164 43.2164807)",,4,30,no,
"[897659586, 812876267]",True,Rue de la Liberté,residential,False,89.161,,"LINESTRING (2.3492408 43.2157347, 2.3485701 43.2157532, 2.3485355 43.215754, 2.348478 43.2157553, 2.3483194 43.2157585, 2.3482085 43.2157863, 2.3481541 43.2158064)",,,30,,
5214118,True,Rue du Docteur Albert Tomey,residential,False,39.663,,"LINESTRING (2.3502507 43.2157319, 2.3502669 43.2153754)",,,30,,
812876267,True,Rue de la Liberté,residential,False,81.84,,"LINESTRING (2.3502507 43.2157319, 2.3500533 43.2157324, 2.3492408 43.2157347)",,,30,,
1172686718,True,Rue Antoine Armagnac,residential,False,82.057,,"LINESTRING (2.3510628 43.215709, 2.3510061 43.2164458)",,,30,,
812876267,True,Rue de la Liberté,residential,False,65.86500000000001,,"LINESTRING (2.3510628 43.215709, 2.3505985 43.2157261, 2.3502507 43.2157319)",,,30,,
444371906,True,Rue Jean Bringer,residential,False,78.968,,"LINESTRING (2.3530932 43.215677, 2.3530431 43.2162994, 2.3530429 43.2163861)",,,30,,
812876267,True,Rue de la Liberté,residential,False,164.577,,"LINESTRING (2.3530932 43.215677, 2.3520682 43.215696, 2.3510628 43.215709)",,,30,,
1127440575,True,Rue de Verdun,residential,False,66.794,,"LINESTRING (2.3513195 43.2126212, 2.3504953 43.2126214)",,4,30,,
"[1127440572, 166443775]",True,"['Place Carnot', 'Rue Chartran']",residential,False,91.017,,"LINESTRING (2.3513195 43.2126212, 2.3512823 43.212965, 2.3512431 43.2134378)",,3,30,,
166443780,True,Rue Barbès,residential,False,81.773,,"LINESTRING (2.3533153 43.2134466, 2.3543243 43.2134533)",,,30,,
444371906,True,Rue Jean Bringer,residential,False,42.138,,"LINESTRING (2.3533153 43.2134466, 2.3532748 43.2138244)",,,30,,
166443779,True,Rue Antoine Armagnac,residential,False,66.811,,"LINESTRING (2.3512236 43.2136142, 2.3511728 43.2142139)",,,30,,
5214138,True,Rue de l'Aigle d'Or,residential,False,147.37699999999998,,"LINESTRING (2.3512236 43.2136142, 2.3522263 43.2136318, 2.3527711 43.2136413, 2.3527961 43.2134449)",,,30,,
166443780,True,Rue Barbès,residential,False,42.076,,"LINESTRING (2.3527961 43.2134449, 2.3533153 43.2134466)",,,30,,
5214109,False,Rue Pinel,residential,False,88.19800000000001,,"LINESTRING (2.3527961 43.2134449, 2.3528432 43.2128406, 2.3528449 43.2126527)",,,30,,
"[5214081, 1127440573]",True,Rue de Verdun,residential,False,123.67000000000002,,"LINESTRING (2.3528449 43.2126527, 2.3523468 43.2126444, 2.3513195 43.2126212)",,4,30,,
5214109,False,Rue Pinel,residential,True,88.19800000000001,,"LINESTRING (2.3528449 43.2126527, 2.3528432 43.2128406, 2.3527961 43.2134449)",,,30,,
5214081,True,Rue de Verdun,residential,False,43.526,,"LINESTRING (2.3533816 43.2126676, 2.3528449 43.2126527)",,,30,,
444371906,True,Rue Jean Bringer,residential,False,27.722,,"LINESTRING (2.3533816 43.2126676, 2.3533676 43.2129167)",,,30,,
5214081,True,Rue de Verdun,residential,False,81.628,,"LINESTRING (2.3543888 43.2126748, 2.3533816 43.2126676)",,,30,,
5214149,True,Rue Coste Reboulh,residential,False,86.268,,"LINESTRING (2.3543888 43.2126748, 2.3544556 43.2119005)",,,30,,
444371906,True,Rue Jean Bringer,residential,False,83.582,,"LINESTRING (2.3535036 43.2111401, 2.3534369 43.2118902)",,,30,,
"[5214160, 397560063]",True,Rue Voltaire,residential,False,164.92700000000002,,"LINESTRING (2.3535036 43.2111401, 2.3524852 43.2111311, 2.3514687 43.2111213)",,,30,,
397560066,True,Rue Aimé Ramond,residential,False,82.565,,"LINESTRING (2.3534369 43.2118902, 2.3544556 43.2119005)",,,30,,
444371906,True,Rue Jean Bringer,residential,False,86.56200000000001,,"LINESTRING (2.3534369 43.2118902, 2.3534079 43.2122312, 2.3533816 43.2126676)",,,30,,
5214071,True,Rue Chartran,residential,False,84.987,,"LINESTRING (2.3513853 43.2118584, 2.3513195 43.2126212)",,,30,,
"[5214105, 397560066]",True,Rue Aimé Ramond,residential,False,166.30599999999998,,"LINESTRING (2.3513853 43.2118584, 2.3524149 43.2118697, 2.3534369 43.2118902)",,,30,,
5206152,False,Rue Arago,residential,True,53.752,,"LINESTRING (2.3467978 43.2114583, 2.3469912 43.2114698, 2.3470123 43.2114711, 2.3474601 43.2114818)",,,30,,
897659573,False,Rue des Études,residential,False,42.489999999999995,,"LINESTRING (2.3485476 43.2106911, 2.3485532 43.2105451, 2.3485577 43.2104339, 2.3485603 43.2103091)",,,30,,
5214067,True,Rue Jules Sauzède,residential,False,43.954,,"LINESTRING (2.3496522 43.2107162, 2.3496457 43.2108023, 2.3496283 43.2111111)",,4,30,,
897659574,True,Rue Jules Sauzède,residential,False,28.938,,"LINESTRING (2.3496522 43.2107162, 2.3496596 43.2106175, 2.3496606 43.2105591, 2.3496612 43.2105213, 2.3496623 43.2104561)",,,30,,
5214149,True,Rue Coste Reboulh,residential,False,84.272,,"LINESTRING (2.3544556 43.2119005, 2.3545344 43.2111448)",,,30,,
5214127,True,Rue du Quatre Septembre,residential,False,106.064,,"LINESTRING (2.3531501 43.214946, 2.3544562 43.2148845)",,,30,,
444371906,True,Rue Jean Bringer,residential,False,41.149,,"LINESTRING (2.3531501 43.214946, 2.3531198 43.2153154)",,,30,,
5214123,True,Rue des Études,residential,False,86.015,,"LINESTRING (2.3483127 43.214219, 2.3483625 43.2134463)",,,30,,
"[5214144, 897659582]",True,Rue de la République,residential,False,98.03,,"LINESTRING (2.3483127 43.214219, 2.3475821 43.2142147, 2.3475525 43.2142145, 2.347488 43.2142141, 2.3472978 43.2142132, 2.3471826 43.214212, 2.34716 43.2142122, 2.3471043 43.2142207)",,"['3.5', '5']",30,,
5214067,True,Rue Jules Sauzède,residential,False,85.953,,"LINESTRING (2.3493206 43.2142151, 2.3492726 43.2149873)",,4,30,,
5214144,True,Rue de la République,residential,False,81.68,,"LINESTRING (2.3493206 43.2142151, 2.3483127 43.214219)",,3.5,30,,
5214118,True,Rue du Docteur Albert Tomey,residential,False,88.128,,"LINESTRING (2.3503629 43.2142219, 2.3504309 43.2134309)",,,30,,
5214144,True,Rue de la République,residential,False,84.47,,"LINESTRING (2.3503629 43.2142219, 2.3493206 43.2142151)",,3.5,30,,
5214144,True,Rue de la République,residential,False,166.877,,"LINESTRING (2.3532318 43.2142251, 2.3522106 43.21421, 2.3511728 43.2142139)",,3.5,30,,
444371906,True,Rue Jean Bringer,residential,False,80.43299999999999,,"LINESTRING (2.3532318 43.2142251, 2.3532132 43.214389, 2.3531501 43.214946)",,,30,,
397560063,True,Rue Voltaire,residential,False,65.844,,"LINESTRING (2.3514687 43.2111213, 2.3506563 43.2111145)",,,30,,
5214071,True,Rue Chartran,residential,False,82.242,,"LINESTRING (2.3514687 43.2111213, 2.3514231 43.2114933, 2.3513853 43.2118584)",,,30,,
5214057,False,Rue de la Conférence,residential,True,47.389,,"LINESTRING (2.3502669 43.2153754, 2.3496902 43.215446)",,,30,,
5214118,True,Rue du Docteur Albert Tomey,residential,False,42.389,,"LINESTRING (2.3502669 43.2153754, 2.3502913 43.2149946)",,,30,,
5214057,False,Rue de la Conférence,residential,False,47.389,,"LINESTRING (2.3496902 43.215446, 2.3502669 43.2153754)",,,30,,
5214060,False,Rue Gamelin,residential,False,67.418,,"LINESTRING (2.3511543 43.2146908, 2.3503225 43.2146803)",,,30,,
1172686717,True,Rue Antoine Armagnac,residential,False,33.587,,"LINESTRING (2.3511543 43.2146908, 2.3511418 43.2149425, 2.3511282 43.2149917)",,,30,,
5214127,True,Rue du Quatre Septembre,residential,False,163.952,,"LINESTRING (2.3511282 43.2149917, 2.3521394 43.2149811, 2.3531501 43.214946)",,,30,,
1172686718,True,Rue Antoine Armagnac,residential,False,79.941,,"LINESTRING (2.3511282 43.2149917, 2.3510777 43.2154915, 2.3510628 43.215709)",,,30,,
5214060,False,Rue Gamelin,residential,True,67.418,,"LINESTRING (2.3503225 43.2146803, 2.3511543 43.2146908)",,,30,,
5214118,True,Rue du Docteur Albert Tomey,residential,False,51.077,,"LINESTRING (2.3503225 43.2146803, 2.3503629 43.2142219)",,,30,,
5214144,True,Rue de la République,residential,False,65.639,,"LINESTRING (2.3511728 43.2142139, 2.3503629 43.2142219)",,3.5,30,,
166443779,True,Rue Antoine Armagnac,residential,False,53.053,,"LINESTRING (2.3511728 43.2142139, 2.3511555 43.2145822, 2.3511543 43.2146908)",,,30,,
8161790,False,Place de Lattre de Tassigny,residential,False,31.071,,"LINESTRING (2.35397 43.2131222, 2.3543529 43.2131365)",,,30,,
5214158,False,Place de Lattre de Tassigny,residential,True,71.03200000000001,,"LINESTRING (2.35397 43.2131222, 2.3539738 43.2129253, 2.3533676 43.2129167)",,,30,,
8161790,False,Place de Lattre de Tassigny,residential,True,50.505,,"LINESTRING (2.35397 43.2131222, 2.3539437 43.2131218, 2.3533864 43.2131069, 2.3533472 43.2131058)",,,30,,
8161790,False,Place de Lattre de Tassigny,residential,False,50.505,,"LINESTRING (2.3533472 43.2131058, 2.3533864 43.2131069, 2.3539437 43.2131218, 2.35397 43.2131222)",,,30,,
444371906,True,Rue Jean Bringer,residential,False,37.995,,"LINESTRING (2.3533472 43.2131058, 2.3533361 43.2131748, 2.3533153 43.2134466)",,,30,,
444371906,True,Rue Jean Bringer,residential,False,21.092,,"LINESTRING (2.3533676 43.2129167, 2.3533472 43.2131058)",,,30,,
5214158,False,Place de Lattre de Tassigny,residential,False,71.03200000000001,,"LINESTRING (2.3533676 43.2129167, 2.3539738 43.2129253, 2.35397 43.2131222)",,,30,,
5214149,True,Rue Coste Reboulh,residential,False,51.421,,"LINESTRING (2.3543529 43.2131365, 2.3543888 43.2126748)",,,30,,
8161790,False,Place de Lattre de Tassigny,residential,True,31.071,,"LINESTRING (2.3543529 43.2131365, 2.35397 43.2131222)",,,30,,
5214160,True,Rue Voltaire,residential,False,83.541,,"LINESTRING (2.3545344 43.2111448, 2.3535036 43.2111401)",,,30,,
175253250,False,Ruelle des Tanneurs,residential,False,63.123,,"LINESTRING (2.355069 43.2138339, 2.3542901 43.2138298)",,,30,,
5214144,True,Rue de la République,residential,False,82.87,,"LINESTRING (2.3542544 43.2142238, 2.3532318 43.2142251)",,3.5,30,,
5214149,True,Rue Coste Reboulh,residential,False,43.906,,"LINESTRING (2.3542544 43.2142238, 2.3542901 43.2138298)",,,30,,
5214149,True,Rue Coste Reboulh,residential,False,35.303,,"LINESTRING (2.3543243 43.2134533, 2.3543529 43.2131365)",,,30,,
5214080,False,Rue Victor Hugo,residential,False,11.045,,"LINESTRING (2.3468077 43.213533, 2.3467253 43.2135436, 2.3466749 43.2135546)",,,,,
"[897659580, 5206141]",True,Rue Victor Hugo,residential,False,44.369,,"LINESTRING (2.3468077 43.213533, 2.3470658 43.2135142, 2.3471442 43.213506, 2.3471963 43.2135006, 2.347351 43.2134845)",,3.5,30,,
242096735,True,Rue de Verdun,residential,False,23.314999999999998,,"LINESTRING (2.3465772 43.2126709, 2.3464639 43.2127098, 2.3464025 43.2127374, 2.3463839 43.2127493, 2.3463346 43.2127808)",,6,,,
897659579,True,Rue de Verdun,residential,False,19.293,,"LINESTRING (2.3465772 43.2126709, 2.346426 43.2126467, 2.3463936 43.2126416, 2.3463446 43.2126339)",2,,,,
6976424,True,Rue Littré,residential,False,90.026,,"LINESTRING (2.3473825 43.2126752, 2.347351 43.2134845)",,4,30,,
232668695,False,Rue Littré,residential,False,86.911,,"LINESTRING (2.3473825 43.2126752, 2.3474016 43.2124426, 2.3474426 43.2119422, 2.3474434 43.2118949)",,,30,,
397560069,True,Rue de Verdun,residential,False,65.31800000000001,,"LINESTRING (2.3473825 43.2126752, 2.3467886 43.2126796, 2.3466878 43.2126796, 2.3466662 43.2126779, 2.3465772 43.2126709)",,4,30,,
5206141,True,Rue Victor Hugo,residential,False,82.082,,"LINESTRING (2.347351 43.2134845, 2.3483625 43.2134463)",,3.5,30,,
5214105,True,Rue Aimé Ramond,residential,False,64.239,,"LINESTRING (2.3505927 43.2118657, 2.3513853 43.2118584)",,,30,,
1127440574,True,Rue du Docteur Albert Tomey,residential,False,83.689,,"LINESTRING (2.3505927 43.2118657, 2.3506258 43.2114874, 2.3506563 43.2111145)",,,30,,
24394581,True,Boulevard Barbès,secondary,False,153.75,D 119,"LINESTRING (2.344989 43.2105814, 2.3452291 43.2105408, 2.3462534 43.2103675, 2.3466732 43.210299, 2.3468421 43.2103014)",3,,,,
25014144,False,Avenue du Docteur Henri Gout,secondary,False,108.87400000000001,D 119,"LINESTRING (2.344989 43.2105814, 2.3447753 43.2106163, 2.3447334 43.2106232, 2.3447188 43.2106256, 2.3439174 43.2107582, 2.343674 43.2107765)",,,,,
27019100,False,Allée d'Iéna,residential,False,126.10300000000001,,"LINESTRING (2.344989 43.2105814, 2.3449847 43.2103585, 2.3449639 43.2098635, 2.3449454 43.2094478)",2,,,,
151502526,True,Rue du Manège,residential,False,16.255,,"LINESTRING (2.3525359 43.2101932, 2.3526805 43.2100919)",,,,,
26758488,True,Place du Général de Gaulle,secondary,False,17.68,D 119,"LINESTRING (2.3525359 43.2101932, 2.3526147 43.2102081, 2.3526575 43.2102236, 2.3527199 43.2102698)",,,,,
26758492,True,Boulevard Camille Capellan,secondary,False,6.25,D 119,"LINESTRING (2.3552026 43.2104533, 2.3552418 43.2105017)",2,,,,
27048555,True,Rue de la Digue,residential,False,31.542,,"LINESTRING (2.3552026 43.2104533, 2.3552291 43.2103413, 2.3552013 43.2101725)",,,,,
24394619,True,Allée d'Iéna,secondary,False,67.298,D 118,"LINESTRING (2.3451995 43.2174643, 2.3451825 43.2168592)",2,,,,
24394619,True,Allée d'Iéna,secondary,False,84.047,D 118,"LINESTRING (2.3451437 43.2157703, 2.3451414 43.2157338, 2.3451378 43.2150902, 2.3451374 43.2150145)",2,,,,
25013482,True,Boulevard Omer Sarraut,secondary,False,21.48,,"LINESTRING (2.3539056 43.2163812, 2.3536408 43.2163898)",,,,,
27056769,False,Rue Antoine Marty,tertiary,False,10.479,,"LINESTRING (2.3539056 43.2163812, 2.3540332 43.2163659)",2,,,,
1191483837,False,Route Minervoise,secondary,True,20.546,D 118,"LINESTRING (2.3539056 43.2163812, 2.3538662 43.2164379, 2.3537912 43.2165461)",2,,50,,
"[28044273, 28044274, 341504843, 975794255]",True,"['Boulevard Omer Sarraut', 'Avenue du Président Franklin Roosevelt', 'Pont de la Paix']",secondary,False,44.394000000000005,,"LINESTRING (2.3484875 43.216584, 2.3484482 43.216595, 2.3483609 43.2166187, 2.3480767 43.2167214, 2.3480257 43.2167398, 2.3479913 43.2167523)",2,,50,,yes
27056774,True,Avenue Pierre Semard,residential,False,127.99000000000001,,"LINESTRING (2.3479913 43.2167523, 2.3478906 43.2166311, 2.3475843 43.2161887, 2.3473406 43.2158139, 2.3472631 43.2157325)",,,30,,
28044274,True,Avenue du Président Franklin Roosevelt,secondary,False,183.095,,"LINESTRING (2.3479913 43.2167523, 2.3478839 43.2167902, 2.3459575 43.2174696)",2,,,,
70594632,False,Promenade du Canal,residential,True,97.549,,"LINESTRING (2.3479913 43.2167523, 2.3480314 43.216815, 2.3481002 43.2169226, 2.3481364 43.2169792, 2.3483176 43.2171933, 2.3486667 43.2174289, 2.3486955 43.2174484)",,,,,
24394619,True,Allée d'Iéna,secondary,False,20.975,D 118,"LINESTRING (2.3451825 43.2168592, 2.3451792 43.2167418, 2.3451739 43.2166707)",2,,,,
25013409,True,Rue de Barcelone,residential,False,131.793,,"LINESTRING (2.3451825 43.2168592, 2.3459501 43.216844, 2.3459564 43.2173723, 2.3459575 43.2174696)",,,,,
24394619,True,Allée d'Iéna,secondary,False,100.155,D 118,"LINESTRING (2.3451739 43.2166707, 2.345169 43.2163655, 2.3451645 43.2162474, 2.3451505 43.2158804, 2.3451437 43.2157703)",2,,,,
25013410,False,Rue Antoine de Saint-Exupéry,residential,False,45.046,,"LINESTRING (2.3451739 43.2166707, 2.3448445 43.2166784, 2.3446185 43.216687)",,,,,
25013411,True,Rue Crozals,residential,False,171.965,,"LINESTRING (2.3472631 43.2157325, 2.3472205 43.2157427, 2.3457366 43.2157639, 2.3452036 43.2157715, 2.3451437 43.2157703)",,,30,,
27019097,False,Rue d'Assas,residential,False,153.613,,"LINESTRING (2.3431179 43.2094143, 2.3432025 43.2107944)",,,,,
27019098,False,Rue Léon Bourgeois,residential,True,148.355,,"LINESTRING (2.3431179 43.2094143, 2.3449484 43.2094198)",,,,,
27019097,False,Rue d'Assas,residential,True,153.613,,"LINESTRING (2.3432025 43.2107944, 2.3431179 43.2094143)",,,,,
25014144,False,Avenue du Docteur Henri Gout,secondary,True,38.265,D 119,"LINESTRING (2.3432025 43.2107944, 2.343562 43.2107818, 2.343674 43.2107765)",,,,,
27019098,False,Rue Léon Bourgeois,residential,False,148.355,,"LINESTRING (2.3449484 43.2094198, 2.3431179 43.2094143)",,,,,
27019100,False,Allée d'Iéna,residential,False,71.166,,"LINESTRING (2.3449484 43.2094198, 2.3449539 43.2087798)",2,,,,
27019100,False,Allée d'Iéna,residential,True,3.123,,"LINESTRING (2.3449484 43.2094198, 2.3449454 43.2094478)",2,,,,
27019102,True,Rue de la Rivière,residential,False,37.918,,"LINESTRING (2.3471532 43.2088807, 2.3472802 43.2092089)",,,30,,
27019103,True,Rue du 24 Février 1848,residential,False,35.915,,"LINESTRING (2.3471532 43.2088807, 2.346736 43.2089896)",,,30,,
1190841667,True,Boulevard Barbès,secondary,False,68.001,D 119,"LINESTRING (2.3477215 43.2102946, 2.3483731 43.2103037, 2.3485603 43.2103091)",2,,,,
27019100,False,Allée d'Iéna,residential,False,3.123,,"LINESTRING (2.3449454 43.2094478, 2.3449484 43.2094198)",2,,,,
27019100,False,Allée d'Iéna,residential,True,126.103,,"LINESTRING (2.3449454 43.2094478, 2.3449639 43.2098635, 2.3449847 43.2103585, 2.344989 43.2105814)",2,,,,
27019102,True,Rue de la Rivière,residential,False,39.183,,"LINESTRING (2.3475137 43.20977, 2.3475799 43.2099295, 2.3476532 43.2101074)",,,30,,
27019107,True,Rue du Cherche-Midi,residential,False,41.724,,"LINESTRING (2.3461486 43.209141, 2.3462851 43.2095028)",,,30,,
27019103,True,Rue du 24 Février 1848,residential,False,103.31,,"LINESTRING (2.3461486 43.209141, 2.3455597 43.2092906, 2.3449454 43.2094478)",,,30,,
27019107,True,Rue du Cherche-Midi,residential,False,104.44,,"LINESTRING (2.3464284 43.2098229, 2.3465038 43.2099664, 2.3465165 43.2099907, 2.3475137 43.20977)",,,30,,
27019102,True,Rue de la Rivière,residential,False,25.991,,"LINESTRING (2.3474108 43.2095165, 2.3475047 43.20974)",,,30,,
27019109,True,Rue de Metz,residential,False,86.602,,"LINESTRING (2.3474108 43.2095165, 2.3464284 43.2098229)",,,30,,
27019117,True,Rue Marceau Perrutel,residential,False,29.732,,"LINESTRING (2.3491448 43.208971, 2.3489885 43.2087291)",,,30,,
27019109,True,Rue de Metz,residential,False,153.071,,"LINESTRING (2.3491448 43.208971, 2.3488033 43.2090838, 2.3479396 43.2093522, 2.3474108 43.2095165)",,,30,,
