osmid,oneway,lanes,name,highway,reversed,length,ref,geometry,maxspeed,junction
143033894,False,2,Rue de la République,tertiary,True,84.562,,"LINESTRING (-63.0834397 18.0684642, -63.0842025 18.0686932)",,
361038773,False,,Rue de Hollande,primary,True,39.015,N 7,"LINESTRING (-63.0834397 18.0684642, -63.083468 18.0683402, -63.0835037 18.0681188)",,
361038778,False,2,Rue de Hollande,primary,False,36.493,N 7,"LINESTRING (-63.0834397 18.0684642, -63.0834004 18.0685735, -63.0833003 18.0687637)",,
361038778,False,2,Rue de Hollande,primary,True,1.892,N 7,"LINESTRING (-63.0822076 18.0705013, -63.0822189 18.0704881)",,
27614954,False,2,Rue de Spring,residential,False,130.946,,"LINESTRING (-63.0822076 18.0705013, -63.08164 18.0703575, -63.0810687 18.0702121, -63.0810108 18.0701975)",30,
361038778,False,2,Rue de Hollande,primary,False,79.499,N 7,"LINESTRING (-63.0822076 18.0705013, -63.0820936 18.0706576, -63.0819034 18.0709285, -63.0818374 18.0710426, -63.0817984 18.0711006)",,
27614826,True,,,tertiary,False,59.827,,"LINESTRING (-63.0893503 18.0644157, -63.0893721 18.0644616, -63.0894137 18.0645625, -63.0894599 18.0646753, -63.0895284 18.0648568, -63.0895414 18.0648937, -63.0895497 18.064919)",,
238747610,True,,,secondary,False,16.899,,"LINESTRING (-63.0893503 18.0644157, -63.0893811 18.0644239, -63.089413 18.0644227, -63.0894431 18.0644123, -63.0894683 18.0643937, -63.0894864 18.0643686)",,roundabout
25538790,True,1,Rue de la Liberté,residential,False,89.278,,"LINESTRING (-63.0847875 18.0688754, -63.0850124 18.0681015)",,
143033894,False,2,Rue de la République,tertiary,False,44.565,,"LINESTRING (-63.0847875 18.0688754, -63.0843852 18.0687556)",,
143033894,False,2,Rue de la République,tertiary,True,53.423,,"LINESTRING (-63.0847875 18.0688754, -63.0850173 18.0689372, -63.0851116 18.0689625, -63.0852738 18.0690061)",,
27614895,False,2,Rue du Président Kennedy,secondary,False,91.64,D 208,"LINESTRING (-63.086911 18.0658619, -63.0867659 18.0657168, -63.0863183 18.0652605)",,
257317976,False,,Rue Charles Tondu,secondary,False,287.79699999999997,D 208,"LINESTRING (-63.086911 18.0658619, -63.0876454 18.0651825, -63.0877585 18.0650874, -63.0878634 18.0650084, -63.087966 18.0649509, -63.0882248 18.0648355, -63.0885325 18.0647001, -63.0888518 18.0645649, -63.089143 18.0644403)",,
258413389,True,,Rue des Pêcheurs,residential,False,59.158,,"LINESTRING (-63.086911 18.0658619, -63.0872452 18.0661786, -63.0873106 18.0662342)",,
27614837,True,,,tertiary,False,4.395,,"LINESTRING (-63.0895497 18.064919, -63.0895399 18.0649364, -63.0895341 18.0649554)",,roundabout
27614859,True,,Boulevard de France,tertiary,False,18.503,,"LINESTRING (-63.0873612 18.0663898, -63.0873966 18.0663871, -63.0874283 18.0663721, -63.0874515 18.0663476, -63.0874637 18.0663167, -63.0874632 18.0662837)",,roundabout
27614904,True,,Rue Félix Eboué,residential,False,51.221,,"LINESTRING (-63.0854661 18.0682632, -63.0850124 18.0681015)",,
320985077,False,2,Boulevard de France,tertiary,False,72.115,,"LINESTRING (-63.0854661 18.0682632, -63.0855129 18.0680944, -63.0856215 18.0679236, -63.0857207 18.0678037, -63.0858112 18.0677174)",,
320985077,False,2,Boulevard de France,tertiary,True,85.093,,"LINESTRING (-63.0854661 18.0682632, -63.0854221 18.0684055, -63.0854214 18.0684094, -63.0854018 18.0684886, -63.0852856 18.0689575, -63.0852847 18.0689611, -63.0852738 18.0690061)",,
27614872,False,2,Boulevard du Docteur Hubert Petit,tertiary,False,56.528,,"LINESTRING (-63.0852738 18.0690061, -63.0853105 18.0690173, -63.0854445 18.0690581, -63.0855788 18.0690991, -63.0857594 18.069209)",,
143033894,False,2,Rue de la République,tertiary,False,53.423,,"LINESTRING (-63.0852738 18.0690061, -63.0851116 18.0689625, -63.0850173 18.0689372, -63.0847875 18.0688754)",,
320985077,False,2,Boulevard de France,tertiary,False,85.09299999999999,,"LINESTRING (-63.0852738 18.0690061, -63.0852847 18.0689611, -63.0852856 18.0689575, -63.0854018 18.0684886, -63.0854214 18.0684094, -63.0854221 18.0684055, -63.0854661 18.0682632)",,
143033894,False,2,Rue de la République,tertiary,False,84.562,,"LINESTRING (-63.0842025 18.0686932, -63.0834397 18.0684642)",,
143033894,False,2,Rue de la République,tertiary,True,20.522,,"LINESTRING (-63.0842025 18.0686932, -63.084258 18.0687122, -63.0843852 18.0687556)",,
27614872,False,2,Boulevard du Docteur Hubert Petit,tertiary,True,56.528000000000006,,"LINESTRING (-63.0857594 18.069209, -63.0855788 18.0690991, -63.0854445 18.0690581, -63.0853105 18.0690173, -63.0852738 18.0690061)",,
27614873,True,,,residential,False,92.04400000000001,,"LINESTRING (-63.0857594 18.069209, -63.0857674 18.06918, -63.0858751 18.0687904, -63.0859732 18.0684355, -63.0859889 18.0684118)",,
27614895,False,2,Rue du Président Kennedy,secondary,False,46.246,D 208,"LINESTRING (-63.0863183 18.0652605, -63.0860329 18.0649453)",,
27614897,True,,Rue du Général de Gaulle,residential,False,108.688,,"LINESTRING (-63.0863183 18.0652605, -63.0855526 18.0659128)",,
27614895,False,2,Rue du Président Kennedy,secondary,True,91.64,D 208,"LINESTRING (-63.0863183 18.0652605, -63.0867659 18.0657168, -63.086911 18.0658619)",,
27614895,False,2,Rue du Président Kennedy,secondary,True,46.246,D 208,"LINESTRING (-63.0860329 18.0649453, -63.0863183 18.0652605)",,
103675114,True,,Rue du Président Kennedy,residential,False,49.373,D 208,"LINESTRING (-63.0860329 18.0649453, -63.0857031 18.0646309)",,
27614922,False,,Rue de Low Town,primary,True,303.881,,"LINESTRING (-63.0860329 18.0649453, -63.0861449 18.0647375, -63.0862694 18.0645148, -63.086388 18.0643096, -63.0864231 18.0642226, -63.0864355 18.0641621, -63.0864585 18.0640014, -63.0865001 18.0637993, -63.0865819 18.0635987, -63.0867969 18.0631077, -63.0868317 18.0630409, -63.0870152 18.0626881, -63.0870679 18.0625867, -63.0871434 18.0624416)",,
27614900,True,,Rue de L'Anguille,residential,False,37.025,,"LINESTRING (-63.0855526 18.0659128, -63.0858126 18.0661359)",,
27614897,True,,Rue du Général de Gaulle,residential,False,111.561,,"LINESTRING (-63.0855526 18.0659128, -63.0853473 18.0660955, -63.0849988 18.0665305, -63.0849193 18.0666325, -63.0849021 18.0666925)",,
