osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name,width,bridge
38691182,,residential,30,,False,False,108.86099999999999,"LINESTRING (-1.4969517 47.293576, -1.4970007 47.2935858, -1.4975004 47.2936858, -1.4978206 47.2937748, -1.4980233 47.2938314, -1.4982385 47.2938914, -1.4983055 47.2939118)",,Chemin du Bois Château,,
172636795,2,residential,30,,False,False,158.518,"LINESTRING (-1.4969517 47.293576, -1.4967997 47.2939088, -1.4966015 47.2943427, -1.4964728 47.2945876, -1.4963084 47.2948155, -1.4962376 47.2949136)",,Rue Jules Verne,,
"[172636795, 893055038]",2,residential,"['30', '50']",,False,True,76.015,"LINESTRING (-1.4969517 47.293576, -1.4970323 47.2933693, -1.4970505 47.2933226, -1.4972094 47.2929151)",,Rue Jules Verne,,
"[37849507, 338781366]",2,tertiary,30,,False,False,70.299,"LINESTRING (-1.4920324 47.2972543, -1.4919017 47.2973896, -1.4915217 47.2977832)",,Rue François-René de Chateaubriand,6,
"[338954328, 338958042, 204170787]",,residential,30,,True,False,109.21400000000001,"LINESTRING (-1.4920324 47.2972543, -1.4924402 47.2972925, -1.4924856 47.2972968, -1.4930577 47.297341, -1.4932615 47.2973562, -1.4933078 47.2973596, -1.4934049 47.2973638, -1.4934708 47.2973666)",,Rue du 9 Août 1944,"['4', '3']",
"[338781358, 123517423]",2,tertiary,30,,False,True,95.972,"LINESTRING (-1.4920324 47.2972543, -1.491808 47.2972089, -1.4917222 47.2971918, -1.4916106 47.2971766, -1.4914651 47.2971539, -1.4913985 47.2971437, -1.4910757 47.2970963, -1.4909072 47.2970703, -1.4907934 47.2970615)",,Rue du Marquis de Dion,6,
123268561,,tertiary,30,,False,True,90.104,"LINESTRING (-1.4908339 47.2984458, -1.4915217 47.2977832)",,Rue François-René de Chateaubriand,6,
123268561,,tertiary,30,,False,False,21.512,"LINESTRING (-1.4908339 47.2984458, -1.4907587 47.2985525, -1.4907436 47.298627)",,Rue François-René de Chateaubriand,6,
25653997,,tertiary,50,roundabout,True,False,8.947000000000001,"LINESTRING (-1.4888808 47.3003307, -1.4888512 47.300329, -1.4888223 47.3003335, -1.4887968 47.3003437, -1.488777 47.3003587)",,,,
25653997,,tertiary,50,roundabout,True,False,11.841,"LINESTRING (-1.488777 47.3003587, -1.4887644 47.3003784, -1.4887618 47.3003998, -1.4887775 47.3004261, -1.4888124 47.3004521)",,,,
39225915,,residential,,,False,False,150.331,"LINESTRING (-1.488777 47.3003587, -1.4887541 47.3003468, -1.488683 47.3003213, -1.4882868 47.3001648, -1.4878348 47.2999975, -1.4877929 47.2999861, -1.487737 47.2999708, -1.487596 47.2999484, -1.4874284 47.2999293, -1.4870637 47.2999007, -1.4869411 47.2998906)",,Rue des Gauteries,,
25654001,2,secondary,,roundabout,True,False,27.291,"LINESTRING (-1.4986577 47.2989931, -1.4986568 47.2990544, -1.4986727 47.2991148, -1.4987047 47.2991722, -1.4987519 47.2992246)",,Rond-Point de la Fleuriaye,,
"[30656178, 29434451]",,residential,30,,False,False,177.85899999999998,"LINESTRING (-1.4987519 47.2992246, -1.498624 47.2992811, -1.4985782 47.299302, -1.4984896 47.299347, -1.4983629 47.2994282, -1.4982475 47.2995388, -1.4980877 47.2997973, -1.4980432 47.2998945, -1.4979997 47.3000383, -1.4979417 47.300154, -1.4979171 47.3001853, -1.497906 47.3002253, -1.4979011 47.300274, -1.4979111 47.3003267, -1.4979494 47.300388, -1.4980859 47.3005224, -1.4981441 47.3005812)",,Avenue du Souchais,,
25828771,,tertiary,50,,True,False,70.40700000000001,"LINESTRING (-1.4980057 47.2985666, -1.4983823 47.2987413, -1.4985342 47.2988254, -1.4985578 47.2988429, -1.4985984 47.2988784, -1.4986296 47.2989213, -1.4986577 47.2989931)",,Rue Léonard de Vinci,,
"[164631098, 164631099, 33453236]",2,tertiary,"['50', '30']",,False,False,143.015,"LINESTRING (-1.4980057 47.2985666, -1.4977671 47.298473, -1.4976527 47.2984265, -1.4973092 47.298289, -1.4971788 47.2982305, -1.4971098 47.2981959, -1.4969666 47.2981206, -1.4967744 47.2980135, -1.4965096 47.2978546, -1.4964628 47.2978261)",,Rue Léonard de Vinci,,yes
25828826,2,tertiary,30,,False,True,214.329,"LINESTRING (-1.494478 47.2969247, -1.494722 47.2967145, -1.4948161 47.2966263, -1.4949101 47.2965382, -1.4949457 47.296503, -1.4949867 47.2964623, -1.4950662 47.2963764, -1.4951074 47.2963319, -1.4952453 47.2961568, -1.4953565 47.2960331, -1.4953918 47.2959897, -1.495471 47.2958921, -1.4955525 47.2957916, -1.4957245 47.2955564, -1.4958136 47.2954536, -1.495851 47.2954018, -1.495864 47.2953718, -1.4958732 47.29531, -1.4958712 47.2952655)",,Rue Jules Verne,,
1184171797,,tertiary,30,roundabout,True,False,6.035,"LINESTRING (-1.494478 47.2969247, -1.4944685 47.2969226, -1.4944587 47.2969213, -1.4944487 47.2969207, -1.4944387 47.296921, -1.4944288 47.296922, -1.4944192 47.2969238, -1.49441 47.2969264, -1.4944012 47.2969297)",,,,
25828885,,tertiary,30,,False,True,79.804,"LINESTRING (-1.4950721 47.2948009, -1.4951532 47.2948523, -1.4954165 47.2950156, -1.4956785 47.2951823, -1.4957244 47.2952096, -1.4957456 47.2952209, -1.4957668 47.2952322, -1.4957998 47.2952477, -1.4958712 47.2952655)",,Rue Albert Schweitzer,,
32441600,,residential,30,,False,True,179.29899999999998,"LINESTRING (-1.4950721 47.2948009, -1.4950479 47.2948295, -1.4950331 47.294847, -1.4940439 47.2959271, -1.4938357 47.2961779)",,Rue Arthur Écomard,,
42686794,,tertiary,,,False,False,78.147,"LINESTRING (-1.4950721 47.2948009, -1.4949667 47.2947395, -1.4948863 47.2946927, -1.494432 47.2943954, -1.4943107 47.2943246)",,Rue Albert Schweitzer,,
42686794,,tertiary,,,False,True,6.057,"LINESTRING (-1.4942468 47.2942916, -1.4943107 47.2943246)",,Rue Albert Schweitzer,,
376049150,,tertiary,30,,False,False,10.373,"LINESTRING (-1.4942468 47.2942916, -1.4941399 47.2942329)",,Rue Albert Schweitzer,,
25653338,,residential,30,,False,False,34.064,"LINESTRING (-1.4934331 47.2938633, -1.4933623 47.2939209, -1.4933412 47.2939418, -1.4931694 47.2941117)",,Rue Jeanne d'Arc,,
25828982,,tertiary,30,,False,False,74.259,"LINESTRING (-1.4934331 47.2938633, -1.4934869 47.2937924, -1.4935264 47.2937397, -1.4936562 47.2935794, -1.4938049 47.2934258, -1.4938246 47.2933495, -1.4938363 47.293265)",,Rue Marie Curie,,
31898551,,residential,30,,False,False,61.5,"LINESTRING (-1.4934331 47.2938633, -1.4933588 47.2938008, -1.4932857 47.2937599, -1.4928211 47.2934999)",,Rue Albert Schweitzer,,
376049150,,tertiary,30,,False,True,67.531,"LINESTRING (-1.4934331 47.2938633, -1.4935371 47.2939, -1.4935983 47.2939256, -1.4937599 47.2940122, -1.4940342 47.2941747, -1.4941399 47.2942329)",,Rue Albert Schweitzer,,
25829018,2,secondary,50,,False,True,171.163,"LINESTRING (-1.4886017 47.2937445, -1.4887707 47.293687, -1.4889263 47.2936308, -1.4890736 47.2935777, -1.4892311 47.2935281, -1.4893656 47.2934886, -1.4894624 47.293463, -1.4895613 47.2934397, -1.4897079 47.2934104, -1.489856 47.2933836, -1.4900057 47.2933558, -1.4901489 47.2933332, -1.4903058 47.2933148, -1.4905126 47.2933008, -1.4907449 47.2932874)",M 37,Boulevard Louis Fouchard,,
31899070,,secondary,,,True,False,34.195,"LINESTRING (-1.4886017 47.2937445, -1.4884381 47.2938039, -1.4883598 47.2938246, -1.4882773 47.293839, -1.488229 47.2938453, -1.4881801 47.2938502)",M 37,Boulevard Louis Fouchard,,
38280477,,residential,30,,False,False,92.915,"LINESTRING (-1.4955454 47.2987801, -1.4944675 47.2983753)",,Rue Albert de Montbeillard,5,
38280483,,residential,30,,False,True,60.182,"LINESTRING (-1.4955454 47.2987801, -1.4954531 47.2993177)",,Rue Georges Pompidou,,
38280481,,residential,30,,False,True,88.906,"LINESTRING (-1.4955454 47.2987801, -1.495697 47.2988441, -1.495967 47.2988621, -1.4961351 47.2988088, -1.4962454 47.2988518, -1.4964397 47.2989253, -1.4966114 47.2989863)",,Rue René Coty,,
"[167694656, 38280483]",,residential,30,,False,False,118.458,"LINESTRING (-1.4955454 47.2987801, -1.4959462 47.298311, -1.4959316 47.2982098, -1.4953447 47.2980712)",,"['Rue Georges Pompidou', 'Impasse du Bocage']",,
38280483,,residential,30,,False,False,60.182,"LINESTRING (-1.4954531 47.2993177, -1.4955454 47.2987801)",,Rue Georges Pompidou,,
123268563,,residential,30,,False,True,117.269,"LINESTRING (-1.4954531 47.2993177, -1.4940675 47.2988389)",,Rue de l'Hôtel de Ville,5,
38280483,,residential,30,,False,True,63.364,"LINESTRING (-1.4954531 47.2993177, -1.4953661 47.2997681, -1.4952971 47.2998738)",,Rue Georges Pompidou,,
"[123268560, 300658273]",,tertiary,30,,False,False,94.983,"LINESTRING (-1.4907436 47.298627, -1.4906258 47.2986878, -1.4905445 47.2987424, -1.4904224 47.2988734, -1.4903624 47.2989333, -1.4903185 47.2989752, -1.4901938 47.2990998, -1.4899876 47.2993032)",,Rue François-René de Chateaubriand,,
123268561,,tertiary,30,,False,True,21.512,"LINESTRING (-1.4907436 47.298627, -1.4907587 47.2985525, -1.4908339 47.2984458)",,Rue François-René de Chateaubriand,6,
143996538,,residential,30,,False,False,51.608000000000004,"LINESTRING (-1.4907436 47.298627, -1.4911446 47.2988197, -1.4912354 47.2988421, -1.4913312 47.2988487)",,Rue de l'Hôtel de Ville,5,
697877349,,residential,30,,True,False,42.532,"LINESTRING (-1.4984489 47.3008984, -1.4983768 47.3008011, -1.4983264 47.3007295, -1.4982878 47.3006847, -1.4982281 47.300636, -1.4981441 47.3005812)",,Avenue du Souchais,,
25829018,2,secondary,50,,False,False,171.16299999999995,"LINESTRING (-1.4907449 47.2932874, -1.4905126 47.2933008, -1.4903058 47.2933148, -1.4901489 47.2933332, -1.4900057 47.2933558, -1.489856 47.2933836, -1.4897079 47.2934104, -1.4895613 47.2934397, -1.4894624 47.293463, -1.4893656 47.2934886, -1.4892311 47.2935281, -1.4890736 47.2935777, -1.4889263 47.2936308, -1.4887707 47.293687, -1.4886017 47.2937445)",M 37,Boulevard Louis Fouchard,,
769067152,2,secondary,50,,True,False,49.063,"LINESTRING (-1.4907449 47.2932874, -1.4908341 47.2933051, -1.490979 47.2933183, -1.4911486 47.2933096, -1.4912096 47.2933028, -1.4913102 47.2933019, -1.4913844 47.2932837)",M 37,Boulevard Louis Fouchard,,
38651583,,residential,30,,False,False,38.758,"LINESTRING (-1.4952667 47.2973504, -1.4951705 47.2973842, -1.4947654 47.2973704)",,Place Aristide Briand,,
167695627,,tertiary,30,,False,False,69.425,"LINESTRING (-1.4952667 47.2973504, -1.4949247 47.297227, -1.494707 47.2971485, -1.4946378 47.2971235, -1.494629 47.2971203, -1.4945709 47.2970982, -1.4945332 47.2970651, -1.4944909 47.2970273)",,Place Aristide Briand,,
943175716,,tertiary,30,,False,True,14.703,"LINESTRING (-1.4952667 47.2973504, -1.4953509 47.2973762, -1.4954484 47.2973978)",,Rue Léonard de Vinci,,
105609787,,tertiary,30,roundabout,True,False,17.274,"LINESTRING (-1.4963695 47.2977573, -1.496355 47.2977674, -1.4963457 47.2977801, -1.4963423 47.297794, -1.4963452 47.297808, -1.496354 47.2978208, -1.4963681 47.2978312, -1.4963911 47.2978395, -1.496417 47.2978414, -1.4964421 47.2978367, -1.4964628 47.2978261)",,,,
105609798,,tertiary,30,,False,False,81.964,"LINESTRING (-1.4963695 47.2977573, -1.4963269 47.2977315, -1.4960581 47.2975776, -1.4959878 47.2975373, -1.4958993 47.2974891, -1.4958041 47.2974577, -1.4957247 47.2974424, -1.4955921 47.29742, -1.4954484 47.2973978)",,Rue Léonard de Vinci,,
"[376049160, 37953894]",,residential,30,,True,False,50.763,"LINESTRING (-1.4924619 47.2963111, -1.492192 47.2962726, -1.4921377 47.2962812, -1.4921055 47.2963053, -1.4920835 47.2963517, -1.4920486 47.2964367, -1.4919592 47.296423)",,"['Rue André Maurois', 'Place Saint-Pierre']",5,
"[434757084, 434757085, 31898550]",,residential,30,,True,False,261.916,"LINESTRING (-1.4924619 47.2963111, -1.4925153 47.2962314, -1.49255 47.2961934, -1.4925871 47.2961529, -1.4927652 47.2959666, -1.492834 47.2959003, -1.4933218 47.2953444, -1.493705 47.2949076, -1.4941352 47.2944173, -1.4942257 47.2943153, -1.4942468 47.2942916)",,Rue Jean XXIII,,
31898551,,residential,30,,False,True,61.5,"LINESTRING (-1.4928211 47.2934999, -1.4932857 47.2937599, -1.4933588 47.2938008, -1.4934331 47.2938633)",,Rue Albert Schweitzer,,
175887475,,secondary,,roundabout,True,False,21.269000000000005,"LINESTRING (-1.4880747 47.2938428, -1.4880403 47.2938507, -1.4880093 47.2938634, -1.487983 47.2938804, -1.4879635 47.2938998, -1.4879504 47.2939216, -1.4879441 47.2939447, -1.4879449 47.2939681, -1.4879528 47.293991)",,,,
31899071,2,secondary,50,,False,False,22.451,"LINESTRING (-1.4877387 47.2942616, -1.4875915 47.2944371)",M 37,Rue du Petit Breton,,
31899073,,secondary,,,True,False,33.112,"LINESTRING (-1.4877387 47.2942616, -1.4878449 47.2941869, -1.4878909 47.2941559, -1.4879302 47.2941322, -1.4880001 47.2940967, -1.4880642 47.2940628)",M 37,Rue du Petit Breton,,
31899069,,secondary,,,True,False,35.290000000000006,"LINESTRING (-1.4882763 47.2939724, -1.4883229 47.2939355, -1.4883593 47.2939089, -1.4884088 47.2938753, -1.4886017 47.2937445)",M 37,Boulevard Louis Fouchard,,
175887475,,secondary,,roundabout,True,False,16.517,"LINESTRING (-1.4882763 47.2939724, -1.4882778 47.2939427, -1.4882679 47.2939138, -1.4882473 47.2938876, -1.4882173 47.2938659, -1.4881801 47.2938502)",,,,
175887475,,secondary,,roundabout,True,False,4.681,"LINESTRING (-1.4880642 47.2940628, -1.4880947 47.2940668, -1.4881257 47.2940669)",,,,
23885578,2,secondary,50,roundabout,True,False,18.09,"LINESTRING (-1.4865362 47.2964335, -1.4865285 47.296413, -1.4865227 47.2964034, -1.4865057 47.2963839, -1.4864977 47.296377, -1.4864668 47.2963579, -1.4864387 47.296347, -1.4864037 47.2963393, -1.4863678 47.2963369)",,,,
31899074,1,secondary,50,,True,False,15.905000000000001,"LINESTRING (-1.4865362 47.2964335, -1.4865257 47.2963639, -1.486527 47.2963173, -1.4865312 47.296291)",M 37,Rue du Petit Breton,,
23885578,2,secondary,50,roundabout,True,False,6.4,"LINESTRING (-1.4862002 47.2964565, -1.4862038 47.2964756, -1.4862078 47.2964858, -1.4862207 47.2965064, -1.4862245 47.2965111)",,,,
23885578,2,secondary,50,roundabout,True,False,5.045999999999999,"LINESTRING (-1.4863678 47.2963369, -1.48633 47.29634, -1.4863026 47.2963461)",,,,
31899071,2,secondary,50,,False,True,207.172,"LINESTRING (-1.4865553 47.2961436, -1.486886 47.2952753, -1.4869664 47.2951463, -1.4871999 47.2948762, -1.487211 47.2948637, -1.4872627 47.2948058, -1.4873285 47.294732, -1.4875915 47.2944371)",M 37,Rue du Petit Breton,,
31899076,1,secondary,50,,True,False,26.205,"LINESTRING (-1.4865553 47.2961436, -1.4865129 47.2961952, -1.4864744 47.2962582, -1.4864228 47.2963096, -1.4863678 47.2963369)",M 37,Rue du Petit Breton,,
167106267,,residential,,,False,False,140.071,"LINESTRING (-1.4861194 47.2962684, -1.4861286 47.2962548, -1.4861581 47.2962114, -1.4861787 47.2961562, -1.4861909 47.2961033, -1.4861848 47.2960198, -1.4861163 47.2958113, -1.4859632 47.2954267, -1.4858638 47.2950417)",,Rue du Métropolitain,,
943175681,1,secondary,50,,True,False,15.812999999999999,"LINESTRING (-1.4861194 47.2962684, -1.486064 47.2962527, -1.485916 47.2962377)",M 37,Rue Joseph Cugnot,,
32441603,1,tertiary,50,,True,False,43.154,"LINESTRING (-1.4866345 47.2968924, -1.4865658 47.2968197, -1.4865265 47.296776, -1.4864817 47.2967009, -1.4864561 47.296629, -1.4864621 47.2965672, -1.4864827 47.2965366)",,Rue du Marquis de Dion,,
172632868,2,tertiary,30,,False,False,39.944,"LINESTRING (-1.4866345 47.2968924, -1.4866805 47.2969189, -1.4867531 47.2969564, -1.4868254 47.2969886, -1.4868946 47.2970245, -1.4869689 47.2970546, -1.4870693 47.2970965)",,Rue du Marquis de Dion,,
37575311,,residential,30,,False,False,167.863,"LINESTRING (-1.4883997 47.2970957, -1.4900342 47.2971026, -1.4903869 47.2971134, -1.490625 47.2971207)",,Rue du Marquis de Dion,,
37575311,,residential,30,,False,True,90.51400000000001,"LINESTRING (-1.4883997 47.2970957, -1.4880089 47.2970992, -1.487318 47.2971055, -1.4872579 47.297106, -1.4872023 47.297118)",,Rue du Marquis de Dion,,
38937955,,residential,30,,False,False,62.638,"LINESTRING (-1.4883997 47.2970957, -1.4884028 47.2970409, -1.4884316 47.2965328)",,Rue Louis Armand,,
38937601,,tertiary,30,,False,False,96.09200000000001,"LINESTRING (-1.4907934 47.2970615, -1.4907932 47.2969852, -1.4908719 47.2967968, -1.4909512 47.2966124, -1.4910212 47.2964495, -1.4910679 47.2963547, -1.4911348 47.2962325)",,Rue Notre-Dame la Blanche,,
"[338781358, 123517423]",2,tertiary,30,,False,False,95.97200000000001,"LINESTRING (-1.4907934 47.2970615, -1.4909072 47.2970703, -1.4910757 47.2970963, -1.4913985 47.2971437, -1.4914651 47.2971539, -1.4916106 47.2971766, -1.4917222 47.2971918, -1.491808 47.2972089, -1.4920324 47.2972543)",,Rue du Marquis de Dion,6,
123861973,,residential,,,False,True,14.304,"LINESTRING (-1.4907934 47.2970615, -1.4907131 47.2970897, -1.490625 47.2971207)",,Rue du Marquis de Dion,,
37606400,2,residential,,,False,True,91.07700000000001,"LINESTRING (-1.4920454 47.2988311, -1.4920586 47.2989542, -1.492043 47.2990314, -1.4920085 47.2991414, -1.4918836 47.2993221, -1.4918638 47.2993509, -1.4918024 47.2994397, -1.4916981 47.2996007)",,Rue Charles de Gaulle,5,
123517419,,residential,30,,False,False,23.984,"LINESTRING (-1.4920454 47.2988311, -1.4922055 47.2988254, -1.492363 47.2988197)",,Rue de l'Hôtel de Ville,5,
143996538,,residential,30,,False,True,53.896,"LINESTRING (-1.4920454 47.2988311, -1.4919805 47.2988334, -1.4918952 47.2988364, -1.4915959 47.2988415, -1.4913312 47.2988487)",,Rue de l'Hôtel de Ville,5,
341448134,,residential,30,,False,True,42.38,"LINESTRING (-1.4903535 47.3011, -1.4904688 47.3011506, -1.4908256 47.3013068)",,Rue Pierre Mendès France,6,
1184171764,,residential,30,roundabout,True,False,13.461,"LINESTRING (-1.4903535 47.3011, -1.4903694 47.3010784, -1.4903746 47.3010544, -1.4903686 47.3010305, -1.4903519 47.3010091, -1.4903262 47.3009923)",,Rond-Point de la Déclaration des Droits de l'Homme,,
"[1184171763, 37606390]",,residential,30,roundabout,True,False,13.31,"LINESTRING (-1.4901961 47.3011182, -1.4902277 47.3011288, -1.4902627 47.3011322, -1.4902975 47.3011282, -1.4903287 47.3011171, -1.4903535 47.3011)",,Rond-Point de la Déclaration des Droits de l'Homme,,
501240807,,residential,30,,False,False,38.141999999999996,"LINESTRING (-1.490169 47.3010107, -1.4900481 47.3009524, -1.4897567 47.300812)",,Rue Pierre Mendès France,,
1184171762,,residential,30,roundabout,True,False,13.43,"LINESTRING (-1.490169 47.3010107, -1.4901531 47.3010323, -1.4901479 47.3010562, -1.4901539 47.30108, -1.4901705 47.3011014, -1.4901961 47.3011182)",,Rond-Point de la Déclaration des Droits de l'Homme,,
"[37606400, 600323786]",2,residential,,,False,False,62.983999999999995,"LINESTRING (-1.4903262 47.3009923, -1.490405 47.3009111, -1.4906054 47.3007046, -1.4907154 47.3006002, -1.4907958 47.300524)",,Rue Charles de Gaulle,5,
1184171765,,residential,30,roundabout,True,False,13.29,"LINESTRING (-1.4903262 47.3009923, -1.4902945 47.3009818, -1.4902596 47.3009785, -1.4902249 47.3009825, -1.4901937 47.3009936, -1.490169 47.3010107)",,Rond-Point de la Déclaration des Droits de l'Homme,,
37606400,2,residential,,,False,False,91.077,"LINESTRING (-1.4916981 47.2996007, -1.4918024 47.2994397, -1.4918638 47.2993509, -1.4918836 47.2993221, -1.4920085 47.2991414, -1.492043 47.2990314, -1.4920586 47.2989542, -1.4920454 47.2988311)",,Rue Charles de Gaulle,5,
37606400,2,residential,,,False,True,58.477999999999994,"LINESTRING (-1.4916981 47.2996007, -1.4915384 47.2998319, -1.4913822 47.3000809)",,Rue Charles de Gaulle,5,
"[38280485, 38280486]",,residential,30,,False,False,292.844,"LINESTRING (-1.4916981 47.2996007, -1.4918008 47.2996309, -1.4921191 47.2997244, -1.4922608 47.299766, -1.4927457 47.2999214, -1.4934088 47.3001344, -1.493556 47.3002502, -1.4936973 47.30046, -1.493894 47.3007688, -1.493894 47.3008308, -1.4936248 47.300917, -1.4934734 47.3009601, -1.4931044 47.3010353)",,"['Allée du Charbonneau', 'Rue Georges Clemenceau']",5,
37606400,2,residential,,,False,False,58.477999999999994,"LINESTRING (-1.4913822 47.3000809, -1.4915384 47.2998319, -1.4916981 47.2996007)",,Rue Charles de Gaulle,5,
37606400,2,residential,,,False,True,67.67699999999999,"LINESTRING (-1.4913822 47.3000809, -1.49132 47.3001303, -1.4911066 47.3002092, -1.4907958 47.300524)",,Rue Charles de Gaulle,5,
38280487,,residential,,,True,False,179.31499999999997,"LINESTRING (-1.4913822 47.3000809, -1.4914312 47.3000981, -1.4914801 47.3001153, -1.4919101 47.3002665, -1.4928328 47.300583, -1.4929321 47.3006204, -1.4930058 47.3007836, -1.4930127 47.3008011, -1.4930852 47.3009862, -1.4931044 47.3010353)",,Allée Racine,3,
"[167694656, 38280483]",,residential,30,,False,True,118.458,"LINESTRING (-1.4953447 47.2980712, -1.4959316 47.2982098, -1.4959462 47.298311, -1.4955454 47.2987801)",,"['Rue Georges Pompidou', 'Impasse du Bocage']",,
38108741,,residential,,,False,False,31.727000000000004,"LINESTRING (-1.492363 47.2988197, -1.4923611 47.2987193, -1.49236 47.2986556, -1.4923598 47.2986415, -1.4923591 47.2986046, -1.4923578 47.2985344)",,Rue des Halles,5,
