osmid,oneway,name,highway,maxspeed,reversed,length,tunnel,geometry,lanes,ref,junction,bridge,access
4317432,True,Rue Louis Pasteur,residential,30,False,56.837,,"LINESTRING (-2.7644801 47.6552802, -2.7643067 47.6552478, -2.76374 47.6551682)",1,,,,
4317434,True,Rue Jeanne d'Arc,residential,30,False,93.39700000000002,,"LINESTRING (-2.7644801 47.6552802, -2.7644855 47.6551815, -2.7644905 47.6549939, -2.7645005 47.6547432, -2.7645173 47.654555, -2.764518 47.6545006, -2.7645174 47.6544408)",,,,,
4317427,False,Rue Arthur de Richemont,residential,30,False,5.422,,"LINESTRING (-2.7619637 47.6554128, -2.761892 47.6554195)",,,,,
4317428,True,Rue Arthur de Richemont,residential,30,False,16.917,,"LINESTRING (-2.7619637 47.6554128, -2.7620535 47.6554416, -2.7621677 47.6554781)",1,,,,
4317436,True,Rue Louis Pasteur,residential,30,False,95.90899999999999,,"LINESTRING (-2.7657283 47.6554727, -2.764629 47.6553036, -2.7644801 47.6552802)",1,,,,
4620907,False,Rue Alphonse Guérin,residential,30,True,103.443,,"LINESTRING (-2.7657283 47.6554727, -2.7657395 47.6554433, -2.7660265 47.6546346, -2.7660458 47.6545674)",,,,,
4607220,True,Rue du Colonel Desgrées-du-Lou,unclassified,,False,16.897,,"LINESTRING (-2.7554263 47.6612989, -2.7554057 47.6613119, -2.7553475 47.6613486, -2.7552647 47.6614049)",,,,,
300267036,True,Boulevard de la Paix,secondary,,False,78.77100000000002,,"LINESTRING (-2.7554263 47.6612989, -2.7556704 47.6613363, -2.7559225 47.6613628, -2.7563649 47.6613655, -2.7564688 47.6613653)",2,D 779B,,,
336299652,True,Giratoire du Palais des Arts,secondary,,False,21.041,,"LINESTRING (-2.7607636 47.6609743, -2.7608265 47.6609953, -2.7608948 47.6610063, -2.7609651 47.6610067, -2.7610337 47.6609966)",2,,roundabout,,
161918667,True,Rue Thiers,secondary,50,False,59.312,,"LINESTRING (-2.7596985 47.6557116, -2.7596451 47.6558335, -2.7596568 47.6560027, -2.7596644 47.6561169, -2.7596675 47.6561442, -2.7596774 47.6562392)",2,,,,
"[490594368, 490594349]",True,Place de la République,unclassified,50,False,55.831,,"LINESTRING (-2.7596985 47.6557116, -2.7597779 47.6557356, -2.7598455 47.6557417, -2.7599019 47.6557416, -2.7599309 47.6557398, -2.7600622 47.6557341, -2.7603546 47.6557254, -2.7604085 47.6556852)",,,,,
490694286,False,Rue Thiers,secondary,50,True,97.351,,"LINESTRING (-2.7596985 47.6557116, -2.7596962 47.6556166, -2.7596946 47.6555995, -2.7596247 47.6548376)",4,,,,
336004932,True,Place Jean XXIII,residential,30,False,20.214999999999996,,"LINESTRING (-2.7643097 47.6560833, -2.7643016 47.6561087, -2.764302 47.6561119, -2.7643049 47.6561345, -2.7643192 47.6561586, -2.7643434 47.6561789, -2.7643753 47.6561935, -2.7644121 47.6562012, -2.7644507 47.6562013)",,,roundabout,,
667575982,True,Place Jean XXIII,residential,30,False,12.197,,"LINESTRING (-2.7644507 47.6562013, -2.7644821 47.6561955, -2.7645104 47.6561847, -2.7645338 47.6561694, -2.7645509 47.6561507, -2.7645607 47.6561298)",,,roundabout,,
"[490694289, 625840611]",True,Rue Arthur de Richemont,residential,30,False,129.769,,"LINESTRING (-2.7645607 47.6561298, -2.7647024 47.6561539, -2.7658658 47.6563794, -2.7661515 47.6564279, -2.7662291 47.656444)","['1', '2']",,,,
667575972,True,Place Jean XXIII,residential,30,False,15.088000000000001,,"LINESTRING (-2.7645607 47.6561298, -2.7645616 47.6561027, -2.7645502 47.6560766, -2.7645276 47.6560542, -2.764496 47.6560374, -2.7644582 47.6560279)",,,roundabout,,
4334522,True,Rue Vincent Rouillé,tertiary,30,False,69.637,,"LINESTRING (-2.7662291 47.656444, -2.7661781 47.6565226, -2.7661018 47.6566962, -2.7659845 47.656967, -2.7659516 47.6570411)",,,,,
4317430,True,Rue Jeanne d'Arc,residential,30,False,124.28999999999999,,"LINESTRING (-2.7643283 47.6581111, -2.7643323 47.6580464, -2.7643851 47.656994)",1,,,,
670822657,True,Place de la Libération,secondary,50,False,16.543,,"LINESTRING (-2.7643283 47.6581111, -2.7642129 47.658105, -2.7641079 47.6581017)",,,,,
4317430,True,Rue Jeanne d'Arc,residential,30,False,88.304,,"LINESTRING (-2.7643851 47.656994, -2.7644022 47.6568819, -2.7644375 47.6564054, -2.7644426 47.6563228, -2.7644509 47.6562355, -2.7644507 47.6562013)",1,,,,
73845780,False,Rue Bertrand du Guesclin,residential,30,True,117.456,,"LINESTRING (-2.7643851 47.656994, -2.7658751 47.6570362, -2.7659205 47.6570382, -2.7659516 47.6570411)",,,,,
"[4352536, 667575975]",True,Place de la Libération,secondary,50,False,33.933,,"LINESTRING (-2.7647758 47.6581364, -2.7646346 47.6581379, -2.7645247 47.6581402, -2.7644355 47.6581208, -2.7643283 47.6581111)",,,,,
621600608,True,Place de la Libération,secondary,50,False,80.33800000000001,,"LINESTRING (-2.7649085 47.658853, -2.7648164 47.6583281, -2.7647989 47.6582269, -2.7647956 47.6581953, -2.7647758 47.6581364)",,,,,
4315015,True,Rue Saint-Vincent,living_street,20,False,102.637,,"LINESTRING (-2.7580392 47.6546932, -2.7573931 47.6555072)",,,,,
4315022,False,Place du Poids-Public,living_street,20,False,31.214000000000002,,"LINESTRING (-2.7573931 47.6555072, -2.757461 47.6555333, -2.7577354 47.6556669)",,,,,
9522188,False,Place des Lices,living_street,20,False,23.073999999999998,,"LINESTRING (-2.7573931 47.6555072, -2.7573634 47.6555458, -2.7573083 47.6556172, -2.7572536 47.6556922)",,,,,
"[4315016, 79885547]",False,"['Rue Léhélec', 'Rue Noé']",living_street,20,False,99.691,,"LINESTRING (-2.7581817 47.6559197, -2.7582007 47.6560375, -2.7586395 47.6562201, -2.7591557 47.6562341, -2.7592274 47.656239, -2.7592777 47.6562428)",,,,,
"[4315016, 4315022]",False,"['Place du Poids-Public', 'Rue Noé']",living_street,20,True,43.694,,"LINESTRING (-2.7581817 47.6559197, -2.7579037 47.6557585, -2.7578001 47.6556984, -2.7577354 47.6556669)",,,,,
481661123,False,Rue Thiers,unclassified,,False,8.103,,"LINESTRING (-2.7596774 47.6562392, -2.7597855 47.6562363)",,,,,
79885547,False,Rue Léhélec,living_street,20,True,29.944000000000003,,"LINESTRING (-2.7596774 47.6562392, -2.7595667 47.6562411, -2.7595186 47.6562421, -2.7594127 47.6562436, -2.7592777 47.6562428)",,,,,
361838346,True,Rue Thiers,secondary,50,False,26.541,,"LINESTRING (-2.7596774 47.6562392, -2.7596812 47.6563053, -2.759698 47.6564369, -2.7597047 47.6564771)",,,,,
4315021,True,Rue de la Poissonnerie,living_street,20,False,85.341,,"LINESTRING (-2.758566 47.6552139, -2.7585426 47.6554516, -2.7584529 47.6555716, -2.7582789 47.6557546, -2.7581817 47.6559197)",,,,,
997278042,True,Place de la Poissonnerie,living_street,20,False,19.038,,"LINESTRING (-2.758566 47.6552139, -2.7583575 47.6552232, -2.7583136 47.6552305)",,,,,
4315019,True,,living_street,20,False,20.887999999999998,,"LINESTRING (-2.7583154 47.6547108, -2.7582598 47.6546995, -2.7581133 47.6546953, -2.7580392 47.6546932)",,,,,
"[997278041, 4315021]",True,"['Place de la Poissonnerie', 'Rue de la Poissonnerie']",living_street,20,False,69.083,,"LINESTRING (-2.7583154 47.6547108, -2.7585804 47.6547867, -2.758566 47.6552139)",,,,,
"[819772374, 4330750]",True,Boulevard de la Paix,secondary,,False,31.043999999999997,,"LINESTRING (-2.7611514 47.6606463, -2.7611639 47.660547, -2.761182 47.6604991, -2.7612414 47.6603753)",,D 779B,,,
1245620098,True,Giratoire du Palais des Arts,secondary,,False,15.71,,"LINESTRING (-2.7611514 47.6606463, -2.761111 47.6606239, -2.7610655 47.6606063, -2.7610163 47.660594, -2.7609647 47.6605875)",2,,roundabout,,
10712616,True,Avenue Jean Monnet,secondary,,False,59.287000000000006,,"LINESTRING (-2.7608227 47.6606, -2.7607461 47.6605497, -2.7606799 47.6604957, -2.7606281 47.6603858, -2.7605543 47.6602467, -2.7605094 47.6601789, -2.7604569 47.6601383)",1,,,,
1245620100,True,Giratoire du Palais des Arts,secondary,,False,13.535,,"LINESTRING (-2.7608227 47.6606, -2.7607817 47.6606127, -2.7607438 47.6606293, -2.7607099 47.6606494, -2.7606806 47.6606726)",2,,roundabout,,
"[156348257, 179351335]",True,"['Place Maurice Marchais', 'Rue Alain René Lesage']",unclassified,30,False,96.412,,"LINESTRING (-2.7598871 47.658179, -2.7599716 47.6581583, -2.7600883 47.6581352, -2.7602586 47.6581176, -2.7606829 47.6581142, -2.7611612 47.6581329)",,,,,
490594370,False,Rue Thiers,secondary,50,False,40.616,,"LINESTRING (-2.7598871 47.658179, -2.7598908 47.6583643, -2.7598912 47.6583818, -2.7598879 47.6584698, -2.7598815 47.6585441)",3,,,,
490594370,False,Rue Thiers,secondary,50,True,49.176,,"LINESTRING (-2.7598871 47.658179, -2.7598508 47.6577984, -2.7598502 47.6577808, -2.7598448 47.6577377)",3,,,,
4352537,False,Rue Thiers,secondary,50,False,17.907,,"LINESTRING (-2.7598815 47.6585441, -2.7598704 47.658588, -2.759863 47.65862, -2.7598532 47.6586507, -2.7598396 47.6586857, -2.7598334 47.6587017)",1,,,,
4607217,True,Rue Lazare Hoche,unclassified,30,False,20.148000000000003,,"LINESTRING (-2.7598815 47.6585441, -2.7599425 47.658581, -2.7599994 47.6585989, -2.7600513 47.658606, -2.7601206 47.6586172)",,,,,
9640830,True,Rue Émile Burgault,living_street,20,False,145.46599999999998,,"LINESTRING (-2.7598815 47.6585441, -2.7597021 47.6585039, -2.7592605 47.6585255, -2.7589184 47.6583937, -2.758527 47.6582226, -2.758308 47.6581231, -2.7582221 47.6581144, -2.7581241 47.6581221)",1,,,,
490594370,False,Rue Thiers,secondary,50,True,40.616,,"LINESTRING (-2.7598815 47.6585441, -2.7598879 47.6584698, -2.7598912 47.6583818, -2.7598908 47.6583643, -2.7598871 47.658179)",3,,,,
10712617,True,Avenue Jean Monnet,secondary,,False,38.331,,"LINESTRING (-2.7604569 47.6601383, -2.7604685 47.6601929, -2.760502 47.660258, -2.760551 47.6603483, -2.7605698 47.6604039, -2.7605831 47.6604708)",2,,,,
"[197447630, 336150290, 157157110, 157157114, 170106621]",False,"['Rue Joseph Le Brix', 'Avenue Jean Monnet']",secondary,50,True,169.043,,"LINESTRING (-2.7604569 47.6601383, -2.760447 47.6601238, -2.7603438 47.6599897, -2.7601668 47.6597887, -2.7600909 47.6596889, -2.7600647 47.6596427, -2.7600367 47.6595805, -2.7600139 47.6595141, -2.7599827 47.6593771, -2.7599133 47.6591082, -2.7598795 47.6589706, -2.7598744 47.6589496, -2.759827 47.658825, -2.7598245 47.6587315, -2.7598334 47.6587017)",2,,,yes,
1013756055,False,Boulevard de la Paix,secondary,,False,24.424,,"LINESTRING (-2.7612414 47.6603753, -2.7614506 47.6602068)",2,D 779B,,,
336048574,True,Boulevard de la Paix,secondary,,False,31.531999999999996,,"LINESTRING (-2.7612414 47.6603753, -2.7611923 47.6604053, -2.7611451 47.6604341, -2.7611042 47.6604689, -2.7610593 47.6605149, -2.7610036 47.6605578, -2.7609647 47.6605875)",2,D 779B,,,
155832823,False,Boulevard de la Paix,secondary,,True,158.70499999999998,,"LINESTRING (-2.7629832 47.6592316, -2.7626113 47.6593894, -2.7619677 47.6598292, -2.7614506 47.6602068)",,D 779B,,,
"[625840604, 318343975]",True,"['Boulevard de la Paix', 'Place Nazareth']",secondary,,False,38.342,,"LINESTRING (-2.7629832 47.6592316, -2.7632207 47.6592031, -2.7632637 47.6591979, -2.7633319 47.6591897, -2.7634857 47.6591661)",,D 779B,,,
4324850,True,Avenue Jean Monnet,secondary,,False,26.973999999999997,,"LINESTRING (-2.7610337 47.6609966, -2.7610975 47.6610171, -2.7611665 47.6610397, -2.7612484 47.661089, -2.7613215 47.6611378)",,,,,
1245620096,True,Giratoire du Palais des Arts,secondary,,False,19.169,,"LINESTRING (-2.7610337 47.6609966, -2.7610919 47.6609786, -2.7611434 47.6609531, -2.7611861 47.660921, -2.7612182 47.6608837)",2,,roundabout,,
10712006,False,Avenue Jean Monnet,secondary,,True,75.873,,"LINESTRING (-2.762108 47.662459, -2.7617515 47.6618203)",2,,,,
4324852,True,Avenue Jean Monnet,secondary,,False,24.258,,"LINESTRING (-2.762108 47.662459, -2.7621039 47.6625657, -2.7621027 47.6626023, -2.7621027 47.6626048, -2.7621013 47.6626484, -2.7621019 47.6626771)",1,,,,
10712006,False,Avenue Jean Monnet,secondary,,False,82.489,,"LINESTRING (-2.7613215 47.6611378, -2.7614281 47.6612831, -2.7615286 47.6614367, -2.7616267 47.6616055, -2.7617515 47.6618203)",2,,,,
10712007,True,Avenue Jean Monnet,secondary,,False,29.327,,"LINESTRING (-2.7613215 47.6611378, -2.7612993 47.6610659, -2.7612658 47.6609887, -2.7612349 47.6609282, -2.7612182 47.6608837)",,,,,
443679479,True,Giratoire François René de Châteaubriand,secondary,,False,10.425,,"LINESTRING (-2.7621019 47.6626771, -2.7620746 47.6626916, -2.7620522 47.6627095, -2.7620356 47.6627301, -2.7620256 47.6627526)",,,roundabout,,
186013502,True,Rue Capitaine Jude,secondary,,False,45.507999999999996,,"LINESTRING (-2.7622694 47.6628783, -2.7623232 47.66289, -2.762448 47.6629277, -2.7625615 47.6629537, -2.7627001 47.6629826, -2.7628472 47.6630001)",1,,,,
443679479,True,Giratoire François René de Châteaubriand,secondary,,False,17.398,,"LINESTRING (-2.7622694 47.6628783, -2.762308 47.6628608, -2.7623382 47.662837, -2.7623578 47.6628087, -2.7623653 47.6627778, -2.7623603 47.6627467)",,,roundabout,,
155832838,True,Rue Capitaine Jude,secondary,,False,46.187999999999995,,"LINESTRING (-2.7628472 47.6630001, -2.7626278 47.6628867, -2.7625559 47.6628525, -2.7624054 47.6627809, -2.7623603 47.6627467)",1,,,,
7837491,True,Rue Francis Decker,tertiary,50,False,31.41,,"LINESTRING (-2.7552272 47.658753, -2.7550837 47.6585119, -2.7550701 47.6584911)",,,,,
10713238,True,Rue du Lieutenant-Colonel Maury,unclassified,,False,234.904,,"LINESTRING (-2.7552272 47.658753, -2.7552091 47.6589337, -2.7554329 47.6594672, -2.7556118 47.6598936, -2.755763 47.6602919, -2.7559306 47.6607099, -2.7559645 47.6607968)",2,,,,
4347575,True,Rue du Mené,tertiary,30,False,21.878,,"LINESTRING (-2.7570446 47.6590501, -2.7567525 47.6590521)",,,,,
10712773,True,Rue de la Coutume,unclassified,30,False,116.06,,"LINESTRING (-2.7570446 47.6590501, -2.7570063 47.659352, -2.7570463 47.6596711, -2.75725 47.6600686)",,,,,
"[645049707, 1206226701]",True,Rue du Mené,tertiary,30,False,107.153,,"LINESTRING (-2.7584342 47.6590872, -2.7583108 47.659015, -2.7582329 47.6590172, -2.7570446 47.6590501)",,,,,
4330752,True,Rue de Rohan,residential,30,False,142.93900000000002,,"LINESTRING (-2.7651048 47.6591082, -2.7651221 47.6591689, -2.7651343 47.6592997, -2.7652052 47.660062, -2.7651999 47.6603908)",,,,,
155832840,True,Place de la Libération,secondary,,False,32.625,,"LINESTRING (-2.7651048 47.6591082, -2.7650741 47.6590742, -2.7650139 47.659026, -2.7649787 47.6590016, -2.7649527 47.6589651, -2.7649323 47.6589233, -2.7649085 47.658853)",,,,,
200984197,False,Avenue Franklin Roosevelt,secondary,50,False,78.717,,"LINESTRING (-2.7651048 47.6591082, -2.7654431 47.6590971, -2.7660286 47.6590892, -2.7661553 47.6590876)",3,D 779B,,,
"[483093441, 156348258, 4330755]",True,Rue Lazare Hoche,unclassified,30,False,78.09299999999999,,"LINESTRING (-2.7601206 47.6586172, -2.7606494 47.6586359, -2.7609003 47.6586447, -2.7610894 47.6586469, -2.7611622 47.6586467)",2,,,,
625840605,True,Place Nazareth,unclassified,,False,10.387,,"LINESTRING (-2.7633919 47.6590973, -2.7634483 47.6591386, -2.7634857 47.6591661)",,,,,
625840606,True,Boulevard de la Paix,secondary,,False,20.518,,"LINESTRING (-2.7633919 47.6590973, -2.7632664 47.6591271, -2.7631335 47.6591586)",,,,,
4352537,False,Rue Thiers,secondary,50,True,17.906999999999996,,"LINESTRING (-2.7598334 47.6587017, -2.7598396 47.6586857, -2.7598532 47.6586507, -2.759863 47.65862, -2.7598704 47.658588, -2.7598815 47.6585441)",1,,,,
4607218,True,Rue Lazare Hoche,unclassified,30,False,24.108,,"LINESTRING (-2.7598334 47.6587017, -2.7598844 47.6586709, -2.7599388 47.6586454, -2.7599873 47.6586347, -2.7600502 47.6586235, -2.7601206 47.6586172)",,,,,
"[197447630, 336150290, 157157110, 157157114, 170106621]",False,"['Rue Joseph Le Brix', 'Avenue Jean Monnet']",secondary,50,False,169.04300000000003,,"LINESTRING (-2.7598334 47.6587017, -2.7598245 47.6587315, -2.759827 47.658825, -2.7598744 47.6589496, -2.7598795 47.6589706, -2.7599133 47.6591082, -2.7599827 47.6593771, -2.7600139 47.6595141, -2.7600367 47.6595805, -2.7600647 47.6596427, -2.7600909 47.6596889, -2.7601668 47.6597887, -2.7603438 47.6599897, -2.760447 47.6601238, -2.7604569 47.6601383)",2,,,yes,
4390522,False,Rue Francis Decker,tertiary,50,False,30.638,,"LINESTRING (-2.7555321 47.6552844, -2.7555556 47.6552659, -2.7557978 47.6550749)",,,,,
4390522,False,Rue Francis Decker,tertiary,50,True,340.09900000000005,,"LINESTRING (-2.7555321 47.6552844, -2.7554913 47.6553065, -2.7552382 47.6554434, -2.7551752 47.6555016, -2.7551381 47.6555521, -2.7551206 47.6556069, -2.7550963 47.6556702, -2.7550549 47.6559092, -2.7550481 47.6559485, -2.7550269 47.6560331, -2.7550474 47.6564901, -2.7550521 47.6565951, -2.7550484 47.6567599, -2.7550278 47.6569071, -2.7550074 47.6570034, -2.754994 47.6570666, -2.7549246 47.6573945, -2.7549132 47.6574487, -2.7549125 47.6575081, -2.7549004 47.6576278, -2.7548674 47.6579527, -2.7548694 47.6579765, -2.7548896 47.6582141)",,,,,
494994879,True,Rue Jean Gougaud,secondary,50,False,67.666,,"LINESTRING (-2.7656753 47.6581854, -2.7655198 47.6581754, -2.7651074 47.6581447, -2.7649203 47.6581343, -2.7648707 47.6581334, -2.7647758 47.6581364)",2,,,,
4352533,True,Rue Alain René Lesage,unclassified,30,False,48.510999999999996,,"LINESTRING (-2.7614798 47.6577676, -2.7614616 47.6577983, -2.7612822 47.6580722, -2.7612363 47.6581085, -2.7611612 47.6581329)",,,,,
8056857,False,Rue Alain René Lesage,unclassified,30,False,73.981,,"LINESTRING (-2.7614798 47.6577676, -2.7614975 47.6577409, -2.7615119 47.6576988, -2.761655 47.6571138)",,,,,
73845787,True,Rue du Pot d'Étain,living_street,20,False,123.45599999999999,,"LINESTRING (-2.7614798 47.6577676, -2.7613899 47.6577647, -2.7610736 47.657735, -2.7609035 47.6577249, -2.7608645 47.6577263, -2.760642 47.6577569, -2.7604039 47.6577762, -2.7603517 47.6577758, -2.7599607 47.6577447, -2.7599297 47.6577426, -2.7598448 47.6577377)",,,,,
7837492,False,Rue Alain Le Grand,tertiary,,True,70.202,,"LINESTRING (-2.7539906 47.6583925, -2.7546665 47.6582631, -2.7548161 47.6582302, -2.7548896 47.6582141)",3,,,,
10707914,True,Place du Général de Gaulle,living_street,20,False,54.797,,"LINESTRING (-2.7539906 47.6583925, -2.7540377 47.6584689, -2.7541055 47.658579, -2.7542658 47.6588491)",,,,,
188956685,False,Avenue Victor Hugo,tertiary,,True,11.827,,"LINESTRING (-2.7570777 47.6613641, -2.7571696 47.6612776)",,,,,
7837482,True,Boulevard de la Paix,secondary,,False,108.52099999999999,,"LINESTRING (-2.7570777 47.6613641, -2.7572172 47.6613667, -2.7574933 47.6613719, -2.7575742 47.6613734, -2.758084 47.6613938, -2.7582215 47.6614004, -2.7582931 47.6614038, -2.7583595 47.6614081, -2.7585242 47.6614176)",2,D 779B,,,
4607219,True,Rue du Colonel Desgrées-du-Lou,unclassified,,False,24.717,,"LINESTRING (-2.755123 47.6612051, -2.7551491 47.6612354, -2.7552112 47.6613072, -2.7552273 47.6613334, -2.7552647 47.6614049)",,,,,
832188922,True,Boulevard de la Paix,secondary,,False,24.996,,"LINESTRING (-2.755123 47.6612051, -2.755269 47.6612513, -2.7552912 47.6612582, -2.7554263 47.6612989)",2,D 779B,,,
"[1014632864, 37029084]",True,Rue de la Loi,residential,30,False,200.619,,"LINESTRING (-2.7641079 47.6581017, -2.7639657 47.6580719, -2.7635812 47.6580216, -2.7630883 47.6579501, -2.7628717 47.6579277, -2.762606 47.6579003, -2.7623153 47.6578665, -2.7621147 47.657837, -2.7615881 47.6577655, -2.7614798 47.6577676)",,,,,
"[667575979, 621608756]",True,"['Rue Colonel Arnaud Beltrame', 'Rue du Colonel Arnaud Beltrame']",secondary,50,False,89.11,,"LINESTRING (-2.7641079 47.6581017, -2.7640783 47.6581091, -2.7640519 47.6581205, -2.7640238 47.6581395, -2.7640037 47.658165, -2.7639905 47.6581982, -2.763978 47.6582285, -2.7639654 47.6582549, -2.7639384 47.6583273, -2.7638779 47.6585399, -2.76386 47.6586103, -2.7638111 47.6588553)",,,,,
336048575,True,Place de la Libération,secondary,50,False,25.970000000000002,,"LINESTRING (-2.7638111 47.6588553, -2.7638557 47.6589712, -2.7638649 47.6590006, -2.7638839 47.6590618, -2.7638904 47.6590826)",,,,,
"[4330754, 1164846271]",True,Place Nazareth,secondary,,False,43.867000000000004,,"LINESTRING (-2.7638111 47.6588553, -2.7637368 47.6589601, -2.7637074 47.6589873, -2.7636657 47.6590175, -2.7636275 47.6590408, -2.7635765 47.6590575, -2.7635153 47.6590719, -2.7633919 47.6590973)",,,,,
200989339,True,Place de la Libération,secondary,,False,7.106,,"LINESTRING (-2.7638904 47.6590826, -2.7639045 47.6591458)",,,,,
336048575,True,Place de la Libération,secondary,50,False,8.533,,"LINESTRING (-2.7638904 47.6590826, -2.7639911 47.6591185)",,,,,
4317432,True,Rue Louis Pasteur,residential,30,False,24.601999999999997,,"LINESTRING (-2.7622573 47.6553136, -2.7620733 47.6553757, -2.7619637 47.6554128)",1,,,,
