osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,junction,lanes,tunnel
16953516,Rue de Paris,secondary,50,False,False,29.653,,"LINESTRING (0.5497528 48.5225861, 0.5494631 48.5227713)",,,
32064648,Rue des 15 Fusillés,secondary,,False,False,118.451,D 912,"LINESTRING (0.5497528 48.5225861, 0.5496549 48.522476, 0.5495137 48.5223589, 0.5494032 48.5223039, 0.54922 48.522213, 0.5489001 48.5220973, 0.5484985 48.5219521)",,,
345786292,,secondary,,False,True,16.72,D 8,"LINESTRING (0.5497528 48.5225861, 0.5497931 48.522628, 0.5498453 48.5226519, 0.5499182 48.5226852)",,,
16953516,Rue de Paris,secondary,50,False,True,109.69,,"LINESTRING (0.5488439 48.5236413, 0.5488534 48.523525, 0.5488862 48.5234199, 0.5489451 48.5233004, 0.549023 48.5231645, 0.5491023 48.5230739, 0.5492199 48.5229507, 0.5493594 48.5228456, 0.5494631 48.5227713)",,,
149649718,Rue de Paris,secondary,50,True,False,57.033,,"LINESTRING (0.5488439 48.5236413, 0.5488838 48.5237938, 0.5489105 48.5239237, 0.5489334 48.5239909, 0.5489565 48.5240416, 0.5489657 48.5240618, 0.5490009 48.5241426)",,,
122234520,Rue du Général Leclerc,secondary,,False,False,26.05,D 912,"LINESTRING (0.5441987 48.5212793, 0.5440582 48.5214943)",,,
61113765,Place de la République,secondary,,False,True,24.051000000000002,D 912,"LINESTRING (0.5441987 48.5212793, 0.5442811 48.5212094, 0.544418 48.5211196)",,,
59401315,Rue Sainte-Croix,secondary,,False,False,84.735,D 938,"LINESTRING (0.5450362 48.5208391, 0.5450792 48.5208013, 0.5451316 48.520756, 0.5451672 48.52073, 0.5451933 48.520711, 0.5453934 48.5205651, 0.5454445 48.5205278, 0.5455636 48.5204537, 0.5456963 48.5203632, 0.5457396 48.520331, 0.5458096 48.5202761)",,,
61113764,Rue des 15 Fusillés,secondary,50,True,False,66.413,D 912,"LINESTRING (0.5450362 48.5208391, 0.5451404 48.52086, 0.5453668 48.5209396, 0.5456968 48.5210541, 0.5458421 48.5211045)",,,
61113765,Place de la République,secondary,,False,False,57.192,D 912,"LINESTRING (0.5450362 48.5208391, 0.5449713 48.5208334, 0.5448203 48.5208719, 0.5445459 48.5210409, 0.544418 48.5211196)",,,
108574463,Rue Jacques Cartier,residential,,False,False,27.673000000000002,,"LINESTRING (0.5546853 48.5219065, 0.5547366 48.521942, 0.5550371 48.5219587)",,,
345786300,Rue de Longny,secondary,,False,False,193.28900000000002,D 8,"LINESTRING (0.5546853 48.5219065, 0.5543815 48.5219988, 0.5539556 48.5220764, 0.553599 48.5221096, 0.5533122 48.5221331, 0.5526848 48.5222012, 0.5521366 48.5222881)",,,
32064648,Rue des 15 Fusillés,secondary,,False,True,23.339,D 912,"LINESTRING (0.5469619 48.5214784, 0.5471116 48.5215165, 0.5472577 48.5215537)",,,
59401319,Rue Aristide Briand,secondary,,True,False,51.568,,"LINESTRING (0.5469619 48.5214784, 0.546992 48.5214117, 0.5471626 48.5210341)",,,
61113767,Rue des Déportés,secondary,50,False,False,72.57300000000001,D 938,"LINESTRING (0.5477593 48.5199149, 0.547835 48.5198631, 0.5481689 48.5193263)",,,
103132403,Rue Sainte-Croix,secondary,50,True,False,38.671,D 938,"LINESTRING (0.5477593 48.5199149, 0.5476198 48.5198999, 0.5472381 48.5198738)",,,
103132414,,secondary,50,True,False,6.2509999999999994,,"LINESTRING (0.5502576 48.5163517, 0.5502754 48.5163772, 0.5502843 48.5164047)",roundabout,,
103132414,,secondary,50,True,False,8.132000000000001,,"LINESTRING (0.5500214 48.5162987, 0.5500751 48.5162902, 0.5501302 48.5162922)",roundabout,,
61113767,Rue des Déportés,secondary,50,False,False,33.832,D 938,"LINESTRING (0.5481689 48.5193263, 0.5483619 48.5190502)",,,
61113767,Rue des Déportés,secondary,50,False,True,72.57300000000001,D 938,"LINESTRING (0.5481689 48.5193263, 0.547835 48.5198631, 0.5477593 48.5199149)",,,
108574455,Rue Jules Chaplain,residential,,True,False,202.26500000000001,,"LINESTRING (0.5481689 48.5193263, 0.5486508 48.5194328, 0.549198 48.5195749, 0.549928 48.5197457, 0.5506634 48.5199337, 0.5507455 48.5199547)",,,
61113765,Place de la République,secondary,,False,False,24.051000000000002,D 912,"LINESTRING (0.544418 48.5211196, 0.5442811 48.5212094, 0.5441987 48.5212793)",,,
61113765,Place de la République,secondary,,False,True,57.19200000000001,D 912,"LINESTRING (0.544418 48.5211196, 0.5445459 48.5210409, 0.5448203 48.5208719, 0.5449713 48.5208334, 0.5450362 48.5208391)",,,
103132414,,secondary,50,True,False,5.968,,"LINESTRING (0.5499909 48.5165264, 0.5499588 48.51651, 0.5499327 48.5164895)",roundabout,,
59920291,Rue des Marchands,residential,,True,False,66.114,,"LINESTRING (0.5458421 48.5211045, 0.5456192 48.5213946, 0.5453782 48.5216112)",,1,
61113764,Rue des 15 Fusillés,secondary,50,True,False,92.359,D 912,"LINESTRING (0.5458421 48.5211045, 0.5459527 48.5211414, 0.5468752 48.5214495, 0.5469619 48.5214784)",,,
103132414,,secondary,50,True,False,15.741,,"LINESTRING (0.5499327 48.5164895, 0.549909 48.5164578, 0.5498994 48.5164229, 0.5499046 48.5163877, 0.5499241 48.5163548)",roundabout,,
435496449,Place Notre-Dame,residential,,False,True,29.347,,"LINESTRING (0.5453782 48.5216112, 0.5456854 48.5217793)",,,
122234519,Rue Notre-Dame,residential,,True,False,89.79599999999999,,"LINESTRING (0.5453782 48.5216112, 0.5452898 48.5215628, 0.5449554 48.5213507, 0.5448572 48.5212997, 0.5444709 48.521145, 0.544418 48.5211196)",,1,
103132414,,secondary,50,True,False,11.781,,"LINESTRING (0.5501302 48.5162922, 0.5501805 48.5163039, 0.5502241 48.5163242, 0.5502576 48.5163517)",roundabout,,
153806529,Route de Rémalard,tertiary,50,True,False,24.203,D 9,"LINESTRING (0.5501302 48.5162922, 0.5502261 48.516199, 0.5502941 48.5161043)",,,
59401315,Rue Sainte-Croix,secondary,,False,True,84.735,D 938,"LINESTRING (0.5458096 48.5202761, 0.5457396 48.520331, 0.5456963 48.5203632, 0.5455636 48.5204537, 0.5454445 48.5205278, 0.5453934 48.5205651, 0.5451933 48.520711, 0.5451672 48.52073, 0.5451316 48.520756, 0.5450792 48.5208013, 0.5450362 48.5208391)",,,
"[103132410, 149649630]","['Place du Général de Gaulle', 'Rue des Halles']",residential,50,True,False,110.681,,"LINESTRING (0.5458096 48.5202761, 0.5462365 48.5206228, 0.5460813 48.5208077, 0.5458689 48.5210712, 0.5458421 48.5211045)",,1,
59401316,Rue Montcacune,tertiary,,True,False,347.2939999999999,,"LINESTRING (0.5462835 48.5184306, 0.5463984 48.5183595, 0.5477625 48.5174555, 0.5480901 48.517248, 0.5482769 48.5171365, 0.5484567 48.5170499, 0.5498095 48.5165386, 0.5499327 48.5164895)",,,
103151325,Rue de la Poudrière,residential,30,True,False,147.73000000000002,,"LINESTRING (0.5462835 48.5184306, 0.5462409 48.5183361, 0.5464068 48.5180422, 0.5467353 48.5174895, 0.5469027 48.517187)",,,
149649640,Rue de Paris,secondary,50,True,False,27.96,,"LINESTRING (0.5490769 48.5243908, 0.5489406 48.5242407, 0.5489081 48.5241675)",,,
103132414,,secondary,50,True,False,12.082999999999998,,"LINESTRING (0.5502843 48.5164047, 0.550282 48.5164409, 0.5502645 48.5164752, 0.5502332 48.5165049)",roundabout,,
156303361,Rue Beaupré,residential,50,True,False,25.719,,"LINESTRING (0.5502843 48.5164047, 0.5504082 48.5164493, 0.5504818 48.5164612, 0.550614 48.5164661)",,,
103132414,,secondary,50,True,False,10.23,,"LINESTRING (0.5502332 48.5165049, 0.5501977 48.5165246, 0.5501562 48.5165382, 0.550111 48.5165448)",roundabout,,
108574463,Rue Jacques Cartier,residential,,False,False,31.164,,"LINESTRING (0.5550371 48.5219587, 0.5551913 48.5220351, 0.5552668 48.5220954, 0.555295 48.5221674)",,,
108574463,Rue Jacques Cartier,residential,,False,True,27.673000000000002,,"LINESTRING (0.5550371 48.5219587, 0.5547366 48.521942, 0.5546853 48.5219065)",,,
108574482,Rue du Moulin à Vent,residential,,False,False,51.887,,"LINESTRING (0.5550371 48.5219587, 0.5552303 48.5218956, 0.555246 48.5218938, 0.5557126 48.5218417)",,,
108574481,Rue Monanteuil,residential,,False,True,112.624,,"LINESTRING (0.5521527 48.5193325, 0.5522338 48.5194105, 0.5523141 48.5195086, 0.5523766 48.519599, 0.5523904 48.5196752, 0.5523737 48.5197554, 0.5523523 48.5198094, 0.5522701 48.5198725, 0.5521913 48.5199089, 0.5518373 48.520051, 0.5517783 48.520112)",,,
149649663,Rue Croix de Son,residential,,False,False,80.62,,"LINESTRING (0.5521527 48.5193325, 0.5522333 48.5193, 0.5527384 48.5190801, 0.552996 48.5189638, 0.5530342 48.5189142)",,,
149649663,Rue Croix de Son,residential,,False,True,77.513,,"LINESTRING (0.5521527 48.5193325, 0.5520794 48.5193624, 0.5515588 48.5195147, 0.5514833 48.5195265, 0.5511721 48.5195749)",,,
108574463,Rue Jacques Cartier,residential,,False,False,33.616,,"LINESTRING (0.5549978 48.5228157, 0.5551526 48.5231001)",,,
108574463,Rue Jacques Cartier,residential,,False,True,37.714,,"LINESTRING (0.5549978 48.5228157, 0.5549057 48.5226383, 0.5549127 48.5225689, 0.554946 48.5224899)",,,
108574475,Cité de Mopti,residential,,False,True,71.147,,"LINESTRING (0.5549978 48.5228157, 0.5546523 48.5228824, 0.5542901 48.5229234, 0.5540514 48.5229216)",,,
