osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes,tunnel,junction,bridge,access
25848809,Rue des Grives,residential,False,False,17.05,"LINESTRING (3.0197958 42.5480287, 3.0198058 42.5480013, 3.0198788 42.5478885)",,,,,,,
354320214,Avenue du 11 Novembre 1918,residential,False,True,0.429,"LINESTRING (3.020198 42.5476028, 3.0201937 42.5476006)",,,,,,,
"[219942904, 219942913, 219942903]",,residential,False,False,66.988,"LINESTRING (3.020198 42.5476028, 3.0202206 42.5476439, 3.0203585 42.5478157, 3.0205316 42.5480315, 3.0205698 42.5481356)",,,,,,,
"[765465913, 354320214]",Avenue du 11 Novembre 1918,residential,False,False,63.907,"LINESTRING (3.020198 42.5476028, 3.0206148 42.5477154, 3.0208512 42.5478188, 3.0209039 42.5478418)",30,,,,,,
25848794,Avenue de la Gare,tertiary,True,False,15.045,"LINESTRING (3.022302 42.5458195, 3.0221855 42.5457662, 3.022146 42.5457481)",30,D 2,,,,,
292188584,Route Nationale,secondary,True,False,75.19,"LINESTRING (3.022302 42.5458195, 3.0224729 42.5457063, 3.0229767 42.5453611)",30,D 114,1,,,,
"[311844784, 63369332, 63369317]",Rue du Repos,tertiary,False,True,74.99700000000001,"LINESTRING (3.0205397 42.5443534, 3.0207294 42.544486, 3.0208687 42.5446061, 3.0209211 42.5446666, 3.0210713 42.5447753, 3.0211651 42.5448433)",30,D 2,,yes,,,
63369351,Route de Notre-Dame-de-Vie,residential,False,True,40.994,"LINESTRING (3.0205397 42.5443534, 3.0204681 42.544275, 3.0203035 42.5441147, 3.0202409 42.5440579)",,,,,,,
311844780,Avenue de la Gare,residential,True,False,32.68,"LINESTRING (3.0217076 42.5451239, 3.0217791 42.5451052, 3.0218254 42.545052, 3.0219296 42.5449158, 3.0219436 42.5449005)",30,,,,,,
518304784,Avenue de la Gare,tertiary,False,True,10.988,"LINESTRING (3.0217076 42.5451239, 3.021656 42.5451261, 3.021616 42.5451153, 3.0215789 42.5451046)",30,D 2,,,,,
25848884,Rue d'Alembert,residential,False,False,34.752,"LINESTRING (3.0215001 42.5452928, 3.0215434 42.5456037)",30,,,,,,
25848911,Rue Jean-Jacques Rousseau,residential,False,True,29.664,"LINESTRING (3.0215001 42.5452928, 3.0211422 42.5452523)",30,,,,,,
25848884,Rue d'Alembert,residential,False,True,18.583000000000002,"LINESTRING (3.0215001 42.5452928, 3.0214871 42.5451577, 3.0215056 42.5451291)",30,,,,,,
25848905,Rue Voltaire,residential,False,False,48.199,"LINESTRING (3.0211651 42.5448433, 3.0208469 42.5452079)",30,,,,,,
"[311844784, 63369332, 63369317]",Rue du Repos,tertiary,False,False,74.997,"LINESTRING (3.0211651 42.5448433, 3.0210713 42.5447753, 3.0209211 42.5446666, 3.0208687 42.5446061, 3.0207294 42.544486, 3.0205397 42.5443534)",30,D 2,,yes,,,
311844784,Rue du Repos,tertiary,False,True,36.894,"LINESTRING (3.0211651 42.5448433, 3.0212005 42.5448543, 3.0214482 42.5449751, 3.0214865 42.5450152, 3.021505 42.5450481)",30,D 2,,,,,
25848905,Rue Voltaire,residential,False,True,48.199,"LINESTRING (3.0208469 42.5452079, 3.0211651 42.5448433)",30,,,,,,
25848911,Rue Jean-Jacques Rousseau,residential,False,False,4.114,"LINESTRING (3.0208469 42.5452079, 3.0208948 42.545219)",30,,,,,,
25848911,Rue Jean-Jacques Rousseau,residential,False,True,31.947,"LINESTRING (3.0208469 42.5452079, 3.0208145 42.5452081, 3.0205122 42.5450674)",30,,,,,,
25848911,Rue Jean-Jacques Rousseau,residential,False,False,14.252,"LINESTRING (3.0203634 42.545001, 3.0205122 42.5450674)",30,,,,,,
25848884,Rue d'Alembert,residential,False,False,12.496,"LINESTRING (3.0215434 42.5456037, 3.0215719 42.5457141)",30,,,,,,
25848884,Rue d'Alembert,residential,False,True,34.752,"LINESTRING (3.0215434 42.5456037, 3.0215001 42.5452928)",30,,,,,,
25848924,Rue de la Résistance,residential,False,True,28.436999999999998,"LINESTRING (3.0215434 42.5456037, 3.0213804 42.5456185, 3.0212708 42.5456021, 3.0211999 42.5455987)",30,,,,,,
25848898,Rue Maréchal Joffre,residential,True,False,13.331,"LINESTRING (3.0198226 42.5455505, 3.0196981 42.5454733)",30,,,,,,
25848924,Rue de la Résistance,residential,False,False,27.563,"LINESTRING (3.0198226 42.5455505, 3.0199112 42.5455146, 3.0199929 42.5455107, 3.0201457 42.5455212)",30,,,,,,
25848924,Rue de la Résistance,residential,False,True,35.165,"LINESTRING (3.0205703 42.5455676, 3.0201457 42.5455212)",30,,,,,,
25848891,Rue Lavoisier,residential,False,True,48.426,"LINESTRING (3.0205703 42.5455676, 3.0206599 42.5454462, 3.020658 42.5454177, 3.0203541 42.545269)",30,,,,,,
25848924,Rue de la Résistance,residential,False,False,27.639,"LINESTRING (3.0205703 42.5455676, 3.0206629 42.5455773, 3.0209066 42.5455838)",30,,,,,,
25848889,Rue Diderot,residential,False,False,40.575,"LINESTRING (3.0209066 42.5455838, 3.0208948 42.545219)",30,,,,,,
25848924,Rue de la Résistance,residential,False,False,24.265,"LINESTRING (3.0209066 42.5455838, 3.0211472 42.5455857, 3.0211999 42.5455987)",30,,,,,,
25848924,Rue de la Résistance,residential,False,True,27.639,"LINESTRING (3.0209066 42.5455838, 3.0206629 42.5455773, 3.0205703 42.5455676)",30,,,,,,
25848889,Rue Diderot,residential,False,True,40.575,"LINESTRING (3.0208948 42.545219, 3.0209066 42.5455838)",30,,,,,,
25848911,Rue Jean-Jacques Rousseau,residential,False,False,20.603,"LINESTRING (3.0208948 42.545219, 3.0211422 42.5452523)",30,,,,,,
25848911,Rue Jean-Jacques Rousseau,residential,False,True,4.114,"LINESTRING (3.0208948 42.545219, 3.0208469 42.5452079)",30,,,,,,
