osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,access,lanes,bridge,junction
"[1158263386, 41415883]",True,D 928,Rue de Paris,tertiary,50,False,104.28099999999999,"LINESTRING (2.2191624 49.0295523, 2.2189875 49.0296408, 2.2188828 49.0296888, 2.2185604 49.0298852, 2.2184257 49.0300184, 2.2182567 49.0302109, 2.2182268 49.0302443)",,,,
173532450,False,,Rue de la Tour Sainte-Anne,residential,,False,96.398,"LINESTRING (2.2191624 49.0295523, 2.2191811 49.0295671, 2.2192022 49.0295839, 2.2194584 49.0297782, 2.2198421 49.0300691, 2.2200261 49.0302087)",,,,
173532450,False,,Rue de la Tour Sainte-Anne,residential,,False,67.785,"LINESTRING (2.2200261 49.0302087, 2.2206481 49.0306618)",,,,
104183696,False,,Rue Da Lage,residential,,False,52.434,"LINESTRING (2.2200261 49.0302087, 2.2200704 49.0301869, 2.2206015 49.0299258)",,,,
173532450,False,,Rue de la Tour Sainte-Anne,residential,,True,96.398,"LINESTRING (2.2200261 49.0302087, 2.2198421 49.0300691, 2.2194584 49.0297782, 2.2192022 49.0295839, 2.2191811 49.0295671, 2.2191624 49.0295523)",,,,
41415147,False,,Rue Jean Jaurès,residential,30,True,114.22,"LINESTRING (2.22461 49.0264879, 2.2246819 49.0265321, 2.2248616 49.0266368, 2.2250351 49.0267105, 2.2250843 49.0267305, 2.2254572 49.0268783, 2.2256042 49.0269472, 2.2258509 49.0271068)",,,,
230895675,True,,Rue Rouen des Mallets,residential,30,False,68.59,"LINESTRING (2.22461 49.0264879, 2.2245745 49.0264604, 2.2242852 49.0262527, 2.2239772 49.0260315)",,,,
681148496,True,D 928,Rue de Paris,tertiary,30,False,91.97699999999999,"LINESTRING (2.22461 49.0264879, 2.2244328 49.0266229, 2.2238209 49.0270433, 2.2237987 49.0270599, 2.2237494 49.0270924)",,,,
41415883,True,D 928,Rue de Paris,tertiary,50,False,135.001,"LINESTRING (2.2236387 49.0271833, 2.2235942 49.0272416, 2.2235283 49.0273195, 2.2233572 49.0275002, 2.2233378 49.0275207, 2.2232026 49.0276185, 2.2230488 49.0276972, 2.2229539 49.0277433, 2.2224859 49.0279706, 2.2223588 49.0280324)",,,,
172111489,True,D 106,Avenue de la Gare,tertiary,,False,69.731,"LINESTRING (2.2236387 49.0271833, 2.2235751 49.0271466, 2.2232752 49.0269772, 2.2231872 49.0269267, 2.2229177 49.0267713)",,,,
41415883,True,D 928,Rue de Paris,tertiary,50,False,92.231,"LINESTRING (2.2223588 49.0280324, 2.2222912 49.0280607, 2.222236 49.0280845, 2.2219496 49.0282182, 2.2217286 49.0283316, 2.2216769 49.0283539, 2.2213432 49.0285261)",,,,
104183735,False,,Rue Menotte,residential,,True,184.673,"LINESTRING (2.2223588 49.0280324, 2.2223909 49.0280606, 2.2225553 49.028205, 2.2227138 49.0283794, 2.2227738 49.0284455, 2.2227961 49.0284675, 2.2228524 49.028523, 2.222935 49.0285987, 2.2233445 49.028974, 2.223804 49.0293952)",no,,,
173532450,False,,Rue de la Tour Sainte-Anne,residential,,True,67.785,"LINESTRING (2.2206481 49.0306618, 2.2200261 49.0302087)",,,,
681148496,True,D 928,Rue de Paris,tertiary,30,False,52.541999999999994,"LINESTRING (2.2251199 49.0261575, 2.2249839 49.0262197, 2.2248009 49.026338, 2.2246944 49.0264217, 2.2246583 49.0264501, 2.22461 49.0264879)",,,,
41415883,True,D 928,Rue de Paris,tertiary,50,False,88.497,"LINESTRING (2.2211347 49.0286258, 2.220803 49.0287834, 2.2205603 49.028896, 2.2204267 49.028958, 2.2202443 49.0290426, 2.2201468 49.0290882)",,,,
104183793,False,,Rue Terray de Vinde,residential,,False,93.721,"LINESTRING (2.2211347 49.0286258, 2.2211596 49.0286487, 2.2211791 49.0286665, 2.2213116 49.0287878, 2.2214649 49.0289282, 2.2215167 49.0289729, 2.2218996 49.0293031)",,,,
41415883,True,D 928,Rue de Paris,tertiary,50,False,88.414,"LINESTRING (2.2201468 49.0290882, 2.2200011 49.0291594, 2.2199351 49.0291917, 2.2198704 49.0292225, 2.219311 49.0294887, 2.2191624 49.0295523)",,,,
104183744,True,,Rue de Bessancourt,tertiary,,False,24.795,"LINESTRING (2.2180189 49.0304474, 2.2180193 49.0303757, 2.2180055 49.0303087, 2.2179342 49.0302393)",,,,
