osmid,oneway,name,highway,maxspeed,width,reversed,length,geometry,lanes,junction
28878641,True,Rue Carnot,residential,50,5,False,53.144,"LINESTRING (2.1948143 48.9720223, 2.1947064 48.9720353, 2.1946823 48.9720382, 2.1940982 48.9721087)",,
29230522,True,Rue Aristide Briand,tertiary,50,5,False,85.99799999999999,"LINESTRING (2.1948143 48.9720223, 2.1948638 48.9720845, 2.1948804 48.9721059, 2.195081 48.972365, 2.1953603 48.9727076)",,
397784134,True,Rue Gabriel Péri,residential,30,,False,71.34,"LINESTRING (2.2036311 48.9777464, 2.2037785 48.977974, 2.2039055 48.9780956, 2.2040406 48.9782054, 2.204153 48.9782811)",,
"[421643841, 29230654]",True,Rue Thibault Chabrand,tertiary,"['30', '50']",,False,134.443,"LINESTRING (2.2033602 48.9763519, 2.2032238 48.9763649, 2.2026918 48.9764348, 2.2024146 48.9764434, 2.202148 48.9764675, 2.2020932 48.9764734, 2.2017186 48.9765139, 2.2016549 48.9765172, 2.2015393 48.9765233)",,
566144257,True,Rue Gabriel Péri,residential,30,,False,157.536,"LINESTRING (2.2033602 48.9763519, 2.2033906 48.9764228, 2.203425 48.9765131, 2.2034785 48.9766537, 2.2034929 48.9767322, 2.2035001 48.9767714, 2.2035285 48.9769264, 2.2035762 48.9771538, 2.2035545 48.9773153, 2.2035394 48.9773816, 2.2035383 48.9774526, 2.2035514 48.9775237, 2.2035901 48.9776585, 2.2036217 48.9777282, 2.2036311 48.9777464)",,
1238367562,True,Rue Gabriel Péri,tertiary,30,4.7,False,50.263999999999996,"LINESTRING (2.203314 48.9759009, 2.2033455 48.9761993, 2.2033548 48.9762843, 2.2033582 48.9763157, 2.2033602 48.9763519)",,
"[29229515, 590574133]",True,Rue des Carrières,"['living_street', 'residential']","['20', '30']",4.7,False,190.252,"LINESTRING (2.2021011 48.9740397, 2.2021423 48.9740156, 2.2028255 48.9735515, 2.2029394 48.9734787, 2.2039461 48.9728314)",,
598629526,True,Rue Gabriel Péri,residential,30,4.7,False,226.486,"LINESTRING (2.2021011 48.9740397, 2.2021596 48.9741147, 2.2023143 48.974318, 2.2024155 48.9744517, 2.202601 48.9746583, 2.2027764 48.9748493, 2.202895 48.9750193, 2.2030411 48.9752296, 2.203149 48.9754831, 2.2032134 48.975647, 2.2033108 48.9758795, 2.203314 48.9759009)",,
29140332,True,Rue de la République,residential,50,,False,71.649,"LINESTRING (2.2034436 48.9716332, 2.2033086 48.9717394, 2.2029984 48.9719863, 2.2028213 48.9721315)",,
196585396,False,Rue de la République,residential,50,,False,19.099,"LINESTRING (2.2034436 48.9716332, 2.203575 48.9715211, 2.2036024 48.9714967)",,
