osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,bridge
620990629,2,N 3,Boulevard Moida Said,primary,50,False,True,30.029,"LINESTRING (45.192875 -12.9107322, 45.1927938 -12.910474)",,
167124785,,,Rue École du Village,residential,,False,False,206.309,"LINESTRING (45.192875 -12.9107322, 45.1929724 -12.9107162, 45.1930681 -12.9107112, 45.1934171 -12.9107298, 45.1935814 -12.9107342, 45.1937085 -12.9107266, 45.1938158 -12.9107151, 45.1938833 -12.9106996, 45.1939824 -12.9106602, 45.1940665 -12.9106171, 45.1941763 -12.9105508, 45.1943104 -12.9104884, 45.1944631 -12.9104542, 45.1947166 -12.9104406)",,
620990629,2,N 3,Boulevard Moida Said,primary,50,False,False,63.620999999999995,"LINESTRING (45.192875 -12.9107322, 45.1929253 -12.9109113, 45.1929386 -12.9110001, 45.1929407 -12.9111459, 45.19294 -12.9112968)",,
525378891,2,N 3,Boulevard Moida Said,primary,50,False,False,100.00099999999999,"LINESTRING (45.1929856 -12.9080962, 45.1930942 -12.9084345, 45.1930976 -12.9084462, 45.1931227 -12.9085337, 45.1931361 -12.9085883, 45.1931492 -12.9086462, 45.1931556 -12.9087079, 45.1931573 -12.9087628, 45.1931546 -12.9088046, 45.1931499 -12.9088308, 45.1931378 -12.9088661, 45.1930876 -12.9089576)",,
532956810,,,Rue Potéléa,residential,,False,True,32.696,"LINESTRING (45.1929856 -12.9080962, 45.1930892 -12.9080612, 45.1931331 -12.9080533, 45.1931888 -12.9080609, 45.1932789 -12.9080742)",,
"[532956809, 502770135]",,,Rue Pahweni,residential,,False,False,320.58899999999994,"LINESTRING (45.1932789 -12.9080742, 45.1933531 -12.9077635, 45.1936253 -12.9078288, 45.1940776 -12.9079332, 45.1944987 -12.9080282, 45.1946714 -12.9080713, 45.1950587 -12.9081572, 45.1950784 -12.9081615, 45.195451 -12.9082499, 45.195525 -12.9082674, 45.1959084 -12.9083713)",,
532956810,,,Rue Potéléa,residential,,False,False,32.696,"LINESTRING (45.1932789 -12.9080742, 45.1931888 -12.9080609, 45.1931331 -12.9080533, 45.1930892 -12.9080612, 45.1929856 -12.9080962)",,
"[532956810, 167124723]",,,Rue Potéléa,residential,,False,True,363.79699999999997,"LINESTRING (45.1932789 -12.9080742, 45.1937484 -12.9081942, 45.1937956 -12.908221, 45.1938117 -12.9082301, 45.1939009 -12.9083001, 45.1940015 -12.9084, 45.1941162 -12.9085118, 45.1942459 -12.908558, 45.1943673 -12.9085406, 45.1944367 -12.9083576, 45.1945715 -12.9084073, 45.1948366 -12.9085015, 45.1949645 -12.908556, 45.195195 -12.9086543, 45.1953458 -12.9087082, 45.1954628 -12.9087501, 45.1955782 -12.908796, 45.1956964 -12.9088429, 45.1957584 -12.9088684, 45.1957838 -12.9088703, 45.1958113 -12.9088681, 45.1958733 -12.9088524, 45.1959058 -12.9088504, 45.1959518 -12.9088645, 45.195994 -12.9088851, 45.196039 -12.9089086, 45.1961717 -12.9089439, 45.1961915 -12.9089406, 45.1962287 -12.9089249)",,
"[532957124, 528376893]",,,Rue Pahweni,residential,,False,False,64.153,"LINESTRING (45.1960831 -12.9084262, 45.1961706 -12.9084468, 45.1961784 -12.908452, 45.1961895 -12.9084645, 45.1962016 -12.9084942, 45.1962045 -12.9085377, 45.1962287 -12.9089249)",,
532957126,,,,residential,,True,False,27.869,"LINESTRING (45.1960831 -12.9084262, 45.1960822 -12.9083984, 45.1960728 -12.9083721, 45.1960556 -12.9083499, 45.1960323 -12.9083337, 45.1960051 -12.9083252, 45.1959766 -12.908325, 45.1959493 -12.9083333, 45.1959258 -12.9083492, 45.1959084 -12.9083713)",roundabout,
167124776,,,Rue Copemay,residential,,False,False,115.07699999999998,"LINESTRING (45.1938979 -12.9088266, 45.1940269 -12.908849, 45.1942416 -12.9089105, 45.1944844 -12.9089829, 45.194601 -12.9090177, 45.1946305 -12.9090367, 45.1946483 -12.9090457, 45.1946955 -12.9090694, 45.1947411 -12.9092197, 45.1947633 -12.9092759)",,
525378891,2,N 3,Boulevard Moida Said,primary,50,False,False,96.436,"LINESTRING (45.1930876 -12.9089576, 45.1930564 -12.9090086, 45.1930356 -12.9090364, 45.1930077 -12.9090778, 45.1929849 -12.9091238, 45.1929702 -12.9091536, 45.1929487 -12.9091916, 45.1929269 -12.909238, 45.1928894 -12.9093592, 45.1928458 -12.9094913, 45.192758 -12.9097579)",,
525378891,2,N 3,Boulevard Moida Said,primary,50,False,True,100.001,"LINESTRING (45.1930876 -12.9089576, 45.1931378 -12.9088661, 45.1931499 -12.9088308, 45.1931546 -12.9088046, 45.1931573 -12.9087628, 45.1931556 -12.9087079, 45.1931492 -12.9086462, 45.1931361 -12.9085883, 45.1931227 -12.9085337, 45.1930976 -12.9084462, 45.1930942 -12.9084345, 45.1929856 -12.9080962)",,
"[532960585, 167124732]",,,Rue Mkoumafejou,residential,,False,True,213.11099999999996,"LINESTRING (45.1930876 -12.9089576, 45.1931727 -12.9090595, 45.1932485 -12.9093458, 45.1933329 -12.9093485, 45.1939432 -12.9093818, 45.1942335 -12.9093779, 45.194326 -12.9093661, 45.1946177 -12.9093249, 45.1947633 -12.9092759)",,
"[532956810, 167124723]",,,Rue Potéléa,residential,,False,False,363.797,"LINESTRING (45.1962287 -12.9089249, 45.1961915 -12.9089406, 45.1961717 -12.9089439, 45.196039 -12.9089086, 45.195994 -12.9088851, 45.1959518 -12.9088645, 45.1959058 -12.9088504, 45.1958733 -12.9088524, 45.1958113 -12.9088681, 45.1957838 -12.9088703, 45.1957584 -12.9088684, 45.1956964 -12.9088429, 45.1955782 -12.908796, 45.1954628 -12.9087501, 45.1953458 -12.9087082, 45.195195 -12.9086543, 45.1949645 -12.908556, 45.1948366 -12.9085015, 45.1945715 -12.9084073, 45.1944367 -12.9083576, 45.1943673 -12.9085406, 45.1942459 -12.908558, 45.1941162 -12.9085118, 45.1940015 -12.9084, 45.1939009 -12.9083001, 45.1938117 -12.9082301, 45.1937956 -12.908221, 45.1937484 -12.9081942, 45.1932789 -12.9080742)",,
"[167124732, 528376893]",,,Rue Mkoumafejou,residential,,False,False,222.92800000000003,"LINESTRING (45.1962287 -12.9089249, 45.1962244 -12.9093972, 45.1962153 -12.9094452, 45.1962043 -12.9094599, 45.1961767 -12.9094726, 45.1960264 -12.9094929, 45.1958492 -12.9094994, 45.195818 -12.9094906, 45.1956852 -12.9094204, 45.1956155 -12.9093851, 45.1955632 -12.9093589, 45.195482 -12.9093262, 45.1953963 -12.9093001, 45.1952675 -12.9092713, 45.1951575 -12.9092505, 45.1950405 -12.9092419, 45.1949436 -12.9092361, 45.1948571 -12.9092419, 45.1947633 -12.9092759)",,
"[532957124, 528376893]",,,Rue Pahweni,residential,,False,True,64.15299999999999,"LINESTRING (45.1962287 -12.9089249, 45.1962045 -12.9085377, 45.1962016 -12.9084942, 45.1961895 -12.9084645, 45.1961784 -12.908452, 45.1961706 -12.9084468, 45.1960831 -12.9084262)",,
"[532960585, 167124732]",,,Rue Mkoumafejou,residential,,False,False,213.11100000000005,"LINESTRING (45.1947633 -12.9092759, 45.1946177 -12.9093249, 45.194326 -12.9093661, 45.1942335 -12.9093779, 45.1939432 -12.9093818, 45.1933329 -12.9093485, 45.1932485 -12.9093458, 45.1931727 -12.9090595, 45.1930876 -12.9089576)",,
"[167124732, 528376893]",,,Rue Mkoumafejou,residential,,False,True,222.928,"LINESTRING (45.1947633 -12.9092759, 45.1948571 -12.9092419, 45.1949436 -12.9092361, 45.1950405 -12.9092419, 45.1951575 -12.9092505, 45.1952675 -12.9092713, 45.1953963 -12.9093001, 45.195482 -12.9093262, 45.1955632 -12.9093589, 45.1956155 -12.9093851, 45.1956852 -12.9094204, 45.195818 -12.9094906, 45.1958492 -12.9094994, 45.1960264 -12.9094929, 45.1961767 -12.9094726, 45.1962043 -12.9094599, 45.1962153 -12.9094452, 45.1962244 -12.9093972, 45.1962287 -12.9089249)",,
167124776,,,Rue Copemay,residential,,False,True,115.077,"LINESTRING (45.1947633 -12.9092759, 45.1947411 -12.9092197, 45.1946955 -12.9090694, 45.1946483 -12.9090457, 45.1946305 -12.9090367, 45.194601 -12.9090177, 45.1944844 -12.9089829, 45.1942416 -12.9089105, 45.1940269 -12.908849, 45.1938979 -12.9088266)",,
1184132879,,,Rue Ancienne Coopérative,residential,,False,False,33.205,"LINESTRING (45.1947633 -12.9092759, 45.194768 -12.9093269, 45.194721 -12.9094792, 45.1946981 -12.9095647)",,
167124791,,,Rue Mosquée du Vendredi,residential,,False,True,26.242,"LINESTRING (45.1949397 -12.9095493, 45.1946981 -12.9095647)",,
167124791,,,Rue Mosquée du Vendredi,residential,,False,False,26.242,"LINESTRING (45.1946981 -12.9095647, 45.1949397 -12.9095493)",,
167124791,,,Rue Mosquée du Vendredi,residential,,False,True,66.512,"LINESTRING (45.1946981 -12.9095647, 45.1946258 -12.9095746, 45.1945455 -12.9095852, 45.1942547 -12.9096176, 45.194088 -12.9096262)",,
1184132879,,,Rue Ancienne Coopérative,residential,,False,True,33.205,"LINESTRING (45.1946981 -12.9095647, 45.194721 -12.9094792, 45.194768 -12.9093269, 45.1947633 -12.9092759)",,
"[1115715602, 167124725]",,,,residential,,False,True,284.35600000000005,"LINESTRING (45.1902994 -12.909688, 45.1905066 -12.9096962, 45.1905903 -12.9097112, 45.1906561 -12.9097374, 45.1907071 -12.909764, 45.1909592 -12.9098955, 45.1912194 -12.9100073, 45.1913528 -12.9100596, 45.1914775 -12.9101415, 45.1915553 -12.9101838, 45.1916512 -12.9102073, 45.1917249 -12.9102059, 45.1918872 -12.9101857, 45.192081 -12.9101491, 45.1921796 -12.9101367, 45.1922608 -12.9101165, 45.192309 -12.9100903, 45.1923573 -12.9100557, 45.1923956 -12.9100282, 45.1924338 -12.9099825, 45.1924518 -12.909955, 45.1924892 -12.9099416, 45.1927244 -12.9099336)",,
525378891,2,N 3,Boulevard Moida Said,primary,50,False,False,19.873,"LINESTRING (45.192758 -12.9097579, 45.1927244 -12.9099336)",,
167124791,,,Rue Mosquée du Vendredi,residential,,False,False,145.287,"LINESTRING (45.192758 -12.9097579, 45.1929246 -12.9097485, 45.1933783 -12.909671, 45.1935093 -12.9096439, 45.1935945 -12.909638, 45.194088 -12.9096262)",,
525378891,2,N 3,Boulevard Moida Said,primary,50,False,True,96.43599999999999,"LINESTRING (45.192758 -12.9097579, 45.1928458 -12.9094913, 45.1928894 -12.9093592, 45.1929269 -12.909238, 45.1929487 -12.9091916, 45.1929702 -12.9091536, 45.1929849 -12.9091238, 45.1930077 -12.9090778, 45.1930356 -12.9090364, 45.1930564 -12.9090086, 45.1930876 -12.9089576)",,
167124781,,,Rue de l'Hôpital,residential,,False,True,65.203,"LINESTRING (45.194678 -12.9098628, 45.1945661 -12.9098713, 45.1944934 -12.9099056, 45.194428 -12.9099138, 45.1942201 -12.9099145, 45.1940855 -12.9099206)",,
170170590,,,,residential,,False,True,32.737,"LINESTRING (45.1940855 -12.9099206, 45.194088 -12.9096262)",,
167124781,,,Rue de l'Hôpital,residential,,False,False,65.203,"LINESTRING (45.1940855 -12.9099206, 45.1942201 -12.9099145, 45.194428 -12.9099138, 45.1944934 -12.9099056, 45.1945661 -12.9098713, 45.194678 -12.9098628)",,
167124781,,,Rue de l'Hôpital,residential,,False,True,149.519,"LINESTRING (45.1940855 -12.9099206, 45.1939756 -12.9099263, 45.1938761 -12.9099296, 45.193782 -12.9099295, 45.1936399 -12.9099281, 45.1935059 -12.9099305, 45.1934062 -12.9099301, 45.1931571 -12.9099535, 45.1929136 -12.9099796, 45.1927106 -12.9100057)",,
525378891,2,N 3,Boulevard Moida Said,primary,50,False,True,19.873,"LINESTRING (45.1927244 -12.9099336, 45.192758 -12.9097579)",,
1115715603,2,N 3,Boulevard Moida Said,primary,50,False,False,8.155,"LINESTRING (45.1927244 -12.9099336, 45.1927106 -12.9100057)",,
"[1115715602, 167124725]",,,,residential,,False,False,284.35600000000005,"LINESTRING (45.1927244 -12.9099336, 45.1924892 -12.9099416, 45.1924518 -12.909955, 45.1924338 -12.9099825, 45.1923956 -12.9100282, 45.1923573 -12.9100557, 45.192309 -12.9100903, 45.1922608 -12.9101165, 45.1921796 -12.9101367, 45.192081 -12.9101491, 45.1918872 -12.9101857, 45.1917249 -12.9102059, 45.1916512 -12.9102073, 45.1915553 -12.9101838, 45.1914775 -12.9101415, 45.1913528 -12.9100596, 45.1912194 -12.9100073, 45.1909592 -12.9098955, 45.1907071 -12.909764, 45.1906561 -12.9097374, 45.1905903 -12.9097112, 45.1905066 -12.9096962, 45.1902994 -12.909688)",,
1115715603,2,N 3,Boulevard Moida Said,primary,50,False,True,8.155,"LINESTRING (45.1927106 -12.9100057, 45.1927244 -12.9099336)",,
167124781,,,Rue de l'Hôpital,residential,,False,False,149.51899999999998,"LINESTRING (45.1927106 -12.9100057, 45.1929136 -12.9099796, 45.1931571 -12.9099535, 45.1934062 -12.9099301, 45.1935059 -12.9099305, 45.1936399 -12.9099281, 45.193782 -12.9099295, 45.1938761 -12.9099296, 45.1939756 -12.9099263, 45.1940855 -12.9099206)",,
"[170588634, 1115715603, 620990629]",2,N 3,Boulevard Moida Said,primary,50,False,False,53.464,"LINESTRING (45.1927106 -12.9100057, 45.1927068 -12.9101441, 45.1927195 -12.9102574, 45.192769 -12.9104047, 45.1927938 -12.910474)",,yes
167124785,,,Rue École du Village,residential,,False,True,206.30900000000003,"LINESTRING (45.1947166 -12.9104406, 45.1944631 -12.9104542, 45.1943104 -12.9104884, 45.1941763 -12.9105508, 45.1940665 -12.9106171, 45.1939824 -12.9106602, 45.1938833 -12.9106996, 45.1938158 -12.9107151, 45.1937085 -12.9107266, 45.1935814 -12.9107342, 45.1934171 -12.9107298, 45.1930681 -12.9107112, 45.1929724 -12.9107162, 45.192875 -12.9107322)",,
528376895,,,,residential,,False,True,80.833,"LINESTRING (45.1947166 -12.9104406, 45.1947974 -12.9105909, 45.1948451 -12.9107472, 45.1948973 -12.9111381)",,
532960582,,,Rue École du Village,residential,,False,False,88.735,"LINESTRING (45.1947166 -12.9104406, 45.1947358 -12.910406, 45.1948129 -12.9103557, 45.1949295 -12.9103125, 45.1949677 -12.9103066, 45.1952239 -12.9102674, 45.195413 -12.9102262, 45.19548 -12.9102099)",,
167124741,,,Rue de la Pmi,residential,,False,False,113.92599999999999,"LINESTRING (45.1915404 -12.910906, 45.1913649 -12.9108818, 45.1913512 -12.9108781, 45.1910474 -12.9107952, 45.1909505 -12.9107753, 45.190868 -12.9107426, 45.1907722 -12.9107216, 45.1907077 -12.9107158, 45.1906161 -12.910713, 45.1905159 -12.9107287)",,
167124741,,,Rue de la Pmi,residential,,False,True,155.895,"LINESTRING (45.1915404 -12.910906, 45.1917056 -12.9109263, 45.1918477 -12.9109354, 45.1921629 -12.9108908, 45.1922876 -12.9108576, 45.1923866 -12.910819, 45.1924956 -12.9107668, 45.1925263 -12.9107275, 45.1925551 -12.9106635, 45.1925785 -12.9105999, 45.1925856 -12.9105859, 45.192596 -12.9105654, 45.1926222 -12.9105406, 45.1926536 -12.9105196, 45.1927938 -12.910474)",,
990252060,,,Rue Mropatse,residential,,False,True,115.959,"LINESTRING (45.1915404 -12.910906, 45.1914109 -12.9114085, 45.1913091 -12.9118034, 45.1912741 -12.9119159)",,
170588662,,,,residential,,False,True,96.743,"LINESTRING (45.1955096 -12.9111426, 45.1955457 -12.9109361, 45.1955558 -12.9108759, 45.1955739 -12.9108589, 45.1956014 -12.9108485, 45.1956289 -12.9108452, 45.195761 -12.9108628, 45.1958214 -12.910855, 45.1958509 -12.9108374, 45.1958743 -12.9108001, 45.1958925 -12.9107504, 45.1958971 -12.9107132, 45.1958726 -12.9105527)",,
988354349,2,,,residential,50,False,False,140.01999999999998,"LINESTRING (45.1955096 -12.9111426, 45.1954271 -12.9119302, 45.1954003 -12.9122112, 45.1954499 -12.9122256, 45.1954982 -12.9122988, 45.1955464 -12.9123078)",,
167124797,,,Rue du Stade de Foot,residential,,True,False,66.55799999999999,"LINESTRING (45.1948973 -12.9111381, 45.1950744 -12.9111243, 45.1952568 -12.9111191, 45.1955096 -12.9111426)",,
528376895,,,,residential,,False,False,80.833,"LINESTRING (45.1948973 -12.9111381, 45.1948451 -12.9107472, 45.1947974 -12.9105909, 45.1947166 -12.9104406)",,
620990629,2,N 3,Boulevard Moida Said,primary,50,False,False,110.45400000000001,"LINESTRING (45.19294 -12.9112968, 45.1929172 -12.9115599, 45.1929152 -12.9115825, 45.1928792 -12.9117832, 45.1928635 -12.9118707, 45.1928233 -12.9120563, 45.1927811 -12.9121661, 45.1927402 -12.9122655)",,
620990629,2,N 3,Boulevard Moida Said,primary,50,False,True,63.620999999999995,"LINESTRING (45.19294 -12.9112968, 45.1929407 -12.9111459, 45.1929386 -12.9110001, 45.1929253 -12.9109113, 45.192875 -12.9107322)",,
1204819208,,,Rue du Stade de Foot,residential,,False,False,81.78999999999999,"LINESTRING (45.19294 -12.9112968, 45.1930547 -12.9113204, 45.193349 -12.9113693, 45.1936867 -12.911342)",,
167124797,,,Rue du Stade de Foot,residential,,True,False,121.10500000000002,"LINESTRING (45.1936867 -12.911342, 45.1940484 -12.9112988, 45.194444 -12.9112164, 45.1947874 -12.9111589)",,
1204819208,,,Rue du Stade de Foot,residential,,False,True,81.79,"LINESTRING (45.1936867 -12.911342, 45.193349 -12.9113693, 45.1930547 -12.9113204, 45.19294 -12.9112968)",,
167124734,,,Rue Cavani,residential,,False,False,137.879,"LINESTRING (45.1949326 -12.9120391, 45.1949262 -12.9121788, 45.1949255 -12.9121937, 45.194857 -12.9124765, 45.194791 -12.9127659, 45.1947741 -12.9128348, 45.1947305 -12.9130121, 45.194666 -12.9131631, 45.1946238 -12.9132334)",,
167124734,,,Rue Cavani,residential,,False,True,99.14500000000001,"LINESTRING (45.1949326 -12.9120391, 45.1948703 -12.9117074, 45.1948276 -12.9114249, 45.1947874 -12.9111589)",,
170588770,,,Ruelle Flocotsoni,residential,,False,True,128.04000000000002,"LINESTRING (45.1949326 -12.9120391, 45.1946708 -12.9120468, 45.1942202 -12.9120669, 45.1939708 -12.912085, 45.1937534 -12.912104)",,
170588770,,,Ruelle Flocotsoni,residential,,False,False,128.04000000000002,"LINESTRING (45.1937534 -12.912104, 45.1939708 -12.912085, 45.1942202 -12.9120669, 45.1946708 -12.9120468, 45.1949326 -12.9120391)",,
1183327324,,,Rue Celea,residential,,True,False,85.041,"LINESTRING (45.1937534 -12.912104, 45.193715 -12.9116953, 45.1936867 -12.911342)",,
"[167124733, 170588661, 980650037]",,,"['Rue Mropatse', 'Impasse Mropatse', ""Rue M'Boinarijou""]",residential,,False,"[False, True]",366.68,"LINESTRING (45.1917239 -12.9124444, 45.191692 -12.9124108, 45.1916726 -12.9123887, 45.1915753 -12.9123531, 45.1914689 -12.9123536, 45.1913891 -12.9123602, 45.191305 -12.9123773, 45.1911713 -12.9124259, 45.1910735 -12.912487, 45.1909713 -12.9125145, 45.1908014 -12.9125452, 45.1905542 -12.912591, 45.1903945 -12.9125863, 45.1903627 -12.9124822, 45.1903245 -12.9123289, 45.190286 -12.9122419, 45.1902484 -12.912165, 45.1902165 -12.9120971, 45.1902028 -12.9120142, 45.1902204 -12.9118718, 45.1902537 -12.911683, 45.1903108 -12.911453, 45.1903383 -12.9113622, 45.190341 -12.9113532, 45.190361 -12.9112639, 45.1904254 -12.9110366, 45.1904978 -12.9108551, 45.1905126 -12.9107981, 45.1905159 -12.9107287)",,
980650037,,,Rue Mropatse,residential,,False,True,93.779,"LINESTRING (45.1917239 -12.9124444, 45.1917928 -12.9125266, 45.1918322 -12.9125567, 45.1919358 -12.9125681, 45.1920948 -12.9125724, 45.192264 -12.9125937, 45.1923934 -12.9126392, 45.1925202 -12.9126838)",,
990297950,,,,residential,,False,False,71.203,"LINESTRING (45.1917239 -12.9124444, 45.1916894 -12.9123171, 45.1916572 -12.9121615, 45.1916264 -12.9120687, 45.1915848 -12.9120583, 45.1914306 -12.9120622, 45.1913689 -12.9120648)",,
620990628,,N 3,Boulevard Moida Said,primary,,True,False,31.982,"LINESTRING (45.1925202 -12.9126838, 45.1923873 -12.9129406)",,
980650037,,,Rue Mropatse,residential,,False,False,93.779,"LINESTRING (45.1925202 -12.9126838, 45.1923934 -12.9126392, 45.192264 -12.9125937, 45.1920948 -12.9125724, 45.1919358 -12.9125681, 45.1918322 -12.9125567, 45.1917928 -12.9125266, 45.1917239 -12.9124444)",,
167124734,,,Rue Cavani,residential,,False,True,137.87900000000002,"LINESTRING (45.1946238 -12.9132334, 45.194666 -12.9131631, 45.1947305 -12.9130121, 45.1947741 -12.9128348, 45.194791 -12.9127659, 45.194857 -12.9124765, 45.1949255 -12.9121937, 45.1949262 -12.9121788, 45.1949326 -12.9120391)",,
532963322,,,Rue Cavani,residential,,True,False,120.679,"LINESTRING (45.1946238 -12.9132334, 45.1945742 -12.9132911, 45.194428 -12.9134615, 45.1942114 -12.9134367, 45.1941644 -12.9134293, 45.1938689 -12.9133824, 45.1938282 -12.9133821, 45.1937839 -12.9133923, 45.1937356 -12.913406, 45.1936294 -12.9133958)",,
988354348,2,,,residential,50,False,True,185.129,"LINESTRING (45.1946238 -12.9132334, 45.1946824 -12.9132495, 45.1948132 -12.9132727, 45.1950221 -12.9132949, 45.1952326 -12.9133184, 45.1953131 -12.9130883, 45.1954472 -12.91284, 45.1955464 -12.9123078)",,
