osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,junction,access
20966904,True,2,Porte de Bâle,primary,50,False,47.836,"LINESTRING (7.343541 47.7468127, 7.343471 47.7466525, 7.3433423 47.7464039)",,,
20966907,False,4,Porte de Bâle,primary,,True,11.256,"LINESTRING (7.343541 47.7468127, 7.3436346 47.7467939, 7.3436844 47.746782)",N 66,,
623372710,True,2,Rue Louis Pasteur,primary,50,False,44.245,"LINESTRING (7.343541 47.7468127, 7.3434792 47.7468465, 7.3433921 47.7468798, 7.3432765 47.7469058, 7.3431661 47.7469412, 7.3430107 47.7469836)",N 66,,
623372711,True,2,Rue Louis Pasteur,primary,50,False,6.115,"LINESTRING (7.3430107 47.7469836, 7.3430394 47.7469321)",N 66,,
30669522,False,,Rue Louis Pasteur,primary,50,False,67.00399999999999,"LINESTRING (7.3430107 47.7469836, 7.342905 47.7470657, 7.3425984 47.7473151, 7.3425331 47.7473632, 7.3424301 47.7474425)",N 66,,
28698504,False,,Porte de Bâle,primary,,False,15.594,"LINESTRING (7.3433423 47.7464039, 7.3434471 47.7463726, 7.3435319 47.7463455)",,,
28699057,True,,Avenue du Maréchal de Lattre de Tassigny,tertiary,,False,48.675000000000004,"LINESTRING (7.3433423 47.7464039, 7.343262 47.7463775, 7.343156 47.7463589, 7.3427184 47.7462826)",,,
147488469,True,,Rue Jules Ehrmann,residential,,False,86.076,"LINESTRING (7.3370497 47.742351, 7.3371984 47.7423989, 7.3372934 47.7424164, 7.337571 47.7424168, 7.3381811 47.7424219)",,,
150256353,True,,,secondary,50,False,11.413,"LINESTRING (7.3370497 47.742351, 7.3370376 47.7423842, 7.3370108 47.7424133, 7.3369718 47.7424353)",,roundabout,
150256353,True,,,secondary,50,False,11.819,"LINESTRING (7.3369718 47.7424353, 7.3369228 47.7424484, 7.3368702 47.7424502, 7.3368195 47.7424406)",,roundabout,
1105250439,True,,,secondary,50,False,13.468000000000002,"LINESTRING (7.3367309 47.742317, 7.3367473 47.7422888, 7.3367746 47.7422647, 7.3368107 47.7422466, 7.3368528 47.7422359)",,roundabout,
1105728112,True,,,secondary,50,False,14.658000000000001,"LINESTRING (7.3368528 47.7422359, 7.3368977 47.7422335, 7.3369418 47.7422394, 7.3369883 47.7422565, 7.3370241 47.7422828)",,roundabout,
150259184,True,,Rue du 17 Novembre,residential,,False,103.502,"LINESTRING (7.340354 47.7426195, 7.3411414 47.7430415, 7.3412775 47.7431153, 7.3413064 47.7431319, 7.3414347 47.7432011)",,,
"[846718896, 150260979]",True,,"['Pont Foch', 'Place du Général de Gaulle']",unclassified,,False,92.103,"LINESTRING (7.3426785 47.7438626, 7.3427593 47.7437951, 7.3427893 47.7437672, 7.3430021 47.7435904, 7.3431145 47.7434933, 7.3433054 47.7433283, 7.3433697 47.7432734, 7.3434403 47.7432118)",,,
150260983,True,2,Rue Jean-Jacques Henner,unclassified,,False,132.732,"LINESTRING (7.3426785 47.7438626, 7.3427763 47.743927, 7.3428605 47.7439755, 7.3438811 47.744545, 7.344037 47.7446305)",,,
30669537,False,,Rue des Bonnes Gens,primary,50,False,14.459999999999999,"LINESTRING (7.3449964 47.7451572, 7.3450446 47.7451179, 7.3451195 47.7450569)",,,
625272983,False,,Rue des Bonnes Gens,primary,50,True,43.382999999999996,"LINESTRING (7.3449964 47.7451572, 7.3449386 47.7452026, 7.3446191 47.7454536)",,,
125293755,True,,Rue de la Sinne,unclassified,,False,19.209,"LINESTRING (7.3342343 47.7433671, 7.3343068 47.743441, 7.3343811 47.7435088)",,,
150270281,True,,Porte du Miroir,secondary,,False,12.398,"LINESTRING (7.3342343 47.7433671, 7.3342139 47.7434017, 7.3341791 47.7434305, 7.3341331 47.7434511)",,roundabout,
150270281,True,,Porte du Miroir,secondary,,False,10.696,"LINESTRING (7.3341331 47.7434511, 7.3340636 47.7434624, 7.3339929 47.743455)",,roundabout,
620293111,True,,Rue Jacques Preiss,secondary,,False,16.423000000000002,"LINESTRING (7.3339929 47.743455, 7.3338699 47.7435207, 7.3338246 47.7435497)",,,
1105728115,True,,Porte du Miroir,secondary,,False,11.295,"LINESTRING (7.3339929 47.743455, 7.3339289 47.7434279, 7.3338866 47.7433859)",,roundabout,
