osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,name,ref,access
307129261,2,secondary,50,roundabout,True,False,18.809,"LINESTRING (2.1979957 48.992632, 2.1979921 48.9926069, 2.197996 48.992571, 2.1980113 48.9925364, 2.1980373 48.9925047, 2.1980729 48.9924774)",,,
56660016,1,tertiary,30,,True,False,46.051,"LINESTRING (2.1980729 48.9924774, 2.198083 48.9924282, 2.1980857 48.9923864, 2.1980817 48.9923389, 2.1980616 48.9922214, 2.198042 48.9921301, 2.1980401 48.9921215, 2.1980251 48.9920664)",Rue Jacques Verniol,,
307129261,2,secondary,50,roundabout,True,False,15.043000000000001,"LINESTRING (2.1980729 48.9924774, 2.1981136 48.9924566, 2.1981598 48.9924416, 2.1982095 48.9924329, 2.198261 48.9924307)",,,
307129261,2,secondary,50,roundabout,True,False,19.444000000000003,"LINESTRING (2.1983721 48.9924501, 2.1984096 48.9924658, 2.1984424 48.9924854, 2.1984696 48.9925085, 2.1984904 48.9925342, 2.1985043 48.9925619, 2.1985107 48.9925907)",,,
8301055,2,secondary,50,,True,False,36.36,"LINESTRING (2.1981859 48.9927658, 2.198136 48.9927753, 2.1980757 48.992789, 2.1980227 48.9928048, 2.1977568 48.9929267)",Boulevard Victor Bordier,D 14,
307129261,2,secondary,50,roundabout,True,False,21.432999999999996,"LINESTRING (2.1981859 48.9927658, 2.1981424 48.9927556, 2.1981024 48.9927404, 2.1980671 48.9927209, 2.1980376 48.9926975, 2.198015 48.9926711, 2.1980046 48.9926543, 2.1979957 48.992632)",,,
8301055,2,secondary,50,,True,False,108.729,"LINESTRING (2.1959078 48.9937668, 2.1951928 48.9940926, 2.1948933 48.9942411, 2.1948493 48.9942616, 2.1946958 48.9943355)",Boulevard Victor Bordier,D 14,
59172124,,residential,30,,False,False,136.368,"LINESTRING (2.1959078 48.9937668, 2.1959633 48.9938233, 2.1960379 48.9939052, 2.1963263 48.9942219, 2.1964901 48.9944018, 2.1966695 48.9946045, 2.1968683 48.9948188)",Rue Jacques Daguerre,,
686667432,,residential,,,True,False,14.092,"LINESTRING (2.1957174 48.9937455, 2.1959078 48.9937668)",Rue Jacques Daguerre,,
"[686667434, 162917762]",2,secondary,50,,True,False,208.989,"LINESTRING (2.1957174 48.9937455, 2.1959313 48.9936518, 2.1963167 48.9934842, 2.1965049 48.9934024, 2.1966608 48.9933308, 2.1975015 48.9929508, 2.1977954 48.9928154, 2.1978589 48.9927783, 2.1979073 48.9927436, 2.1979573 48.9926901, 2.1979957 48.992632)",Boulevard Victor Bordier,D 14,
8302009,,tertiary,30,,False,True,160.222,"LINESTRING (2.1946434 48.9942505, 2.1946123 48.9941885, 2.1945923 48.9941486, 2.1944118 48.9938317, 2.1939614 48.9929836, 2.1939069 48.9928932)",Rue du Général de Gaulle,,
8302010,,tertiary,,,False,False,10.195,"LINESTRING (2.1946434 48.9942505, 2.1946626 48.9942817, 2.1946761 48.9943036, 2.1946958 48.9943355)",Boulevard Victor Bordier,D 14,
"[686667433, 162587685]","['2', '3']",secondary,50,,True,False,96.42099999999999,"LINESTRING (2.1946434 48.9942505, 2.1947875 48.9941827, 2.1951459 48.9940046, 2.1955607 48.9938166, 2.1957174 48.9937455)",Boulevard Victor Bordier,D 14,
8302010,,tertiary,,,False,True,10.195,"LINESTRING (2.1946958 48.9943355, 2.1946761 48.9943036, 2.1946626 48.9942817, 2.1946434 48.9942505)",Boulevard Victor Bordier,D 14,
162587696,,residential,30,,False,True,107.79,"LINESTRING (2.1946958 48.9943355, 2.1947129 48.9943834, 2.1947196 48.9944179, 2.1947475 48.9946103, 2.1947127 48.9951317, 2.1946922 48.9953014)",Rue du Général de Gaulle,,
319154331,,residential,30,,False,False,25.876,"LINESTRING (2.1938209 48.9990345, 2.194135 48.9989264)",Allée Wolfgang Mozart,,
8302017,,residential,30,,False,True,182.807,"LINESTRING (2.1938209 48.9990345, 2.1938025 48.999011, 2.1926926 48.9975983, 2.1926728 48.9975732)",Rue Serge Launay,,
"[698321611, 331701782]",2,residential,30,,False,False,267.09000000000003,"LINESTRING (2.1938209 48.9990345, 2.1938451 48.9990657, 2.1944709 48.9998713, 2.1946148 49.0000654, 2.1946997 49.00007, 2.1950138 48.9999475, 2.1961766 48.9994938, 2.1962088 48.9994812, 2.1962601 48.9994612)","['Rue Serge Launay', 'Rue des Longues Raies']",,
1152251212,,residential,30,,False,True,79.253,"LINESTRING (2.1938209 48.9990345, 2.1929251 48.9993463, 2.1928612 48.9993685)",Rue Simone Eiffes,,
307129261,2,secondary,50,roundabout,True,False,2.858,"LINESTRING (2.1985107 48.9925907, 2.1985101 48.9926164)",,,
307129261,2,secondary,50,roundabout,True,False,12.298000000000002,"LINESTRING (2.1983513 48.9927583, 2.1983112 48.9927668, 2.1982696 48.9927709, 2.1982274 48.9927706, 2.1981859 48.9927658)",,,
34677631,1,secondary_link,50,,True,False,70.03899999999999,"LINESTRING (2.1986723 48.9929368, 2.1985274 48.9928879, 2.1984217 48.992862, 2.1983385 48.9928497, 2.1982552 48.9928466, 2.1981857 48.9928505, 2.1981179 48.9928558, 2.1980249 48.9928687, 2.1979125 48.9928907, 2.1977568 48.9929267)",Boulevard Victor Bordier,,
756279314,2,secondary,50,,True,False,31.898000000000003,"LINESTRING (2.1986723 48.9929368, 2.1986007 48.9928646, 2.1985593 48.9928285, 2.1985323 48.9928132, 2.1984988 48.9927978, 2.1984639 48.992785, 2.1984276 48.9927722, 2.1983962 48.9927652, 2.1983513 48.9927583)",Avenue des Frances,D 407,
8301055,2,secondary,50,,True,False,164.108,"LINESTRING (2.1977568 48.9929267, 2.1975621 48.9930129, 2.1974722 48.9930548, 2.197291 48.9931406, 2.1970316 48.9932628, 2.1968077 48.9933661, 2.1967632 48.9933856, 2.1964643 48.9935192, 2.1963205 48.9935817, 2.1961026 48.9936778, 2.1960351 48.9937068, 2.1959078 48.9937668)",Boulevard Victor Bordier,D 14,
"[645703442, 35280567]",2,secondary,50,,False,"[False, True]",172.722,"LINESTRING (2.2046447 48.9985866, 2.2047812 48.9987451, 2.2048388 48.9988155, 2.2048838 48.9988709, 2.20493 48.9989321, 2.2049595 48.9989691, 2.2049944 48.9990073, 2.2050538 48.99907, 2.2051399 48.9991719, 2.2052251 48.9992814, 2.2053508 48.9994423, 2.2056543 48.9998322, 2.2056722 48.9998553, 2.2057516 48.9999592)",Avenue des Frances,D 407,
947016604,1,secondary,50,,True,False,21.502000000000002,"LINESTRING (2.2046447 48.9985866, 2.2046041 48.9985612, 2.2045726 48.9985379, 2.2045512 48.9985177, 2.2044705 48.9984319)",Avenue des Frances,D 407,
52122671,,living_street,20,,True,False,94.28600000000002,"LINESTRING (2.1994373 48.9956329, 2.1994852 48.9956844, 2.1996861 48.9959004, 2.200003 48.9962411, 2.2000559 48.996298, 2.2001105 48.9963567)",Rue Guy de Maupassant,,
690735521,,living_street,20,,False,False,86.217,"LINESTRING (2.1994373 48.9956329, 2.1996015 48.995563, 2.1998124 48.9954693, 2.1999095 48.995432, 2.2000471 48.9953734, 2.2000846 48.9953575, 2.200241 48.995291, 2.2002717 48.9952779, 2.2004237 48.9952063)",Avenue Aristide Maillol,,
690735521,,living_street,20,,False,True,86.21700000000001,"LINESTRING (2.2004237 48.9952063, 2.2002717 48.9952779, 2.200241 48.995291, 2.2000846 48.9953575, 2.2000471 48.9953734, 2.1999095 48.995432, 2.1998124 48.9954693, 2.1996015 48.995563, 2.1994373 48.9956329)",Avenue Aristide Maillol,,
35280574,,residential,30,,False,True,148.81900000000002,"LINESTRING (2.2012189 48.9948638, 2.2012722 48.9948434, 2.2015214 48.9947386, 2.2017929 48.9946218, 2.2019682 48.9945495, 2.2021352 48.9944782, 2.2022022 48.994453, 2.202512 48.9943254, 2.2027143 48.9942386, 2.2028094 48.9941895, 2.2028769 48.994105)",Avenue Aristide Maillol,,
35280576,,residential,30,,True,False,19.668000000000003,"LINESTRING (2.2012189 48.9948638, 2.2011743 48.9948863, 2.2011034 48.9949242, 2.2010704 48.9949477, 2.2010295 48.9949875)",Avenue Aristide Maillol,,
"[162587689, 756279315, 759932869, 759932870]","['1', '2']",secondary,50,,True,False,298.557,"LINESTRING (2.1985101 48.9926164, 2.198537 48.9926627, 2.1985645 48.9926988, 2.1986216 48.9927679, 2.1987525 48.9929, 2.1988159 48.9929605, 2.1990379 48.9931775, 2.1995734 48.9937279, 2.1996897 48.9938196, 2.2004092 48.9945071, 2.2005513 48.9946466, 2.2007079 48.9947978, 2.2007451 48.9948265, 2.2007786 48.9948463)",Avenue des Frances,D 407,
307129261,2,secondary,50,roundabout,True,False,20.531,"LINESTRING (2.1985101 48.9926164, 2.198499 48.9926526, 2.1984762 48.9926864, 2.1984429 48.9927161, 2.1984006 48.9927405, 2.1983513 48.9927583)",,,
8302017,,residential,30,,False,False,182.807,"LINESTRING (2.1926728 48.9975732, 2.1926926 48.9975983, 2.1938025 48.999011, 2.1938209 48.9990345)",Rue Serge Launay,,
337314326,,residential,30,,False,False,38.759,"LINESTRING (2.1926728 48.9975732, 2.1927326 48.9975532, 2.1931462 48.997415)",Rue Claude Duhamel,,
1152251212,,residential,30,,False,False,79.253,"LINESTRING (2.1928612 48.9993685, 2.1929251 48.9993463, 2.1938209 48.9990345)",Rue Simone Eiffes,,
1072330422,2,residential,30,,False,True,12.909,"LINESTRING (2.1965415 48.9999618, 2.1965994 49.0000715)",Rue du Général de Gaulle,,
331670638,,residential,30,,True,False,59.986000000000004,"LINESTRING (2.1965415 48.9999618, 2.1963834 48.9997832, 2.1963591 48.9997418, 2.1963251 48.9996786, 2.1962961 48.9995817, 2.1962681 48.9994881, 2.1962601 48.9994612)",Rue du Général de Gaulle,,
331670641,,residential,30,,False,False,2.804,"LINESTRING (2.1953534 48.9980906, 2.1953283 48.9980715)",Rue du Général de Gaulle,,
52144136,,living_street,20,,False,False,217.74400000000003,"LINESTRING (2.1953534 48.9980906, 2.1954037 48.9980749, 2.195454 48.9980592, 2.1959192 48.997926, 2.1959954 48.9979014, 2.1960745 48.9978783, 2.1961935 48.9978402, 2.1962816 48.997812, 2.1965334 48.9977298, 2.1967855 48.997644, 2.1968779 48.997604, 2.1969889 48.9975571, 2.197197 48.9974693, 2.1978505 48.9971918, 2.1979596 48.9971455)",Rue Paul Cézanne,,
331670641,,residential,30,,False,True,90.32900000000001,"LINESTRING (2.1953534 48.9980906, 2.195382 48.9981333, 2.1955842 48.9984355, 2.195615 48.9984779, 2.1956387 48.9985153, 2.1958425 48.9988368)",Rue du Général de Gaulle,,
35286876,,residential,30,,False,True,23.094,"LINESTRING (2.1981656 48.9993068, 2.1983008 48.9994946)",Rue Alfred de Musset,,
37652120,,residential,30,,False,True,95.276,"LINESTRING (2.2021563 48.9994164, 2.2020984 48.999441, 2.2010608 48.9998829)",Allée Watteau,,
"[160316787, 159153331]",,residential,30,,False,False,202.25800000000004,"LINESTRING (2.2021563 48.9994164, 2.2018503 48.9991258, 2.2025329 48.9988329, 2.2026517 48.9987819, 2.2031978 48.9985476, 2.2036689 48.9983631, 2.2037327 48.9983368)","['Rue Pasteur', 'Avenue des Fauvettes']",,
35280571,,residential,30,,False,False,109.689,"LINESTRING (2.2003954 49.0001627, 2.2003713 49.0001405, 2.2003519 49.0001226, 2.2000577 48.9998518, 2.1999637 48.9997102, 2.1996897 48.9992974)",Rue des 24 Arpents,,
37652120,,residential,30,,False,False,57.657000000000004,"LINESTRING (2.2003954 49.0001627, 2.2004593 49.0001358, 2.2010608 48.9998829)",Allée Watteau,,
37652120,,residential,30,,False,False,95.276,"LINESTRING (2.2010608 48.9998829, 2.2020984 48.999441, 2.2021563 48.9994164)",Allée Watteau,,
37652120,,residential,30,,False,True,57.657000000000004,"LINESTRING (2.2010608 48.9998829, 2.2004593 49.0001358, 2.2003954 49.0001627)",Allée Watteau,,
