osmid,name,highway,junction,oneway,reversed,length,geometry,maxspeed,lanes,ref
513982251,Place du Rendez-Vous,secondary,roundabout,True,False,16.855,"LINESTRING (2.0199364 49.0333358, 2.0199241 49.0333225, 2.0199164 49.0333126, 2.0199066 49.0332964, 2.0198973 49.0332719, 2.0198929 49.0332401, 2.0198958 49.0332142, 2.0199019 49.0331902)",,,
513982251,Place du Rendez-Vous,secondary,roundabout,True,False,14.157999999999998,"LINESTRING (2.0202799 49.0333446, 2.0202554 49.0333585, 2.0202311 49.0333695, 2.0202025 49.0333789, 2.020177 49.033385, 2.02015 49.0333887, 2.0201222 49.0333903, 2.0201046 49.0333912)",,,
955861176,Avenue Martin Luther King,residential,,False,False,129.689,"LINESTRING (2.0202799 49.0333446, 2.0203223 49.033362, 2.0204218 49.0334067, 2.0204671 49.0334303, 2.0206383 49.0335313, 2.0207404 49.0335962, 2.0209938 49.0337412, 2.021019 49.0337984, 2.0210886 49.0339638, 2.0211941 49.0342769)",50,,
1045542152,Boulevard de l'Oise,secondary,,True,False,30.77,"LINESTRING (2.0208414 49.0325174, 2.0207686 49.0326251, 2.0207265 49.0326927, 2.0207059 49.0327351, 2.0206992 49.0327562, 2.0206982 49.0327641, 2.0207092 49.0327736)",50,,
"[23740176, 1045542154]",Boulevard de l'Oise,secondary,,False,False,258.16900000000004,"LINESTRING (2.0208414 49.0325174, 2.0208685 49.0324846, 2.0209359 49.0324009, 2.0209902 49.0323266, 2.0210251 49.0322804, 2.0211549 49.0321006, 2.0213029 49.0318765, 2.0215981 49.0313757, 2.0216145 49.0313454, 2.021622 49.0313236, 2.0216242 49.0313089, 2.0216252 49.0312952, 2.0216245 49.0312626, 2.0216238 49.0312355, 2.0216272 49.0312053, 2.0216735 49.0310939, 2.0217319 49.0309706, 2.0217754 49.0308722, 2.0218121 49.0307831, 2.0219027 49.0305983, 2.0219167 49.0305671, 2.0219822 49.0304199, 2.022015 49.0303391)",50,2,
"[23740176, 1045542154]",Boulevard de l'Oise,secondary,,False,True,258.169,"LINESTRING (2.022015 49.0303391, 2.0219822 49.0304199, 2.0219167 49.0305671, 2.0219027 49.0305983, 2.0218121 49.0307831, 2.0217754 49.0308722, 2.0217319 49.0309706, 2.0216735 49.0310939, 2.0216272 49.0312053, 2.0216238 49.0312355, 2.0216245 49.0312626, 2.0216252 49.0312952, 2.0216242 49.0313089, 2.021622 49.0313236, 2.0216145 49.0313454, 2.0215981 49.0313757, 2.0213029 49.0318765, 2.0211549 49.0321006, 2.0210251 49.0322804, 2.0209902 49.0323266, 2.0209359 49.0324009, 2.0208685 49.0324846, 2.0208414 49.0325174)",50,2,
176000331,Boulevard de l'Oise,secondary,,True,False,24.769000000000002,"LINESTRING (2.022015 49.0303391, 2.0220215 49.0303016, 2.0220248 49.0302638, 2.0220262 49.0302322, 2.0220263 49.0302126, 2.0220242 49.030186, 2.0220188 49.0301469, 2.0220102 49.0301174)",50,1,
23740187,Rond-Point de la Croix Lieu,secondary,roundabout,True,False,18.157999999999998,"LINESTRING (2.0220102 49.0301174, 2.0219838 49.030098, 2.0219612 49.0300767, 2.0219466 49.0300603, 2.0219383 49.0300462, 2.0219272 49.0300271, 2.0219173 49.0299995, 2.0219129 49.0299712)",50,1,
23740187,Rond-Point de la Croix Lieu,secondary,roundabout,True,False,17.758,"LINESTRING (2.0219129 49.0299712, 2.0219139 49.0299446, 2.0219199 49.0299182, 2.0219308 49.0298926, 2.0219463 49.029868, 2.0219663 49.0298449, 2.0219905 49.0298235)",50,1,
23754860,Avenue Gandhi,secondary,,True,False,23.06,"LINESTRING (2.0219129 49.0299712, 2.0218974 49.0299534, 2.02188 49.029938, 2.0218582 49.0299219, 2.0218446 49.0299153, 2.0217918 49.0298901, 2.0216672 49.0298472)",50,1,D 922
23740187,Rond-Point de la Croix Lieu,secondary,roundabout,True,False,18.433999999999997,"LINESTRING (2.022198 49.0297481, 2.0222368 49.0297461, 2.0222758 49.029747, 2.0223143 49.0297509, 2.0223519 49.0297578, 2.0223879 49.0297675, 2.0224381 49.0297865)",50,1,
23740288,Boulevard de l'Oise,secondary,,True,False,32.649,"LINESTRING (2.022198 49.0297481, 2.0222555 49.0297178, 2.0222884 49.0296967, 2.0223205 49.0296703, 2.0223501 49.0296399, 2.0223856 49.0295898, 2.022438 49.0295066)",50,1,
23740187,Rond-Point de la Croix Lieu,secondary,roundabout,True,False,15.088,"LINESTRING (2.0225349 49.0300681, 2.022521 49.0300818, 2.0224993 49.0301024, 2.0224749 49.0301196, 2.0224478 49.0301351, 2.0224182 49.0301485, 2.0223867 49.0301598)",50,1,
1045542173,Avenue de la Paix,tertiary,,True,False,14.936000000000002,"LINESTRING (2.0225349 49.0300681, 2.0225304 49.030095, 2.0225282 49.0301164, 2.0225298 49.0301398, 2.0225351 49.0301618, 2.0225445 49.0301807, 2.0225597 49.0301983)",50,,D 922
176204905,Boulevard de l'Oise,secondary,,False,False,58.309,"LINESTRING (2.022438 49.0295066, 2.0226496 49.0290009)",50,2,
138718919,Boulevard de l'Oise,secondary,,True,False,31.492999999999995,"LINESTRING (2.022438 49.0295066, 2.0224178 49.0296008, 2.0224124 49.0296567, 2.0224111 49.0296887, 2.0224138 49.0297217, 2.0224191 49.0297485, 2.0224278 49.0297666, 2.0224381 49.0297865)",50,1,
27757918,Avenue Jacques Brel,residential,,False,False,90.599,"LINESTRING (2.0230272 49.027768, 2.0229086 49.027767, 2.0227733 49.0277638, 2.0227276 49.0277636, 2.0225673 49.0277617, 2.0224129 49.0277578, 2.0222676 49.0277494, 2.0221733 49.027743, 2.0220631 49.0277318, 2.0219819 49.0277208, 2.0218793 49.0277036, 2.0217958 49.0276874)",50,2,
176204905,Boulevard de l'Oise,secondary,,False,True,140.39899999999997,"LINESTRING (2.0230272 49.027768, 2.023024 49.0278408, 2.0230127 49.0279214, 2.0230085 49.0279446, 2.0229837 49.0280835, 2.02295 49.028239, 2.0229234 49.02835, 2.0228979 49.028452, 2.0228615 49.0285457, 2.0228386 49.028597, 2.0228134 49.0286481, 2.0227812 49.028707, 2.0227598 49.0287444, 2.022747 49.0287707, 2.0227236 49.0288248, 2.0226995 49.0288807, 2.0226496 49.0290009)",50,2,
1038378917,Avenue Camille Claudel,residential,,False,True,64.05000000000001,"LINESTRING (2.0230272 49.027768, 2.0232694 49.0277774, 2.0232996 49.0277749, 2.0233284 49.0277718, 2.0233665 49.0277646, 2.0234102 49.0277538, 2.023843 49.0276297, 2.0238591 49.0276252)",50,2,
23738241,Avenue de la Paix,tertiary,,False,False,221.50900000000001,"LINESTRING (2.0241385 49.0312507, 2.0242775 49.0313434, 2.0254379 49.0321029, 2.025832 49.0323593, 2.0262661 49.0326723)",50,,D 922
23754547,Avenue Camille Claudel,residential,,False,False,48.69,"LINESTRING (2.0241385 49.0312507, 2.0241845 49.0311987, 2.0244174 49.0309212, 2.0244745 49.030873)",50,2,
27738469,Avenue Flora Tristan,residential,,False,False,50.551,"LINESTRING (2.0241385 49.0312507, 2.0240776 49.0313275, 2.0238057 49.0316495)",30,,
"[1046224242, 1012296926]",Avenue de la Paix,tertiary,,False,True,164.15300000000002,"LINESTRING (2.0241385 49.0312507, 2.0240635 49.0311988, 2.0233646 49.0307373, 2.0229585 49.0304646, 2.0227993 49.0303606, 2.0226431 49.0302585, 2.0225597 49.0301983)",50,,D 922
23738241,Avenue de la Paix,tertiary,,False,True,221.50900000000001,"LINESTRING (2.0262661 49.0326723, 2.025832 49.0323593, 2.0254379 49.0321029, 2.0242775 49.0313434, 2.0241385 49.0312507)",50,,D 922
1046224245,Avenue de la Paix,tertiary,,True,False,77.41,"LINESTRING (2.0262661 49.0326723, 2.0264351 49.0327865, 2.0265766 49.032901, 2.0267723 49.0330529, 2.0269505 49.0332038)",,,D 922
1046224247,Avenue de la Paix,tertiary,,True,False,78.84200000000001,"LINESTRING (2.0269505 49.0332038, 2.0268521 49.0331474, 2.0268012 49.0331255, 2.0267542 49.0331096, 2.0267107 49.0330934, 2.0266724 49.0330731, 2.0266255 49.0330402, 2.0264998 49.0329369, 2.0264277 49.0328731, 2.0264022 49.0328454, 2.026374 49.0328107, 2.0262661 49.0326723)",,,D 922
27752256,Avenue Gavroche,residential,,False,True,46.749,"LINESTRING (2.027137 49.0286964, 2.0269023 49.0287522, 2.0265394 49.0288486)",30,2,
27752397,Rue des Aulnes,residential,,False,True,33.632999999999996,"LINESTRING (2.027137 49.0286964, 2.0271549 49.0287276, 2.0272994 49.0289795)",30,,
"[1039731003, 23759547]",Avenue Sigmund Freud,residential,,False,False,87.502,"LINESTRING (2.0248051 49.0258871, 2.0247432 49.025988, 2.0246869 49.0260901, 2.0246521 49.0261665, 2.024617 49.0262493, 2.0245767 49.0263482, 2.0244673 49.0266411)","['30', '50']",2,
