osmid,name,highway,junction,oneway,reversed,length,geometry,lanes,ref,maxspeed
42753270,Rond-Point de Koumac,primary,roundabout,True,False,12.135,"LINESTRING (164.281181 -20.5612419, 164.2811522 -20.5612463, 164.2811254 -20.561257, 164.2811021 -20.5612733, 164.2810836 -20.5612944)",,,
74483127,Avenue Émile Frouin,primary,,True,False,330.273,"LINESTRING (164.281181 -20.5612419, 164.2810705 -20.5611234, 164.280986 -20.5609794, 164.2807395 -20.5604932, 164.2803439 -20.5598201, 164.2799702 -20.5591831, 164.2798564 -20.5589536, 164.2797757 -20.5587519, 164.2797497 -20.558607)",1,RT1,50
42753270,Rond-Point de Koumac,primary,roundabout,True,False,13.935,"LINESTRING (164.2812234 -20.5614632, 164.2812626 -20.5614431, 164.2812913 -20.5614112, 164.2813058 -20.5613717)",,,
74482097,Avenue Émile Frouin,primary,,True,False,431.328,"LINESTRING (164.2812234 -20.5614632, 164.2813796 -20.5615451, 164.28148 -20.5616127, 164.2816146 -20.5617184, 164.281811 -20.5618468, 164.2821168 -20.5619799, 164.2822045 -20.5619934, 164.2822737 -20.5620041, 164.2824781 -20.5620356, 164.2830259 -20.5621259, 164.2838491 -20.562229, 164.2847432 -20.5623653, 164.284961 -20.5624223, 164.2850527 -20.562452, 164.285146 -20.5624988)",1,RT1,50
42753270,Rond-Point de Koumac,primary,roundabout,True,False,8.463999999999999,"LINESTRING (164.2810836 -20.5612944, 164.2810679 -20.5613295, 164.2810654 -20.5613675)",,,
42753270,Rond-Point de Koumac,primary,roundabout,True,False,3.712,"LINESTRING (164.2813058 -20.5613717, 164.281307 -20.5613551, 164.2813057 -20.5613384)",,,
42785105,Rue Louise Maignant,unclassified,,False,True,390.67499999999995,"LINESTRING (164.2784341 -20.5652154, 164.278549 -20.5651622, 164.2788194 -20.5651327, 164.2791995 -20.5651676, 164.2795362 -20.5652169, 164.280237 -20.5653937, 164.2804592 -20.5654506, 164.2805292 -20.5654524, 164.2805942 -20.565454, 164.2807243 -20.565428, 164.2807851 -20.5653611, 164.2808268 -20.5652267, 164.2808718 -20.5642568, 164.2808742 -20.5641398)",2,,50
74483136,,unclassified,,False,True,58.117999999999995,"LINESTRING (164.2784341 -20.5652154, 164.2781632 -20.5652296, 164.2778767 -20.5652151)",,CR35,50
74483141,Route de Pandop,unclassified,,False,False,51.619,"LINESTRING (164.2784341 -20.5652154, 164.2782506 -20.5653658, 164.2781472 -20.5655809)",,RM5,50
74483141,Route de Pandop,unclassified,,False,True,51.619,"LINESTRING (164.2781472 -20.5655809, 164.2782506 -20.5653658, 164.2784341 -20.5652154)",,RM5,50
183119801,,unclassified,,False,True,51.966,"LINESTRING (164.2781472 -20.5655809, 164.2781218 -20.565482, 164.2780574 -20.5653589, 164.2780145 -20.5652911, 164.2778767 -20.5652151)",,,
725981943,Avenue Émile Frouin,primary,,True,False,65.627,"LINESTRING (164.2793809 -20.5579818, 164.2795666 -20.5584054, 164.2796144 -20.5585299)",,RT1,50
725975869,Rue Lucien Medéric,residential,,True,False,39.111,"LINESTRING (164.2855143 -20.5620957, 164.2854593 -20.5621313, 164.2853338 -20.5622212, 164.285217 -20.5623105)",,,50
42785105,Rue Louise Maignant,unclassified,,False,True,7.81,"LINESTRING (164.2808742 -20.5641398, 164.2808765 -20.5640696)",2,,50
42785105,Rue Louise Maignant,unclassified,,False,False,390.675,"LINESTRING (164.2808742 -20.5641398, 164.2808718 -20.5642568, 164.2808268 -20.5652267, 164.2807851 -20.5653611, 164.2807243 -20.565428, 164.2805942 -20.565454, 164.2805292 -20.5654524, 164.2804592 -20.5654506, 164.280237 -20.5653937, 164.2795362 -20.5652169, 164.2791995 -20.5651676, 164.2788194 -20.5651327, 164.278549 -20.5651622, 164.2784341 -20.5652154)",2,,50
74482089,Rue Roger Trouillot,residential,,False,False,116.96799999999999,"LINESTRING (164.2808742 -20.5641398, 164.2816233 -20.5638885, 164.2819334 -20.5637891)",,,50
74482113,Rue Roger Trouillot,residential,,True,False,27.703,"LINESTRING (164.2850996 -20.5626809, 164.2851409 -20.5626666, 164.2851813 -20.5626414, 164.2852387 -20.5625962, 164.2853008 -20.5625246)",,,50
"[74482089, 895381738]",Rue Roger Trouillot,residential,,False,True,203.84500000000003,"LINESTRING (164.2850996 -20.5626809, 164.2850299 -20.5627288, 164.2849721 -20.5627559, 164.2848508 -20.5628008, 164.2847253 -20.5628509, 164.2846562 -20.5628785, 164.2844031 -20.5629774, 164.2841999 -20.5630507, 164.2838227 -20.5631803, 164.2832832 -20.5633556)",,,50
74483126,Rue A. Hannequin,residential,,False,False,82.515,"LINESTRING (164.2800763 -20.562594, 164.2795312 -20.5620553)",,,50
74483126,Rue A. Hannequin,residential,,False,True,82.515,"LINESTRING (164.2795312 -20.5620553, 164.2800763 -20.562594)",,,50
74483134,Rue Camille Girard,residential,,False,True,106.026,"LINESTRING (164.2795312 -20.5620553, 164.2787694 -20.5626881)",,,50
74483134,Rue Camille Girard,residential,,False,False,189.311,"LINESTRING (164.2795312 -20.5620553, 164.2806081 -20.5611749, 164.2809491 -20.5610002)",,,50
74483134,Rue Camille Girard,residential,,False,True,189.311,"LINESTRING (164.2809491 -20.5610002, 164.2806081 -20.5611749, 164.2795312 -20.5620553)",,,50
410050440,Avenue Émile Frouin,primary,,True,False,35.634,"LINESTRING (164.2809491 -20.5610002, 164.2810246 -20.5611439, 164.2810836 -20.5612944)",1,RT1,50
74483134,Rue Camille Girard,residential,,False,False,106.54499999999999,"LINESTRING (164.278013 -20.5633335, 164.2780526 -20.5632997, 164.2787694 -20.5626881)",,,50
74483134,Rue Camille Girard,residential,,False,False,106.026,"LINESTRING (164.2787694 -20.5626881, 164.2795312 -20.5620553)",,,50
74483135,Rue Jacques Heyman,residential,,False,True,95.598,"LINESTRING (164.2787694 -20.5626881, 164.2794024 -20.5633109)",,,50
74483134,Rue Camille Girard,residential,,False,True,106.54499999999999,"LINESTRING (164.2787694 -20.5626881, 164.2780526 -20.5632997, 164.278013 -20.5633335)",,,50
74483135,Rue Jacques Heyman,residential,,False,False,95.598,"LINESTRING (164.2794024 -20.5633109, 164.2787694 -20.5626881)",,,50
74483136,,unclassified,,False,False,58.117999999999995,"LINESTRING (164.2778767 -20.5652151, 164.2781632 -20.5652296, 164.2784341 -20.5652154)",,CR35,50
183119801,,unclassified,,False,False,51.966,"LINESTRING (164.2778767 -20.5652151, 164.2780145 -20.5652911, 164.2780574 -20.5653589, 164.2781218 -20.565482, 164.2781472 -20.5655809)",,,
42753269,Avenue Georges Baudoux,tertiary,,False,False,114.342,"LINESTRING (164.2851233 -20.5578294, 164.2855865 -20.5574067, 164.2859098 -20.5571117)",2,VU1,50
42753269,Avenue Georges Baudoux,tertiary,,False,True,538.2239999999999,"LINESTRING (164.2851233 -20.5578294, 164.2844889 -20.5583916, 164.283771 -20.5590278, 164.2834969 -20.5592706, 164.2834695 -20.5592949, 164.2831877 -20.5595446, 164.2825557 -20.5601046, 164.2822176 -20.5604187, 164.2820951 -20.5605326, 164.2819915 -20.5606289, 164.281829 -20.5607799, 164.2813937 -20.5611517, 164.2813777 -20.561165)",2,VU1,50
74484504,Rue Jules Talon,residential,,False,True,108.50299999999999,"LINESTRING (164.2851233 -20.5578294, 164.2849775 -20.557687, 164.2847962 -20.5575099, 164.2844021 -20.557125)",,,50
74484504,Rue Jules Talon,residential,,False,False,108.503,"LINESTRING (164.2844021 -20.557125, 164.2847962 -20.5575099, 164.2849775 -20.557687, 164.2851233 -20.5578294)",,,50
74486784,Rue Hélène de St. Quentin,residential,,False,True,187.204,"LINESTRING (164.2844021 -20.557125, 164.2840158 -20.5574896, 164.2839307 -20.5575377, 164.2838371 -20.5575705, 164.2837373 -20.5575303, 164.2829483 -20.5570828, 164.282931 -20.5570752)",,,50
42753269,Avenue Georges Baudoux,tertiary,,False,True,114.342,"LINESTRING (164.2859098 -20.5571117, 164.2855865 -20.5574067, 164.2851233 -20.5578294)",2,VU1,50
75722948,Impasse Henri Mignerey,residential,,False,False,132.183,"LINESTRING (164.2823439 -20.564914, 164.2819334 -20.5637891)",,,30
74482089,Rue Roger Trouillot,residential,,False,False,69.948,"LINESTRING (164.2819334 -20.5637891, 164.2825691 -20.5635855)",,,50
75722948,Impasse Henri Mignerey,residential,,False,True,132.183,"LINESTRING (164.2819334 -20.5637891, 164.2823439 -20.564914)",,,30
74482089,Rue Roger Trouillot,residential,,False,True,116.96799999999999,"LINESTRING (164.2819334 -20.5637891, 164.2816233 -20.5638885, 164.2808742 -20.5641398)",,,50
75722949,Impasse des Marais,residential,,False,False,52.28,"LINESTRING (164.283469 -20.5637924, 164.2832832 -20.5633556)",,,30
75722949,Impasse des Marais,residential,,False,True,52.28,"LINESTRING (164.2832832 -20.5633556, 164.283469 -20.5637924)",,,30
"[74482089, 895381738]",Rue Roger Trouillot,residential,,False,False,203.845,"LINESTRING (164.2832832 -20.5633556, 164.2838227 -20.5631803, 164.2841999 -20.5630507, 164.2844031 -20.5629774, 164.2846562 -20.5628785, 164.2847253 -20.5628509, 164.2848508 -20.5628008, 164.2849721 -20.5627559, 164.2850299 -20.5627288, 164.2850996 -20.5626809)",,,50
74482089,Rue Roger Trouillot,residential,,False,True,78.618,"LINESTRING (164.2832832 -20.5633556, 164.2830341 -20.5634365, 164.2825691 -20.5635855)",,,50
75722950,Impasse J. Baudeau,residential,,False,False,82.03,"LINESTRING (164.282836 -20.5642796, 164.2825691 -20.5635855)",,,30
74482089,Rue Roger Trouillot,residential,,False,True,69.948,"LINESTRING (164.2825691 -20.5635855, 164.2819334 -20.5637891)",,,50
75722950,Impasse J. Baudeau,residential,,False,True,82.03,"LINESTRING (164.2825691 -20.5635855, 164.282836 -20.5642796)",,,30
74482089,Rue Roger Trouillot,residential,,False,False,78.618,"LINESTRING (164.2825691 -20.5635855, 164.2830341 -20.5634365, 164.2832832 -20.5633556)",,,50
725975868,,primary,roundabout,True,False,17.256,"LINESTRING (164.2853124 -20.5625176, 164.2853353 -20.5624976, 164.285352 -20.5624728, 164.2853615 -20.5624448, 164.2853632 -20.5624155, 164.2853543 -20.5623786)",1,RT1,50
725975868,,primary,roundabout,True,False,22.880000000000003,"LINESTRING (164.2851822 -20.5623219, 164.2851528 -20.5623423, 164.285131 -20.5623699, 164.2851188 -20.5624022, 164.2851174 -20.5624365, 164.2851267 -20.5624697, 164.285146 -20.5624988)",1,RT1,50
725975870,Avenue Émile Frouin,primary,,True,False,428.024,"LINESTRING (164.2851822 -20.5623219, 164.2847548 -20.5623133, 164.2845522 -20.5622876, 164.2838575 -20.5621834, 164.2831488 -20.5620816, 164.282546 -20.561995, 164.2821618 -20.5619226, 164.2818553 -20.5618176, 164.2816951 -20.5617141, 164.2814217 -20.5614968, 164.2813577 -20.5614367, 164.2813058 -20.5613717)",1,RT1,50
198663892,,residential,,False,True,194.88400000000001,"LINESTRING (164.2813217 -20.5592914, 164.281083 -20.5593768, 164.2810347 -20.559294, 164.280906 -20.5589926, 164.2807423 -20.5587088, 164.2805385 -20.55843, 164.2804607 -20.5583371, 164.2801843 -20.5581558)",,,50
74484505,Rue William Boarat,tertiary,,False,False,46.658,"LINESTRING (164.2801843 -20.5581558, 164.2800659 -20.5582719, 164.2799196 -20.5584045, 164.2798849 -20.5584292, 164.2798637 -20.5584484)",,,50
198663892,,residential,,False,False,194.88400000000001,"LINESTRING (164.2801843 -20.5581558, 164.2804607 -20.5583371, 164.2805385 -20.55843, 164.2807423 -20.5587088, 164.280906 -20.5589926, 164.2810347 -20.559294, 164.281083 -20.5593768, 164.2813217 -20.5592914)",,,50
74486784,Rue Hélène de St. Quentin,residential,,False,False,187.20399999999998,"LINESTRING (164.282931 -20.5570752, 164.2829483 -20.5570828, 164.2837373 -20.5575303, 164.2838371 -20.5575705, 164.2839307 -20.5575377, 164.2840158 -20.5574896, 164.2844021 -20.557125)",,,50
725975868,,primary,roundabout,True,False,1.437,"LINESTRING (164.2853008 -20.5625246, 164.2853124 -20.5625176)",1,RT1,50
725975868,,primary,roundabout,True,False,1.295,"LINESTRING (164.285146 -20.5624988, 164.2851545 -20.5625073)",1,RT1,50
74482111,,residential,,True,False,34.99,"LINESTRING (164.2853458 -20.5623643, 164.2853604 -20.5623191, 164.2853754 -20.5622799, 164.2853961 -20.5622471, 164.285425 -20.562204, 164.2855143 -20.5620957)",,,
725975868,,primary,roundabout,True,False,15.567,"LINESTRING (164.2853458 -20.5623643, 164.2853218 -20.5623374, 164.2852904 -20.5623185, 164.2852543 -20.5623092, 164.285217 -20.5623105)",1,RT1,50
725975868,,primary,roundabout,True,False,16.409999999999997,"LINESTRING (164.2851545 -20.5625073, 164.2851798 -20.5625249, 164.2852091 -20.5625359, 164.2852403 -20.5625396, 164.2852716 -20.5625357, 164.2853008 -20.5625246)",1,RT1,50
725975872,Rue Roger Trouillot,residential,,True,False,20.133,"LINESTRING (164.2851545 -20.5625073, 164.2851307 -20.5625804, 164.2851188 -20.5626176, 164.2850996 -20.5626809)",,,50
725975868,,primary,roundabout,True,False,3.838,"LINESTRING (164.285217 -20.5623105, 164.2851822 -20.5623219)",1,RT1,50
725975868,,primary,roundabout,True,False,1.82,"LINESTRING (164.2853543 -20.5623786, 164.2853458 -20.5623643)",1,RT1,50
725981940,Rue William Boarat,tertiary,,True,False,17.154,"LINESTRING (164.2797644 -20.5585715, 164.2798637 -20.5584484)",1,,
725981942,,primary,roundabout,True,False,10.664000000000001,"LINESTRING (164.2797644 -20.5585715, 164.279764 -20.5585523, 164.2797583 -20.5585339, 164.2797478 -20.5585175, 164.279733 -20.5585042, 164.2797151 -20.5584948)",1,RT1,50
725981942,,primary,roundabout,True,False,4.27,"LINESTRING (164.2797497 -20.558607, 164.2797595 -20.5585902, 164.2797644 -20.5585715)",1,RT1,50
