osmid,name,highway,oneway,reversed,length,ref,bridge,maxspeed,geometry,lanes
1009149746,Rue Bacar Ridjali,residential,False,False,18.826,,,,"LINESTRING (45.0872073 -12.7610857, 45.0872134 -12.7612549)",
"[524968197, 524968198, 1033727600, 1033727601, 1039072216, 1039072217]","['Route Andimaka', ""Rue d'Andimaka""]",secondary,False,True,357.896,D 1,yes,"['50', '30']","LINESTRING (45.0872073 -12.7610857, 45.0873573 -12.7610568, 45.0873758 -12.7610532, 45.0874472 -12.7610416, 45.087546 -12.7610303, 45.0876237 -12.761029, 45.0876922 -12.7610357, 45.0877658 -12.7610512, 45.0878622 -12.7610754, 45.0879637 -12.7610938, 45.0880692 -12.7611123, 45.0881729 -12.7611242, 45.0883024 -12.7611242, 45.0884076 -12.761106, 45.088478 -12.761083, 45.0885273 -12.7610521, 45.088588 -12.760998, 45.0886325 -12.7609406, 45.0886631 -12.7608803, 45.0886948 -12.7608039, 45.0887241 -12.7607155, 45.0887372 -12.7606301, 45.0887382 -12.7605022, 45.0887328 -12.7602838, 45.088732 -12.7602531, 45.0887234 -12.7599137, 45.088711 -12.7592086)",
1032577705,Boulevard Amir Ridjali,secondary,False,False,29.880000000000003,D 1,,30,"LINESTRING (45.0872073 -12.7610857, 45.08713 -12.7611008, 45.0870732 -12.7611118, 45.086957 -12.7611261, 45.0869354 -12.7611275)",
1078962206,Rue M'Colo Maïnty,residential,False,False,38.212,,,30,"LINESTRING (45.0872073 -12.7610857, 45.0872073 -12.7610581, 45.0872215 -12.7610235, 45.0872553 -12.7609715, 45.0873425 -12.7608577, 45.0873595 -12.7608283, 45.0873676 -12.7608081, 45.0873697 -12.7607885)",
1032577705,Boulevard Amir Ridjali,secondary,False,False,23.228,D 1,,30,"LINESTRING (45.0869354 -12.7611275, 45.0868244 -12.7611248, 45.0867225 -12.7611092)",
1032577705,Boulevard Amir Ridjali,secondary,False,True,29.880000000000003,D 1,,30,"LINESTRING (45.0869354 -12.7611275, 45.086957 -12.7611261, 45.0870732 -12.7611118, 45.08713 -12.7611008, 45.0872073 -12.7610857)",
533199232,Rue Fangalatorou,residential,False,True,68.99,,,50,"LINESTRING (45.0867225 -12.7611092, 45.0867247 -12.7610745, 45.0867272 -12.7610359, 45.0867164 -12.7609823, 45.0867031 -12.7609391, 45.0866779 -12.76089, 45.0866521 -12.7608603, 45.0866112 -12.7608247, 45.0865892 -12.7607862, 45.0865737 -12.7607496, 45.0865482 -12.7606742, 45.0865121 -12.7605419)",2
1032577705,Boulevard Amir Ridjali,secondary,False,False,96.517,D 1,,30,"LINESTRING (45.0867225 -12.7611092, 45.0866535 -12.7610993, 45.086575 -12.7610778, 45.0864892 -12.7610523, 45.0863604 -12.7610176, 45.0862545 -12.7609914, 45.0862423 -12.7609888, 45.0858578 -12.7609065)",
1032577705,Boulevard Amir Ridjali,secondary,False,True,23.228,D 1,,30,"LINESTRING (45.0867225 -12.7611092, 45.0868244 -12.7611248, 45.0869354 -12.7611275)",
311652816,Rue Bacar Tsimanda,residential,True,False,34.72,,,50,"LINESTRING (45.0858578 -12.7609065, 45.0858139 -12.7610562, 45.0857619 -12.7612043)",
1032577705,Boulevard Amir Ridjali,secondary,False,False,166.20399999999998,D 1,,30,"LINESTRING (45.0858578 -12.7609065, 45.0857353 -12.7608847, 45.085678 -12.7608745, 45.0856321 -12.7608663, 45.0854057 -12.7608261, 45.0853503 -12.7608203, 45.0853298 -12.7608203, 45.0852404 -12.7608263, 45.0851519 -12.7608361, 45.0851311 -12.7608384, 45.0849809 -12.760855, 45.0849451 -12.7608616, 45.0849051 -12.7608689, 45.0848004 -12.760888, 45.0844567 -12.7609532, 45.0843463 -12.760973)",
1032577705,Boulevard Amir Ridjali,secondary,False,True,96.51700000000001,D 1,,30,"LINESTRING (45.0858578 -12.7609065, 45.0862423 -12.7609888, 45.0862545 -12.7609914, 45.0863604 -12.7610176, 45.0864892 -12.7610523, 45.086575 -12.7610778, 45.0866535 -12.7610993, 45.0867225 -12.7611092)",
311652797,Rue Cavani,residential,False,True,89.316,,,50,"LINESTRING (45.0843463 -12.760973, 45.0843557 -12.7609118, 45.0844123 -12.7605513, 45.0844367 -12.7601754)",
1032577705,Boulevard Amir Ridjali,secondary,False,True,166.204,D 1,,30,"LINESTRING (45.0843463 -12.760973, 45.0844567 -12.7609532, 45.0848004 -12.760888, 45.0849051 -12.7608689, 45.0849451 -12.7608616, 45.0849809 -12.760855, 45.0851311 -12.7608384, 45.0851519 -12.7608361, 45.0852404 -12.7608263, 45.0853298 -12.7608203, 45.0853503 -12.7608203, 45.0854057 -12.7608261, 45.0856321 -12.7608663, 45.085678 -12.7608745, 45.0857353 -12.7608847, 45.0858578 -12.7609065)",
"[311652817, 1080866714, 1080866715]","['Rue Abdallah Djoumoi', 'Rue du stade']",residential,False,False,354.361,,,50,"LINESTRING (45.0843463 -12.760973, 45.0843454 -12.7610294, 45.0843488 -12.7610916, 45.0843555 -12.7611353, 45.0843595 -12.7611713, 45.0843595 -12.7611922, 45.0843514 -12.761236, 45.0843347 -12.7612968, 45.0843105 -12.7613583, 45.084279 -12.761425, 45.0841924 -12.7615933, 45.0840517 -12.7618913, 45.0838211 -12.7623616, 45.0840866 -12.7624832, 45.0841057 -12.7624884, 45.0841258 -12.7624871, 45.0841469 -12.762481, 45.0841811 -12.7624547, 45.0842053 -12.7624361, 45.0842224 -12.762426, 45.0842405 -12.7624204, 45.084268 -12.7624194, 45.0842951 -12.7624269, 45.0845609 -12.7625544, 45.084611 -12.7625741, 45.0846458 -12.7625843, 45.0846774 -12.7625816, 45.0847062 -12.7625682, 45.084736 -12.7625463, 45.0848054 -12.7623976, 45.0848299 -12.7623785, 45.0848641 -12.7623714, 45.0848824 -12.7623756, 45.0853019 -12.7625609)",1
311652818,Rue Fangalatorou,residential,False,True,351.375,,,50,"LINESTRING (45.0841275 -12.7560283, 45.0841721 -12.7560129, 45.084208 -12.7559956, 45.0842851 -12.7559511, 45.0843564 -12.7559189, 45.0843924 -12.7559027, 45.0844789 -12.7558713, 45.0845473 -12.7558602, 45.0846224 -12.7558608, 45.0847587 -12.755876, 45.0848275 -12.7558837, 45.0849516 -12.7559132, 45.0850696 -12.7559429, 45.0851481 -12.7559681, 45.0852168 -12.7559975, 45.0852691 -12.7560328, 45.0853084 -12.756075, 45.0853645 -12.7561632, 45.0853938 -12.7562307, 45.0854136 -12.7563173, 45.085422 -12.7564063, 45.085425 -12.7564664, 45.085424 -12.756539, 45.0854156 -12.756643, 45.0854084 -12.7567537, 45.0854069 -12.7568163, 45.0854069 -12.756868, 45.0854121 -12.7569382, 45.0854277 -12.756985, 45.0854481 -12.7570357, 45.0854747 -12.7570907, 45.0855025 -12.7571361, 45.0855263 -12.7571813, 45.0855417 -12.7572198, 45.0855528 -12.7572567, 45.0855608 -12.757314, 45.0855635 -12.7573952, 45.0855618 -12.7574906, 45.0855652 -12.7576122, 45.0855685 -12.7576682, 45.0855719 -12.7577372, 45.0855722 -12.7578346, 45.0855688 -12.7578879, 45.0855578 -12.7579425)",
382967910,Rue Antanambao,residential,False,False,356.88000000000017,,,50,"LINESTRING (45.0841275 -12.7560283, 45.0842195 -12.7561096, 45.0842608 -12.756143, 45.0844791 -12.7562958, 45.084577 -12.7563634, 45.0846476 -12.7564156, 45.0847011 -12.7564648, 45.0847603 -12.7565326, 45.084798 -12.7565842, 45.0848202 -12.7566499, 45.0848206 -12.7566581, 45.0848221 -12.7566881, 45.0848111 -12.7567264, 45.0848001 -12.7567473, 45.0847621 -12.7567928, 45.0847152 -12.7568507, 45.0846797 -12.7569, 45.0846716 -12.7569324, 45.084673 -12.756952, 45.0846787 -12.7569751, 45.0846901 -12.7570066, 45.0847055 -12.7570387, 45.0847377 -12.7570936, 45.0847626 -12.7571523, 45.0847771 -12.7572634, 45.0847791 -12.757279, 45.0847821 -12.7573018, 45.08479 -12.7574102, 45.0847843 -12.7574566, 45.0847538 -12.7575099, 45.0847283 -12.7575597, 45.0847082 -12.7575992, 45.0847038 -12.7576237, 45.0847052 -12.7576551, 45.0847199 -12.7577368, 45.0847289 -12.7577797, 45.0847356 -12.7578251, 45.0847451 -12.7578752, 45.0847609 -12.7579203, 45.0847833 -12.7579637, 45.0848168 -12.7580033, 45.084846 -12.7580249, 45.084864 -12.7580338, 45.0848939 -12.7580462, 45.0849291 -12.7580504, 45.0849707 -12.7580459, 45.0850133 -12.7580335, 45.0851293 -12.7579863, 45.0853345 -12.7578675, 45.085359 -12.7578546, 45.0853828 -12.7578457, 45.0854022 -12.7578446, 45.0854243 -12.7578477, 45.0854471 -12.757856, 45.0854666 -12.7578667, 45.0854974 -12.7578928, 45.0855578 -12.7579425)",
311652818,Rue Fangalatorou,residential,False,False,351.375,,,50,"LINESTRING (45.0855578 -12.7579425, 45.0855688 -12.7578879, 45.0855722 -12.7578346, 45.0855719 -12.7577372, 45.0855685 -12.7576682, 45.0855652 -12.7576122, 45.0855618 -12.7574906, 45.0855635 -12.7573952, 45.0855608 -12.757314, 45.0855528 -12.7572567, 45.0855417 -12.7572198, 45.0855263 -12.7571813, 45.0855025 -12.7571361, 45.0854747 -12.7570907, 45.0854481 -12.7570357, 45.0854277 -12.756985, 45.0854121 -12.7569382, 45.0854069 -12.756868, 45.0854069 -12.7568163, 45.0854084 -12.7567537, 45.0854156 -12.756643, 45.085424 -12.756539, 45.085425 -12.7564664, 45.085422 -12.7564063, 45.0854136 -12.7563173, 45.0853938 -12.7562307, 45.0853645 -12.7561632, 45.0853084 -12.756075, 45.0852691 -12.7560328, 45.0852168 -12.7559975, 45.0851481 -12.7559681, 45.0850696 -12.7559429, 45.0849516 -12.7559132, 45.0848275 -12.7558837, 45.0847587 -12.755876, 45.0846224 -12.7558608, 45.0845473 -12.7558602, 45.0844789 -12.7558713, 45.0843924 -12.7559027, 45.0843564 -12.7559189, 45.0842851 -12.7559511, 45.084208 -12.7559956, 45.0841721 -12.7560129, 45.0841275 -12.7560283)",
382967910,Rue Antanambao,residential,False,True,356.88000000000005,,,50,"LINESTRING (45.0855578 -12.7579425, 45.0854974 -12.7578928, 45.0854666 -12.7578667, 45.0854471 -12.757856, 45.0854243 -12.7578477, 45.0854022 -12.7578446, 45.0853828 -12.7578457, 45.085359 -12.7578546, 45.0853345 -12.7578675, 45.0851293 -12.7579863, 45.0850133 -12.7580335, 45.0849707 -12.7580459, 45.0849291 -12.7580504, 45.0848939 -12.7580462, 45.084864 -12.7580338, 45.084846 -12.7580249, 45.0848168 -12.7580033, 45.0847833 -12.7579637, 45.0847609 -12.7579203, 45.0847451 -12.7578752, 45.0847356 -12.7578251, 45.0847289 -12.7577797, 45.0847199 -12.7577368, 45.0847052 -12.7576551, 45.0847038 -12.7576237, 45.0847082 -12.7575992, 45.0847283 -12.7575597, 45.0847538 -12.7575099, 45.0847843 -12.7574566, 45.08479 -12.7574102, 45.0847821 -12.7573018, 45.0847791 -12.757279, 45.0847771 -12.7572634, 45.0847626 -12.7571523, 45.0847377 -12.7570936, 45.0847055 -12.7570387, 45.0846901 -12.7570066, 45.0846787 -12.7569751, 45.084673 -12.756952, 45.0846716 -12.7569324, 45.0846797 -12.7569, 45.0847152 -12.7568507, 45.0847621 -12.7567928, 45.0848001 -12.7567473, 45.0848111 -12.7567264, 45.0848221 -12.7566881, 45.0848206 -12.7566581, 45.0848202 -12.7566499, 45.084798 -12.7565842, 45.0847603 -12.7565326, 45.0847011 -12.7564648, 45.0846476 -12.7564156, 45.084577 -12.7563634, 45.0844791 -12.7562958, 45.0842608 -12.756143, 45.0842195 -12.7561096, 45.0841275 -12.7560283)",
