osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction
26975490,D 120,Rue Louis Boilet,secondary,30,False,False,52.63900000000001,"LINESTRING (2.6044859 49.3004684, 2.6043755 49.3004408, 2.6042328 49.3004148, 2.6041881 49.3004066, 2.6039745 49.3003904, 2.6037836 49.3003559)",,
39700450,,Rue Charbonnier de Belloy,residential,30,True,False,74.255,"LINESTRING (2.6044859 49.3004684, 2.6046355 49.3004701, 2.6055079 49.3004311)",,
175153880,D 1017,Rue Georges Decroze,primary,50,False,False,75.77199999999999,"LINESTRING (2.6044859 49.3004684, 2.604484 49.3005532, 2.6044827 49.3005781, 2.6044819 49.3005937, 2.6044568 49.3010876, 2.6044536 49.3011495)",,
175153880,D 1017,Rue Georges Decroze,primary,50,False,True,100.304,"LINESTRING (2.6044859 49.3004684, 2.604484 49.3003687, 2.6044849 49.3003487, 2.6044855 49.300334, 2.6045166 49.2996392, 2.6045204 49.2995667)",,
26975490,D 120,Rue Louis Boilet,secondary,30,False,True,14.935,"LINESTRING (2.5995239 49.2994038, 2.599721 49.2994428)",,
26975490,D 120,Rue Louis Boilet,secondary,30,False,False,82.52300000000001,"LINESTRING (2.5995239 49.2994038, 2.5994265 49.2993959, 2.5983876 49.2993659)",,
837983027,,Rue Croix Pierre Aucher,residential,,True,False,20.276,"LINESTRING (2.5995239 49.2994038, 2.5996408 49.2993499, 2.5997722 49.2993259)",,
32084939,,Rue de l'Oise,residential,30,False,False,148.942,"LINESTRING (2.6059184 49.305634, 2.6059109 49.3056069, 2.6058985 49.3055617, 2.6057462 49.3050084, 2.6057257 49.3048919, 2.6056775 49.3044882, 2.6056882 49.3043364, 2.6056903 49.3043067)",,
32087502,,Place du 19 Mars 1962,residential,30,False,False,38.018,"LINESTRING (2.6059184 49.305634, 2.6059621 49.305631, 2.6064408 49.3056044)",,
32084939,,Rue de l'Oise,residential,30,False,False,77.303,"LINESTRING (2.6056903 49.3043067, 2.6056915 49.3042863, 2.6057308 49.303612)",,
32084939,,Rue de l'Oise,residential,30,False,True,148.942,"LINESTRING (2.6056903 49.3043067, 2.6056882 49.3043364, 2.6056775 49.3044882, 2.6057257 49.3048919, 2.6057462 49.3050084, 2.6058985 49.3055617, 2.6059109 49.3056069, 2.6059184 49.305634)",,
254539824,,Rue Jean Deschars,residential,30,True,False,100.269,"LINESTRING (2.6043178 49.3041961, 2.6056903 49.3043067)",,
32084941,D 1017,Rue de la République,primary,50,False,False,95.053,"LINESTRING (2.6043178 49.3041961, 2.604359 49.3035857, 2.6043632 49.3035354, 2.6043754 49.3033866, 2.6043791 49.3033422)",,
"[32084941, 378258191]",D 1017,"['Rue de la République', 'Rue Jean Moulin']",primary,50,False,True,162.081,"LINESTRING (2.6043178 49.3041961, 2.6043165 49.3042346, 2.60431 49.3044271, 2.6042879 49.3049626, 2.6042852 49.3050995, 2.6042694 49.3053767, 2.6042674 49.3054898, 2.6042605 49.3056532)",,
32084946,,Cours Boufflet,residential,30,False,False,71.692,"LINESTRING (2.6057308 49.303612, 2.6047422 49.3035994)",,
32084939,,Rue de l'Oise,residential,30,False,False,24.841,"LINESTRING (2.6057308 49.303612, 2.6057211 49.3034719, 2.605679 49.3033934)",,
32084939,,Rue de l'Oise,residential,30,False,True,77.303,"LINESTRING (2.6057308 49.303612, 2.6056915 49.3042863, 2.6056903 49.3043067)",,
32084940,,Rue Jean Deschars,residential,30,True,False,81.389,"LINESTRING (2.6032029 49.3041108, 2.6043178 49.3041961)",,
647791336,,Rue du Chancelier Guérin,residential,30,True,False,81.887,"LINESTRING (2.6032029 49.3041108, 2.6032089 49.3038567, 2.6032359 49.3034212, 2.6032388 49.3033748)",,
32084946,,Cours Boufflet,residential,30,False,True,71.692,"LINESTRING (2.6047422 49.3035994, 2.6057308 49.303612)",,
32084941,D 1017,Rue de la République,primary,50,False,True,95.053,"LINESTRING (2.6043791 49.3033422, 2.6043754 49.3033866, 2.6043632 49.3035354, 2.604359 49.3035857, 2.6043178 49.3041961)",,
32084947,,Quai Arsène Berdin,residential,,False,False,80.091,"LINESTRING (2.6043791 49.3033422, 2.6044127 49.3033427, 2.6045291 49.3033444, 2.6051569 49.3033596, 2.6052412 49.3033573, 2.6053679 49.3033538, 2.6054687 49.3033175)",,
175153877,,Quai du Mesnil Chatelain,residential,,False,True,82.809,"LINESTRING (2.6043791 49.3033422, 2.604311 49.3033407, 2.6041818 49.3033379, 2.6034664 49.3033659, 2.6032388 49.3033748)",,
"[175153883, 83498405]",D 1017,Rue de la République,primary,50,False,False,93.879,"LINESTRING (2.6043791 49.3033422, 2.6043853 49.3032713, 2.6044154 49.3024983)",yes,
32084939,,Rue de l'Oise,residential,30,False,True,17.428,"LINESTRING (2.6054687 49.3033175, 2.605583 49.3033585, 2.605679 49.3033934)",,
32084947,,Quai Arsène Berdin,residential,,False,True,80.091,"LINESTRING (2.6054687 49.3033175, 2.6053679 49.3033538, 2.6052412 49.3033573, 2.6051569 49.3033596, 2.6045291 49.3033444, 2.6044127 49.3033427, 2.6043791 49.3033422)",,
32084948,,Quai Arsène Berdin,residential,30,False,False,20.04,"LINESTRING (2.6054687 49.3033175, 2.6055899 49.3032805, 2.6057324 49.3032775)",,
"[32085704, 32084953]",,"['Quai du Mesnil Chatelain', 'Quai Arsène Berdin']",residential,,False,False,171.37599999999998,"LINESTRING (2.6054687 49.3033175, 2.6053544 49.3032624, 2.6051781 49.3032492, 2.6044868 49.303213, 2.6043502 49.3032133, 2.6041818 49.3032154, 2.6034336 49.3032509, 2.6033239 49.3032701, 2.6032649 49.3033427, 2.6032388 49.3033748)",,
32084948,,Quai Arsène Berdin,residential,30,False,True,179.18800000000002,"LINESTRING (2.6079236 49.3039372, 2.6077238 49.3038335, 2.6075059 49.3037438, 2.6065876 49.3033655, 2.6063449 49.3033144, 2.6059117 49.3032737, 2.6058829 49.3032743, 2.6057324 49.3032775)",,
32086438,,Quai de la Libération,residential,30,False,False,138.62800000000001,"LINESTRING (2.6079236 49.3039372, 2.6083505 49.3042008, 2.6088813 49.3043845, 2.609121 49.3044573, 2.6093539 49.3045629, 2.6094966 49.304629)",,
160130639,,Rue Victor Hugo,residential,30,False,True,102.485,"LINESTRING (2.6079236 49.3039372, 2.6078987 49.3039728, 2.6078847 49.3039938, 2.6077355 49.3042234, 2.6075653 49.3048235)",,
1033308395,,Quai du Mesnil Chatelain,residential,30,False,True,57.931,"LINESTRING (2.6032388 49.3033748, 2.60244 49.3033861)",,
"[32085704, 32084953]",,"['Quai du Mesnil Chatelain', 'Quai Arsène Berdin']",residential,,False,True,171.376,"LINESTRING (2.6032388 49.3033748, 2.6032649 49.3033427, 2.6033239 49.3032701, 2.6034336 49.3032509, 2.6041818 49.3032154, 2.6043502 49.3032133, 2.6044868 49.303213, 2.6051781 49.3032492, 2.6053544 49.3032624, 2.6054687 49.3033175)",,
175153877,,Quai du Mesnil Chatelain,residential,,False,False,82.809,"LINESTRING (2.6032388 49.3033748, 2.6034664 49.3033659, 2.6041818 49.3033379, 2.604311 49.3033407, 2.6043791 49.3033422)",,
647791336,,Rue du Chancelier Guérin,residential,30,True,False,79.675,"LINESTRING (2.6031258 49.3054676, 2.6031276 49.3054285, 2.6031593 49.3047514)",,
1031886525,,Rue Gambetta,residential,30,True,False,88.12700000000001,"LINESTRING (2.6031258 49.3054676, 2.6030432 49.3054613, 2.6024738 49.305418, 2.6023697 49.3054101, 2.6019185 49.3053757)",,
32084956,,Rue Poidevin,residential,30,True,False,84.81700000000001,"LINESTRING (2.6042605 49.3056532, 2.6031984 49.3054795, 2.6031258 49.3054676)",,
