osmid,oneway,lanes,name,highway,maxspeed,access,reversed,length,geometry,width,tunnel,bridge,junction,area
6114088,False,3,Quai Ledru Rollin,primary,50,,False,19.091,"LINESTRING (0.1944054 48.0096985, 0.1944662 48.0097619, 0.1944837 48.0097802, 0.1945039 48.0098013, 0.1945225 48.0098206, 0.194544 48.009843)",,,,,
"[1190627386, 109564150]",False,2,Quai Ledru Rollin,residential,50,,True,60.992,"LINESTRING (0.1944054 48.0096985, 0.1942144 48.0094972, 0.1940192 48.0092993, 0.1939591 48.0092384)",,,,,
"[22376357, 1210492460, 118339631, 594205008, 594205007, 159430326, 181623864]",True,2,Avenue François Mitterrand,secondary,50,,False,123.96800000000002,"LINESTRING (0.1997989 48.0040611, 0.1997602 48.003992, 0.1997437 48.0039626, 0.1997271 48.0039329, 0.1997126 48.003907, 0.1996666 48.0038248, 0.1996531 48.0038006, 0.1996299 48.0037592, 0.199614 48.0037308, 0.199482 48.0034711, 0.1994458 48.0034, 0.1993017 48.0031166, 0.1992918 48.0030971, 0.1992904 48.0030943, 0.1992723 48.0030588, 0.1992614 48.0030374, 0.1992464 48.0030094)",,building_passage,,,
"[25472256, 533536512, 593854882, 491809614, 593854896]",False,"['2', '4']",Avenue du Général de Gaulle,primary,50,,False,167.838,"LINESTRING (0.1997989 48.0040611, 0.1998869 48.0040599, 0.199925 48.0040594, 0.19997 48.0040588, 0.2000119 48.0040583, 0.2000475 48.0040578, 0.2000892 48.0040573, 0.200173 48.0040561, 0.2012086 48.0040424, 0.2012965 48.0040412, 0.2020544 48.0040312)",,,,,
"[593854888, 495869554, 593854892, 853861150]",False,3,Avenue du Général de Gaulle,residential,50,,True,96.53099999999999,"LINESTRING (0.1997989 48.0040611, 0.1997275 48.0040621, 0.1996871 48.0040626, 0.1996719 48.0040629, 0.1996514 48.0040651, 0.1996303 48.0040682, 0.1996083 48.0040715, 0.199585 48.004074, 0.1995735 48.0040742, 0.1988067 48.00408, 0.1985623 48.0040818, 0.1985327 48.0040821, 0.1985031 48.0040823)",,,,,
4926852,False,3,Rue de la Galère,secondary,50,,False,10.259,"LINESTRING (0.1925503 48.0065209, 0.1924386 48.006575)",,,,,
"[1201450693, 178780108, 637453973, 1201450711, 548350235]",True,2,Quai Louis Blanc,primary,50,,False,379.77500000000003,"LINESTRING (0.1925503 48.0065209, 0.1926514 48.0066154, 0.1938984 48.0078488, 0.1941639 48.0080663, 0.1942761 48.0081799, 0.1946281 48.0085362, 0.1953497 48.0092577, 0.1953751 48.0092831, 0.1953938 48.0093018, 0.1954311 48.0093391)",,,,,
4926852,False,3,Rue de la Galère,secondary,50,,True,10.259,"LINESTRING (0.1924386 48.006575, 0.1925503 48.0065209)",,,,,
"[637177635, 4931131, 637177641]",False,"['4', '3']",Pont Perrin,secondary,50,,False,72.60300000000001,"LINESTRING (0.1924386 48.006575, 0.1923618 48.0066096, 0.1923336 48.0066223, 0.1923017 48.0066367, 0.1922097 48.0066781, 0.1917269 48.0068958, 0.1916998 48.006908, 0.1916686 48.006922, 0.1916292 48.0069398)",,,yes,,
"[5034563, 730128968, 1196148489, 640921646, 592343415, 593856088]",True,"['1', '2']","['Quai Louis Blanc', 'Rue Paul Courboulay']",primary,50,yes,False,316.5480000000001,"LINESTRING (0.1924386 48.006575, 0.1923328 48.0064436, 0.1922574 48.00635, 0.1922292 48.0063141, 0.1921853 48.0062583, 0.1921568 48.006211, 0.1921256 48.0061499, 0.1920931 48.0060824, 0.1920644 48.0060155, 0.1920518 48.00598, 0.1920485 48.0059665, 0.1920459 48.0059498, 0.1920389 48.005913, 0.1920135 48.00564, 0.192005 48.0055595, 0.1919975 48.0054939, 0.1919953 48.0054711, 0.1919902 48.0054244, 0.1919783 48.005348, 0.1919755 48.0053259, 0.1919582 48.0052408, 0.191855 48.0048519, 0.1917777 48.0045478, 0.1917673 48.0044967, 0.19176 48.0044611, 0.1917097 48.0042133, 0.1916828 48.0041594, 0.1916658 48.0041247, 0.1916435 48.0040733, 0.1915833 48.0038114)",,,,,
4926845,False,2,Quai Louis Blanc,secondary,50,,False,70.89099999999999,"LINESTRING (0.1964663 48.0104455, 0.1969698 48.0109459, 0.1969984 48.0109744)",,,,,
"[1201450687, 1201450715, 4926847]",True,1,Quai Louis Blanc,secondary,50,,False,130.317,"LINESTRING (0.1964663 48.0104455, 0.196257 48.0103006, 0.1961385 48.0102185, 0.1956614 48.0097511, 0.1954996 48.0095923, 0.1954786 48.0095718, 0.1954579 48.0095516, 0.1954169 48.0095112)",,,,,
7647495,False,2,Rue Ducré,residential,30,,False,47.394999999999996,"LINESTRING (0.1939591 48.0092384, 0.1938418 48.0092533, 0.1933711 48.0093132, 0.1933332 48.009318)",,,,,
"[1190627386, 109564150]",False,2,Quai Ledru Rollin,residential,50,,False,60.992,"LINESTRING (0.1939591 48.0092384, 0.1940192 48.0092993, 0.1942144 48.0094972, 0.1944054 48.0096985)",,,,,
109564150,False,2,Quai Ledru Rollin,residential,50,,True,213.32,"LINESTRING (0.1939591 48.0092384, 0.193939 48.0092187, 0.1938479 48.0091293, 0.192426 48.007734, 0.1923438 48.0076533)",,,,,
4931129,True,1,Square du Pré,residential,30,,False,67.228,"LINESTRING (0.1934902 48.0099134, 0.1934764 48.0098599, 0.1933509 48.0093826, 0.1933332 48.009318)",,,,,
123917445,True,1,Rue du Docteur Gallouëdec,primary,50,,False,72.153,"LINESTRING (0.1934902 48.0099134, 0.194246 48.009736, 0.1943359 48.0097149, 0.1944054 48.0096985)",,,,,
7647495,False,2,Rue Ducré,residential,30,,False,81.461,"LINESTRING (0.1933332 48.009318, 0.1924176 48.0094259, 0.1922561 48.0094496)",,,,,
7647495,False,2,Rue Ducré,residential,30,,True,47.394999999999996,"LINESTRING (0.1933332 48.009318, 0.1933711 48.0093132, 0.1938418 48.0092533, 0.1939591 48.0092384)",,,,,
4914226,False,2,Quai Ledru Rollin,residential,50,,False,95.50200000000001,"LINESTRING (0.1916292 48.0069398, 0.1916678 48.0069784, 0.1917061 48.0070166, 0.1917278 48.0070383, 0.1917544 48.0070648, 0.1922762 48.0075858, 0.1923438 48.0076533)",,,,,
"[8818729, 4976164]",True,2,"['Rue du Chêne Vert', ""Rue d'Ah Ah""]",secondary,50,,False,68.148,"LINESTRING (0.1916292 48.0069398, 0.1915146 48.0069568, 0.1914118 48.0069721, 0.1912534 48.0070144, 0.1911291 48.0070663, 0.1908671 48.0071759, 0.1908122 48.0072019)",,,,,
"[123414451, 4976165]",True,,"['Quai Ledru Rollin', ""Quai de l'Amiral Lalande""]",residential,"['50', '30']",,False,71.666,"LINESTRING (0.1916292 48.0069398, 0.1915374 48.0068506, 0.1915217 48.0068354, 0.1911381 48.0064627, 0.1911268 48.0064508, 0.1910936 48.0064201, 0.1910822 48.0064093)",,,,,
"[637177641, 637177635, 4931131]",False,"['4', '3']",Pont Perrin,secondary,50,,True,72.60300000000001,"LINESTRING (0.1916292 48.0069398, 0.1916686 48.006922, 0.1916998 48.006908, 0.1917269 48.0068958, 0.1922097 48.0066781, 0.1923017 48.0066367, 0.1923336 48.0066223, 0.1923618 48.0066096, 0.1924386 48.006575)",,,yes,,
592343396,True,3,Rue de la Galère,secondary,50,,False,18.475,"LINESTRING (0.1927505 48.0064226, 0.1926668 48.0064648, 0.1925503 48.0065209)",,,,,
4963376,True,1,Avenue de Paderborn,primary,30,,False,44.842,"LINESTRING (0.2032512 48.010864, 0.2030762 48.0107499, 0.2028234 48.0105799)",,,,,
529239223,True,1,Ruelle Montbarbet,residential,30,,False,34.253,"LINESTRING (0.2032512 48.010864, 0.2030798 48.0108585, 0.2028794 48.0108506, 0.2027915 48.0108464)",,,,,
4976162,True,1,Rue du Colonel Coutelle,residential,30,,False,113.729,"LINESTRING (0.1911602 48.0117753, 0.1911228 48.0117085, 0.1906619 48.010843, 0.1906444 48.0108125)",,,,,
"[4959089, 875066052]",True,1,"['Rue du Docteur Gallouëdec', 'Rue Sieyès']",primary,50,,False,217.52,"LINESTRING (0.1906444 48.0108125, 0.1913723 48.0105226, 0.1919475 48.0102935, 0.1920938 48.0102353, 0.1921778 48.0102018, 0.1923973 48.010151, 0.1925992 48.0101174, 0.1928211 48.010079, 0.1931608 48.0099914, 0.1932605 48.0099674)",,,,,
7996561,True,,Rue Laroche,residential,,,False,147.734,"LINESTRING (0.1901453 48.0087015, 0.1902494 48.0086242, 0.1908215 48.0083487, 0.1917527 48.0079258)",,,,,
594184090,True,,Rue d'Orléans,residential,,,False,152.82000000000002,"LINESTRING (0.1901453 48.0087015, 0.1903654 48.0087292, 0.1921078 48.0089043, 0.1921754 48.0089111)",,,,,
4914226,False,2,Quai Ledru Rollin,residential,50,,True,95.50200000000001,"LINESTRING (0.1923438 48.0076533, 0.1922762 48.0075858, 0.1917544 48.0070648, 0.1917278 48.0070383, 0.1917061 48.0070166, 0.1916678 48.0069784, 0.1916292 48.0069398)",,,,,
109564150,False,2,Quai Ledru Rollin,residential,50,,False,213.32,"LINESTRING (0.1923438 48.0076533, 0.192426 48.007734, 0.1938479 48.0091293, 0.193939 48.0092187, 0.1939591 48.0092384)",,,,,
7996561,True,,Rue Laroche,residential,,,False,53.402,"LINESTRING (0.1917527 48.0079258, 0.1922509 48.0076961, 0.1923438 48.0076533)",,,,,
8818530,True,,Rue Saint-Victeur,unclassified,,,False,118.672,"LINESTRING (0.1917527 48.0079258, 0.1921717 48.0084331, 0.1922163 48.0085094, 0.1922375 48.0086524, 0.1921754 48.0089111)",,,,,
986640784,False,,Cour Saint-Victeur,residential,,,False,23.409,"LINESTRING (0.1917527 48.0079258, 0.1916753 48.0078521, 0.1916585 48.0078231, 0.1916087 48.0077402)",,,,,
7996565,True,2,Rue Saint-Victeur,residential,50,,False,60.192,"LINESTRING (0.1921754 48.0089111, 0.192209 48.0091134, 0.1922332 48.0092457, 0.1922516 48.0094044, 0.192254 48.0094283, 0.1922561 48.0094496)",,,,,
637143795,True,,Quai de l'Amiral Lalande,residential,30,,False,51.462,"LINESTRING (0.1904194 48.0057622, 0.1902728 48.0055415, 0.1901847 48.0053282)",,,,,
123917445,True,1,Rue du Docteur Gallouëdec,primary,50,,False,18.112,"LINESTRING (0.1932605 48.0099674, 0.1934902 48.0099134)",,,,,
109573657,True,2,Rue Voltaire,primary,30,,False,229.17600000000002,"LINESTRING (0.1935379 48.0104647, 0.1934877 48.0104924, 0.1929856 48.0107692, 0.1912793 48.0117096, 0.1911924 48.0117576, 0.1911602 48.0117753)",,,,,
"[1043398313, 8097335]",True,1,Rue de la Douelle,residential,30,,False,59.164,"LINESTRING (0.1935379 48.0104647, 0.1934887 48.0104105, 0.1932861 48.0100174, 0.1932605 48.0099674)",,,,,
37482422,True,,Rue du Pré,residential,50,,False,3.362,"LINESTRING (0.1939304 48.0107332, 0.1939261 48.0107633)",,,,,
"[1043398312, 1043398314]",True,1,Rue de la Douelle,residential,30,,False,41.795,"LINESTRING (0.1939304 48.0107332, 0.1937965 48.0106518, 0.1935992 48.0105084, 0.1935758 48.0104915, 0.1935379 48.0104647)",,,,,
103593467,False,2,Rue du Vert Galant,residential,50,yes,False,84.41300000000001,"LINESTRING (0.1926287 48.0040165, 0.1927129 48.0040385, 0.1932108 48.0041684, 0.1934011 48.004218, 0.1934509 48.004231, 0.1935863 48.0042663, 0.1936858 48.0042923)",,,,,
103593476,False,2,Rue du Vert Galant,residential,30,yes,True,74.31599999999999,"LINESTRING (0.1926287 48.0040165, 0.1925977 48.0040084, 0.1925387 48.0039931, 0.1921056 48.0038801, 0.191845 48.0038121, 0.1918098 48.0038074, 0.1917746 48.0038026, 0.1917591 48.0038023, 0.1916887 48.0038008)",,,,,
"[121636165, 499048318, 499048319]",True,1,Rue Pasteur,residential,50,yes,False,80.01299999999999,"LINESTRING (0.1926287 48.0040165, 0.1926149 48.0040678, 0.1925845 48.0041839, 0.1925669 48.0042483, 0.192551 48.0043084, 0.1924778 48.0046022, 0.192469 48.0046361, 0.192446 48.0047256)",,building_passage,,,
103593473,False,2,Rue du Vert Galant,residential,30,yes,True,10.593,"LINESTRING (0.1938232 48.0043173, 0.19377 48.0043076, 0.1937409 48.0043023, 0.1936858 48.0042923)",,,,,
583270492,True,2,Rue du Vert Galant,residential,,yes,False,47.586,"LINESTRING (0.1938232 48.0043173, 0.1941684 48.0043801, 0.1943678 48.0044164, 0.1944404 48.0044296)",,,,,
4914229,True,2,Quai Louis Blanc,primary,50,yes,False,67.967,"LINESTRING (0.1921603 48.005973, 0.1921695 48.0059932, 0.1922556 48.0061829, 0.1923856 48.0063528, 0.1924689 48.0064379, 0.1925503 48.0065209)",,,,,
636915962,True,,Quai Louis Blanc,residential,30,,False,68.919,"LINESTRING (0.1921603 48.005973, 0.192333 48.0060399, 0.1925708 48.0061825, 0.1926559 48.0062595, 0.192712 48.0063255, 0.1927214 48.0063365, 0.1927505 48.0064226)",,,,,
"[159430328, 534791516, 24029199]",True,"['1', '3']",Avenue François Mitterrand,primary,50,,False,164.22500000000005,"LINESTRING (0.1998705 48.0055312, 0.199874 48.0053302, 0.199873 48.0051745, 0.199811 48.0050414, 0.1998018 48.0050015, 0.1998016 48.0049748, 0.1997982 48.0047333, 0.1998004 48.0045529, 0.1997994 48.0042405, 0.1997994 48.0042227, 0.1997992 48.0042026, 0.1997989 48.0040611)",,,,,
7647495,False,2,Rue Ducré,residential,30,,True,81.461,"LINESTRING (0.1922561 48.0094496, 0.1924176 48.0094259, 0.1933332 48.009318)",,,,,
"[24036274, 467175549]",True,,"['Rue des Boucheries', 'Rue des Fossés Saint-Pierre']",residential,30,,False,242.885,"LINESTRING (0.1957556 48.0056495, 0.1956601 48.0056871, 0.1955777 48.0057583, 0.1954984 48.0059384, 0.1954662 48.0060115, 0.1953645 48.0062424, 0.1955333 48.0063491, 0.1959665 48.0066228, 0.1962867 48.0068236, 0.1964263 48.006911, 0.1964395 48.0069161, 0.1964549 48.0069189, 0.1964723 48.00692, 0.1964872 48.0069193, 0.1965015 48.0069168, 0.1965161 48.0069129, 0.1965234 48.0069086, 0.1965413 48.0068979, 0.1968953 48.0066533, 0.19693 48.0066293, 0.1969499 48.0066158, 0.1970016 48.0065649)",,,,,
593777020,True,3,Avenue de Rostov sur le Don,secondary,50,,False,13.611,"LINESTRING (0.1957556 48.0056495, 0.1956984 48.0056117, 0.1956254 48.0055635)",,,,,
"[491816460, 25049765]",True,,"['Rue de la Barillerie', 'Rue des Falotiers']",residential,20,yes,False,157.68799999999996,"LINESTRING (0.1970016 48.0065649, 0.1970873 48.0065028, 0.1975883 48.00603, 0.1974394 48.0059738, 0.1970778 48.0058372, 0.1969971 48.0058067, 0.1967966 48.005729, 0.1967398 48.0057039, 0.1966229 48.0056428)",,,,,
625132732,True,3,Avenue de Rostov sur le Don,secondary,50,,False,137.672,"LINESTRING (0.1970016 48.0065649, 0.1969628 48.0065374, 0.1961601 48.005947, 0.1957556 48.0056495)",,,,,
118337199,True,,Rue des Arènes,tertiary,50,,False,119.658,"LINESTRING (0.2023082 48.0062814, 0.2023724 48.0063342, 0.203261 48.0070642, 0.2033239 48.0071158)",,,,,
"[1059335129, 25489617]",False,,Rue Louis Bruyère,residential,30,,True,97.24000000000001,"LINESTRING (0.2023082 48.0062814, 0.2022898 48.0062906, 0.2022739 48.0063123, 0.2017525 48.0070337, 0.2017306 48.007064)",,,,,
"[491896673, 24432244]",True,"['1', '2']",Rue Chanzy,secondary,50,,False,86.80300000000001,"LINESTRING (0.202537 48.003153, 0.2025404 48.0033196, 0.2025501 48.0037906, 0.2025532 48.0038633, 0.2025548 48.0039018, 0.2025567 48.0039335)",,,,,
807802061,True,1,Rue Courthardy,residential,50,,False,22.563,"LINESTRING (0.1990597 48.0031693, 0.1991446 48.0030965, 0.1991684 48.0030762, 0.1991915 48.0030564, 0.1992464 48.0030094)",,,,,
729877939,False,3,Place des Jacobins,primary,50,,True,50.228,"LINESTRING (0.1995164 48.0072929, 0.1989938 48.0075789)",,,,,
4917625,True,1,Avenue Pierre Mendès-France,primary,50,,False,198.12,"LINESTRING (0.1995164 48.0072929, 0.1995622 48.0071923, 0.1996142 48.0070473, 0.1996767 48.0068373, 0.1997268 48.0066154, 0.1997484 48.0065098, 0.1997534 48.0064775, 0.1997742 48.0061856, 0.1997862 48.0061086, 0.1998249 48.0058598, 0.1998587 48.005638, 0.1998629 48.0056102, 0.199864 48.0055982, 0.1998705 48.0055312)",,,,,
729924863,False,2,Place des Jacobins,primary,30,,True,58.40299999999999,"LINESTRING (0.1995164 48.0072929, 0.1995532 48.0072995, 0.1995846 48.0073051, 0.1996228 48.007312, 0.1996589 48.0073229, 0.1996985 48.0073349, 0.200097 48.0074536, 0.2001772 48.0074788, 0.2001864 48.0074817, 0.2002378 48.0074979)",,,,,
"[25049769, 135023141, 593777013]",False,,"[""Place de l'Éperon"", 'Rue de la Barillerie']",residential,"['20', '30']",yes,"[False, True]",107.935,"LINESTRING (0.1966229 48.0056428, 0.1964166 48.0054855, 0.1961603 48.0053338, 0.1960915 48.0053001, 0.1960719 48.0052917, 0.196037 48.0052766, 0.1959869 48.0052549, 0.1959451 48.0052905, 0.1957227 48.005481, 0.1956254 48.0055635)",4.1,,,,
"[959177672, 25074602]",False,,"['Rue des Pans de Gorron', 'Rue Denfert-Rochereau']",residential,30,,"[False, True]",114.628,"LINESTRING (0.1973102 48.0099721, 0.1971575 48.0101092, 0.1969607 48.0102871, 0.1975377 48.0107958)",,,,,
875066052,True,1,Rue Sieyès,primary,50,,False,5.646,"LINESTRING (0.1905792 48.0108385, 0.1906444 48.0108125)",,,,,
25073115,True,,Rue de la Calandre,residential,50,,False,113.78399999999999,"LINESTRING (0.1939261 48.0107633, 0.1939676 48.0107843, 0.194839 48.0112258, 0.1951012 48.0114139)",,,,,
25074606,False,,Rue Robert Triger,residential,50,,True,33.092999999999996,"LINESTRING (0.199182 48.0104576, 0.1990314 48.010635, 0.1990329 48.0107286)",,,,,
"[1196148530, 597846326]",False,2,Rue Robert Triger,residential,50,,False,139.04500000000002,"LINESTRING (0.199182 48.0104576, 0.1996585 48.0099575, 0.2001476 48.0094442, 0.2001866 48.0094031)",,,,,
"[715328858, 1196148531]",False,2,Rue du Château,residential,30,,True,81.81400000000001,"LINESTRING (0.199182 48.0104576, 0.1991238 48.010433, 0.1990656 48.0104084, 0.1988272 48.0102898, 0.1986625 48.0102002, 0.1985402 48.0101169, 0.1983451 48.0099842)",,,,,
1039921213,True,1,Avenue de Paderborn,primary,30,,False,7.069,"LINESTRING (0.2006391 48.0089899, 0.2007071 48.0090343)",,,,,
25074609,False,,Rue Denfert-Rochereau,residential,30,,True,69.366,"LINESTRING (0.1984668 48.0116575, 0.1982135 48.0114172, 0.1979294 48.0111477)",,,,,
25074612,False,2,Rue du Tertre Maigret,residential,30,,False,58.718999999999994,"LINESTRING (0.1984668 48.0116575, 0.1985716 48.0116064, 0.1984462 48.0113165, 0.198425 48.0111777)",,,,,
25074611,False,,Rue du Tertre Maigret,residential,,,True,44.75,"LINESTRING (0.198425 48.0111777, 0.1983909 48.0111793, 0.1983568 48.0111598, 0.1983141 48.0111047, 0.1982599 48.0110753, 0.1982282 48.0110649, 0.1981986 48.0110672, 0.1980525 48.0111109, 0.1979294 48.0111477)",,,,,
25074612,False,2,Rue du Tertre Maigret,residential,30,,False,37.826,"LINESTRING (0.198425 48.0111777, 0.1983566 48.0110122, 0.1983507 48.0109125, 0.1983497 48.0108966, 0.1983594 48.0108802, 0.1983751 48.0108675, 0.1984 48.0108591)",,,,,
25074612,False,2,Rue du Tertre Maigret,residential,30,,True,58.719,"LINESTRING (0.198425 48.0111777, 0.1984462 48.0113165, 0.1985716 48.0116064, 0.1984668 48.0116575)",,,,,
25074612,False,2,Rue du Tertre Maigret,residential,30,,True,37.826,"LINESTRING (0.1984 48.0108591, 0.1983751 48.0108675, 0.1983594 48.0108802, 0.1983497 48.0108966, 0.1983507 48.0109125, 0.1983566 48.0110122, 0.198425 48.0111777)",,,,,
"[189297559, 4914229, 178780111]",True,2,"['Quai Louis Blanc', 'Rue Paul Courboulay']",primary,50,yes,False,67.621,"LINESTRING (0.1920839 48.0053681, 0.1921142 48.0055187, 0.192132 48.0056215, 0.1921403 48.0058315, 0.1921419 48.0058716, 0.1921432 48.0059058, 0.1921446 48.0059211, 0.1921481 48.0059343, 0.1921603 48.005973)",,,,,
732947522,False,3,Avenue Léon Bollée,primary,50,,True,32.241,"LINESTRING (0.2033491 48.0036532, 0.2030046 48.0038291)",,,,,
"[1059335130, 118987147]",False,,Rue des Gladiateurs,residential,30,,True,47.79900000000001,"LINESTRING (0.2033239 48.0071158, 0.2032898 48.0071201, 0.2032686 48.0071284, 0.2030431 48.0074515, 0.2030219 48.007482)",,,,,
"[25489617, 1059335129]",False,,Rue Louis Bruyère,residential,30,,False,97.24000000000001,"LINESTRING (0.2017306 48.007064, 0.2017525 48.0070337, 0.2022739 48.0063123, 0.2022898 48.0062906, 0.2023082 48.0062814)",,,,,
31115501,True,2,Rue du Cirque,tertiary,30,,False,60.683,"LINESTRING (0.2017306 48.007064, 0.2010964 48.0068582, 0.2009967 48.0068258)",,,,,
118984389,True,2,Rue du Cirque,tertiary,30,,False,106.718,"LINESTRING (0.2030219 48.007482, 0.2017306 48.007064)",,,,,
"[1059335130, 118987147]",False,,Rue des Gladiateurs,residential,30,,False,47.79900000000001,"LINESTRING (0.2030219 48.007482, 0.2030431 48.0074515, 0.2032686 48.0071284, 0.2032898 48.0071201, 0.2033239 48.0071158)",,,,,
31737271,False,2,Rue Julien Pesche,residential,50,yes,True,6.662,"LINESTRING (0.1915133 48.003096, 0.1914247 48.0031047)",,,,,
593856057,False,2,Rue Julien Pesche,residential,50,yes,False,99.87899999999999,"LINESTRING (0.1915133 48.003096, 0.1915601 48.0031024, 0.1916137 48.0031097, 0.1916786 48.0031186, 0.1918172 48.0031426, 0.1919848 48.0031716, 0.1920663 48.0031857, 0.1922261 48.0032134, 0.1925721 48.0032733, 0.1927294 48.0033005, 0.1928149 48.0033153)",,,,,
593856058,True,2,Rue Paul Courboulay,primary,50,yes,False,79.451,"LINESTRING (0.1915133 48.003096, 0.1916339 48.0035905, 0.1916744 48.0037457, 0.1916887 48.0038008)",,,,,
121636165,True,1,Rue Pasteur,residential,50,yes,False,79.19200000000001,"LINESTRING (0.1928149 48.0033153, 0.1927981 48.0033781, 0.1926532 48.0039235, 0.1926287 48.0040165)",,,,,
593856057,False,2,Rue Julien Pesche,residential,50,yes,False,49.031000000000006,"LINESTRING (0.1928149 48.0033153, 0.1929037 48.0033307, 0.1933594 48.0034096, 0.1934527 48.0034263)",,,,,
593856057,False,2,Rue Julien Pesche,residential,50,yes,True,99.87899999999999,"LINESTRING (0.1928149 48.0033153, 0.1927294 48.0033005, 0.1925721 48.0032733, 0.1922261 48.0032134, 0.1920663 48.0031857, 0.1919848 48.0031716, 0.1918172 48.0031426, 0.1916786 48.0031186, 0.1916137 48.0031097, 0.1915601 48.0031024, 0.1915133 48.003096)",,,,,
593856057,False,2,Rue Julien Pesche,residential,50,yes,True,49.031000000000006,"LINESTRING (0.1934527 48.0034263, 0.1933594 48.0034096, 0.1929037 48.0033307, 0.1928149 48.0033153)",,,,,
"[575318226, 637453971]",True,2,Rue Paul Courboulay,primary,50,yes,False,83.49300000000001,"LINESTRING (0.1918973 48.0046277, 0.1920658 48.0052897, 0.192073 48.0053182, 0.1920839 48.0053681)",,,,,
26444897,True,2,Rue Hippolyte Lecornué,residential,50,yes,False,42.50099999999999,"LINESTRING (0.192446 48.0047256, 0.1923543 48.0047065, 0.1919952 48.0046304, 0.1919456 48.0046255, 0.1918973 48.0046277)",,,,,
"[183011313, 31265092]",True,1,Rue Pasteur,residential,50,yes,False,83.99399999999999,"LINESTRING (0.192446 48.0047256, 0.1923165 48.0052283, 0.1922923 48.0053225, 0.1922634 48.0053406, 0.192235 48.0053449, 0.1921929 48.0053514, 0.1920839 48.0053681)",,,,,
732947517,True,1,Rue Gougeard,primary,50,,False,30.918,"LINESTRING (0.2024812 48.0043921, 0.2024752 48.0041917, 0.202474 48.0041524, 0.2024733 48.0041141)",,,,,
732947518,False,4,Rue Gougeard,primary,50,,False,82.68299999999999,"LINESTRING (0.2024812 48.0043921, 0.2021992 48.0048035, 0.202175 48.0048388, 0.2020179 48.005068)",,,,,
