osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,name,bridge,ref
618763698,2,primary,50,roundabout,True,False,10.767000000000001,"LINESTRING (-1.7114171 48.08238, -1.7114532 48.0823821, -1.7114893 48.0823805, -1.7115247 48.0823752, -1.7115584 48.0823663)",,,
292801326,2,primary,50,roundabout,True,False,9.011999999999999,"LINESTRING (-1.7114691 48.0820692, -1.7114388 48.0820694, -1.7114087 48.0820721, -1.7113795 48.0820775, -1.7113515 48.0820853)",,,
44362577,,residential,,,False,False,88.913,"LINESTRING (-1.715332 48.0827488, -1.7154004 48.0827458, -1.7155466 48.0827259, -1.7159492 48.0826635, -1.7164562 48.0825703, -1.7164948 48.0825632)",Boulevard Jean Marin,,
356936604,,residential,30,,False,True,24.228,"LINESTRING (-1.715332 48.0827488, -1.7152906 48.0827795, -1.7152162 48.0827964, -1.7150376 48.0828304)",Boulevard Jean Marin,,
1123093435,,residential,30,,False,False,154.226,"LINESTRING (-1.715332 48.0827488, -1.715347 48.0827174, -1.7153604 48.082638, -1.7153659 48.0825809, -1.715375 48.0824861, -1.7154828 48.0813665)",Mail Léon Blum,,
618763462,2,primary,50,roundabout,True,False,15.937,"LINESTRING (-1.7127087 48.0781784, -1.7126805 48.0781703, -1.712651 48.0781649, -1.7126206 48.0781623, -1.7125899 48.0781626, -1.7125597 48.0781657, -1.7125303 48.0781716, -1.7125025 48.0781802)",Rond-Point du Haut-Bois,,
872298933,,residential,30,,False,True,19.149,"LINESTRING (-1.7109162 48.0819388, -1.7111149 48.0820485)",Rue des Korrigans,,
23591748,,residential,30,,False,False,112.97899999999998,"LINESTRING (-1.7109162 48.0819388, -1.7110243 48.081801, -1.711276 48.0814654, -1.7113437 48.0813752, -1.7115405 48.0810142)",Allée Lancelot du Lac,,
"[28275571, 28275581]",,"['residential', 'unclassified']",30,,False,True,334.157,"LINESTRING (-1.7109162 48.0819388, -1.710795 48.0820582, -1.7103616 48.0825755, -1.7103392 48.0825904, -1.7103006 48.0825952, -1.71027 48.0825895, -1.7094224 48.0821779, -1.7093268 48.0821226, -1.7092266 48.0820571, -1.7080401 48.0812064, -1.7078811 48.0810887)","['Allée du Miroir aux Fées', 'Allée Lancelot du Lac']",,
"[23591746, 926333901, 872298930, 872298931, 872298932]",,residential,30,,False,False,307.10499999999996,"LINESTRING (-1.7109162 48.0819388, -1.7105903 48.0817821, -1.7104991 48.0817019, -1.7102473 48.0815455, -1.7101147 48.0814563, -1.7098085 48.0812305, -1.7096847 48.0811333, -1.7094218 48.0808909, -1.7092907 48.0807887, -1.7091944 48.0806834, -1.7091059 48.0805274, -1.7089332 48.0802952, -1.7088405 48.0801518, -1.708726 48.0799528, -1.7086655 48.0798905, -1.7086168 48.0798004, -1.7086037 48.0797186)",Rue des Korrigans,,
28275582,,residential,30,,False,False,64.779,"LINESTRING (-1.7110916 48.0782933, -1.7119629 48.078316)",Rue de la Reine Hélène,,
28275582,,residential,30,,False,True,92.79700000000001,"LINESTRING (-1.7110916 48.0782933, -1.7106344 48.0782799, -1.7103899 48.0783266, -1.7103061 48.0783415, -1.7101884 48.0783389, -1.7098571 48.0783187)",Rue de la Reine Hélène,,
28275582,,residential,30,,False,True,64.779,"LINESTRING (-1.7119629 48.078316, -1.7110916 48.0782933)",Rue de la Reine Hélène,,
463370412,,residential,30,,False,False,17.095,"LINESTRING (-1.7119629 48.078316, -1.7121929 48.0783113)",Rue de la Reine Hélène,,
"[345507090, 322683230]",,residential,30,,False,False,264.515,"LINESTRING (-1.7119629 48.078316, -1.7120352 48.0768787, -1.7120584 48.0763388, -1.7120026 48.0762993, -1.7119663 48.07629, -1.7118892 48.07629, -1.711511 48.07629, -1.7114869 48.0762901)","['Allée Lancelot du Lac', 'Rue Perceval']",,
23591748,,residential,30,,False,False,287.09000000000003,"LINESTRING (-1.7115405 48.0810142, -1.7116516 48.080751, -1.7117238 48.0805504, -1.7118027 48.0802439, -1.7118564 48.0799394, -1.7118706 48.0797726, -1.7119071 48.078995, -1.7119148 48.0788313, -1.7119498 48.0784564)",Allée Lancelot du Lac,,
23591748,,residential,30,,False,True,112.97899999999998,"LINESTRING (-1.7115405 48.0810142, -1.7113437 48.0813752, -1.711276 48.0814654, -1.7110243 48.081801, -1.7109162 48.0819388)",Allée Lancelot du Lac,,
28275583,,residential,30,,False,True,80.595,"LINESTRING (-1.7115405 48.0810142, -1.7113743 48.0809557, -1.7111538 48.0808589, -1.7106875 48.0805727)",Rue Hector des Mares,,
356936610,2,residential,30,,False,True,17.897,"LINESTRING (-1.7120049 48.082477, -1.7118026 48.0823896)",Boulevard Jean Marin,,
40768140,2,residential,,,False,False,116.436,"LINESTRING (-1.7120049 48.082477, -1.7120349 48.0824371, -1.7120949 48.082357, -1.7121981 48.0822195, -1.7123007 48.0820826, -1.7123892 48.0819646, -1.7124901 48.0819968, -1.7128992 48.0821272, -1.7129644 48.082148, -1.7130295 48.0821688)",Allée de la Morinais,,
356936604,,residential,30,,False,False,55.169,"LINESTRING (-1.7120049 48.082477, -1.712123 48.08252, -1.712263 48.0825672, -1.7125108 48.0826487, -1.7126755 48.0826885)",Boulevard Jean Marin,,
