osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,access,width,tunnel
16207741,True,Rue des Jardins,residential,30,False,54.92,"LINESTRING (3.0672908 50.6407149, 3.0672983 50.6406555, 3.0673155 50.6405986, 3.0673601 50.6405003, 3.0675202 50.6402457)",,,,
"[221385156, 670504756]",True,Place aux Bleuets,residential,30,False,58.367,"LINESTRING (3.0672908 50.6407149, 3.0673689 50.6407319, 3.0673852 50.6407369, 3.067428 50.64075, 3.0674782 50.6407675, 3.0675247 50.6407861, 3.0675949 50.6408168, 3.0676878 50.6408643, 3.0677694 50.640911, 3.0678206 50.6409424, 3.0678698 50.6409771, 3.0679027 50.6410067, 3.0679275 50.6410348)",,,,
48598814,True,Rue des Jardins,residential,30,False,137.952,"LINESTRING (3.0679561 50.6395619, 3.068001 50.6394941, 3.0680279 50.6394531, 3.0681871 50.6392098, 3.0683086 50.6390236, 3.0686398 50.6384997, 3.0686969 50.6384137)",,,,
484396465,False,Boulevard Carnot,tertiary,50,False,169.31699999999998,"LINESTRING (3.0679561 50.6395619, 3.0678576 50.6395377, 3.0678148 50.6395269, 3.0675185 50.6394523, 3.0668647 50.6392894, 3.0662474 50.6391262, 3.0660947 50.639082, 3.065964 50.6390076, 3.0658251 50.638908, 3.065821 50.6389051)",2,,,
1167807980,False,Boulevard Carnot,tertiary,30,False,106.62299999999999,"LINESTRING (3.0679561 50.6395619, 3.0680621 50.639589, 3.0680913 50.6395964, 3.0692904 50.6399029, 3.0693585 50.6399203)",2,,,
23209203,True,Rue des Canonniers,tertiary,30,False,10.563,"LINESTRING (3.0694835 50.6398997, 3.0694115 50.639983)",,,,
276335209,True,Boulevard Carnot,tertiary,50,False,40.149,"LINESTRING (3.0694835 50.6398997, 3.0696072 50.6399298, 3.069688 50.6399512, 3.0697468 50.6399707, 3.0698079 50.6399932, 3.0698763 50.6400209, 3.0699348 50.6400483, 3.0699812 50.6400708)",2,,,
640391933,True,Rue du Molinel,tertiary,30,False,60.108000000000004,"LINESTRING (3.0703181 50.635681, 3.0702554 50.6356274, 3.0700674 50.6354767, 3.0699198 50.6353641, 3.0698492 50.6353129, 3.0697733 50.635266)",1,no,,
84690877,True,Rue des Urbanistes,residential,30,False,46.554,"LINESTRING (3.0685811 50.6409951, 3.0684923 50.6409887, 3.0684471 50.6409875, 3.068399 50.640988, 3.0683508 50.6409906, 3.0682981 50.6409952, 3.0681169 50.6410121, 3.0680393 50.6410208, 3.0679275 50.6410348)",,,,
935166816,False,Rue Pierre Mauroy,tertiary,30,False,13.078,"LINESTRING (3.0677644 50.6344193, 3.0677898 50.6343028)",,,,
24018815,True,Rue Pierre Mauroy,living_street,20,False,119.622,"LINESTRING (3.0677644 50.6344193, 3.067708 50.6344906, 3.0674843 50.6348092, 3.0674504 50.6348558, 3.0674079 50.6349091, 3.0673514 50.6349713, 3.0673033 50.6350203, 3.0672425 50.63508, 3.0670079 50.6353068, 3.0669552 50.6353618)",,,,
1262937360,True,Rue du Molinel,tertiary,30,False,125.91,"LINESTRING (3.0677644 50.6344193, 3.0677396 50.6344047, 3.0677161 50.6343918, 3.0676856 50.6343772, 3.0676451 50.6343595, 3.0674816 50.6342908, 3.0674106 50.6342593, 3.0673443 50.6342277, 3.0673013 50.6342061, 3.0671065 50.6341084, 3.0665256 50.6338063, 3.0664944 50.6337901, 3.0663585 50.6337227)",1,,,
23209156,True,Rue Faidherbe,living_street,20,False,19.249,"LINESTRING (3.0652113 50.6371466, 3.0651093 50.6371233, 3.0649736 50.6370643)",1,,,
120226485,True,Rue Faidherbe,residential,30,False,160.925,"LINESTRING (3.0652113 50.6371466, 3.0653321 50.6371314, 3.0654184 50.6371205, 3.0655914 50.6370987, 3.0656249 50.6370945, 3.0671267 50.6369055, 3.0674495 50.6368648)",1,,,
120226485,True,Rue Faidherbe,residential,30,False,94.706,"LINESTRING (3.0674495 50.6368648, 3.0687667 50.636699)",1,,,
46656366,True,Place des Patiniers,living_street,20,False,46.123000000000005,"LINESTRING (3.0644069 50.6398784, 3.0644552 50.6398392, 3.0646152 50.6397093, 3.0647367 50.6395909, 3.0647874 50.6395415)",1,,,
"[288341125, 46656367]",True,Place du Lion d'Or,living_street,20,False,42.224,"LINESTRING (3.0644069 50.6398784, 3.0644584 50.6399614, 3.0644714 50.6399871, 3.0644821 50.6400088, 3.0644889 50.6400278, 3.0644989 50.6400598, 3.0645042 50.6400808, 3.064509 50.6401121, 3.0645116 50.6401356, 3.064515 50.6401593, 3.0645178 50.6401855, 3.0645227 50.6402478)",,,,
34096527,False,Rue de Tenremonde,residential,30,False,7.456,"LINESTRING (3.0582676 50.6372852, 3.0581933 50.6372375)",,,,
220781181,False,Place Maurice Schumann,residential,30,True,18.773,"LINESTRING (3.0582676 50.6372852, 3.0584534 50.6374061)",,,,
23209378,True,Place Maurice Schumann,residential,30,False,8.911,"LINESTRING (3.0582676 50.6372852, 3.058311 50.6372403, 3.0583329 50.6372166)",,,,
143367790,True,Rue de l'Hôpital Militaire,residential,30,False,147.95499999999996,"LINESTRING (3.0595478 50.6357495, 3.0596267 50.6356718, 3.0596784 50.6356215, 3.0599633 50.6353445, 3.0600579 50.6352525, 3.0606292 50.6347175, 3.0606807 50.6346721, 3.0607115 50.6346425)",,,,
484396453,False,Rue Nationale,tertiary,30,False,202.937,"LINESTRING (3.0595478 50.6357495, 3.0596908 50.6358102, 3.0597293 50.6358265, 3.0598443 50.6358753, 3.0608904 50.6363189, 3.0618276 50.6367164, 3.0619398 50.636764)",2,,,
484396454,False,Rue Nationale,tertiary,30,True,106.882,"LINESTRING (3.0595478 50.6357495, 3.0594592 50.6357121, 3.0594153 50.6356936, 3.0593676 50.6356734, 3.0584396 50.6352816, 3.0582862 50.6352169)",,,,
24028305,False,Rue Thiers,residential,30,False,85.759,"LINESTRING (3.0595294 50.6386732, 3.0595001 50.6386357, 3.059035 50.6380406, 3.0589893 50.6379822)",,,,
673365085,True,Rue Esquermoise,living_street,20,False,23.958,"LINESTRING (3.0595294 50.6386732, 3.059689 50.6386309, 3.059841 50.6385874)",,,,
24028305,False,Rue Thiers,residential,30,True,85.759,"LINESTRING (3.0589893 50.6379822, 3.059035 50.6380406, 3.0595001 50.6386357, 3.0595294 50.6386732)",,,,
"[220781182, 673365086]",False,"['Rue Thiers', 'Place Maurice Schumann']",residential,30,False,74.928,"LINESTRING (3.0589893 50.6379822, 3.0586046 50.6375074, 3.0585816 50.6374853, 3.0585538 50.6374665, 3.0585176 50.6374453, 3.0584534 50.6374061)",,,,
41432793,True,Rue Pierre Dupont,residential,30,False,60.800999999999995,"LINESTRING (3.0615947 50.6337094, 3.0616549 50.6337579, 3.0616765 50.6340489, 3.0617162 50.634241)",,,,
42533745,True,Rue Georges Maertens,residential,30,False,17.697,"LINESTRING (3.0615947 50.6337094, 3.0615852 50.6335746, 3.0615801 50.6335506)",,,,
26826793,True,Rue Gombert,residential,30,False,56.554,"LINESTRING (3.0613645 50.6328014, 3.0612822 50.6328609, 3.06125 50.6328842, 3.0608342 50.6331829)",,,,
"[691710201, 691710202, 41432795]",True,Rue Arnould de Vuez,residential,30,False,64.544,"LINESTRING (3.0613645 50.6328014, 3.061346 50.632778, 3.061314 50.6327532, 3.0612579 50.6327092, 3.0611952 50.6326611, 3.060911 50.6324532, 3.0608547 50.632412, 3.0607788 50.6323564)",,,,
257432528,True,Rue Gustave Delory,tertiary,30,False,49.38,"LINESTRING (3.0703953 50.6336046, 3.0701831 50.633614, 3.070054 50.6336147, 3.0696957 50.6336167)",1,,,
"[168429714, 673365087]",True,Rue de Pas,residential,30,False,147.396,"LINESTRING (3.0619398 50.636764, 3.0619196 50.6367823, 3.0618732 50.6368215, 3.0614492 50.6371304, 3.0613438 50.6372065, 3.0610399 50.6374132, 3.0609763 50.6374357, 3.0603779 50.6376025)",1,,,
"[438128460, 29185604]",False,"['Rue Nationale', 'Place du Général de Gaulle']",living_street,20,False,81.40499999999999,"LINESTRING (3.0619398 50.636764, 3.0623512 50.6369386, 3.0627354 50.6371017, 3.0628124 50.637137, 3.0628959 50.6371741)",,,,
484396453,False,Rue Nationale,tertiary,30,True,202.93699999999998,"LINESTRING (3.0619398 50.636764, 3.0618276 50.6367164, 3.0608904 50.6363189, 3.0598443 50.6358753, 3.0597293 50.6358265, 3.0596908 50.6358102, 3.0595478 50.6357495)",2,,,
29185616,True,Rue Lepelletier,living_street,20,False,87.339,"LINESTRING (3.0637929 50.638087, 3.0636782 50.6381067, 3.0636462 50.6381193, 3.0631987 50.6382959, 3.0628378 50.6384415, 3.0627314 50.6384857)",,,,
29185617,True,Rue de la Grande Chaussée,living_street,20,False,148.191,"LINESTRING (3.0637929 50.638087, 3.0638348 50.638116, 3.0638524 50.6381297, 3.0638713 50.6381451, 3.0638809 50.638169, 3.0639769 50.6386851, 3.0639085 50.6392014, 3.0639061 50.6393266, 3.063918 50.6393947)",,,,
132691252,False,Rue des Tanneurs,residential,30,True,97.35300000000001,"LINESTRING (3.0663585 50.6337227, 3.0662947 50.6337763, 3.0655003 50.6344084)",,,,
803112223,True,Rue du Molinel,tertiary,30,False,57.18299999999999,"LINESTRING (3.0663585 50.6337227, 3.066228 50.6336623, 3.0661311 50.6336191, 3.0660013 50.6335646, 3.0656837 50.633438)",2,,,
24018817,True,Avenue Foch,residential,30,False,44.06999999999999,"LINESTRING (3.0582862 50.6352169, 3.0582371 50.6352466, 3.0578295 50.6354874)",,,,
126504934,False,Rue Nationale,tertiary,30,True,53.120999999999995,"LINESTRING (3.0582862 50.6352169, 3.058242 50.6351982, 3.057945 50.6350727, 3.0576597 50.6349517)",2,,,
484396454,False,Rue Nationale,tertiary,30,False,106.882,"LINESTRING (3.0582862 50.6352169, 3.0584396 50.6352816, 3.0593676 50.6356734, 3.0594153 50.6356936, 3.0594592 50.6357121, 3.0595478 50.6357495)",,,,
126504934,False,Rue Nationale,tertiary,30,False,53.120999999999995,"LINESTRING (3.0576597 50.6349517, 3.057945 50.6350727, 3.058242 50.6351982, 3.0582862 50.6352169)",2,,,
"[145688968, 673365068]",False,Rue Nationale,tertiary,30,True,74.985,"LINESTRING (3.0576597 50.6349517, 3.0569841 50.6346658, 3.0569127 50.6346342, 3.0567782 50.6345747)",2,,,
90054610,True,Rue Esquermoise,living_street,20,False,74.963,"LINESTRING (3.0620222 50.6377781, 3.0618778 50.6378442, 3.0612228 50.6380964, 3.0612147 50.6380993, 3.0611196 50.6381335)",,,,
"[29185604, 438128460]",False,"['Rue Nationale', 'Place du Général de Gaulle']",living_street,20,True,81.405,"LINESTRING (3.0628959 50.6371741, 3.0628124 50.637137, 3.0627354 50.6371017, 3.0623512 50.6369386, 3.0619398 50.636764)",,,,
