osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,access,junction
188157039,D 49,Rue du 8 Mai 1945,tertiary,30,False,True,46.508,"LINESTRING (2.2385424 49.163518, 2.2390345 49.1637852)",,,,
188157039,D 49,Rue du 8 Mai 1945,tertiary,30,False,False,46.508,"LINESTRING (2.2390345 49.1637852, 2.2385424 49.163518)",,,,
188157039,D 49,Rue du 8 Mai 1945,tertiary,30,False,True,100.282,"LINESTRING (2.2390345 49.1637852, 2.2391311 49.1638335, 2.2392503 49.1639014, 2.2392914 49.1639224, 2.2393707 49.1639672, 2.2394263 49.1639963, 2.2400397 49.1643166, 2.2401083 49.1643509)",,,,
243955526,,Rue Jean Jaurès,residential,,False,True,152.964,"LINESTRING (2.2390345 49.1637852, 2.2390737 49.1637686, 2.2391128 49.163752, 2.239485 49.1635846, 2.2406785 49.1630943, 2.2407824 49.1630243)",,,,
151046975,,Rue Conti,residential,30,True,False,188.66299999999998,"LINESTRING (2.2417412 49.165256, 2.2417601 49.1652178, 2.2420852 49.1649629, 2.2434782 49.1641415, 2.2435896 49.1640758)",,,,
188115948,D 49,Rue de Lapomarède,tertiary,30,False,False,89.983,"LINESTRING (2.2417412 49.165256, 2.2416695 49.165215, 2.2410928 49.1648858, 2.2409463 49.1648022, 2.2408089 49.1647238)",,,,
188115948,D 49,Rue de Lapomarède,tertiary,30,False,True,99.08599999999998,"LINESTRING (2.2417412 49.165256, 2.2418145 49.1652912, 2.2425084 49.1656245, 2.2427169 49.1657804, 2.2428039 49.1658039)",,,,
255232559,,Rue de la Chevalerie,residential,,True,False,179.174,"LINESTRING (2.2417412 49.165256, 2.2417223 49.1652942, 2.2411755 49.1657325, 2.2404146 49.1663795, 2.2403513 49.166467, 2.2403353 49.166559)",,,,
187928340,,Rue des Marchands,residential,,False,False,50.532,"LINESTRING (2.2383456 49.1655071, 2.2387162 49.165244, 2.2388344 49.1651858)",,,,
187928341,,Rue de la Marne,residential,,False,False,96.632,"LINESTRING (2.2383456 49.1655071, 2.2383991 49.165527, 2.2391482 49.1658056, 2.2391483 49.1658496, 2.2389201 49.166013)",,,,
