osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,junction,maxspeed,access
375587286,True,,M 116E1,Avenue de Librilla,primary,False,48.815,"LINESTRING (3.8292375 43.5751931, 3.829373 43.5751624, 3.8294028 43.5751556, 3.8295119 43.5751309, 3.8298075 43.5750451)",,,
21763679,False,,,Impasse Perez,residential,False,64.654,"LINESTRING (3.8260948 43.5727742, 3.8262806 43.5727664, 3.8267768 43.5726251, 3.8268543 43.572603)",,,
21763679,False,,,Impasse Perez,residential,True,64.654,"LINESTRING (3.8268543 43.572603, 3.8267768 43.5726251, 3.8262806 43.5727664, 3.8260948 43.5727742)",,,
823275352,False,,,Rue des Roudères,residential,False,14.071,"LINESTRING (3.8268543 43.572603, 3.8268214 43.5725444, 3.8267884 43.5724858)",,,
823275352,False,,,Rue des Roudères,residential,True,83.064,"LINESTRING (3.8268543 43.572603, 3.8270118 43.5728631, 3.8272163 43.5732363, 3.8272476 43.5732934)",,,
22746752,False,,,Rue des Hortensias,residential,True,12.812000000000001,"LINESTRING (3.8219181 43.5740737, 3.8218763 43.5740291, 3.8218589 43.574019, 3.8218102 43.5739908)",,,
924907095,False,,,Rue de la Gare,residential,True,24.484,"LINESTRING (3.8219181 43.5740737, 3.8218846 43.5740977, 3.8218715 43.5741665, 3.8218632 43.5742056, 3.8218587 43.5742265, 3.8218475 43.5742818)",,,
924907096,False,,,Rue de la Gare,residential,False,121.59700000000001,"LINESTRING (3.8219181 43.5740737, 3.8220509 43.5740884, 3.8221649 43.5740865, 3.8223186 43.5740579, 3.8229952 43.5738166, 3.8231272 43.5737579, 3.8232699 43.5736634)",,,
510004025,False,2,M 613,Route de Béziers,primary,False,11.858,"LINESTRING (3.8218475 43.5742818, 3.8217073 43.5742493)",,,
510004025,False,2,M 613,Route de Béziers,primary,True,62.456999999999994,"LINESTRING (3.8218475 43.5742818, 3.8220244 43.5743227, 3.8220467 43.5743279, 3.822586 43.5744528)",,,
924907095,False,,,Rue de la Gare,residential,False,24.484,"LINESTRING (3.8218475 43.5742818, 3.8218587 43.5742265, 3.8218632 43.5742056, 3.8218715 43.5741665, 3.8218846 43.5740977, 3.8219181 43.5740737)",,,
21763895,False,,,Rue de la Gare,residential,True,11.289,"LINESTRING (3.8248101 43.5725204, 3.824724 43.5726005)",,,
22788870,True,,,Rue des Tamaris,residential,False,132.914,"LINESTRING (3.8248101 43.5725204, 3.8250083 43.57269, 3.8252724 43.572937, 3.8252839 43.572972, 3.8252704 43.5730004, 3.8252447 43.5730147, 3.825203 43.5730143, 3.825161 43.5729904, 3.824724 43.5726005)",,,
21763895,False,,,Rue de la Gare,residential,False,166.65800000000002,"LINESTRING (3.8248101 43.5725204, 3.8249543 43.572373, 3.8250623 43.5722943, 3.8251899 43.5722205, 3.8253216 43.57217, 3.8254657 43.5721478, 3.8256299 43.5721324, 3.8257669 43.5721329, 3.8261402 43.5721613, 3.826235 43.5721694, 3.8263868 43.5721682, 3.8265311 43.5721604, 3.8266631 43.5721347)",,,
21764184,False,,,Rue des Lilas,residential,False,34.785,"LINESTRING (3.8228491 43.5724863, 3.8231042 43.5727387)",,,
21764184,False,,,Rue des Lilas,residential,True,34.785,"LINESTRING (3.8231042 43.5727387, 3.8228491 43.5724863)",,,
22746749,False,,,Rue des Lilas,residential,True,48.527,"LINESTRING (3.8231042 43.5727387, 3.8236072 43.5724986)",,,
21764184,False,,,Rue des Lilas,residential,False,80.549,"LINESTRING (3.8231042 43.5727387, 3.8232536 43.5728752, 3.8233334 43.5729467, 3.8234948 43.5730607, 3.8237451 43.5732933)",,,
22746749,False,,,Rue des Lilas,residential,False,48.527,"LINESTRING (3.8236072 43.5724986, 3.8231042 43.5727387)",,,
21763895,False,,,Rue de la Gare,residential,False,17.682,"LINESTRING (3.8237451 43.5732933, 3.823893 43.5731758)",,,
924907096,False,,,Rue de la Gare,residential,True,56.206,"LINESTRING (3.8237451 43.5732933, 3.8232699 43.5736634)",,,
21764184,False,,,Rue des Lilas,residential,True,80.54899999999999,"LINESTRING (3.8237451 43.5732933, 3.8234948 43.5730607, 3.8233334 43.5729467, 3.8232536 43.5728752, 3.8231042 43.5727387)",,,
21764276,False,,,Impasse Saint-Antoine,residential,False,61.409,"LINESTRING (3.8223087 43.573573, 3.8218102 43.5739908)",,,
21764276,False,,,Impasse Saint-Antoine,residential,True,61.409,"LINESTRING (3.8218102 43.5739908, 3.8223087 43.573573)",,,
22746752,False,,,Rue des Hortensias,residential,True,15.506,"LINESTRING (3.8218102 43.5739908, 3.8216351 43.5739329)",,,
22746752,False,,,Rue des Hortensias,residential,False,12.812000000000001,"LINESTRING (3.8218102 43.5739908, 3.8218589 43.574019, 3.8218763 43.5740291, 3.8219181 43.5740737)",,,
21764506,False,,,Impasse des Hortensias,residential,False,102.89499999999998,"LINESTRING (3.8206481 43.5736603, 3.8208641 43.5733472, 3.8209231 43.5732929, 3.8210516 43.573117, 3.8210538 43.5730984, 3.8210412 43.5730832, 3.8209088 43.5730261, 3.8207736 43.5729511, 3.8207313 43.5729326)",,,
22746752,False,,,Rue des Hortensias,residential,False,85.392,"LINESTRING (3.8206481 43.5736603, 3.8208822 43.5736979, 3.8210707 43.5737481, 3.8216351 43.5739329)",,,
22746752,False,,,Rue des Hortensias,residential,False,15.506,"LINESTRING (3.8216351 43.5739329, 3.8218102 43.5739908)",,,
22746752,False,,,Rue des Hortensias,residential,True,85.392,"LINESTRING (3.8216351 43.5739329, 3.8210707 43.5737481, 3.8208822 43.5736979, 3.8206481 43.5736603)",,,
22788869,False,,,Rue Saint-Hubéry,residential,True,92.89500000000001,"LINESTRING (3.8216351 43.5739329, 3.8219241 43.5735112, 3.8219348 43.5734867, 3.8219352 43.5734591, 3.8219214 43.5734298, 3.8217873 43.5732215, 3.8217784 43.5731714)",,,
21763578,True,,,Rue des Roudères,residential,False,49.852999999999994,"LINESTRING (3.8279526 43.574197, 3.8279077 43.5741593, 3.8277193 43.5740105, 3.8275419 43.5738617)",,,
21765848,False,,,Rue des Mimosas,residential,True,112.44900000000001,"LINESTRING (3.8279526 43.574197, 3.8279994 43.5741767, 3.8288476 43.5738101, 3.8291865 43.5737369)",,,
22746743,False,,,Rue des Chardonnerets,residential,True,57.11,"LINESTRING (3.8304775 43.5720823, 3.830376 43.5720939, 3.8297773 43.5721625)",,,
587553638,False,,,Chemin de la Roque,residential,False,43.882,"LINESTRING (3.8304775 43.5720823, 3.8305166 43.5722022, 3.8305214 43.5722169, 3.8306054 43.5724659)",,,
587553638,False,,,Chemin de la Roque,residential,True,167.665,"LINESTRING (3.8304775 43.5720823, 3.8303244 43.5716856, 3.8302481 43.5715547, 3.8301831 43.5714641, 3.8300272 43.5711672, 3.8298211 43.5708199, 3.829799 43.5707927, 3.8297117 43.5706855)",,,
22746743,False,,,Rue des Chardonnerets,residential,False,71.356,"LINESTRING (3.8267884 43.5724858, 3.826853 43.5724789, 3.8276646 43.5723919)",,,
823275352,False,,,Rue des Roudères,residential,False,40.354,"LINESTRING (3.8267884 43.5724858, 3.8267079 43.5722874, 3.8266631 43.5721347)",,,
823275352,False,,,Rue des Roudères,residential,True,14.071,"LINESTRING (3.8267884 43.5724858, 3.8268214 43.5725444, 3.8268543 43.572603)",,,
22746743,False,,,Rue des Chardonnerets,residential,False,14.177,"LINESTRING (3.8296032 43.5721811, 3.8297773 43.5721625)",,,
108332921,False,,,Impasse des Martinets,residential,False,61.49399999999999,"LINESTRING (3.8296032 43.5721811, 3.8296329 43.5723651, 3.8296602 43.5723957, 3.8296984 43.5724084, 3.8297437 43.5724071, 3.829786 43.5723889, 3.8298077 43.5723657, 3.8297892 43.572237, 3.8297773 43.5721625)",,,
22746743,False,,,Rue des Chardonnerets,residential,True,157.927,"LINESTRING (3.8296032 43.5721811, 3.8288501 43.572266, 3.8276646 43.5723919)",,,
22746743,False,,,Rue des Chardonnerets,residential,True,14.177,"LINESTRING (3.8297773 43.5721625, 3.8296032 43.5721811)",,,
108332921,False,,,Impasse des Martinets,residential,True,61.494,"LINESTRING (3.8297773 43.5721625, 3.8297892 43.572237, 3.8298077 43.5723657, 3.829786 43.5723889, 3.8297437 43.5724071, 3.8296984 43.5724084, 3.8296602 43.5723957, 3.8296329 43.5723651, 3.8296032 43.5721811)",,,
22746743,False,,,Rue des Chardonnerets,residential,False,57.11,"LINESTRING (3.8297773 43.5721625, 3.830376 43.5720939, 3.8304775 43.5720823)",,,
21765848,False,,,Rue des Mimosas,residential,False,112.44900000000001,"LINESTRING (3.8291865 43.5737369, 3.8288476 43.5738101, 3.8279994 43.5741767, 3.8279526 43.574197)",,,
21765848,False,,,Rue des Mimosas,residential,True,103.469,"LINESTRING (3.8291865 43.5737369, 3.8292523 43.57372, 3.8294857 43.5736366, 3.8302442 43.5733656, 3.8303416 43.5733308)",,,
22788868,False,,,Rue des Jonquilles,residential,True,79.114,"LINESTRING (3.8291865 43.5737369, 3.8291565 43.5736783, 3.8289565 43.5730457)",,,
21765848,False,,,Rue des Mimosas,residential,False,103.469,"LINESTRING (3.8303416 43.5733308, 3.8302442 43.5733656, 3.8294857 43.5736366, 3.8292523 43.57372, 3.8291865 43.5737369)",,,
21765848,False,,,Rue des Mimosas,residential,True,33.285,"LINESTRING (3.8303416 43.5733308, 3.8306665 43.5732178, 3.8307141 43.5732013)",,,
21766578,False,,,Rue des Glaïeuls,residential,True,105.307,"LINESTRING (3.8303416 43.5733308, 3.8302729 43.5728714, 3.8302554 43.5728405, 3.830212 43.5728188, 3.8301601 43.5728173, 3.8297822 43.5728743, 3.8297237 43.5729244, 3.8297023 43.5729506)",,,
21751446,False,,,Rue André Chamson,residential,False,42.529999999999994,"LINESTRING (3.8309151 43.5763197, 3.830983 43.5763415, 3.831404 43.576464)",,,
"[21751277, 722735695]",True,,,Esplanade de l'Ortet,residential,False,82.448,"LINESTRING (3.8309151 43.5763197, 3.8308696 43.5764023, 3.8305924 43.5769059, 3.8305359 43.5770084)",,30,
22900326,True,3,M 116E1,Carrefour Paul Bernard,primary,False,43.123999999999995,"LINESTRING (3.8292778 43.5755695, 3.8291949 43.5752816, 3.8292375 43.5751931)",,,
"[104365731, 414128988]",True,,M 613,Route de Montpellier,primary,False,74.051,"LINESTRING (3.8292778 43.5755695, 3.8291612 43.57556, 3.8291273 43.5755586, 3.8290517 43.5755521, 3.8285442 43.5755222, 3.8283617 43.5755171)",,,
"[103874384, 22900327]",True,"['2', '3']",M 613,"['Carrefour Paul Bernard', 'Route de Montpellier']",primary,False,122.919,"LINESTRING (3.8295947 43.5754466, 3.8296985 43.5755196, 3.8297269 43.5755249, 3.8298043 43.5755393, 3.8300836 43.5755931, 3.8305366 43.5757044, 3.8307854 43.5757739, 3.8308081 43.5757802, 3.8310063 43.575838)",,,
103965766,True,,M 116E1,Carrefour Paul Bernard,primary,False,29.006,"LINESTRING (3.8295947 43.5754466, 3.8294604 43.575505, 3.8293934 43.5755322, 3.8293451 43.5755459, 3.8292778 43.5755695)",,,
22895133,True,,,,residential,False,6.856999999999999,"LINESTRING (3.8282875 43.5707061, 3.8282856 43.5707214, 3.8282795 43.5707362, 3.8282694 43.5707498, 3.8282557 43.5707616)",roundabout,,
22899920,False,,,Rue des Carrières,residential,True,7.913,"LINESTRING (3.8269965 43.5712528, 3.8270821 43.5712179)",,,
22895781,True,,,Rue Philippe Lamour,residential,False,75.897,"LINESTRING (3.8269965 43.5712528, 3.8268537 43.5711089, 3.8267997 43.5710698, 3.8267077 43.5710326, 3.826625 43.5710145, 3.8265274 43.5710225, 3.8264345 43.571052, 3.8262908 43.5711222, 3.826244 43.571145)",,,
22899920,False,,,Rue des Carrières,residential,False,34.848,"LINESTRING (3.8269965 43.5712528, 3.8267978 43.5713382, 3.8266278 43.5714166)",,,
22899915,False,,,Rue des Micocouliers,residential,False,24.381999999999998,"LINESTRING (3.8269969 43.5716055, 3.827199 43.5715335, 3.8272284 43.5714816)",,,
"[924964921, 924964922]",False,,,Rue de Loun,residential,False,36.571,"LINESTRING (3.826244 43.571145, 3.8264111 43.5713054, 3.826478 43.5713697, 3.8265173 43.5714076)",,,
22899915,False,,,Rue des Micocouliers,residential,True,24.381999999999998,"LINESTRING (3.8272284 43.5714816, 3.827199 43.5715335, 3.8269969 43.5716055)",,,
22899916,False,,,Rue des Micocouliers,residential,False,180.952,"LINESTRING (3.8272284 43.5714816, 3.8276913 43.571496, 3.8284571 43.5714084, 3.8285011 43.571398, 3.8285384 43.5713737, 3.8285504 43.5713307, 3.828542 43.5712906, 3.8283706 43.5708708, 3.8283222 43.5708147, 3.8282557 43.5707616)",,,
22899916,False,,,Rue des Micocouliers,residential,True,31.985,"LINESTRING (3.8272284 43.5714816, 3.8271673 43.5713134, 3.8271344 43.5712765, 3.8270821 43.5712179)",,,
22895793,False,,,Rue Jean Giono,residential,False,90.344,"LINESTRING (3.8244064 43.5715871, 3.824499 43.5716314, 3.8246285 43.5716847, 3.8247458 43.5717184, 3.8248774 43.571738, 3.8250137 43.5717388, 3.8251769 43.5717164, 3.8253195 43.5716671, 3.8254424 43.5716177)",,,
26348711,False,,,Rue Marcel Pagnol,residential,False,40.208,"LINESTRING (3.8254424 43.5716177, 3.8257094 43.5719232)",,,
26348711,False,,,Rue Marcel Pagnol,residential,True,49.932,"LINESTRING (3.8254424 43.5716177, 3.8250736 43.5712568)",,,
22895793,False,,,Rue Jean Giono,residential,True,90.344,"LINESTRING (3.8254424 43.5716177, 3.8253195 43.5716671, 3.8251769 43.5717164, 3.8250137 43.5717388, 3.8248774 43.571738, 3.8247458 43.5717184, 3.8246285 43.5716847, 3.824499 43.5716314, 3.8244064 43.5715871)",,,
26348711,False,,,Rue Marcel Pagnol,residential,True,40.208,"LINESTRING (3.8257094 43.5719232, 3.8254424 43.5716177)",,,
108140052,False,,,Chemin des Combettes,residential,False,80.336,"LINESTRING (3.8257094 43.5719232, 3.8263951 43.5715495, 3.8265044 43.5714871)",,,
22899920,False,,,Rue des Carrières,residential,False,34.923,"LINESTRING (3.8274556 43.5710585, 3.8271632 43.5711842, 3.8270821 43.5712179)",,,
22899920,False,,,Rue des Carrières,residential,True,62.161,"LINESTRING (3.8274556 43.5710585, 3.8276186 43.5709834, 3.8279179 43.5708454, 3.8279912 43.5708089, 3.8280903 43.5707428)",,,
22896639,False,,,Impasse des Jasses,residential,False,133.207,"LINESTRING (3.8296089 43.5712271, 3.8295816 43.5712915, 3.8295071 43.5713219, 3.8294425 43.5713341, 3.8293688 43.5713333, 3.829306 43.5713102, 3.8292654 43.5712706, 3.8291467 43.5709489, 3.8291486 43.5709117, 3.8291639 43.5708804, 3.8291967 43.5708574, 3.829245 43.5708389, 3.8295843 43.5707774, 3.8296517 43.5707544, 3.8296928 43.5707223, 3.8297117 43.5706855)",,,
22896639,False,,,Impasse des Jasses,residential,True,133.20700000000002,"LINESTRING (3.8297117 43.5706855, 3.8296928 43.5707223, 3.8296517 43.5707544, 3.8295843 43.5707774, 3.829245 43.5708389, 3.8291967 43.5708574, 3.8291639 43.5708804, 3.8291486 43.5709117, 3.8291467 43.5709489, 3.8292654 43.5712706, 3.829306 43.5713102, 3.8293688 43.5713333, 3.8294425 43.5713341, 3.8295071 43.5713219, 3.8295816 43.5712915, 3.8296089 43.5712271)",,,
587553638,False,,,Chemin de la Roque,residential,False,167.665,"LINESTRING (3.8297117 43.5706855, 3.829799 43.5707927, 3.8298211 43.5708199, 3.8300272 43.5711672, 3.8301831 43.5714641, 3.8302481 43.5715547, 3.8303244 43.5716856, 3.8304775 43.5720823)",,,
26164188,False,,,Rue Federico Garcia Lorca,living_street,False,120.762,"LINESTRING (3.821787 43.5773049, 3.8217659 43.5774305, 3.8217678 43.5774586, 3.8217745 43.5775598, 3.8217925 43.5776754, 3.8218369 43.5778022, 3.8218975 43.5779124, 3.8220121 43.5780644, 3.822095 43.5781571, 3.8221535 43.5782197, 3.8221786 43.5782432, 3.8222422 43.5783028)",,20,
524624414,False,,,Rue de Tourtourel,living_street,True,42.907,"LINESTRING (3.821787 43.5773049, 3.8217825 43.577255, 3.8217576 43.5772094, 3.8216971 43.5771609, 3.8214616 43.5770197)",,20,
25579658,False,,,Plan de Bosc,living_street,True,25.19,"LINESTRING (3.8262741 43.5770929, 3.8263718 43.5773081)",,,
95313945,True,,,Grand Rue,residential,False,34.342,"LINESTRING (3.8249753 43.5776399, 3.825134 43.5776335, 3.8252102 43.5776263, 3.8253975 43.577601)",,,
446759198,False,,,Impasse du Puits de Gaud,residential,True,136.06900000000002,"LINESTRING (3.8249753 43.5776399, 3.8249143 43.5774504, 3.8249043 43.5773759, 3.8248403 43.5773745, 3.8245203 43.5773869, 3.8241102 43.5773683, 3.8235904 43.5773349)",,,
103965761,False,2,M 132,Avenue Georges Clemenceau,tertiary,False,53.007,"LINESTRING (3.8253021 43.5784847, 3.8255998 43.5784158, 3.8257284 43.5783688, 3.8259083 43.5783031)",,,
103965761,False,2,M 132,Avenue Georges Clemenceau,tertiary,True,159.841,"LINESTRING (3.8253021 43.5784847, 3.8251331 43.578509, 3.8250218 43.5785265, 3.8249534 43.5785372, 3.8247881 43.5785787, 3.8247224 43.5785955, 3.8245535 43.5786363, 3.8244896 43.5786589, 3.8244071 43.5786897, 3.8241018 43.5788189, 3.8239518 43.5789045, 3.8238153 43.5789958, 3.8235953 43.5791553)",,,
"[524624418, 26164188]",False,,,Rue Federico Garcia Lorca,"['living_street', 'residential']",False,144.74899999999997,"LINESTRING (3.8222422 43.5783028, 3.8223356 43.5783769, 3.8224335 43.578442, 3.8225357 43.5785028, 3.8226847 43.5785848, 3.8227218 43.5786052, 3.822824 43.578657, 3.8229872 43.5787525, 3.8230782 43.5788057, 3.8232033 43.5788821, 3.8233131 43.5789663, 3.8233797 43.5790067, 3.8234474 43.5790578, 3.823559 43.5791307, 3.8235953 43.5791553)",,20,
26164188,False,,,Rue Federico Garcia Lorca,living_street,True,120.76200000000001,"LINESTRING (3.8222422 43.5783028, 3.8221786 43.5782432, 3.8221535 43.5782197, 3.822095 43.5781571, 3.8220121 43.5780644, 3.8218975 43.5779124, 3.8218369 43.5778022, 3.8217925 43.5776754, 3.8217745 43.5775598, 3.8217678 43.5774586, 3.8217659 43.5774305, 3.821787 43.5773049)",,20,
524624417,False,,,Rue des Escholiers,living_street,False,25.849,"LINESTRING (3.8222422 43.5783028, 3.8223353 43.5782418, 3.8224801 43.5781468)",,,
510004025,False,2,M 613,Route de Béziers,primary,True,11.858,"LINESTRING (3.8217073 43.5742493, 3.8218475 43.5742818)",,,
44143149,False,,,Rue des Frênes,residential,True,119.08600000000001,"LINESTRING (3.8217073 43.5742493, 3.8216377 43.5743003, 3.8215652 43.5743544, 3.8214027 43.5744525, 3.8213102 43.5744979, 3.8205219 43.5748845)",,,
"[448416106, 44143150]",False,,,"['Rue des Orts', 'Rue du Petit Parc']",residential,"[False, True]",79.688,"LINESTRING (3.8218146 43.5753632, 3.822052 43.575446, 3.8226852 43.5757029)",,,
44143150,False,,,Rue des Orts,residential,True,22.753,"LINESTRING (3.8218146 43.5753632, 3.821654 43.5754068, 3.8215517 43.5754379)",,,
448416037,False,,,Rue des Orts,residential,False,46.279,"LINESTRING (3.8218146 43.5753632, 3.8217958 43.5753238, 3.8217746 43.5752931, 3.8217428 43.5752713, 3.821706 43.5752533, 3.8216691 43.575246, 3.821613 43.5752523, 3.8215754 43.5752732, 3.8215443 43.5753179, 3.8215298 43.5753664, 3.821539 43.5754088, 3.8215517 43.5754379)",,,
108344946,False,,,Rue Paul Gauguin,residential,False,86.68,"LINESTRING (3.8230614 43.5758465, 3.8232011 43.5759094, 3.8232288 43.5759509, 3.8232959 43.5759927, 3.8235279 43.5760596, 3.8235773 43.5760556, 3.8240348 43.5760209)",,,
448416106,False,,,Rue du Petit Parc,residential,False,34.259,"LINESTRING (3.8230614 43.5758465, 3.8230209 43.5758295, 3.8226852 43.5757029)",,,
108344949,False,,,Rue Francisco de Goya,residential,True,124.51799999999999,"LINESTRING (3.8226852 43.5757029, 3.8225043 43.5764588, 3.8225026 43.5765047, 3.8225187 43.5765416, 3.8225618 43.5765724, 3.8226159 43.5765849, 3.8228578 43.5766377)",,,
"[448416106, 44143150]",False,,,"['Rue des Orts', 'Rue du Petit Parc']",residential,"[False, True]",79.688,"LINESTRING (3.8226852 43.5757029, 3.822052 43.575446, 3.8218146 43.5753632)",,,
448416106,False,,,Rue du Petit Parc,residential,True,34.259,"LINESTRING (3.8226852 43.5757029, 3.8230209 43.5758295, 3.8230614 43.5758465)",,,
"[26164613, 524624414]",False,,,Rue de Tourtourel,"['residential', 'living_street']",False,34.083,"LINESTRING (3.8211307 43.5768287, 3.8214099 43.5769887, 3.8214616 43.5770197)",,"['20', '30']",
44143150,False,,,Rue des Orts,residential,False,40.786,"LINESTRING (3.8211307 43.5768287, 3.8211588 43.5767999, 3.8211849 43.5767593, 3.8212442 43.5764758)",,,
510004025,False,2,M 613,Route de Béziers,primary,False,12.601,"LINESTRING (3.8241085 43.5748053, 3.8239595 43.5747708)",,,
524638918,True,,M 613,Route de Béziers,primary,False,74.756,"LINESTRING (3.8241085 43.5748053, 3.8241595 43.574785, 3.8244157 43.5748414, 3.8248542 43.5749385, 3.8249923 43.5749667)",,,
524638920,True,,,Rue du Petit Parc,residential,False,22.698999999999998,"LINESTRING (3.8241085 43.5748053, 3.8240871 43.5748817, 3.8239852 43.5749468, 3.8239476 43.5749521)",,,
44143152,False,,,Rue Paul Cézanne,residential,False,29.828000000000003,"LINESTRING (3.8240348 43.5760209, 3.8240406 43.576082, 3.8240661 43.5761152, 3.8241334 43.57613, 3.8242956 43.5761187)",,,
108344946,False,,,Rue Paul Gauguin,residential,True,86.68,"LINESTRING (3.8240348 43.5760209, 3.8235773 43.5760556, 3.8235279 43.5760596, 3.8232959 43.5759927, 3.8232288 43.5759509, 3.8232011 43.5759094, 3.8230614 43.5758465)",,,
108344960,True,,,Rue du Puits de Gaud,residential,False,132.2,"LINESTRING (3.8240348 43.5760209, 3.8241996 43.5758469, 3.8247783 43.5752376, 3.8248036 43.5752106, 3.8249633 43.5750406)",,,
44143152,False,,,Rue Paul Cézanne,residential,False,71.109,"LINESTRING (3.8242956 43.5761187, 3.8244763 43.5761012, 3.8247861 43.5760735, 3.8250871 43.576049, 3.8251712 43.5760384)",,,
44143152,False,,,Rue Paul Cézanne,residential,True,29.828,"LINESTRING (3.8242956 43.5761187, 3.8241334 43.57613, 3.8240661 43.5761152, 3.8240406 43.576082, 3.8240348 43.5760209)",,,
44143153,False,,,Rue Auguste Renoir,residential,False,82.932,"LINESTRING (3.8242956 43.5761187, 3.8243005 43.5761494, 3.824329 43.5763265, 3.8243487 43.5764509, 3.8243608 43.5765159, 3.8244122 43.5768428, 3.8244148 43.5768595)",,,
22746738,True,,,Rue des Écoles,residential,False,47.988,"LINESTRING (3.8276843 43.5761548, 3.8282778 43.5761919)",,,
44143153,False,,,Rue Auguste Renoir,residential,True,82.93200000000002,"LINESTRING (3.8244148 43.5768595, 3.8244122 43.5768428, 3.8243608 43.5765159, 3.8243487 43.5764509, 3.824329 43.5763265, 3.8243005 43.5761494, 3.8242956 43.5761187)",,,
505293165,True,,,Rue Auguste Renoir,residential,False,154.733,"LINESTRING (3.8244148 43.5768595, 3.824407 43.5769017, 3.8243456 43.576926, 3.8241388 43.5769438, 3.8236898 43.5769823, 3.823607 43.5769866, 3.8229042 43.5768401, 3.8228648 43.5768147, 3.8228622 43.5767882, 3.8228961 43.5766714, 3.8228891 43.5766547, 3.8228578 43.5766377)",,,
"[1213444840, 103874388]",False,,,"['Avenue des Terrasses du Languedoc', 'Rue Antoine Garcia']",residential,False,97.103,"LINESTRING (3.8312158 43.5755836, 3.8314031 43.5754714, 3.8316799 43.5752992, 3.8317091 43.5752754, 3.8317383 43.5752388, 3.8318368 43.5752896, 3.8319223 43.5753007, 3.8319739 43.5752953, 3.8321574 43.5751886)",,,
437559546,True,,,Rue Antoine Garcia,residential,False,34.944,"LINESTRING (3.8312158 43.5755836, 3.8311675 43.5756793, 3.8311261 43.5757526, 3.8311132 43.5757748, 3.8310923 43.5758145, 3.8310063 43.575838)",,,
140595493,True,,,Rue Antoine Garcia,residential,False,22.590999999999998,"LINESTRING (3.8311841 43.5746929, 3.8311339 43.5746755, 3.8310585 43.5746498, 3.8310205 43.5746402, 3.8309656 43.5746393, 3.8309194 43.5746414)",,,
103965765,False,2,M 613,Route de Montpellier,primary,True,8.228,"LINESTRING (3.8310063 43.575838, 3.8309896 43.575911)",,,
103874381,True,,M 613,Route de Montpellier,primary,False,106.738,"LINESTRING (3.8310063 43.575838, 3.8312449 43.5759086, 3.8315568 43.5760025, 3.8321163 43.5761695, 3.8322091 43.5762295)",,,
103874386,True,,,Rue Antoine Garcia,residential,False,36.167,"LINESTRING (3.8310063 43.575838, 3.8309804 43.575782, 3.8310093 43.5757408, 3.8310313 43.5757141, 3.8311004 43.5756458, 3.8312158 43.5755836)",,,
22899920,False,,,Rue des Carrières,residential,False,7.913,"LINESTRING (3.8270821 43.5712179, 3.8269965 43.5712528)",,,
22899916,False,,,Rue des Micocouliers,residential,False,31.985,"LINESTRING (3.8270821 43.5712179, 3.8271344 43.5712765, 3.8271673 43.5713134, 3.8272284 43.5714816)",,,
22899920,False,,,Rue des Carrières,residential,True,34.923,"LINESTRING (3.8270821 43.5712179, 3.8271632 43.5711842, 3.8274556 43.5710585)",,,
22899920,False,,,Rue des Carrières,residential,False,62.161,"LINESTRING (3.8280903 43.5707428, 3.8279912 43.5708089, 3.8279179 43.5708454, 3.8276186 43.5709834, 3.8274556 43.5710585)",,,
529469489,True,,,,residential,False,9.891,"LINESTRING (3.8265173 43.5714076, 3.8265443 43.5713974, 3.8265747 43.5713955, 3.8266042 43.5714021, 3.8266278 43.5714166)",roundabout,,
"[924964921, 924964922]",False,,,Rue de Loun,residential,True,36.571,"LINESTRING (3.8265173 43.5714076, 3.826478 43.5713697, 3.8264111 43.5713054, 3.826244 43.571145)",,,
22895133,True,,,,residential,False,15.581,"LINESTRING (3.8282557 43.5707616, 3.8282335 43.5707735, 3.8282078 43.5707808, 3.8281803 43.570783, 3.828153 43.5707799, 3.8281278 43.5707717, 3.8281064 43.5707591, 3.8280903 43.5707428)",roundabout,,
22899916,False,,,Rue des Micocouliers,residential,True,180.952,"LINESTRING (3.8282557 43.5707616, 3.8283222 43.5708147, 3.8283706 43.5708708, 3.828542 43.5712906, 3.8285504 43.5713307, 3.8285384 43.5713737, 3.8285011 43.571398, 3.8284571 43.5714084, 3.8276913 43.571496, 3.8272284 43.5714816)",,,
21766523,False,,,Rue des Jonquilles,residential,False,68.576,"LINESTRING (3.8289565 43.5730457, 3.8286801 43.5730874, 3.8286621 43.5730739, 3.8286402 43.5730056, 3.8286582 43.572981, 3.8288949 43.5729468, 3.8289263 43.5729507, 3.8289565 43.5730457)",,,
21766523,False,,,Rue des Jonquilles,residential,True,68.57600000000001,"LINESTRING (3.8289565 43.5730457, 3.8289263 43.5729507, 3.8288949 43.5729468, 3.8286582 43.572981, 3.8286402 43.5730056, 3.8286621 43.5730739, 3.8286801 43.5730874, 3.8289565 43.5730457)",,,
22788868,False,,,Rue des Jonquilles,residential,False,79.114,"LINESTRING (3.8289565 43.5730457, 3.8291565 43.5736783, 3.8291865 43.5737369)",,,
22746768,False,,,Rue des Sophoras,residential,False,116.924,"LINESTRING (3.8239204 43.5740586, 3.8241067 43.5743942, 3.824128 43.5744244, 3.8241605 43.5744438, 3.8242096 43.574449, 3.8242524 43.5744432, 3.8249653 43.5742323)",,,
