osmid,highway,junction,oneway,reversed,length,geometry,ref,name,maxspeed,bridge,tunnel
39365949,primary,roundabout,True,False,21.264,"LINESTRING (-2.0816401 47.435255, -2.0815746 47.435237, -2.0815041 47.4352345, -2.0814361 47.4352477, -2.0813784 47.4352753)",,,,,
106366342,secondary,,False,False,104.679,"LINESTRING (-2.094581 47.4412777, -2.0944577 47.4404601, -2.0944378 47.4403413)",D 773,Rue Maurice Sambron,50,,
72650891,secondary,,False,False,74.364,"LINESTRING (-2.0944378 47.4403413, -2.094215 47.440323, -2.0935789 47.4402479, -2.0934635 47.4402293)",D 33,Boulevard Charles de Gaulle,50,,
106366342,secondary,,False,True,104.679,"LINESTRING (-2.0944378 47.4403413, -2.0944577 47.4404601, -2.094581 47.4412777)",D 773,Rue Maurice Sambron,50,,
159095078,tertiary,,False,False,176.244,"LINESTRING (-2.0944378 47.4403413, -2.0944096 47.4401935, -2.0943613 47.4399323, -2.0943184 47.4395631, -2.0942487 47.4389437, -2.0942339 47.438812, -2.0942314 47.4387629)",,Rue Maurice Sambron,50,,
39365950,residential,,False,False,73.982,"LINESTRING (-2.0939161 47.4377616, -2.0939799 47.4377325, -2.0940283 47.4377112, -2.0941271 47.4376668, -2.0942459 47.4376135, -2.0943117 47.4375783, -2.0943473 47.437543, -2.0943714 47.4374999, -2.0944349 47.4373037, -2.094451 47.4372537)",,Chemin de Criboeuf,30,,
504413939,tertiary,,False,False,122.20100000000001,"LINESTRING (-2.0939161 47.4377616, -2.0937404 47.4376291, -2.0935902 47.4375435, -2.0935272 47.4375076, -2.0934562 47.4374738, -2.0932335 47.4373679, -2.0930161 47.4372791, -2.0926152 47.4371134)",,Rue Maurice Sambron,30,,
504413939,tertiary,,False,True,82.91,"LINESTRING (-2.0939161 47.4377616, -2.0940133 47.4378623, -2.0940971 47.4379929, -2.0941419 47.43809, -2.0941709 47.438168, -2.0942021 47.4384681)",,Rue Maurice Sambron,30,,
"[39346883, 194774101]",tertiary,,False,False,65.63300000000001,"LINESTRING (-2.0898537 47.4364853, -2.0898146 47.4365227, -2.0898048 47.4365748, -2.0897601 47.4370658)",,Rue du Bouffay,30,yes,
187300861,tertiary,,True,False,65.461,"LINESTRING (-2.0898537 47.4364853, -2.0898267 47.4364317, -2.089793 47.4363846, -2.08978 47.436151, -2.0897785 47.4361232, -2.089894 47.4359195)",,Rue Sainte-Catherine,30,,
504413939,tertiary,,False,True,158.79700000000003,"LINESTRING (-2.0898537 47.4364853, -2.0899417 47.4364492, -2.0900664 47.4364458, -2.0902193 47.4364521, -2.0904493 47.4364726, -2.0910843 47.4365225, -2.0912132 47.4365443, -2.0912984 47.4365665, -2.0913894 47.4365968, -2.0918466 47.4367828)",,Rue Maurice Sambron,30,,
194287493,tertiary,,False,False,28.257,"LINESTRING (-2.0897601 47.4370658, -2.089736 47.4373194)",,Rue du Bouffay,,,
"[39346883, 194774101]",tertiary,,False,True,65.63300000000001,"LINESTRING (-2.0897601 47.4370658, -2.0898048 47.4365748, -2.0898146 47.4365227, -2.0898537 47.4364853)",,Rue du Bouffay,30,yes,
190282758,tertiary,,False,True,72.404,"LINESTRING (-2.0888909 47.4352767, -2.089852 47.4352401)",,Rue de Verdun,30,,
"[190282754, 190282764]",tertiary,,False,False,78.465,"LINESTRING (-2.0888909 47.4352767, -2.0887602 47.4353835, -2.0885886 47.4355418, -2.0885523 47.4355813, -2.0885293 47.435625, -2.0885261 47.4359028)",,"['Rue du Pont-Neuf', 'Place de la Gare']",,,
785692361,tertiary,,False,True,36.918,"LINESTRING (-2.0888909 47.4352767, -2.0888758 47.4352457, -2.0888688 47.4350266, -2.0888671 47.4349742, -2.0888664 47.4349464)",,Boulevard du Belvédère,30,,
"[155297246, 155792695]",residential,,False,False,217.04500000000002,"LINESTRING (-2.0885261 47.4359028, -2.0881964 47.4359075, -2.0881113 47.4358899, -2.08806 47.4358682, -2.0880061 47.435805, -2.0879714 47.4356845, -2.0879523 47.435281, -2.0878919 47.4342535)",,Chemin des Centrais,,,
"[190282754, 190282764]",tertiary,,False,True,78.465,"LINESTRING (-2.0885261 47.4359028, -2.0885293 47.435625, -2.0885523 47.4355813, -2.0885886 47.4355418, -2.0887602 47.4353835, -2.0888909 47.4352767)",,"['Rue du Pont-Neuf', 'Place de la Gare']",,,
306827945,residential,,False,True,57.201,"LINESTRING (-2.0885261 47.4359028, -2.0886087 47.4359051, -2.0889049 47.4358424, -2.0890084 47.4358259, -2.0890535 47.4358188, -2.0892336 47.4357906, -2.0892634 47.4357885)",,Chemin des Centrais,30,,
"[306827946, 190282763, 194774102, 194774103]",tertiary,,True,False,205.609,"LINESTRING (-2.0885261 47.4359028, -2.088558 47.4364173, -2.0885611 47.4365843, -2.0885892 47.4369212, -2.0886221 47.4369683, -2.0886835 47.4369855, -2.0892809 47.4370329, -2.0897601 47.4370658)",,"['Rue du Pont-Neuf', 'Rue de Nantes']",30,yes,
39365950,residential,,False,False,160.955,"LINESTRING (-2.0943612 47.4367181, -2.0942094 47.4366341, -2.0940287 47.4365882, -2.0934775 47.4364433, -2.0933547 47.4364111, -2.0931334 47.4363511, -2.0930363 47.4363175, -2.0929522 47.4362748, -2.0928814 47.4362283, -2.0927072 47.4361275, -2.0926485 47.4360947, -2.0925897 47.4360619, -2.0925099 47.4360272)",,Chemin de Criboeuf,30,,
39365950,residential,,False,True,55.83800000000001,"LINESTRING (-2.0943612 47.4367181, -2.094417 47.4367606, -2.0944728 47.4368298, -2.0945128 47.4369128, -2.0945053 47.4370081, -2.0944864 47.4370976, -2.0944738 47.4371538, -2.0944657 47.4371899)",,Chemin de Criboeuf,30,,
39365950,residential,,False,True,160.955,"LINESTRING (-2.0925099 47.4360272, -2.0925897 47.4360619, -2.0926485 47.4360947, -2.0927072 47.4361275, -2.0928814 47.4362283, -2.0929522 47.4362748, -2.0930363 47.4363175, -2.0931334 47.4363511, -2.0933547 47.4364111, -2.0934775 47.4364433, -2.0940287 47.4365882, -2.0942094 47.4366341, -2.0943612 47.4367181)",,Chemin de Criboeuf,30,,
159095083,residential,,False,False,73.827,"LINESTRING (-2.0925099 47.4360272, -2.0924798 47.4360149, -2.0924442 47.435997, -2.0924164 47.4359757, -2.0923909 47.4359521, -2.0923745 47.4359299, -2.0923617 47.4359124, -2.0923261 47.4358422, -2.0922908 47.4357436, -2.0922777 47.4356813, -2.0922699 47.435593, -2.0922748 47.4355093, -2.092286 47.4354825, -2.0923243 47.435418)",,Rue des Acacias,30,,
305194038,residential,,False,False,9.546,"LINESTRING (-2.0925099 47.4360272, -2.0924875 47.4360539, -2.092463 47.4361065)",,Rue des Acacias,30,,
"[41441824, 1154557531]",tertiary,,False,True,95.84299999999999,"LINESTRING (-2.0921099 47.4352823, -2.0921319 47.435231, -2.0921794 47.4351926, -2.0923611 47.4350946, -2.0927708 47.4349078, -2.0930243 47.4348211, -2.0931282 47.4347952)",,Route de Crossac,"['30', '50']",,
159095081,tertiary,,False,False,77.18900000000001,"LINESTRING (-2.0921099 47.4352823, -2.0920285 47.4352928, -2.0918806 47.4352894, -2.0910895 47.4352336)",,Grande Rue,30,,
159095082,tertiary,,False,True,22.123,"LINESTRING (-2.0921099 47.4352823, -2.09218 47.4353257, -2.092225 47.4353486, -2.0923243 47.435418)",,Place du Puits Verger,30,,
190282758,tertiary,,False,False,21.009,"LINESTRING (-2.0901312 47.4352457, -2.089852 47.4352401)",,Rue de Verdun,30,,
305470738,tertiary,,False,True,7.574,"LINESTRING (-2.0901312 47.4352457, -2.0901807 47.4352423, -2.0902315 47.4352397)",,Place du Marché,,,
"[194776953, 194776954, 72650891]",secondary,,False,False,374.915,"LINESTRING (-2.0934635 47.4402293, -2.0931617 47.4401801, -2.0926998 47.4400797, -2.0923081 47.4399871, -2.092009 47.4398991, -2.0916677 47.4397812, -2.0914371 47.439695, -2.0913976 47.4396791, -2.0912131 47.439604, -2.0911078 47.4395538, -2.0907497 47.4393749, -2.0905459 47.4392678, -2.0902133 47.4390873, -2.0898961 47.4389059, -2.0895776 47.4387095, -2.0893609 47.4385738, -2.0892581 47.4385095)",D 33,Boulevard Charles de Gaulle,50,yes,
72650891,secondary,,False,True,74.364,"LINESTRING (-2.0934635 47.4402293, -2.0935789 47.4402479, -2.094215 47.440323, -2.0944378 47.4403413)",D 33,Boulevard Charles de Gaulle,50,,
187496042,residential,,False,True,38.589,"LINESTRING (-2.0934635 47.4402293, -2.0934308 47.440281, -2.0933528 47.4403432, -2.0932978 47.4403704, -2.0932328 47.4403768, -2.0931678 47.4403831, -2.0930579 47.4403829)",,Rue de Grénebo,,,
187817886,residential,,False,False,57.501999999999995,"LINESTRING (-2.0934635 47.4402293, -2.0934829 47.4401914, -2.0935064 47.440113, -2.0935242 47.4399897, -2.0935714 47.4398089, -2.0935751 47.4397194)",,Rue du Petit Bois du Château,,,
39365949,primary,roundabout,True,False,27.762,"LINESTRING (-2.0816877 47.435473, -2.0817263 47.4354305, -2.0817411 47.4353816, -2.0817303 47.4353321, -2.0816953 47.4352882, -2.0816401 47.435255)",,,,,
896505369,secondary,,False,True,106.71999999999998,"LINESTRING (-2.0816877 47.435473, -2.081751 47.4355178, -2.0820642 47.435739, -2.0822515 47.4358435, -2.0825584 47.4359654, -2.0828084 47.4360441)",D 33,Rue Nantaise,50,,
"[41441824, 1154557531]",tertiary,,False,False,95.84299999999999,"LINESTRING (-2.0931282 47.4347952, -2.0930243 47.4348211, -2.0927708 47.4349078, -2.0923611 47.4350946, -2.0921794 47.4351926, -2.0921319 47.435231, -2.0921099 47.4352823)",,Route de Crossac,"['50', '30']",,
"[305470752, 186978234, 1154557532]",unclassified,,False,False,227.79,"LINESTRING (-2.0931282 47.4347952, -2.0931215 47.4347644, -2.0931423 47.4346846, -2.0932222 47.4344303, -2.0933255 47.4341037, -2.0933564 47.4339976, -2.0934596 47.4336429, -2.0934727 47.4335953, -2.0935294 47.4333888, -2.0935245 47.4333518, -2.0935017 47.4333009, -2.0934661 47.4332535, -2.0934004 47.433214, -2.0928975 47.4329827)",,Rue de Coët Rozic,,,
504413937,tertiary,,False,False,14.763,"LINESTRING (-2.0942314 47.4387629, -2.094219 47.4386304)",,Rue Maurice Sambron,50,,
159095078,tertiary,,False,True,176.244,"LINESTRING (-2.0942314 47.4387629, -2.0942339 47.438812, -2.0942487 47.4389437, -2.0943184 47.4395631, -2.0943613 47.4399323, -2.0944096 47.4401935, -2.0944378 47.4403413)",,Rue Maurice Sambron,50,,
504413939,tertiary,,False,False,158.79699999999997,"LINESTRING (-2.0918466 47.4367828, -2.0913894 47.4365968, -2.0912984 47.4365665, -2.0912132 47.4365443, -2.0910843 47.4365225, -2.0904493 47.4364726, -2.0902193 47.4364521, -2.0900664 47.4364458, -2.0899417 47.4364492, -2.0898537 47.4364853)",,Rue Maurice Sambron,30,,
504413939,tertiary,,False,True,68.507,"LINESTRING (-2.0918466 47.4367828, -2.0921752 47.4369249, -2.0926152 47.4371134)",,Rue Maurice Sambron,30,,
973066987,secondary,,False,True,52.366,"LINESTRING (-2.087682 47.4374477, -2.087741 47.4374831, -2.0878 47.4375226, -2.0878825 47.4375947, -2.0880303 47.4377115, -2.0881467 47.4377974)",D 33,Place de l'Église,30,,
1008158508,secondary,,False,False,56.487,"LINESTRING (-2.087682 47.4374477, -2.0876022 47.4374087, -2.0875411 47.4373883, -2.0874667 47.4373711, -2.0871576 47.4373107, -2.0870201 47.4372758, -2.0869853 47.4372669)",D 33,Rue Nantaise,30,,
39365950,residential,,False,True,7.18,"LINESTRING (-2.0944657 47.4371899, -2.094451 47.4372537)",,Chemin de Criboeuf,30,,
39365950,residential,,False,False,55.838,"LINESTRING (-2.0944657 47.4371899, -2.0944738 47.4371538, -2.0944864 47.4370976, -2.0945053 47.4370081, -2.0945128 47.4369128, -2.0944728 47.4368298, -2.094417 47.4367606, -2.0943612 47.4367181)",,Chemin de Criboeuf,30,,
896502745,residential,,False,True,15.972,"LINESTRING (-2.084868 47.4335525, -2.0847846 47.4336846)",,Boulevard de Villeneuve,,,
609470479,residential,,True,False,19.729,"LINESTRING (-2.084868 47.4335525, -2.08493 47.4335234, -2.084987 47.4334984, -2.085044 47.433478, -2.085093 47.433462)",,Boulevard de Villeneuve,,,
896502745,residential,,False,False,15.972,"LINESTRING (-2.0847846 47.4336846, -2.084868 47.4335525)",,Boulevard de Villeneuve,,,
896502745,residential,,False,True,58.587,"LINESTRING (-2.0847846 47.4336846, -2.0845231 47.4341809)",,Boulevard de Villeneuve,,,
155781652,residential,,False,False,85.58599999999998,"LINESTRING (-2.0847846 47.4336846, -2.0847483 47.4336731, -2.0847027 47.4336354, -2.0846584 47.4335819, -2.084631 47.4335098, -2.0845109 47.4332435, -2.0847549 47.4331796, -2.0848975 47.4331444)",,,,,
159095082,tertiary,,False,False,22.123,"LINESTRING (-2.0923243 47.435418, -2.092225 47.4353486, -2.09218 47.4353257, -2.0921099 47.4352823)",,Place du Puits Verger,30,,
159095083,residential,,False,True,73.827,"LINESTRING (-2.0923243 47.435418, -2.092286 47.4354825, -2.0922748 47.4355093, -2.0922699 47.435593, -2.0922777 47.4356813, -2.0922908 47.4357436, -2.0923261 47.4358422, -2.0923617 47.4359124, -2.0923745 47.4359299, -2.0923909 47.4359521, -2.0924164 47.4359757, -2.0924442 47.435997, -2.0924798 47.4360149, -2.0925099 47.4360272)",,Rue des Acacias,30,,
896505369,secondary,,False,False,106.72000000000001,"LINESTRING (-2.0828084 47.4360441, -2.0825584 47.4359654, -2.0822515 47.4358435, -2.0820642 47.435739, -2.081751 47.4355178, -2.0816877 47.435473)",D 33,Rue Nantaise,50,,
896505369,secondary,,False,True,47.962999999999994,"LINESTRING (-2.0828084 47.4360441, -2.0831805 47.4361478, -2.0832757 47.4361747, -2.0833976 47.4362091)",D 33,Rue Nantaise,50,,
896502746,secondary,,False,False,17.777,"LINESTRING (-2.0836157 47.4362707, -2.0833976 47.4362091)",D 33,Rue Nantaise,30,,
155781653,residential,,False,False,30.752,"LINESTRING (-2.0836157 47.4362707, -2.0836335 47.4362304, -2.0837238 47.436004)",,Boulevard de Villeneuve,,,
896502749,secondary,,False,True,22.511000000000003,"LINESTRING (-2.0836157 47.4362707, -2.0838229 47.4363331, -2.0838879 47.4363548)",D 33,Rue Nantaise,30,,
190282772,tertiary,,True,False,438.438,"LINESTRING (-2.0869063 47.4371914, -2.0868954 47.4371529, -2.0866205 47.4369388, -2.0865454 47.4368672, -2.0863657 47.4366494, -2.0863412 47.4366108, -2.0863167 47.4365721, -2.0862109 47.4364048, -2.0861796 47.4363553, -2.0861406 47.4362937, -2.0860712 47.4361083, -2.0860576 47.4360488, -2.0860353 47.4359517, -2.0859867 47.4354889, -2.0859392 47.4352845, -2.0858581 47.4350728, -2.0857941 47.4349055, -2.0857575 47.4348043, -2.0855857 47.4344528, -2.0854511 47.4341949, -2.0852028 47.4336438, -2.0852036 47.4335814, -2.0852129 47.433554, -2.0852608 47.4334926)",,Rue Chère Soeur Saint-Colombam,30,,
1008158509,secondary,roundabout,True,False,8.923000000000002,"LINESTRING (-2.0869063 47.4371914, -2.0868801 47.4372009, -2.0868617 47.4372166, -2.0868542 47.437236, -2.0868588 47.4372558)",,,,,
"[155297246, 155792695]",residential,,False,True,217.04500000000002,"LINESTRING (-2.0878919 47.4342535, -2.0879523 47.435281, -2.0879714 47.4356845, -2.0880061 47.435805, -2.08806 47.4358682, -2.0881113 47.4358899, -2.0881964 47.4359075, -2.0885261 47.4359028)",,Chemin des Centrais,,,
155792699,residential,,False,True,116.28200000000001,"LINESTRING (-2.0893845 47.4342507, -2.0893871 47.4343536, -2.0894435 47.4345299, -2.0896676 47.4349525, -2.089852 47.4352401)",,Rue de la Minoterie,30,,
"[180407736, 180407739]",residential,,False,True,18.130000000000003,"LINESTRING (-2.0902315 47.4352397, -2.0902281 47.4351428, -2.0902223 47.4350768)",,Rue de Codrosy,,,yes
305470738,tertiary,,False,False,7.574,"LINESTRING (-2.0902315 47.4352397, -2.0901807 47.4352423, -2.0901312 47.4352457)",,Place du Marché,,,
305470743,tertiary,,True,False,65.639,"LINESTRING (-2.0902315 47.4352397, -2.0903325 47.4352661, -2.0904025 47.4352682, -2.0907119 47.4352774, -2.090769 47.4352791, -2.0910895 47.4352336)",,Place du Marché,30,,
190282758,tertiary,,False,False,72.404,"LINESTRING (-2.089852 47.4352401, -2.0888909 47.4352767)",,Rue de Verdun,30,,
190282758,tertiary,,False,True,21.009,"LINESTRING (-2.089852 47.4352401, -2.0901312 47.4352457)",,Rue de Verdun,30,,
155792699,residential,,False,False,116.28200000000001,"LINESTRING (-2.089852 47.4352401, -2.0896676 47.4349525, -2.0894435 47.4345299, -2.0893871 47.4343536, -2.0893845 47.4342507)",,Rue de la Minoterie,30,,
306827945,residential,,False,False,6.08,"LINESTRING (-2.0893438 47.4357828, -2.0892634 47.4357885)",,Chemin des Centrais,30,,
187300861,tertiary,,True,False,24.159,"LINESTRING (-2.089894 47.4359195, -2.0900134 47.4357178)",,Rue Sainte-Catherine,30,,
155297247,residential,,True,False,44.526,"LINESTRING (-2.089894 47.4359195, -2.0895366 47.4358026, -2.0893438 47.4357828)",,Chemin des Centrais,30,,
"[180407736, 180407739]",residential,,False,False,18.130000000000003,"LINESTRING (-2.0902223 47.4350768, -2.0902281 47.4351428, -2.0902315 47.4352397)",,Rue de Codrosy,,,yes
186978245,residential,,True,False,133.383,"LINESTRING (-2.0898753 47.4377793, -2.0897888 47.437792, -2.0896567 47.4378042, -2.08949 47.4378085, -2.0892276 47.437801, -2.0892079 47.4377999, -2.089009 47.4377883, -2.0886744 47.4377502, -2.0884283 47.4377244, -2.088374 47.4377212, -2.0882875 47.4377344, -2.0881862 47.4377688, -2.0881467 47.4377974)",,Rue de la Coquerie,30,,
190282760,residential,,False,False,174.245,"LINESTRING (-2.0898753 47.4377793, -2.0899915 47.4377722, -2.0901395 47.4377616, -2.0903192 47.4377453, -2.0904064 47.4377471, -2.0905378 47.437758, -2.0906996 47.4377813, -2.0910725 47.4378266, -2.0913133 47.437836, -2.0913771 47.4378236, -2.0914122 47.4377989, -2.0914333 47.4377314, -2.0914333 47.4375889, -2.0914154 47.4375041, -2.0913137 47.4373423, -2.0913559 47.4373261)",,Rue du Port du Four,30,,
190282761,tertiary,,True,False,20.777,"LINESTRING (-2.0898753 47.4377793, -2.0898333 47.4376579, -2.0898087 47.437598)",,Rue du Chatellier,30,,
"[187817920, 186978215]",residential,,False,"[False, True]",407.15799999999996,"LINESTRING (-2.0926152 47.4371134, -2.0925943 47.4371403, -2.0925733 47.4371672, -2.0925327 47.4372382, -2.0925046 47.4373089, -2.0924945 47.4373697, -2.0924865 47.4374355, -2.0924738 47.4375822, -2.0924726 47.4376524, -2.0924762 47.4377153, -2.0924851 47.4378714, -2.092494 47.4380262, -2.0925004 47.4380768, -2.0925235 47.4382593, -2.0925423 47.4384072, -2.0925522 47.4386161, -2.0925032 47.4387458, -2.092435 47.4388426, -2.0923202 47.4389626, -2.0922196 47.4390397, -2.0921002 47.4391231, -2.0920231 47.4391677, -2.0919393 47.4392161, -2.0919534 47.4392465, -2.0919413 47.439329, -2.0919524 47.4393946, -2.0919846 47.4394509, -2.0921482 47.4395162, -2.0925264 47.4396468, -2.0928965 47.439752, -2.0930575 47.4397702, -2.0932586 47.4397375, -2.0934464 47.4397121, -2.0935751 47.4397194)",,"['Rue du Petit Bois du Château', 'Allée du Brivet']",30,,
504413939,tertiary,,False,False,68.507,"LINESTRING (-2.0926152 47.4371134, -2.0921752 47.4369249, -2.0918466 47.4367828)",,Rue Maurice Sambron,30,,
