osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,access,width
80951393,2,Maironio g.,residential,50,False,False,26.616,"LINESTRING (23.9092379 54.8945767, 23.9092419 54.8946022, 23.9092551 54.8946868, 23.9092591 54.8947119, 23.9092752 54.8948151)",,,
1124660497,7,Karaliaus Mindaugo pr.,primary,50,False,True,43.103,"LINESTRING (23.9092379 54.8945767, 23.909073 54.8945859, 23.9088493 54.8945983, 23.9085662 54.8946084)",,,
1124660499,7,Karaliaus Mindaugo pr.,primary,50,False,False,35.241,"LINESTRING (23.9092379 54.8945767, 23.9094686 54.8945576, 23.9097809 54.8945231)",,,
"[878028753, 8027155]",2,I. Kanto g.,tertiary,50,True,False,76.668,"LINESTRING (23.9040536 54.8960763, 23.9039614 54.8959529, 23.9038442 54.8958188, 23.903528 54.8954568)",,,
"[878028754, 8111687]",,I. Kanto g.,residential,50,False,False,125.94400000000002,"LINESTRING (23.9040536 54.8960763, 23.9040661 54.8961763, 23.9040977 54.8965675, 23.9041108 54.896683, 23.9041704 54.8972069)",,,
32491745,,Druskininkų g.,residential,20,False,True,96.79499999999999,"LINESTRING (23.8976589 54.8963464, 23.8976299 54.8963089, 23.8974889 54.8961458, 23.8969719 54.8955708)",,,
"[1105175819, 470620900]","['2', '3']",Maironio g.,residential,50,False,True,175.16700000000003,"LINESTRING (23.9100709 54.9007625, 23.9100591 54.9006728, 23.9100053 54.9002649, 23.9099563 54.8998934, 23.9099428 54.8997914, 23.9099252 54.899658, 23.9099177 54.8996008, 23.9098962 54.899438, 23.9098837 54.8993433, 23.9098749 54.8992763, 23.9098637 54.8991917)",,,
"[32455120, 1119348574, 1137582495]","['2', '3']",E. Ožeškienės g.,residential,50,True,False,275.953,"LINESTRING (23.9100709 54.9007625, 23.9099524 54.9007665, 23.9098876 54.9007674, 23.9097784 54.9007641, 23.9096712 54.9007502, 23.9095934 54.9007301, 23.9089224 54.9004908, 23.908526 54.9003443, 23.908376 54.9002854, 23.9081767 54.9002121, 23.907973 54.9001364, 23.9075773 54.8999893, 23.9070689 54.8998102, 23.9068187 54.8997239, 23.9067308 54.8996939, 23.9063523 54.8995594)",,,
7909530,3,E. Ožeškienės g.,tertiary,50,False,False,163.582,"LINESTRING (23.905674 54.8993043, 23.9055895 54.8992737, 23.9054477 54.8992209, 23.9051633 54.8991149, 23.9047626 54.8989655, 23.9046029 54.898906, 23.9044856 54.8988623, 23.9044712 54.898857, 23.9044464 54.8988477, 23.9042221 54.8987641, 23.9041271 54.8987287, 23.9036132 54.8985372, 23.9035264 54.8985048)",,,
762517162,3,K. Donelaičio g.,tertiary,50,False,False,31.633,"LINESTRING (23.905674 54.8993043, 23.9058089 54.8993367, 23.9059825 54.8993455, 23.9061566 54.8993412)",,,
8111687,,I. Kanto g.,residential,50,False,False,38.169,"LINESTRING (23.9041704 54.8972069, 23.9041878 54.8973598, 23.9042106 54.8975089, 23.9042168 54.8975491)",,,
"[878028754, 8111687]",,I. Kanto g.,residential,50,False,True,125.94399999999999,"LINESTRING (23.9041704 54.8972069, 23.9041108 54.896683, 23.9040977 54.8965675, 23.9040661 54.8961763, 23.9040536 54.8960763)",,,
"[1149745019, 944741294, 944741295]",,J. Gruodžio g.,residential,30,True,False,251.21699999999998,"LINESTRING (23.9041704 54.8972069, 23.9040521 54.8971984, 23.9038371 54.8971828, 23.9033246 54.8971439, 23.9029969 54.897119, 23.9028161 54.8971053, 23.9026648 54.8970938, 23.9022188 54.8970599, 23.9018533 54.8970321, 23.9012029 54.8969874, 23.9011632 54.8969859, 23.9007134 54.8969591, 23.9002706 54.8969348)",,,
24271493,,Smalininkų g.,residential,30,False,True,86.12899999999999,"LINESTRING (23.8993204 54.8957557, 23.8996264 54.8960938, 23.8996752 54.8961494, 23.8999016 54.8964196, 23.8999273 54.8964471)",,,
"[1191263948, 60873205]",,Smalininkų g.,residential,20,False,False,77.74000000000001,"LINESTRING (23.8993204 54.8957557, 23.8992912 54.8957272, 23.8991222 54.8955292, 23.8989338 54.8953085, 23.8987808 54.8951293)",,,
143813231,,Nemuno g.,residential,30,True,False,124.987,"LINESTRING (23.8993204 54.8957557, 23.8987868 54.8959604, 23.8985239 54.8960615, 23.8981041 54.8962049, 23.8978453 54.8962872, 23.8976589 54.8963464)",,,
8111692,,D. Poškos g.,residential,,False,False,146.34799999999998,"LINESTRING (23.9020338 54.8959331, 23.9014918 54.8960576, 23.901254 54.8961105, 23.9007989 54.896226, 23.8999273 54.8964471)",,,
8111692,,D. Poškos g.,residential,,False,True,109.363,"LINESTRING (23.9020338 54.8959331, 23.9023957 54.8958347, 23.9027457 54.8957275, 23.9033171 54.895538, 23.903528 54.8954568)",,,
"[67489860, 991661844, 991661845, 991661846, 991661847, 991661848, 991661849, 991661850, 991661851, 991661852]",2,Savanorių pr.,secondary,50,False,False,721.818,"LINESTRING (23.9122561 54.9027006, 23.9102822 54.9019685, 23.9097083 54.9017526, 23.909187 54.9015448, 23.9088652 54.9014166, 23.9087466 54.9013693, 23.9084926 54.9012681, 23.9080755 54.9011019, 23.9078263 54.9009993, 23.9076624 54.9009355, 23.9068388 54.9005938, 23.9062056 54.9003311, 23.9054048 54.8999986, 23.9046842 54.8996994, 23.9044046 54.8995833, 23.9029891 54.8989956)",A6,yes,13
32315883,,Puodžių g.,residential,20,False,False,125.65700000000001,"LINESTRING (23.8969719 54.8955708, 23.8976316 54.8954098, 23.8987808 54.8951293)",,,
32491745,,Druskininkų g.,residential,20,False,False,96.79499999999999,"LINESTRING (23.8969719 54.8955708, 23.8974889 54.8961458, 23.8976299 54.8963089, 23.8976589 54.8963464)",,,
"[1191263955, 1059844086]",,Puodžių g.,residential,20,False,False,27.531,"LINESTRING (23.9011663 54.8945409, 23.901185 54.8944468, 23.901215 54.8942949)",,,
"[1137582494, 8111686]",3,K. Donelaičio g.,tertiary,50,False,True,109.516,"LINESTRING (23.9098637 54.8991917, 23.909701 54.8991983, 23.9095147 54.8992059, 23.9089647 54.8992285, 23.9085121 54.899247, 23.9081552 54.8992616)",,,
"[572680932, 572680933, 572680937, 878714159, 887356240, 470620895]","['2', '3']",Maironio g.,residential,30,False,True,371.36899999999997,"LINESTRING (23.9098637 54.8991917, 23.9098509 54.8990905, 23.9098443 54.8990383, 23.9098114 54.8987791, 23.9097979 54.8986781, 23.9097807 54.8985485, 23.9097549 54.8983548, 23.9097277 54.8981509, 23.9097259 54.8981371, 23.9097146 54.8980522, 23.9097059 54.8979868, 23.9096672 54.8976958, 23.9096606 54.8976465, 23.9096528 54.8975879, 23.9096425 54.8975118, 23.9096313 54.8974294, 23.9096215 54.897356, 23.909614 54.8973, 23.9096003 54.8971984, 23.9095431 54.8967729, 23.9095358 54.8967192, 23.9095246 54.8966358, 23.9095093 54.8965216, 23.9094911 54.8963862, 23.9094621 54.8961706, 23.9094429 54.8960282, 23.9094301 54.895933, 23.9094192 54.8958617)",,,
