osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,bridge
1216262134,False,2,138,Tilto g.,primary,50,True,31.498,"LINESTRING (22.8609577 54.7726119, 22.8612118 54.7728543)",,
110984000,False,2,,Tilto g.,tertiary,50,True,34.625,"LINESTRING (22.8609577 54.7726119, 22.8608913 54.7725583, 22.8606437 54.7723586)",,
1216262135,False,2,138,Vilkaviškio g.,primary,50,False,151.06,"LINESTRING (22.8609577 54.7726119, 22.8609693 54.7725042, 22.861009 54.7724476, 22.8610861 54.7723493, 22.8612819 54.772154, 22.8620398 54.771418)",,
110983943,False,2,,Varpo g.,residential,50,False,112.577,"LINESTRING (22.8638548 54.7731199, 22.8629275 54.7722603)",,
110989717,False,2,,V. Kudirkos g.,residential,50,False,266.172,"LINESTRING (22.8638548 54.7731199, 22.8673569 54.7718357)",,
110983943,False,2,,Varpo g.,residential,50,True,130.788,"LINESTRING (22.8638548 54.7731199, 22.8639522 54.7732123, 22.8649125 54.7741255)",,
110989717,False,2,,V. Kudirkos g.,residential,50,True,128.255,"LINESTRING (22.8638548 54.7731199, 22.8629835 54.7734264, 22.8624925 54.7736023, 22.8622618 54.7736858, 22.8621438 54.7737155)",,
110983943,False,2,,Varpo g.,residential,50,False,61.894,"LINESTRING (22.8629275 54.7722603, 22.862427 54.7717844)",,
110983943,False,2,,Varpo g.,residential,50,True,112.577,"LINESTRING (22.8629275 54.7722603, 22.8638548 54.7731199)",,
110983947,False,2,,Vytauto g.,residential,50,True,256.989,"LINESTRING (22.8629275 54.7722603, 22.8662994 54.771012)",,
110983947,False,2,,Vytauto g.,residential,50,False,128.347,"LINESTRING (22.8629275 54.7722603, 22.8612894 54.772829, 22.8612118 54.7728543)",,
110990232,False,2,,,residential,50,False,59.441,"LINESTRING (22.8579628 54.7739467, 22.8573537 54.7735438)",,
210004521,False,2,,Vytauto g.,residential,50,True,241.205,"LINESTRING (22.8579628 54.7739467, 22.861133 54.7728805, 22.8612118 54.7728543)",,
1216262134,False,2,138,Tilto g.,primary,50,False,31.498,"LINESTRING (22.8612118 54.7728543, 22.8609577 54.7726119)",,
110983947,False,2,,Vytauto g.,residential,50,True,128.347,"LINESTRING (22.8612118 54.7728543, 22.8612894 54.772829, 22.8629275 54.7722603)",,
110990739,False,2,138,Tilto g.,primary,50,True,112.888,"LINESTRING (22.8612118 54.7728543, 22.8616825 54.7732924, 22.8621438 54.7737155)",,
210004521,False,2,,Vytauto g.,residential,50,False,241.205,"LINESTRING (22.8612118 54.7728543, 22.861133 54.7728805, 22.8579628 54.7739467)",,
110989717,False,2,,V. Kudirkos g.,residential,50,False,128.255,"LINESTRING (22.8621438 54.7737155, 22.8622618 54.7736858, 22.8624925 54.7736023, 22.8629835 54.7734264, 22.8638548 54.7731199)",,
110989717,False,2,,V. Kudirkos g.,residential,50,True,214.256,"LINESTRING (22.8621438 54.7737155, 22.8620149 54.7737479, 22.8599023 54.7744573, 22.8594187 54.774616, 22.8592457 54.7746728)",,
110990739,False,2,138,Tilto g.,primary,50,False,112.888,"LINESTRING (22.8621438 54.7737155, 22.8616825 54.7732924, 22.8612118 54.7728543)",,
110990739,False,2,138,Tilto g.,primary,50,True,129.872,"LINESTRING (22.8621438 54.7737155, 22.8622397 54.7738152, 22.8623223 54.773901, 22.8631489 54.7747294)",,
"[110990737, 110987114, 110990739]",False,2,138,"['Šakių g.', 'Tilto g.', 'Vinco Kudirkos tiltas']",primary,50,False,314.655,"LINESTRING (22.8666505 54.778536, 22.8665322 54.7784409, 22.8663327 54.7782805, 22.8660929 54.7780818, 22.8659739 54.7779747, 22.8659172 54.7779237, 22.8658308 54.7778321, 22.8656907 54.7776463, 22.8654802 54.7773439, 22.8651313 54.7768344, 22.8649836 54.7766331, 22.8647894 54.7763803, 22.8646423 54.7762147, 22.8644482 54.776021)",yes,yes
1216262116,False,,1912,P. Mašioto g.,secondary,50,True,264.64500000000004,"LINESTRING (22.8666505 54.778536, 22.8667725 54.7785137, 22.8677849 54.7783283, 22.8689166 54.7781125, 22.8698773 54.7779325, 22.8701442 54.7778904, 22.8703849 54.7778666, 22.8705973 54.7778543)",,
458914511,False,2,138,Vilkaviškio g.,primary,50,True,27.011,"LINESTRING (22.8622553 54.7712093, 22.8620398 54.771418)",,
293287738,False,2,,S. Nėries g.,residential,50,False,244.685,"LINESTRING (22.8622553 54.7712093, 22.8624221 54.7711367, 22.8627872 54.7709777, 22.8636225 54.7706633, 22.8649759 54.7699914, 22.8652737 54.7698694)",,
293287738,False,2,,S. Nėries g.,residential,50,True,159.45499999999998,"LINESTRING (22.8622553 54.7712093, 22.8621173 54.7712563, 22.8601145 54.7719383)",,
110984007,False,2,,Bažnyčios g.,residential,50,True,137.433,"LINESTRING (22.8640539 54.7756261, 22.8641793 54.775582, 22.8646329 54.7754253, 22.8658838 54.774983)",,
110989711,False,2,,Bažnyčios g.,residential,50,False,333.8210000000001,"LINESTRING (22.8640539 54.7756261, 22.8639516 54.7756611, 22.8623876 54.7761961, 22.8623494 54.7762094, 22.8607256 54.776741, 22.8605837 54.7767874, 22.8603033 54.7768248, 22.860125 54.7768773, 22.8599695 54.7769823, 22.8599012 54.7770611, 22.8598974 54.7771507, 22.8599505 54.7772361)",,
110990739,False,2,138,Tilto g.,primary,50,False,115.41499999999999,"LINESTRING (22.8640539 54.7756261, 22.8635282 54.7751329, 22.8632111 54.7747955, 22.8631489 54.7747294)",,
110990739,False,2,138,Tilto g.,primary,50,True,50.673,"LINESTRING (22.8640539 54.7756261, 22.8641293 54.7757032, 22.8644482 54.776021)",,
110983943,False,2,,Varpo g.,residential,50,False,130.788,"LINESTRING (22.8649125 54.7741255, 22.8639522 54.7732123, 22.8638548 54.7731199)",,
110983943,False,2,,Varpo g.,residential,50,True,113.896,"LINESTRING (22.8649125 54.7741255, 22.8653123 54.7744792, 22.8658838 54.774983)",,
"[110983939, 110989694]",False,2,,"['Dariaus ir Girėno g.', 'Kranto g.']",residential,50,False,420.464,"LINESTRING (22.8649125 54.7741255, 22.8686802 54.772821, 22.8680898 54.7723617, 22.8673569 54.7718357)",,
110989694,False,2,,Dariaus ir Girėno g.,residential,50,True,131.543,"LINESTRING (22.8649125 54.7741255, 22.8644641 54.774279, 22.8640227 54.7744302, 22.8632658 54.7746894, 22.8631489 54.7747294)",,
110983943,False,2,,Varpo g.,residential,50,False,150.342,"LINESTRING (22.868034 54.7769415, 22.8667799 54.7757992)",,
110983943,False,2,,Varpo g.,residential,50,True,56.845,"LINESTRING (22.8658838 54.774983, 22.866358 54.7754149)",,
110984007,False,2,,Bažnyčios g.,residential,50,True,217.868,"LINESTRING (22.8658838 54.774983, 22.8688022 54.7739803)",,
110983943,False,2,,Varpo g.,residential,50,False,113.896,"LINESTRING (22.8658838 54.774983, 22.8653123 54.7744792, 22.8649125 54.7741255)",,
110984007,False,2,,Bažnyčios g.,residential,50,False,137.433,"LINESTRING (22.8658838 54.774983, 22.8646329 54.7754253, 22.8641793 54.775582, 22.8640539 54.7756261)",,
110983962,False,2,,Dariaus ir Girėno g.,residential,50,False,223.06700000000004,"LINESTRING (22.8601523 54.7757477, 22.8604819 54.7756398, 22.8620475 54.7751054, 22.8622161 54.7750478, 22.8630096 54.774777, 22.8630452 54.7747648, 22.8631489 54.7747294)",,
110989717,False,2,,V. Kudirkos g.,residential,50,False,214.256,"LINESTRING (22.8592457 54.7746728, 22.8594187 54.774616, 22.8599023 54.7744573, 22.8620149 54.7737479, 22.8621438 54.7737155)",,
110983939,False,,,Kranto g.,residential,50,True,113.973,"LINESTRING (22.8662994 54.771012, 22.8673569 54.7718357)",,
110983947,False,2,,Vytauto g.,residential,50,False,256.989,"LINESTRING (22.8662994 54.771012, 22.8629275 54.7722603)",,
110983939,False,,,Kranto g.,residential,50,False,69.125,"LINESTRING (22.8662994 54.771012, 22.8661358 54.7708867, 22.865698 54.7704965)",,
110984007,False,2,,Bažnyčios g.,residential,50,False,217.868,"LINESTRING (22.8688022 54.7739803, 22.8658838 54.774983)",,
110983962,False,2,,Dariaus ir Girėno g.,residential,50,True,223.067,"LINESTRING (22.8631489 54.7747294, 22.8630452 54.7747648, 22.8630096 54.774777, 22.8622161 54.7750478, 22.8620475 54.7751054, 22.8604819 54.7756398, 22.8601523 54.7757477)",,
110989694,False,2,,Dariaus ir Girėno g.,residential,50,False,131.543,"LINESTRING (22.8631489 54.7747294, 22.8632658 54.7746894, 22.8640227 54.7744302, 22.8644641 54.774279, 22.8649125 54.7741255)",,
110990739,False,2,138,Tilto g.,primary,50,False,129.872,"LINESTRING (22.8631489 54.7747294, 22.8623223 54.773901, 22.8622397 54.7738152, 22.8621438 54.7737155)",,
110990739,False,2,138,Tilto g.,primary,50,True,115.41499999999999,"LINESTRING (22.8631489 54.7747294, 22.8632111 54.7747955, 22.8635282 54.7751329, 22.8640539 54.7756261)",,
110984000,False,2,,Tilto g.,tertiary,50,False,57.761,"LINESTRING (22.8601145 54.7719383, 22.8606437 54.7723586)",,
110984000,False,2,,Tilto g.,tertiary,50,True,118.771,"LINESTRING (22.8601145 54.7719383, 22.8594522 54.7716072, 22.8586874 54.7712581)",,
293287738,False,2,,S. Nėries g.,residential,50,False,159.45499999999998,"LINESTRING (22.8601145 54.7719383, 22.8621173 54.7712563, 22.8622553 54.7712093)",,
293287738,False,2,,S. Nėries g.,residential,50,True,251.50600000000003,"LINESTRING (22.8601145 54.7719383, 22.8584269 54.7725016, 22.8575471 54.7728204, 22.856796 54.7731391)",,
110984000,False,2,,Tilto g.,tertiary,50,False,118.771,"LINESTRING (22.8586874 54.7712581, 22.8594522 54.7716072, 22.8601145 54.7719383)",,
110983939,False,,,Kranto g.,residential,50,False,113.973,"LINESTRING (22.8673569 54.7718357, 22.8662994 54.771012)",,
110989717,False,2,,V. Kudirkos g.,residential,50,True,266.172,"LINESTRING (22.8673569 54.7718357, 22.8638548 54.7731199)",,
"[110983939, 110989694]",False,2,,"['Dariaus ir Girėno g.', 'Kranto g.']",residential,50,True,420.46399999999994,"LINESTRING (22.8673569 54.7718357, 22.8680898 54.7723617, 22.8686802 54.772821, 22.8649125 54.7741255)",,
110984000,False,2,,Tilto g.,tertiary,50,True,57.761,"LINESTRING (22.8606437 54.7723586, 22.8601145 54.7719383)",,
110984000,False,2,,Tilto g.,tertiary,50,False,34.625,"LINESTRING (22.8606437 54.7723586, 22.8608913 54.7725583, 22.8609577 54.7726119)",,
110990231,False,2,,Vilties g.,residential,50,True,248.81400000000002,"LINESTRING (22.8606437 54.7723586, 22.858273 54.7731967, 22.8573537 54.7735438)",,
110990232,False,2,,,residential,50,False,57.485,"LINESTRING (22.8573537 54.7735438, 22.856796 54.7731391)",,
110990232,False,2,,,residential,50,True,59.441,"LINESTRING (22.8573537 54.7735438, 22.8579628 54.7739467)",,
110990231,False,2,,Vilties g.,residential,50,False,248.81400000000002,"LINESTRING (22.8573537 54.7735438, 22.858273 54.7731967, 22.8606437 54.7723586)",,
458914511,False,2,138,Vilkaviškio g.,primary,50,False,27.011,"LINESTRING (22.8620398 54.771418, 22.8622553 54.7712093)",,
110983943,False,2,,Varpo g.,residential,50,True,47.82000000000001,"LINESTRING (22.8620398 54.771418, 22.8621333 54.7714949, 22.862261 54.7715999, 22.862427 54.7717844)",,
1216262135,False,2,138,Vilkaviškio g.,primary,50,True,151.05999999999997,"LINESTRING (22.8620398 54.771418, 22.8612819 54.772154, 22.8610861 54.7723493, 22.861009 54.7724476, 22.8609693 54.7725042, 22.8609577 54.7726119)",,
110990232,False,2,,,residential,50,True,57.485,"LINESTRING (22.856796 54.7731391, 22.8573537 54.7735438)",,
293287738,False,2,,S. Nėries g.,residential,50,False,251.506,"LINESTRING (22.856796 54.7731391, 22.8575471 54.7728204, 22.8584269 54.7725016, 22.8601145 54.7719383)",,
293287738,False,2,,S. Nėries g.,residential,50,True,97.88499999999999,"LINESTRING (22.856796 54.7731391, 22.8560275 54.7734943, 22.8555774 54.7736678)",,
293287738,False,2,,S. Nėries g.,residential,50,False,97.88499999999999,"LINESTRING (22.8555774 54.7736678, 22.8560275 54.7734943, 22.856796 54.7731391)",,
110990739,False,2,138,Tilto g.,primary,50,False,50.673,"LINESTRING (22.8644482 54.776021, 22.8641293 54.7757032, 22.8640539 54.7756261)",,
"[110990737, 110987114, 110990739]",False,2,138,"['Šakių g.', 'Tilto g.', 'Vinco Kudirkos tiltas']",primary,50,True,314.655,"LINESTRING (22.8644482 54.776021, 22.8646423 54.7762147, 22.8647894 54.7763803, 22.8649836 54.7766331, 22.8651313 54.7768344, 22.8654802 54.7773439, 22.8656907 54.7776463, 22.8658308 54.7778321, 22.8659172 54.7779237, 22.8659739 54.7779747, 22.8660929 54.7780818, 22.8663327 54.7782805, 22.8665322 54.7784409, 22.8666505 54.778536)",yes,yes
578202025,False,,,Tiesos g.,residential,,False,139.805,"LINESTRING (22.8644482 54.776021, 22.8649486 54.7758657, 22.866358 54.7754149)",,
110983943,False,2,,Varpo g.,residential,50,True,61.894,"LINESTRING (22.862427 54.7717844, 22.8629275 54.7722603)",,
110983943,False,2,,Varpo g.,residential,50,False,47.82000000000001,"LINESTRING (22.862427 54.7717844, 22.862261 54.7715999, 22.8621333 54.7714949, 22.8620398 54.771418)",,
293287725,False,,,Vilties g.,residential,,False,254.31400000000002,"LINESTRING (22.862427 54.7717844, 22.8636573 54.7713475, 22.8654458 54.770626, 22.865698 54.7704965)",,
110983939,False,,,Kranto g.,residential,50,False,74.992,"LINESTRING (22.865698 54.7704965, 22.8655389 54.7703132, 22.8652737 54.7698694)",,
110983939,False,,,Kranto g.,residential,50,True,69.125,"LINESTRING (22.865698 54.7704965, 22.8661358 54.7708867, 22.8662994 54.771012)",,
293287725,False,,,Vilties g.,residential,,True,254.31400000000002,"LINESTRING (22.865698 54.7704965, 22.8654458 54.770626, 22.8636573 54.7713475, 22.862427 54.7717844)",,
110983939,False,,,Kranto g.,residential,50,True,74.992,"LINESTRING (22.8652737 54.7698694, 22.8655389 54.7703132, 22.865698 54.7704965)",,
293287738,False,2,,S. Nėries g.,residential,50,True,244.68499999999997,"LINESTRING (22.8652737 54.7698694, 22.8649759 54.7699914, 22.8636225 54.7706633, 22.8627872 54.7709777, 22.8624221 54.7711367, 22.8622553 54.7712093)",,
372766722,False,,,,residential,,False,93.782,"LINESTRING (22.8705973 54.7778543, 22.8705274 54.7776815, 22.8704416 54.7775113, 22.870337 54.7773273, 22.870168 54.7770488)",,
1216262116,False,,1912,P. Mašioto g.,secondary,50,False,264.645,"LINESTRING (22.8705973 54.7778543, 22.8703849 54.7778666, 22.8701442 54.7778904, 22.8698773 54.7779325, 22.8689166 54.7781125, 22.8677849 54.7783283, 22.8667725 54.7785137, 22.8666505 54.778536)",,
372766722,False,,,,residential,,True,93.78200000000001,"LINESTRING (22.870168 54.7770488, 22.870337 54.7773273, 22.8704416 54.7775113, 22.8705274 54.7776815, 22.8705973 54.7778543)",,
110983943,False,2,,Varpo g.,residential,50,False,50.579,"LINESTRING (22.8667799 54.7757992, 22.866358 54.7754149)",,
110983943,False,2,,Varpo g.,residential,50,True,150.342,"LINESTRING (22.8667799 54.7757992, 22.868034 54.7769415)",,
372769850,False,,,Šešupės g.,residential,,False,146.466,"LINESTRING (22.8667799 54.7757992, 22.8671144 54.7756825, 22.867616 54.7755077, 22.8679942 54.7753793, 22.8683536 54.7752617, 22.8687559 54.7751395)",,
372769850,False,,,Šešupės g.,residential,,True,146.466,"LINESTRING (22.8687559 54.7751395, 22.8683536 54.7752617, 22.8679942 54.7753793, 22.867616 54.7755077, 22.8671144 54.7756825, 22.8667799 54.7757992)",,
110983943,False,2,,Varpo g.,residential,50,False,56.845,"LINESTRING (22.866358 54.7754149, 22.8658838 54.774983)",,
110983943,False,2,,Varpo g.,residential,50,True,50.579,"LINESTRING (22.866358 54.7754149, 22.8667799 54.7757992)",,
578202025,False,,,Tiesos g.,residential,,True,139.805,"LINESTRING (22.866358 54.7754149, 22.8649486 54.7758657, 22.8644482 54.776021)",,
110989711,False,2,,Bažnyčios g.,residential,50,True,333.82099999999997,"LINESTRING (22.8599505 54.7772361, 22.8598974 54.7771507, 22.8599012 54.7770611, 22.8599695 54.7769823, 22.860125 54.7768773, 22.8603033 54.7768248, 22.8605837 54.7767874, 22.8607256 54.776741, 22.8623494 54.7762094, 22.8623876 54.7761961, 22.8639516 54.7756611, 22.8640539 54.7756261)",,
