osmid,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes,access
28760555,L. Giros g.,residential,False,True,107.491,"LINESTRING (24.9803455 55.8411761, 24.9805237 55.8402146)",,,,
64740810,Atgimimo g.,residential,False,True,190.868,"LINESTRING (24.9803455 55.8411761, 24.9833984 55.8412658)",,,,
28760555,L. Giros g.,residential,False,False,127.03900000000002,"LINESTRING (24.9803455 55.8411761, 24.9802903 55.8414063, 24.9801815 55.8416507, 24.9801542 55.8417301, 24.9801394 55.8418204, 24.9801408 55.8418761, 24.980259 55.842302)",,,,
64740810,Atgimimo g.,residential,False,False,138.445,"LINESTRING (24.9803455 55.8411761, 24.9798095 55.8411627, 24.9785677 55.8411307, 24.9783558 55.8411284, 24.9781303 55.8411357)",,,,
252871954,P. Matulionio g.,secondary,False,True,24.834,"LINESTRING (24.9689893 55.8411591, 24.9687465 55.841336)",,,,
64739410,Alyvų g.,secondary,True,False,70.318,"LINESTRING (24.9689893 55.8411591, 24.9691142 55.8410516, 24.969339 55.8408491, 24.9695452 55.8406851, 24.9696279 55.8406401)",,,,
64739414,Ugniagesių g.,residential,False,False,65.26,"LINESTRING (24.9728664 55.8408307, 24.972772 55.8402462)",,,,
121879943,Ugniagesių g.,residential,False,True,108.056,"LINESTRING (24.9728664 55.8408307, 24.9726831 55.841797)",,,,
64739400,P. Matulionio g.,secondary,True,False,245.02999999999997,"LINESTRING (24.9728664 55.8408307, 24.9702139 55.8410689, 24.9692609 55.8411536, 24.9691612 55.8411623, 24.9690633 55.8411645, 24.9689893 55.8411591)",,,,
64739400,P. Matulionio g.,secondary,True,False,81.609,"LINESTRING (24.9761059 55.8405772, 24.9760413 55.8405749, 24.9759431 55.8405749, 24.9748085 55.8406578)",,,,
136523571,Gedimino g.,secondary,False,False,67.333,"LINESTRING (24.9761059 55.8405772, 24.9761365 55.8404519, 24.9762447 55.8399767)",,,,
136523571,Gedimino g.,secondary,False,True,72.94200000000001,"LINESTRING (24.9761059 55.8405772, 24.9760937 55.8406313, 24.9760385 55.8408722, 24.9760083 55.8410474, 24.975961 55.841228)",,,,
540635935,Alyvų g.,secondary,True,False,203.184,"LINESTRING (24.9696279 55.8406401, 24.9697365 55.8405832, 24.9698558 55.8405448, 24.9699878 55.8405203, 24.9703708 55.8404605, 24.9705948 55.8404349, 24.9712908 55.8403694, 24.972772 55.8402462)",,,,
64739414,Ugniagesių g.,residential,False,True,65.26,"LINESTRING (24.972772 55.8402462, 24.9728664 55.8408307)",,,,
540635935,Alyvų g.,secondary,True,False,8.521,"LINESTRING (24.972772 55.8402462, 24.9729069 55.8402346)",,,,
93942785,Alyvų g.,secondary,True,False,110.531,"LINESTRING (24.9729069 55.8402346, 24.9746597 55.8400952)",,,,
64739431,Ugniagesių g.,secondary,False,False,153.27599999999998,"LINESTRING (24.9729069 55.8402346, 24.9728975 55.8401698, 24.9729314 55.8399693, 24.9729551 55.8398563, 24.9729827 55.8397696, 24.9730252 55.8396934, 24.9730648 55.8396406, 24.973121 55.839581, 24.9731752 55.8395334, 24.9733727 55.8394169, 24.9734256 55.8393813, 24.9735251 55.8393112, 24.9735684 55.839261, 24.9737558 55.8390348, 24.9737911 55.8389922)",,,,
252871954,P. Matulionio g.,secondary,False,False,24.834,"LINESTRING (24.9687465 55.841336, 24.9689893 55.8411591)",,,,
64740805,Šimtmečio g.,unclassified,False,True,108.32,"LINESTRING (24.9784282 55.8391178, 24.9784098 55.8391657, 24.9783486 55.8395168, 24.9782646 55.840035, 24.9782463 55.840086)",,,,
235797659,Šimtmečio g.,residential,True,False,164.03499999999997,"LINESTRING (24.9784282 55.8391178, 24.9784443 55.8390809, 24.9784537 55.8390319, 24.9784914 55.8388422, 24.9785256 55.8386661, 24.9785517 55.8385225, 24.9785804 55.8383935, 24.9785804 55.8383843, 24.97859 55.8383217, 24.9786314 55.8381353, 24.9786418 55.8380686, 24.9786521 55.8380153, 24.9786589 55.8379829, 24.9786441 55.8379498, 24.9786119 55.837934, 24.9781267 55.8379019)",40,,,
64740805,Šimtmečio g.,unclassified,False,False,108.32000000000001,"LINESTRING (24.9782463 55.840086, 24.9782646 55.840035, 24.9783486 55.8395168, 24.9784098 55.8391657, 24.9784282 55.8391178)",,,,
64740805,Šimtmečio g.,unclassified,False,True,118.25699999999999,"LINESTRING (24.9782463 55.840086, 24.9782163 55.8401562, 24.9781761 55.8403023, 24.9780594 55.8408197, 24.9780487 55.8409078, 24.9780554 55.8409695, 24.9780822 55.8410531, 24.9781303 55.8411357)",,,,
121160885,Vilniaus g.,secondary,True,False,125.578,"LINESTRING (24.9782463 55.840086, 24.9769266 55.8400105, 24.9763771 55.8399796, 24.9762447 55.8399767)",,,,
71196464,Pakalnės g.,residential,False,True,86.143,"LINESTRING (24.9746471 55.8373295, 24.9746033 55.8374459, 24.9745765 55.8376342, 24.974543 55.8377864, 24.9744641 55.8379806, 24.9744143 55.8380914)",,,,
70091759,S. Dariaus ir S. Girėno g.,secondary,False,True,386.61,"LINESTRING (24.9687508 55.8367366, 24.9688727 55.8367642, 24.9709115 55.8371867, 24.9722794 55.8374701, 24.9731073 55.8376505, 24.9736321 55.8377825, 24.9737019 55.8378001, 24.9739837 55.8378811, 24.9740681 55.8379156, 24.9741675 55.8379596, 24.9743164 55.8380281, 24.9744143 55.8380914)",,,,
94792760,Gedimino g.,unclassified,False,True,279.667,"LINESTRING (24.9793814 55.8345619, 24.9792056 55.8346438, 24.9788587 55.8348052, 24.9780161 55.8351885, 24.9777553 55.8353082, 24.9774452 55.8354615, 24.9773338 55.8355203, 24.977197 55.8356099, 24.9770911 55.8357056, 24.9770409 55.8357689, 24.9770012 55.8358411, 24.9769597 55.8359541, 24.9769126 55.836096, 24.9768819 55.8362116, 24.9768577 55.8363832, 24.976851 55.8364767)",,,,
64737817,Gedimino g.,unclassified,False,False,143.947,"LINESTRING (24.9769078 55.8377451, 24.9768841 55.8377977, 24.9768498 55.8378713, 24.9768131 55.8379572, 24.9767558 55.8380955, 24.9766745 55.8382918, 24.9766199 55.8384224, 24.9765483 55.8386027, 24.9765193 55.8386759, 24.976434 55.8388731, 24.9764152 55.8389431, 24.9764112 55.8390078)",,,,
"[94792760, 64737817, 94792755]",Gedimino g.,unclassified,False,"[False, True]",87.768,"LINESTRING (24.9769078 55.8377451, 24.9769525 55.8376118, 24.9769659 55.837516, 24.9769632 55.8374017, 24.9769341 55.8371988, 24.9768951 55.8369601)",60,yes,2,
704245690,Šimtmečio g.,residential,False,True,78.43199999999999,"LINESTRING (24.9769078 55.8377451, 24.9770644 55.8377717, 24.9771528 55.8377954, 24.9773369 55.8378295, 24.9775591 55.8378557, 24.9779105 55.8378873, 24.9781267 55.8379019)",40,,,
64740805,Šimtmečio g.,unclassified,False,False,118.257,"LINESTRING (24.9781303 55.8411357, 24.9780822 55.8410531, 24.9780554 55.8409695, 24.9780487 55.8409078, 24.9780594 55.8408197, 24.9781761 55.8403023, 24.9782163 55.8401562, 24.9782463 55.840086)",,,,
