osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,access,bridge
"[74340160, 265763025, 259332907, 512394807]",,Birutės g.,unclassified,"['50', '30']",False,"[False, True]",226.93,"LINESTRING (21.234396 55.887905, 21.2344452 55.8878995, 21.2344855 55.8878906, 21.2345197 55.8878776, 21.2345505 55.8878573, 21.2345767 55.8878385, 21.2346009 55.8878092, 21.2346505 55.887731, 21.2346861 55.8876317, 21.234737 55.8874617, 21.234783 55.887285, 21.234851 55.8871365, 21.2348843 55.8871047, 21.2349376 55.8870745, 21.2350314 55.8870374, 21.2354274 55.8869201, 21.2355915 55.886869, 21.2357247 55.8868338, 21.2358473 55.8868176, 21.2359366 55.8868141, 21.2362511 55.8868189, 21.2364529 55.8868243, 21.2366564 55.8868397, 21.2367144 55.886848, 21.2367622 55.8868578, 21.2367954 55.8868717)",,,,yes
"[512308163, 83244923]",,J. Basanavičiaus g.,residential,50,False,False,461.6940000000001,"LINESTRING (21.234396 55.887905, 21.2344111 55.8879852, 21.2344178 55.8880473, 21.234424 55.8883098, 21.2344511 55.88838, 21.2344775 55.8884342, 21.2345186 55.8884875, 21.2345861 55.8885489, 21.2346558 55.8886004, 21.2347921 55.8887022, 21.2350514 55.8889443, 21.2351078 55.8889934, 21.2351732 55.8890384, 21.2352268 55.8890723, 21.2354077 55.8891866, 21.2355176 55.889268, 21.2356145 55.8893398, 21.2361327 55.8898033, 21.2366745 55.8902783, 21.2367418 55.8903352, 21.2369368 55.8905002, 21.2374528 55.8909474, 21.2380318 55.8914491)",,,,
"[74340160, 265763025, 259332907, 512394807]",,Birutės g.,unclassified,"['30', '50']",False,"[False, True]",226.93,"LINESTRING (21.2367954 55.8868717, 21.2367622 55.8868578, 21.2367144 55.886848, 21.2366564 55.8868397, 21.2364529 55.8868243, 21.2362511 55.8868189, 21.2359366 55.8868141, 21.2358473 55.8868176, 21.2357247 55.8868338, 21.2355915 55.886869, 21.2354274 55.8869201, 21.2350314 55.8870374, 21.2349376 55.8870745, 21.2348843 55.8871047, 21.234851 55.8871365, 21.234783 55.887285, 21.234737 55.8874617, 21.2346861 55.8876317, 21.2346505 55.887731, 21.2346009 55.8878092, 21.2345767 55.8878385, 21.2345505 55.8878573, 21.2345197 55.8878776, 21.2344855 55.8878906, 21.2344452 55.8878995, 21.234396 55.887905)",,,,yes
259332907,,Birutės g.,unclassified,30,False,True,73.228,"LINESTRING (21.2367954 55.8868717, 21.2369549 55.886959, 21.2370615 55.8870288, 21.2371282 55.8870689, 21.2372154 55.8870991, 21.2373371 55.887126, 21.2374818 55.8871507, 21.2376505 55.8871832, 21.2377578 55.8872211)",,,,
259332907,,Birutės g.,unclassified,30,False,False,73.228,"LINESTRING (21.2377578 55.8872211, 21.2376505 55.8871832, 21.2374818 55.8871507, 21.2373371 55.887126, 21.2372154 55.8870991, 21.2371282 55.8870689, 21.2370615 55.8870288, 21.2369549 55.886959, 21.2367954 55.8868717)",,,,
"[74340162, 259332907]",,Birutės g.,unclassified,"['30', '50']",False,True,170.20699999999997,"LINESTRING (21.2377578 55.8872211, 21.2378906 55.8872659, 21.2379814 55.887305, 21.2380592 55.8873576, 21.238108 55.887413, 21.2381423 55.887472, 21.2381628 55.8875318, 21.2381718 55.8875885, 21.2381771 55.8876525, 21.2381635 55.8877727, 21.238123 55.8880252, 21.2381128 55.8881711, 21.2381132 55.8883165, 21.2381188 55.8883928, 21.2381303 55.8884689, 21.2381578 55.8885401, 21.2381963 55.8885936, 21.2382498 55.8886419)",,,,
"[74340162, 259332907]",,Birutės g.,unclassified,"['50', '30']",False,False,170.207,"LINESTRING (21.2382498 55.8886419, 21.2381963 55.8885936, 21.2381578 55.8885401, 21.2381303 55.8884689, 21.2381188 55.8883928, 21.2381132 55.8883165, 21.2381128 55.8881711, 21.238123 55.8880252, 21.2381635 55.8877727, 21.2381771 55.8876525, 21.2381718 55.8875885, 21.2381628 55.8875318, 21.2381423 55.887472, 21.238108 55.887413, 21.2380592 55.8873576, 21.2379814 55.887305, 21.2378906 55.8872659, 21.2377578 55.8872211)",,,,
74340162,,Birutės g.,unclassified,50,False,True,65.682,"LINESTRING (21.2382498 55.8886419, 21.2382979 55.8886765, 21.2383814 55.8887136, 21.2384749 55.8887404, 21.2385583 55.8887569, 21.238678 55.8887668, 21.23878 55.8887669, 21.2388803 55.8887578, 21.2392174 55.888704)",,,,
"[259332906, 513976341, 169962694]",,Akmenės g.,residential,50,False,False,415.859,"LINESTRING (21.2382498 55.8886419, 21.2381718 55.8886953, 21.2382039 55.8888486, 21.2382257 55.8889108, 21.2382567 55.8890002, 21.2383131 55.8890892, 21.2384727 55.8892709, 21.2385706 55.889353, 21.238837 55.8895481, 21.2390782 55.8897071, 21.2391479 55.8897594, 21.2391937 55.8898026, 21.239225 55.8898504, 21.2392384 55.8898782, 21.2392478 55.8899056, 21.2392484 55.8899323, 21.2392393 55.8899561, 21.2392117 55.8900003, 21.2391984 55.8900545, 21.2392049 55.8901001, 21.2392446 55.8902024, 21.239296 55.8902789, 21.239376 55.8903629, 21.2394877 55.8904682, 21.2399917 55.8908686, 21.2404618 55.8912842, 21.2414137 55.891071, 21.241525 55.8910537, 21.2415488 55.8910533, 21.2416388 55.8910602)",,,no,
"[291298129, 291298131, 259211638]",,F. Janušio g.,residential,50,False,True,324.62799999999993,"LINESTRING (21.2475936 55.8870861, 21.2474555 55.8870996, 21.246888 55.8871636, 21.2467022 55.8871831, 21.2462609 55.8872335, 21.2462241 55.8872377, 21.2461755 55.8872433, 21.2454972 55.8873258, 21.2450211 55.8873811, 21.243509 55.8875568, 21.2425002 55.887688)",,,no,
512501254,,Laisvės g.,residential,50,False,False,70.34899999999999,"LINESTRING (21.2475936 55.8870861, 21.2475386 55.8873561, 21.2475343 55.8876543, 21.2475341 55.8876708, 21.2475334 55.887717)",,,,
512501254,,Laisvės g.,residential,50,False,True,129.344,"LINESTRING (21.2475936 55.8870861, 21.2476025 55.8870091, 21.2475992 55.8869217, 21.2473516 55.8863565, 21.2471888 55.88595)",,,,
39947009,2204,Rotušės a.,secondary,50,False,False,105.894,"LINESTRING (21.2427145 55.8882666, 21.2426539 55.8882744, 21.2423265 55.8883165, 21.2420416 55.8883516, 21.2410737 55.8884837, 21.2410617 55.888485)",,,,
"[171259616, 259332909]",2204,Kęstučio g.,secondary,40,True,False,301.63699999999994,"LINESTRING (21.2427145 55.8882666, 21.2436024 55.8881606, 21.2440706 55.8881068, 21.2454378 55.8879456, 21.2458535 55.8878995, 21.2463735 55.8878428, 21.2467335 55.8878036, 21.2473034 55.8877427, 21.2474546 55.8877266)",,,,
228476670,,Žemaičių g.,residential,50,False,False,65.711,"LINESTRING (21.2427145 55.8882666, 21.2426937 55.8882104, 21.2426627 55.8881268, 21.2425142 55.8877258, 21.2425002 55.887688)",,,,
83244920,,Slėnio g.,residential,50,False,False,54.949,"LINESTRING (21.2380318 55.8914491, 21.2379527 55.8914678, 21.2372198 55.8916411)",,,,
83244923,,J. Basanavičiaus g.,residential,50,False,False,90.12400000000001,"LINESTRING (21.2380318 55.8914491, 21.2383911 55.8917642, 21.2384699 55.8918386, 21.2386819 55.8920419, 21.2387815 55.8921418)",,,,
"[83244923, 512308163]",,J. Basanavičiaus g.,residential,50,False,True,461.694,"LINESTRING (21.2380318 55.8914491, 21.2374528 55.8909474, 21.2369368 55.8905002, 21.2367418 55.8903352, 21.2366745 55.8902783, 21.2361327 55.8898033, 21.2356145 55.8893398, 21.2355176 55.889268, 21.2354077 55.8891866, 21.2352268 55.8890723, 21.2351732 55.8890384, 21.2351078 55.8889934, 21.2350514 55.8889443, 21.2347921 55.8887022, 21.2346558 55.8886004, 21.2345861 55.8885489, 21.2345186 55.8884875, 21.2344775 55.8884342, 21.2344511 55.88838, 21.234424 55.8883098, 21.2344178 55.8880473, 21.2344111 55.8879852, 21.234396 55.887905)",,,,
83244923,,J. Basanavičiaus g.,residential,50,False,True,149.78699999999998,"LINESTRING (21.2398756 55.8933222, 21.2397839 55.8931769, 21.2396745 55.8930067, 21.2396252 55.8929466, 21.2395708 55.8928988, 21.239507 55.8928523, 21.2394276 55.8928075, 21.2393049 55.8927437, 21.2392281 55.8926933, 21.2391562 55.8926309, 21.2391012 55.8925538, 21.2389885 55.8923865, 21.2389159 55.8922888, 21.2387815 55.8921418)",,,,
171703396,,J. Šimkaus g.,residential,50,False,True,273.90000000000003,"LINESTRING (21.2398756 55.8933222, 21.239762 55.8933438, 21.2397068 55.8933543, 21.2381082 55.8936708, 21.2370691 55.893876, 21.2358389 55.8941267, 21.2357358 55.8941461)",,,,
83244919,,Kalno g.,residential,50,False,False,219.20599999999996,"LINESTRING (21.2387815 55.8921418, 21.2387127 55.8921625, 21.2386188 55.8921902, 21.2374548 55.8923805, 21.2372977 55.8923804, 21.2371441 55.8923669, 21.2367782 55.8923034, 21.2364772 55.8922389, 21.236358 55.8922041, 21.2360276 55.8921077, 21.2358014 55.8920272, 21.2356721 55.8919708, 21.2356134 55.8919433, 21.2355671 55.8919026)",,,,
83244923,,J. Basanavičiaus g.,residential,50,False,False,149.78699999999998,"LINESTRING (21.2387815 55.8921418, 21.2389159 55.8922888, 21.2389885 55.8923865, 21.2391012 55.8925538, 21.2391562 55.8926309, 21.2392281 55.8926933, 21.2393049 55.8927437, 21.2394276 55.8928075, 21.239507 55.8928523, 21.2395708 55.8928988, 21.2396252 55.8929466, 21.2396745 55.8930067, 21.2397839 55.8931769, 21.2398756 55.8933222)",,,,
83244923,,J. Basanavičiaus g.,residential,50,False,True,90.124,"LINESTRING (21.2387815 55.8921418, 21.2386819 55.8920419, 21.2384699 55.8918386, 21.2383911 55.8917642, 21.2380318 55.8914491)",,,,
83244920,,Slėnio g.,residential,50,False,False,74.622,"LINESTRING (21.2372198 55.8916411, 21.2370148 55.8916857, 21.2361022 55.8918811)",,,,
83244920,,Slėnio g.,residential,50,False,True,54.949,"LINESTRING (21.2372198 55.8916411, 21.2379527 55.8914678, 21.2380318 55.8914491)",,,,
83292563,,Jūros g.,residential,50,False,True,218.613,"LINESTRING (21.2372198 55.8916411, 21.2368584 55.8912615, 21.2366938 55.8911291, 21.2359802 55.8905808, 21.2358332 55.8904503, 21.2356723 55.8903051, 21.2355588 55.8901487, 21.2354558 55.8899558)",,,,
83292563,,Jūros g.,residential,50,False,False,218.613,"LINESTRING (21.2354558 55.8899558, 21.2355588 55.8901487, 21.2356723 55.8903051, 21.2358332 55.8904503, 21.2359802 55.8905808, 21.2366938 55.8911291, 21.2368584 55.8912615, 21.2372198 55.8916411)",,,,
172046016,,Trumpoji g.,residential,50,False,True,65.207,"LINESTRING (21.2443509 55.8898165, 21.2441204 55.8892445)",,,no,
83300829,,V. Nagevičiaus g.,residential,50,False,False,212.79999999999998,"LINESTRING (21.2443509 55.8898165, 21.2444219 55.8898087, 21.2454362 55.8896977, 21.2455873 55.8896812, 21.2456552 55.8896737, 21.2459976 55.8896363, 21.2476189 55.8894587, 21.2477003 55.8894498)",,,,
512324090,,Trumpoji g.,residential,50,False,False,58.836999999999996,"LINESTRING (21.2443509 55.8898165, 21.2445234 55.8902783, 21.2445443 55.8903344)",,,,
83300829,,V. Nagevičiaus g.,residential,50,False,True,212.79999999999998,"LINESTRING (21.2477003 55.8894498, 21.2476189 55.8894587, 21.2459976 55.8896363, 21.2456552 55.8896737, 21.2455873 55.8896812, 21.2454362 55.8896977, 21.2444219 55.8898087, 21.2443509 55.8898165)",,,,
171260058,,Jono Karolio Chodkevičiaus g.,residential,50,True,False,128.515,"LINESTRING (21.2477003 55.8894498, 21.247739 55.8897789, 21.2477477 55.8898638, 21.2477416 55.8899344, 21.2477026 55.8899804, 21.2475764 55.8900319, 21.2473706 55.8900762, 21.2470116 55.8901195, 21.2466559 55.8901527)",,,,
83300884,,J. Pabrėžos g.,residential,30,False,True,259.949,"LINESTRING (21.2496631 55.8899424, 21.2465662 55.8910481, 21.246197 55.8911804, 21.246149 55.8912)",,,,
169962699,,Klevų g.,residential,50,False,False,172.492,"LINESTRING (21.2496631 55.8899424, 21.2492667 55.8891686, 21.2492525 55.8891408, 21.2491686 55.8889694, 21.2490518 55.8887996, 21.248849 55.8885388, 21.248797 55.8884719)",,,,
83704823,,Malūno tak.,residential,50,True,False,129.26500000000001,"LINESTRING (21.2363095 55.8858031, 21.2366896 55.8861078, 21.2367582 55.8861776, 21.2367868 55.886267, 21.2368774 55.8867578, 21.236874 55.8867889, 21.2368633 55.8868179, 21.2367954 55.8868717)",,,,
228476670,,Žemaičių g.,residential,50,False,False,24.324,"LINESTRING (21.2425002 55.887688, 21.2424246 55.8874734)",,,,
228476670,,Žemaičių g.,residential,50,False,True,65.711,"LINESTRING (21.2425002 55.887688, 21.2425142 55.8877258, 21.2426627 55.8881268, 21.2426937 55.8882104, 21.2427145 55.8882666)",,,,
"[291298129, 291298131, 259211638]",,F. Janušio g.,residential,50,False,False,324.62800000000004,"LINESTRING (21.2425002 55.887688, 21.243509 55.8875568, 21.2450211 55.8873811, 21.2454972 55.8873258, 21.2461755 55.8872433, 21.2462241 55.8872377, 21.2462609 55.8872335, 21.2467022 55.8871831, 21.246888 55.8871636, 21.2474555 55.8870996, 21.2475936 55.8870861)",,,no,
169962691,,Vytauto g.,unclassified,50,False,False,95.788,"LINESTRING (21.248797 55.8884719, 21.2495153 55.8882619, 21.250059 55.8881034, 21.2501647 55.8880806)",,,,
169962691,,Vytauto g.,unclassified,50,False,True,82.411,"LINESTRING (21.248797 55.8884719, 21.2478371 55.888745, 21.247699 55.8887843, 21.2476184 55.8888072)",,,,
169962699,,Klevų g.,residential,50,False,True,172.492,"LINESTRING (21.248797 55.8884719, 21.248849 55.8885388, 21.2490518 55.8887996, 21.2491686 55.8889694, 21.2492525 55.8891408, 21.2492667 55.8891686, 21.2496631 55.8899424)",,,,
512324093,,Vytauto g.,residential,50,False,False,66.065,"LINESTRING (21.2430822 55.8893629, 21.2441204 55.8892445)",,,no,
944554773,2303,Rotušės a.,secondary,50,True,False,16.587,"LINESTRING (21.2416231 55.8908087, 21.2415953 55.8907979, 21.2415728 55.8907837, 21.2415569 55.890767, 21.2415485 55.8907486, 21.2415478 55.8907303, 21.2415546 55.8907124, 21.2415686 55.8906958, 21.2415888 55.8906814)",roundabout,,,
83300884,,J. Pabrėžos g.,residential,30,False,False,259.949,"LINESTRING (21.246149 55.8912, 21.246197 55.8911804, 21.2465662 55.8910481, 21.2496631 55.8899424)",,,,
169962696,,Augustino Dirvelės g.,residential,50,False,False,96.581,"LINESTRING (21.246149 55.8912, 21.2465726 55.8915401, 21.2470207 55.8919179)",,,,
"[512480801, 512480803]",,J. Pabrėžos g.,residential,"['30', '50']",False,True,298.266,"LINESTRING (21.246149 55.8912, 21.2456889 55.8914072, 21.2455238 55.8914815, 21.2454479 55.891516, 21.2449496 55.8917367, 21.2448422 55.8917867, 21.2446216 55.8918801, 21.2444992 55.8919346, 21.2440822 55.8921218, 21.2440119 55.8921522, 21.2438555 55.8922157, 21.2431893 55.8924351, 21.2430174 55.8924959, 21.242589 55.8926475, 21.2424258 55.8927056, 21.2423651 55.8927295, 21.2422757 55.8927662)",,,,
173589086,,Slėnio g.,residential,50,False,True,55.802,"LINESTRING (21.2346991 55.8920152, 21.2347832 55.8919937, 21.2348671 55.8919761, 21.2349522 55.8919652, 21.2354574 55.8919201, 21.2355671 55.8919026)",,,,
345954153,168,Šventosios g.,primary,50,True,False,245.60500000000002,"LINESTRING (21.2346991 55.8920152, 21.23478 55.892178, 21.2356751 55.8940212, 21.2357358 55.8941461)",,2,,
171703396,,J. Šimkaus g.,residential,50,False,True,11.82,"LINESTRING (21.2357358 55.8941461, 21.2355568 55.8941811)",,,,
171703396,,J. Šimkaus g.,residential,50,False,False,273.9,"LINESTRING (21.2357358 55.8941461, 21.2358389 55.8941267, 21.2370691 55.893876, 21.2381082 55.8936708, 21.2397068 55.8933543, 21.239762 55.8933438, 21.2398756 55.8933222)",,,,
172046016,,Trumpoji g.,residential,50,False,False,65.207,"LINESTRING (21.2441204 55.8892445, 21.2443509 55.8898165)",,,no,
512324093,,Vytauto g.,residential,50,False,True,66.065,"LINESTRING (21.2441204 55.8892445, 21.2430822 55.8893629)",,,no,
"[1223081993, 512324093]",,Vytauto g.,residential,50,False,False,223.554,"LINESTRING (21.2441204 55.8892445, 21.2456082 55.8890688, 21.2469953 55.888905, 21.2475368 55.88882, 21.2476184 55.8888072)",,,no,
944554773,2303,Rotušės a.,secondary,50,True,False,8.503,"LINESTRING (21.2415888 55.8906814, 21.2416156 55.8906696, 21.2416466 55.8906616, 21.2416801 55.890658, 21.2417141 55.890659)",roundabout,,,
1015685501,2303,Rotušės a.,secondary,50,True,False,26.136,"LINESTRING (21.2415888 55.8906814, 21.2415633 55.8905977, 21.241543 55.890448)",,,,
512501254,,Laisvės g.,residential,50,False,False,129.344,"LINESTRING (21.2471888 55.88595, 21.2473516 55.8863565, 21.2475992 55.8869217, 21.2476025 55.8870091, 21.2475936 55.8870861)",,,,
7971549,,Jono Karolio Chodkevičiaus g.,residential,50,True,False,71.636,"LINESTRING (21.2476184 55.8888072, 21.2477003 55.8894498)",,,,
169962691,,Vytauto g.,unclassified,50,False,False,82.411,"LINESTRING (21.2476184 55.8888072, 21.247699 55.8887843, 21.2478371 55.888745, 21.248797 55.8884719)",,,,
"[1223081993, 512324093]",,Vytauto g.,residential,50,False,True,223.554,"LINESTRING (21.2476184 55.8888072, 21.2475368 55.88882, 21.2469953 55.888905, 21.2456082 55.8890688, 21.2441204 55.8892445)",,,no,
7971536,2204,Kęstučio g.,secondary,50,False,False,5.029,"LINESTRING (21.2475334 55.887717, 21.2474546 55.8877266)",,,,
7971536,2204,Kęstučio g.,secondary,50,False,True,158.094,"LINESTRING (21.2475334 55.887717, 21.2479163 55.8876715, 21.2481118 55.8876406, 21.2482598 55.8876004, 21.2484625 55.8875267, 21.2486637 55.8874406, 21.2488503 55.8873468, 21.2495371 55.8869156)",,,,
512501254,,Laisvės g.,residential,50,False,True,70.349,"LINESTRING (21.2475334 55.887717, 21.2475341 55.8876708, 21.2475343 55.8876543, 21.2475386 55.8873561, 21.2475936 55.8870861)",,,,
83244919,,Kalno g.,residential,50,False,False,117.984,"LINESTRING (21.2355671 55.8919026, 21.2350186 55.8908871)",,,,
83244919,,Kalno g.,residential,50,False,True,219.20600000000002,"LINESTRING (21.2355671 55.8919026, 21.2356134 55.8919433, 21.2356721 55.8919708, 21.2358014 55.8920272, 21.2360276 55.8921077, 21.236358 55.8922041, 21.2364772 55.8922389, 21.2367782 55.8923034, 21.2371441 55.8923669, 21.2372977 55.8923804, 21.2374548 55.8923805, 21.2386188 55.8921902, 21.2387127 55.8921625, 21.2387815 55.8921418)",,,,
173589086,,Slėnio g.,residential,50,False,False,55.80199999999999,"LINESTRING (21.2355671 55.8919026, 21.2354574 55.8919201, 21.2349522 55.8919652, 21.2348671 55.8919761, 21.2347832 55.8919937, 21.2346991 55.8920152)",,,,
83244919,,Kalno g.,residential,50,False,True,117.984,"LINESTRING (21.2350186 55.8908871, 21.2355671 55.8919026)",,,,
946738558,2303,Rotušės a.,secondary,50,True,False,6.087999999999999,"LINESTRING (21.2408249 55.8885568, 21.2408211 55.8885703, 21.2408132 55.8885833, 21.2408014 55.8885953, 21.2407863 55.888606)",roundabout,,,
169962696,,Augustino Dirvelės g.,residential,50,False,True,96.581,"LINESTRING (21.2470207 55.8919179, 21.2465726 55.8915401, 21.246149 55.8912)",,,,
7971536,2204,Kęstučio g.,secondary,50,False,False,158.094,"LINESTRING (21.2495371 55.8869156, 21.2488503 55.8873468, 21.2486637 55.8874406, 21.2484625 55.8875267, 21.2482598 55.8876004, 21.2481118 55.8876406, 21.2479163 55.8876715, 21.2475334 55.887717)",,,,
228476671,,Turgaus aklg.,residential,50,False,True,104.833,"LINESTRING (21.2495371 55.8869156, 21.249439 55.8868938, 21.2489463 55.8870026, 21.2485887 55.8864513)",,,,
228476671,,Turgaus aklg.,residential,50,False,False,104.833,"LINESTRING (21.2485887 55.8864513, 21.2489463 55.8870026, 21.249439 55.8868938, 21.2495371 55.8869156)",,,,
228476670,,Žemaičių g.,residential,50,False,True,24.324,"LINESTRING (21.2424246 55.8874734, 21.2425002 55.887688)",,,,
371715346,,,primary_link,,False,True,11.272,"LINESTRING (21.2344036 55.8917893, 21.2345775 55.8917616)",,,,
285267563,,Šaltinio g.,residential,50,False,False,106.76800000000001,"LINESTRING (21.2391628 55.887769, 21.2391403 55.8880311, 21.239126 55.8880701, 21.2390362 55.8882154, 21.239022 55.8882829, 21.2390301 55.8883402, 21.2390505 55.8883894, 21.2392174 55.888704)",,,,
74340162,,Birutės g.,unclassified,50,False,False,65.682,"LINESTRING (21.2392174 55.888704, 21.2388803 55.8887578, 21.23878 55.8887669, 21.238678 55.8887668, 21.2385583 55.8887569, 21.2384749 55.8887404, 21.2383814 55.8887136, 21.2382979 55.8886765, 21.2382498 55.8886419)",,,,
74340162,,Birutės g.,unclassified,50,False,True,67.267,"LINESTRING (21.2392174 55.888704, 21.2398743 55.8886157, 21.2402649 55.8885596)",,,,
285267563,,Šaltinio g.,residential,50,False,True,106.768,"LINESTRING (21.2392174 55.888704, 21.2390505 55.8883894, 21.2390301 55.8883402, 21.239022 55.8882829, 21.2390362 55.8882154, 21.239126 55.8880701, 21.2391403 55.8880311, 21.2391628 55.887769)",,,,
83244920,,Slėnio g.,residential,50,False,True,74.622,"LINESTRING (21.2361022 55.8918811, 21.2370148 55.8916857, 21.2372198 55.8916411)",,,,
276471759,168,Šventosios g.,primary,50,True,False,41.6,"LINESTRING (21.2345774 55.8921505, 21.2344643 55.8919169, 21.2344036 55.8917893)",,2,,
380196262,,,primary_link,,True,False,18.33,"LINESTRING (21.2345774 55.8921505, 21.2346008 55.8920696, 21.2346129 55.8920482, 21.2346378 55.8920298, 21.2346991 55.8920152)",,1,,
371715346,,,primary_link,,False,False,11.272,"LINESTRING (21.2345775 55.8917616, 21.2344036 55.8917893)",,,,
345954153,168,Šventosios g.,primary,50,True,False,29.201,"LINESTRING (21.2345775 55.8917616, 21.2346383 55.8918898, 21.2346991 55.8920152)",,2,,
512480806,,Maironio g.,residential,50,False,True,107.65399999999998,"LINESTRING (21.245272 55.8933127, 21.2448212 55.8934116, 21.2441189 55.8935602, 21.2437672 55.8936411, 21.2436832 55.8936824)",,,,
1015685503,2303,Vilniaus g.,secondary,50,False,False,5.04,"LINESTRING (21.2416511 55.8910154, 21.2416388 55.8910602)",,2,,
1015685504,2303,Vilniaus g.,secondary,50,True,False,23.06,"LINESTRING (21.2416511 55.8910154, 21.2416286 55.8908865, 21.2416231 55.8908087)",,,,
944554773,2303,Rotušės a.,secondary,50,True,False,8.478,"LINESTRING (21.2417543 55.8908094, 21.2417224 55.8908159, 21.2416886 55.890818, 21.2416548 55.8908155, 21.2416231 55.8908087)",roundabout,,,
959170266,2303,Vilniaus g.,secondary,50,True,False,23.799,"LINESTRING (21.2417543 55.8908094, 21.2417182 55.8908902, 21.2416511 55.8910154)",,,,
333805739,2303,Vilniaus g.,secondary,50,False,False,134.469,"LINESTRING (21.2422757 55.8927662, 21.2423295 55.8927992, 21.242685 55.8930278, 21.2428228 55.8931194, 21.2431627 55.8933442, 21.243526 55.8935805, 21.2436832 55.8936824)",,2,,
"[512480801, 512480803]",,J. Pabrėžos g.,residential,"['50', '30']",False,False,298.266,"LINESTRING (21.2422757 55.8927662, 21.2423651 55.8927295, 21.2424258 55.8927056, 21.242589 55.8926475, 21.2430174 55.8924959, 21.2431893 55.8924351, 21.2438555 55.8922157, 21.2440119 55.8921522, 21.2440822 55.8921218, 21.2444992 55.8919346, 21.2446216 55.8918801, 21.2448422 55.8917867, 21.2449496 55.8917367, 21.2454479 55.891516, 21.2455238 55.8914815, 21.2456889 55.8914072, 21.246149 55.8912)",,,,
