osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,bridge
242451385,True,134,Leipalingio g.,primary,50,False,49.068999999999996,"LINESTRING (23.7019032 54.1012695, 23.7017557 54.1012797, 23.7016444 54.1012773, 23.7015183 54.1012592, 23.7011844 54.1011759)",,
"[913808497, 70005756]",False,,Santarvės g.,residential,50,False,121.87499999999999,"LINESTRING (23.6943762 54.1010931, 23.6942728 54.1009504, 23.6940418 54.1006567, 23.6939502 54.1005372, 23.6940501 54.1005084, 23.6946929 54.1003202)",2,
913808496,False,134,Vytauto g.,primary,50,False,61.239999999999995,"LINESTRING (23.6943762 54.1010931, 23.6944298 54.1010892, 23.6950701 54.1010355, 23.6953062 54.101016)",2,
"[913808496, 478216441]",False,134,Vytauto g.,primary,50,True,76.82,"LINESTRING (23.6943762 54.1010931, 23.6937789 54.1011386, 23.693628 54.1011405, 23.6935384 54.1011416, 23.6932034 54.1011326)",2,
38127126,False,,Danieliaus Sadausko g.,residential,50,False,77.53999999999999,"LINESTRING (23.6953062 54.101016, 23.6952952 54.1009948, 23.6947561 54.1003982)",2,
232097285,False,,Dariaus ir Girėno g.,residential,50,True,70.849,"LINESTRING (23.6953062 54.101016, 23.6953685 54.1011181, 23.6955159 54.1013159, 23.6957295 54.1016026)",,
438422174,False,134,Vytauto g.,primary,40,False,102.709,"LINESTRING (23.6953062 54.101016, 23.6955249 54.1009911, 23.6956899 54.1009667, 23.6958796 54.1009249, 23.6968049 54.1007362)",2,
913808496,False,134,Vytauto g.,primary,50,True,61.239999999999995,"LINESTRING (23.6953062 54.101016, 23.6950701 54.1010355, 23.6944298 54.1010892, 23.6943762 54.1010931)",2,
51144409,False,134,Vytauto g.,primary,50,False,67.367,"LINESTRING (23.6991298 54.1002271, 23.6997471 54.1000394, 23.6999228 54.0999954, 23.7000623 54.0999686)",,
167307763,False,134,,primary,50,True,26.413,"LINESTRING (23.6991298 54.1002271, 23.6989237 54.1002603, 23.6987409 54.1002935)",2,
913808498,False,,Danieliaus Sadausko g.,residential,,True,145.145,"LINESTRING (23.6934778 54.0992477, 23.6940158 54.0995408, 23.6946136 54.1002298, 23.6946929 54.1003202)",,
782657016,False,,Marytės Bižytės g.,residential,50,False,86.164,"LINESTRING (23.6968049 54.1007362, 23.6963384 54.1000112)",2,
1192097743,False,134,Vytauto g.,primary,50,False,5.47,"LINESTRING (23.6968049 54.1007362, 23.6968833 54.1007187)",,
438422174,False,134,Vytauto g.,primary,40,True,102.70899999999999,"LINESTRING (23.6968049 54.1007362, 23.6958796 54.1009249, 23.6956899 54.1009667, 23.6955249 54.1009911, 23.6953062 54.101016)",2,
782657016,False,,Marytės Bižytės g.,residential,50,True,86.164,"LINESTRING (23.6963384 54.1000112, 23.6968049 54.1007362)",2,
51144406,False,,,residential,,False,121.715,"LINESTRING (23.6963384 54.1000112, 23.6961743 54.0997348, 23.6960792 54.099614, 23.6959677 54.0995146, 23.6953753 54.0990883)",,
231597907,False,,Marytės Bižytės g.,residential,,False,112.02699999999999,"LINESTRING (23.6963384 54.1000112, 23.6957921 54.1001109, 23.6947561 54.1003982)",,
51144406,False,,,residential,,True,121.715,"LINESTRING (23.6953753 54.0990883, 23.6959677 54.0995146, 23.6960792 54.099614, 23.6961743 54.0997348, 23.6963384 54.1000112)",,
51144409,False,134,Vytauto g.,primary,50,True,67.36699999999999,"LINESTRING (23.7000623 54.0999686, 23.6999228 54.0999954, 23.6997471 54.1000394, 23.6991298 54.1002271)",,
167307764,False,2517,Vilties g.,secondary,50,False,212.12599999999998,"LINESTRING (23.7000623 54.0999686, 23.7000516 54.0999419, 23.7000502 54.0999104, 23.7000636 54.0998625, 23.7001884 54.0995699, 23.7003667 54.0992153, 23.7004861 54.0989636, 23.7006966 54.0985791, 23.7009265 54.0981353)",2,
38127126,False,,Danieliaus Sadausko g.,residential,50,True,9.602,"LINESTRING (23.6946929 54.1003202, 23.6947561 54.1003982)",2,
"[913808497, 70005756]",False,,Santarvės g.,residential,50,True,121.875,"LINESTRING (23.6946929 54.1003202, 23.6940501 54.1005084, 23.6939502 54.1005372, 23.6940418 54.1006567, 23.6942728 54.1009504, 23.6943762 54.1010931)",2,
913808498,False,,Danieliaus Sadausko g.,residential,,False,145.145,"LINESTRING (23.6946929 54.1003202, 23.6946136 54.1002298, 23.6940158 54.0995408, 23.6934778 54.0992477)",,
167235808,False,,J. Neimonto g.,residential,,False,175.808,"LINESTRING (23.6932034 54.1011326, 23.6939543 54.1015999, 23.6949402 54.1023399)",,
"[913808496, 478216441]",False,134,Vytauto g.,primary,50,False,76.82,"LINESTRING (23.6932034 54.1011326, 23.6935384 54.1011416, 23.693628 54.1011405, 23.6937789 54.1011386, 23.6943762 54.1010931)",2,
478216441,False,134,Vytauto g.,primary,50,True,215.26000000000002,"LINESTRING (23.6932034 54.1011326, 23.6921066 54.1009786, 23.6917022 54.1009354, 23.691209 54.1009044, 23.6907801 54.1008966, 23.6903453 54.1009291, 23.6899676 54.1010049)",2,
231100836,False,,L. Zamenhofo g.,residential,,False,245.76700000000005,"LINESTRING (23.7011844 54.1011759, 23.7011643 54.101205, 23.7011495 54.1012474, 23.701167 54.1013731, 23.7012327 54.1015313, 23.7012702 54.1016933, 23.7012877 54.1018687, 23.7012877 54.1019756, 23.7012689 54.1020888, 23.7012219 54.1023004, 23.7012112 54.1023672, 23.7012233 54.1024419, 23.7012825 54.1025621, 23.7014955 54.1029263, 23.7015532 54.1030497, 23.7016122 54.103196, 23.7016513 54.103337)",,
242451385,True,134,Leipalingio g.,primary,50,False,173.706,"LINESTRING (23.7011844 54.1011759, 23.700097 54.1008586, 23.6996807 54.1006199, 23.6992093 54.1002838, 23.6991298 54.1002271)",,
167307764,False,2517,Vilties g.,secondary,50,True,8.131,"LINESTRING (23.7009668 54.0980661, 23.7009265 54.0981353)",2,
167307764,False,2517,Vilties g.,secondary,50,False,46.245000000000005,"LINESTRING (23.7009668 54.0980661, 23.7010453 54.0979145, 23.7011298 54.0977714, 23.7012012 54.097674)",2,
167235808,False,,J. Neimonto g.,residential,,False,78.093,"LINESTRING (23.6949402 54.1023399, 23.6951731 54.1030288)",,
167235808,False,,J. Neimonto g.,residential,,True,175.808,"LINESTRING (23.6949402 54.1023399, 23.6939543 54.1015999, 23.6932034 54.1011326)",,
169980047,False,,Kreivoji g.,residential,,False,55.185,"LINESTRING (23.6949402 54.1023399, 23.6951957 54.1021768, 23.6953759 54.1020961, 23.6955847 54.1020244)",,
169980047,False,,Kreivoji g.,residential,,True,414.729,"LINESTRING (23.6949402 54.1023399, 23.6948843 54.1023715, 23.6948017 54.102422, 23.6944965 54.1026325, 23.6944104 54.102662, 23.6943098 54.1026641, 23.6933296 54.1025209, 23.693168 54.1024683, 23.6923674 54.1020451, 23.6921232 54.1019399, 23.691836 54.1018473, 23.6916672 54.1018157, 23.6914949 54.1017967, 23.6911717 54.1017925, 23.6909922 54.1017862, 23.6908378 54.1017546, 23.6907301 54.1017167, 23.6906547 54.1016578, 23.6904249 54.101363, 23.6902957 54.101243, 23.6901413 54.1011125, 23.6899676 54.1010049)",,
167235803,False,,Jaunimo g.,residential,,False,96.206,"LINESTRING (23.6951731 54.1030288, 23.6966051 54.10282)",,
167235808,False,,J. Neimonto g.,residential,,True,78.093,"LINESTRING (23.6951731 54.1030288, 23.6949402 54.1023399)",,
167235803,False,,Jaunimo g.,residential,,True,227.12200000000004,"LINESTRING (23.6951731 54.1030288, 23.6932009 54.1033249, 23.6928543 54.1033584, 23.6926509 54.1033146, 23.6919507 54.1030022)",,
"[167235808, 167235802]",False,,"['J. Neimonto g.', 'Ežero g.']",residential,,"[False, True]",221.553,"LINESTRING (23.6951731 54.1030288, 23.6955954 54.1041391, 23.6941588 54.1042853)",,
"[167235808, 167235802]",False,,"['J. Neimonto g.', 'Ežero g.']",residential,,"[False, True]",221.553,"LINESTRING (23.6941588 54.1042853, 23.6955954 54.1041391, 23.6951731 54.1030288)",,
167307754,False,,Statybininkų g.,residential,,False,154.528,"LINESTRING (23.6972981 54.0964232, 23.6979094 54.0976701, 23.6979228 54.0977243, 23.6979121 54.0977613)",,
167307764,False,2517,Vilties g.,secondary,50,True,110.98500000000001,"LINESTRING (23.7019697 54.0967838, 23.7018411 54.0969154, 23.7015871 54.0972052, 23.701308 54.0975384, 23.7012012 54.097674)",2,
167307764,False,2517,Vilties g.,secondary,50,False,110.985,"LINESTRING (23.7012012 54.097674, 23.701308 54.0975384, 23.7015871 54.0972052, 23.7018411 54.0969154, 23.7019697 54.0967838)",2,
167307764,False,2517,Vilties g.,secondary,50,True,46.245000000000005,"LINESTRING (23.7012012 54.097674, 23.7011298 54.0977714, 23.7010453 54.0979145, 23.7009668 54.0980661)",2,
167307703,False,,Alyvų g.,residential,,False,88.24199999999999,"LINESTRING (23.6965925 54.0976921, 23.696677 54.0976798, 23.6970995 54.0976474, 23.6972456 54.0976488, 23.6973797 54.0976653, 23.6979121 54.0977613)",,
