osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,junction
16131821,Šv. Jokūbo g.,residential,False,False,205.607,"LINESTRING (23.9721912 54.0182579, 23.9722954 54.0186885, 23.9723061 54.0187635, 23.9723035 54.018806, 23.9722981 54.0188926, 23.9722639 54.0189975, 23.972199 54.0191333, 23.9721416 54.0192469, 23.9719542 54.0196347, 23.9717492 54.0200581)",,,
16131821,Šv. Jokūbo g.,residential,False,True,116.39800000000001,"LINESTRING (23.9721912 54.0182579, 23.9719513 54.0174959, 23.9719023 54.0173559, 23.9718786 54.0173061, 23.9718357 54.0172331)",,,
264298294,Taikos g.,residential,False,True,102.188,"LINESTRING (23.9721912 54.0182579, 23.9722987 54.0182465, 23.9725357 54.0182215, 23.972805 54.018193, 23.9737306 54.018095)",,,
16131832,Taikos g.,residential,False,False,116.83600000000001,"LINESTRING (23.9758213 54.0178957, 23.975713 54.0179065, 23.9749162 54.0179902, 23.9748539 54.0179967, 23.9740568 54.0180661)",,,
"[768606600, 768606601, 768606602, 768606603, 16131832]",Taikos g.,residential,False,True,84.697,"LINESTRING (23.9758213 54.0178957, 23.9761024 54.0178663, 23.9764772 54.0178272, 23.9765717 54.0178173, 23.9767487 54.0177988, 23.9770099 54.0177715, 23.9770977 54.0177623)",,,
"[30072627, 438436413, 438436414]",V. Kudirkos g.,residential,False,False,194.18099999999998,"LINESTRING (23.9758213 54.0178957, 23.9757853 54.0178096, 23.9757104 54.0175046, 23.975606 54.01697, 23.9755309 54.0164476, 23.9755066 54.0162913, 23.9754995 54.0161612)",,,
30072627,V. Kudirkos g.,residential,False,True,186.57600000000002,"LINESTRING (23.9758213 54.0178957, 23.9758498 54.0179638, 23.9759746 54.0183741, 23.9761217 54.0188579, 23.9763246 54.0195472)",,,
16131821,Šv. Jokūbo g.,residential,False,False,116.39800000000001,"LINESTRING (23.9718357 54.0172331, 23.9718786 54.0173061, 23.9719023 54.0173559, 23.9719513 54.0174959, 23.9721912 54.0182579)",,,
284192135,M. K. Čiurlionio g.,tertiary,False,False,104.795,"LINESTRING (23.9718357 54.0172331, 23.9714845 54.0173323, 23.9706767 54.0175604, 23.9704727 54.0176181, 23.97039 54.0176414)",2,,
"[464690473, 1152867581, 284192135]",M. K. Čiurlionio g.,tertiary,False,True,267.469,"LINESTRING (23.9718357 54.0172331, 23.9719566 54.0172007, 23.9725835 54.0170328, 23.9728612 54.0169555, 23.9734338 54.0167939, 23.9736358 54.0167327, 23.974714 54.0163994, 23.9752838 54.0162233, 23.9754995 54.0161612)","['2', '3']",,
"[1137567992, 489029170]",Turistų g.,residential,False,True,216.762,"LINESTRING (23.9718357 54.0172331, 23.9717968 54.0171828, 23.9717121 54.0170918, 23.9714442 54.0168151, 23.9708635 54.0162193, 23.9707363 54.0162344, 23.9696514 54.0165454)",,,
"[768606603, 768606604, 768606605]",Taikos g.,residential,False,False,65.437,"LINESTRING (23.9780856 54.0176714, 23.9779798 54.0176706, 23.9778491 54.0176838, 23.977227 54.0177488, 23.9770977 54.0177623)",,,
"[768606597, 768606598, 152956649, 178601035, 178601036, 1260484175, 36266418, 438436411]",M. K. Čiurlionio g.,tertiary,False,False,392.49600000000004,"LINESTRING (23.9819407 54.0144229, 23.9816864 54.0144849, 23.9803245 54.0148173, 23.9798587 54.014931, 23.9798097 54.0149429, 23.9794777 54.0150239, 23.9793698 54.0150503, 23.9791179 54.0151117, 23.979072 54.0151242, 23.978899 54.0151711, 23.9782538 54.015346, 23.978103 54.0153869, 23.9779273 54.0154345, 23.9777934 54.0154751, 23.9776114 54.0155303, 23.9775801 54.0155398, 23.9773828 54.0155993, 23.9772189 54.0156487, 23.9764702 54.0158763)",,yes,
30072627,V. Kudirkos g.,residential,False,False,186.57600000000002,"LINESTRING (23.9763246 54.0195472, 23.9761217 54.0188579, 23.9759746 54.0183741, 23.9758498 54.0179638, 23.9758213 54.0178957)",,,
152956646,Laisvės a.,residential,True,False,74.26599999999999,"LINESTRING (23.9702753 54.0210686, 23.970326 54.0210063, 23.9703687 54.0209751, 23.9704011 54.0209567, 23.9706052 54.0208891, 23.9710582 54.0207348, 23.9711486 54.0207099, 23.9711946 54.0207012)",2,,roundabout
38105237,I. Fonbergo g.,residential,False,False,214.213,"LINESTRING (23.9764702 54.0158763, 23.976545 54.0159545, 23.9766853 54.0164133, 23.9768564 54.0169817, 23.9769004 54.0171241, 23.9770252 54.0175158, 23.9770977 54.0177623)",2,,
