osmid,name,highway,oneway,reversed,length,bridge,geometry,ref,maxspeed,lanes
"[679655368, 679655369, 39094857]",Stoties g.,residential,False,True,237.277,yes,"LINESTRING (22.6878003 56.1901885, 22.6878911 56.1902551, 22.6881233 56.1904254, 22.6883991 56.1906327, 22.6897334 56.1916431, 22.6898629 56.1917412, 22.690079 56.1919048)",,,
911288447,Žemaičių g.,primary,False,False,40.922,,"LINESTRING (22.6878003 56.1901885, 22.6881747 56.1900354, 22.6883333 56.1899706)",155,,
911288447,Žemaičių g.,primary,False,True,272.9669999999999,,"LINESTRING (22.6878003 56.1901885, 22.6860246 56.1909328, 22.6851861 56.1912842, 22.6849522 56.1913822, 22.6846202 56.1915214, 22.6842749 56.1916644)",155,,
911288447,Žemaičių g.,primary,False,False,115.851,,"LINESTRING (22.6927272 56.1886728, 22.6945839 56.1885385)",155,,
150856217,Gedimino g.,residential,False,True,89.69900000000001,,"LINESTRING (22.6927272 56.1886728, 22.6927738 56.1888517, 22.6928981 56.1893212, 22.6929772 56.189466)",,50,
911288447,Žemaičių g.,primary,False,True,95.974,,"LINESTRING (22.6927272 56.1886728, 22.6919537 56.188733, 22.6916717 56.1887659, 22.6914067 56.1888093, 22.6912169 56.1888534)",155,,
150856217,Gedimino g.,residential,False,True,75.556,,"LINESTRING (22.6929772 56.189466, 22.6938912 56.1899166)",,50,
150856217,Gedimino g.,residential,False,False,89.699,,"LINESTRING (22.6929772 56.189466, 22.6928981 56.1893212, 22.6927738 56.1888517, 22.6927272 56.1886728)",,50,
150856224,Papilės g.,residential,False,True,64.404,,"LINESTRING (22.6929772 56.189466, 22.6928302 56.1895667, 22.6921854 56.1898374)",,,
150856222,Liepų g.,residential,False,False,125.5,,"LINESTRING (22.6890685 56.18967, 22.6893043 56.1898327, 22.6897158 56.1901167, 22.6903417 56.1905486)",,,
911288447,Žemaičių g.,primary,False,False,161.24999999999997,,"LINESTRING (22.6890685 56.18967, 22.6892223 56.189608, 22.6898993 56.1893348, 22.690598 56.1890529, 22.6906324 56.1890401, 22.6908716 56.1889511, 22.6910542 56.1888944, 22.6912169 56.1888534)",155,,
911288447,Žemaičių g.,primary,False,True,56.449,,"LINESTRING (22.6890685 56.18967, 22.6885767 56.1898711, 22.6883333 56.1899706)",155,,
911514104,Topolių g.,residential,False,True,82.748,,"LINESTRING (22.6890685 56.18967, 22.6889017 56.1895386, 22.6886831 56.1893663, 22.6882971 56.1890621)",,,
150856223,P. Cvirkos g.,residential,False,True,172.49200000000002,,"LINESTRING (22.6921854 56.1898374, 22.6934312 56.1907898, 22.6938076 56.1910988)",,,
150856224,Papilės g.,residential,False,False,64.404,,"LINESTRING (22.6921854 56.1898374, 22.6928302 56.1895667, 22.6929772 56.189466)",,,
150856224,Papilės g.,residential,False,True,139.705,,"LINESTRING (22.6921854 56.1898374, 22.6907263 56.1904668, 22.6903417 56.1905486)",,,
150856222,Liepų g.,residential,False,False,79.87,,"LINESTRING (22.6903417 56.1905486, 22.6905227 56.1907122, 22.6906358 56.1912346)",,,
150856222,Liepų g.,residential,False,True,125.5,,"LINESTRING (22.6903417 56.1905486, 22.6897158 56.1901167, 22.6893043 56.1898327, 22.6890685 56.18967)",,,
150856224,Papilės g.,residential,False,False,139.705,,"LINESTRING (22.6903417 56.1905486, 22.6907263 56.1904668, 22.6921854 56.1898374)",,,
150856223,P. Cvirkos g.,residential,False,False,172.49200000000002,,"LINESTRING (22.6938076 56.1910988, 22.6934312 56.1907898, 22.6921854 56.1898374)",,,
"[640624065, 640624070, 150856223]",P. Cvirkos g.,residential,False,True,197.971,yes,"LINESTRING (22.6938076 56.1910988, 22.6939599 56.1912073, 22.694082 56.1913029, 22.6957104 56.1925301)",,,
150856225,S. Daukanto g.,residential,False,True,197.329,,"LINESTRING (22.6938076 56.1910988, 22.6935315 56.1910962, 22.6931017 56.1910773, 22.6906358 56.1912346)",,,
150856222,Liepų g.,residential,False,False,47.612,,"LINESTRING (22.6906358 56.1912346, 22.6906584 56.1916626)",,,
150856222,Liepų g.,residential,False,True,79.87,,"LINESTRING (22.6906358 56.1912346, 22.6905227 56.1907122, 22.6903417 56.1905486)",,,
150856225,S. Daukanto g.,residential,False,False,197.329,,"LINESTRING (22.6906358 56.1912346, 22.6931017 56.1910773, 22.6935315 56.1910962, 22.6938076 56.1910988)",,,
150856222,Liepų g.,residential,False,True,47.612,,"LINESTRING (22.6906584 56.1916626, 22.6906358 56.1912346)",,,
150856211,Aušros g.,residential,False,True,152.475,,"LINESTRING (22.6926718 56.1920906, 22.6941739 56.1931777)",,,
150856212,Draugystės g.,residential,False,True,119.257,,"LINESTRING (22.6957104 56.1925301, 22.6941739 56.1931777)",,50,
"[640624065, 640624070, 150856223]",P. Cvirkos g.,residential,False,False,197.971,yes,"LINESTRING (22.6957104 56.1925301, 22.694082 56.1913029, 22.6939599 56.1912073, 22.6938076 56.1910988)",,,
150856211,Aušros g.,residential,False,False,152.475,,"LINESTRING (22.6941739 56.1931777, 22.6926718 56.1920906)",,,
150856212,Draugystės g.,residential,False,False,119.257,,"LINESTRING (22.6941739 56.1931777, 22.6957104 56.1925301)",,50,
150856212,Draugystės g.,residential,False,True,118.934,,"LINESTRING (22.6941739 56.1931777, 22.6926416 56.1938236)",,50,
150856212,Draugystės g.,residential,False,False,118.934,,"LINESTRING (22.6926416 56.1938236, 22.6941739 56.1931777)",,50,
39094857,Stoties g.,residential,False,False,265.82,,"LINESTRING (22.6926416 56.1938236, 22.6913806 56.1928852, 22.690079 56.1919048)",,,
150857642,Bausko g.,residential,False,False,270.337,,"LINESTRING (22.6879739 56.1877557, 22.6876229 56.1886295, 22.6873637 56.1892164, 22.6873825 56.1892612, 22.6874683 56.1893403, 22.6874991 56.1893628, 22.6881885 56.1898651, 22.6883333 56.1899706)",,,
169003863,Ventos g.,residential,False,False,251.39300000000003,,"LINESTRING (22.6879739 56.1877557, 22.6884902 56.1878194, 22.6889703 56.1878786, 22.6894932 56.1879431, 22.6897528 56.1879751, 22.6899282 56.1879974, 22.6901241 56.1880347, 22.6902287 56.1880646, 22.6903091 56.1881004, 22.690395 56.1881452, 22.6904573 56.1881895, 22.6905884 56.1883041, 22.6909875 56.1886529, 22.6912169 56.1888534)",,50,
169003863,Ventos g.,residential,False,True,232.048,,"LINESTRING (22.6879739 56.1877557, 22.687703 56.1877222, 22.6875639 56.1877078, 22.6874351 56.1877108, 22.6873091 56.1877301, 22.6872234 56.1877607, 22.6867257 56.1879383, 22.6865173 56.1880206, 22.6858467 56.1882908, 22.6857045 56.18833, 22.6848528 56.1884977, 22.684624 56.1885219)",,50,
911288447,Žemaičių g.,primary,False,True,115.851,,"LINESTRING (22.6945839 56.1885385, 22.6927272 56.1886728)",155,,
150857647,Ąžuolo skg.,residential,False,True,135.28900000000002,,"LINESTRING (22.6945839 56.1885385, 22.6946189 56.1887159, 22.6947783 56.1895034, 22.6948747 56.1897432)",,,
169003863,Ventos g.,residential,False,True,251.39299999999997,,"LINESTRING (22.6912169 56.1888534, 22.6909875 56.1886529, 22.6905884 56.1883041, 22.6904573 56.1881895, 22.690395 56.1881452, 22.6903091 56.1881004, 22.6902287 56.1880646, 22.6901241 56.1880347, 22.6899282 56.1879974, 22.6897528 56.1879751, 22.6894932 56.1879431, 22.6889703 56.1878786, 22.6884902 56.1878194, 22.6879739 56.1877557)",,50,
911288447,Žemaičių g.,primary,False,False,95.97399999999999,,"LINESTRING (22.6912169 56.1888534, 22.6914067 56.1888093, 22.6916717 56.1887659, 22.6919537 56.188733, 22.6927272 56.1886728)",155,,
911288447,Žemaičių g.,primary,False,True,161.25,,"LINESTRING (22.6912169 56.1888534, 22.6910542 56.1888944, 22.6908716 56.1889511, 22.6906324 56.1890401, 22.690598 56.1890529, 22.6898993 56.1893348, 22.6892223 56.189608, 22.6890685 56.18967)",155,,
150857643,Eglesių g.,residential,False,True,63.834,,"LINESTRING (22.6948747 56.1897432, 22.6938912 56.1899166)",,50,
150857647,Ąžuolo skg.,residential,False,False,135.289,,"LINESTRING (22.6948747 56.1897432, 22.6947783 56.1895034, 22.6946189 56.1887159, 22.6945839 56.1885385)",,,
150856217,Gedimino g.,residential,False,False,75.556,,"LINESTRING (22.6938912 56.1899166, 22.6929772 56.189466)",,50,
150857643,Eglesių g.,residential,False,False,63.834,,"LINESTRING (22.6938912 56.1899166, 22.6948747 56.1897432)",,50,
150857642,Bausko g.,residential,False,True,270.337,,"LINESTRING (22.6883333 56.1899706, 22.6881885 56.1898651, 22.6874991 56.1893628, 22.6874683 56.1893403, 22.6873825 56.1892612, 22.6873637 56.1892164, 22.6876229 56.1886295, 22.6879739 56.1877557)",,,
911288447,Žemaičių g.,primary,False,False,56.449,,"LINESTRING (22.6883333 56.1899706, 22.6885767 56.1898711, 22.6890685 56.18967)",155,,
911288447,Žemaičių g.,primary,False,True,40.922,,"LINESTRING (22.6883333 56.1899706, 22.6881747 56.1900354, 22.6878003 56.1901885)",155,,
294168219,Žemaičių g.,primary,False,True,21.362,,"LINESTRING (22.6840746 56.1917452, 22.6837967 56.1918592)",155,,2
294168220,Žemaičių g.,primary,False,False,15.307,,"LINESTRING (22.6840746 56.1917452, 22.6842749 56.1916644)",155,,2
294168217,Akmenės g.,residential,True,False,13.711,,"LINESTRING (22.6840746 56.1917452, 22.6841889 56.1917803, 22.6842605 56.1918116)",,,1
"[679655368, 39094857, 679655369]",Stoties g.,residential,False,False,237.277,yes,"LINESTRING (22.690079 56.1919048, 22.6898629 56.1917412, 22.6897334 56.1916431, 22.6883991 56.1906327, 22.6881233 56.1904254, 22.6878911 56.1902551, 22.6878003 56.1901885)",,,
39094857,Stoties g.,residential,False,True,265.82,,"LINESTRING (22.690079 56.1919048, 22.6913806 56.1928852, 22.6926416 56.1938236)",,,
