osmid,oneway,lanes,highway,maxspeed,width,reversed,length,name,geometry
41305536,False,2,residential,20,6,True,45.344,,"LINESTRING (34.3337512 31.3802084, 34.334077 31.3805066)"
41306241,False,2,residential,20,6,True,12.846,,"LINESTRING (34.3337512 31.3802084, 34.3336291 31.3802582)"
41306324,False,2,residential,40,8,False,198.16,"Alwad ""Eng Aladdin Safi""","LINESTRING (34.3337512 31.3802084, 34.3341795 31.3798898, 34.3345497 31.379634, 34.3353265 31.3790397)"
41305536,False,2,residential,20,6,False,33.296,,"LINESTRING (34.3362842 31.3826114, 34.3360655 31.3823773)"
41308481,False,2,residential,40,,True,56.568,,"LINESTRING (34.3377277 31.3773385, 34.3372374 31.3776276)"
41304999,False,2,residential,40,6,False,247.377,Al-Amal,"LINESTRING (34.3377277 31.3773385, 34.3373464 31.3767658, 34.3373046 31.3766882, 34.3370989 31.3763759, 34.3364609 31.3753947)"
41308481,False,2,residential,40,,False,297.661,,"LINESTRING (34.3377277 31.3773385, 34.3380724 31.3771504, 34.3385851 31.3768732, 34.3390119 31.3766256, 34.3391098 31.3765724, 34.339899 31.3760878, 34.3403248 31.37584)"
41307677,False,2,residential,40,16,False,137.063,No.2,"LINESTRING (34.3364609 31.3753947, 34.3376507 31.3746965)"
41307677,False,2,residential,40,16,True,59.303,No.2,"LINESTRING (34.3364609 31.3753947, 34.3359261 31.3756703)"
41304999,False,2,residential,40,6,True,247.37700000000004,Al-Amal,"LINESTRING (34.3364609 31.3753947, 34.3370989 31.3763759, 34.3373046 31.3766882, 34.3373464 31.3767658, 34.3377277 31.3773385)"
41305536,False,2,residential,20,6,False,109.22099999999999,,"LINESTRING (34.3356014 31.3818708, 34.3354852 31.3817187, 34.3351078 31.3813638, 34.3350206 31.3811871, 34.3349077 31.3811005)"
41305536,False,2,residential,20,6,True,36.184,,"LINESTRING (34.3356014 31.3818708, 34.3356849 31.3819694, 34.3357776 31.382082, 34.3358221 31.3821361)"
41305536,False,2,residential,20,6,True,35.401,,"LINESTRING (34.3358221 31.3821361, 34.3360655 31.3823773)"
41305536,False,2,residential,20,6,False,36.184,,"LINESTRING (34.3358221 31.3821361, 34.3357776 31.382082, 34.3356849 31.3819694, 34.3356014 31.3818708)"
41305536,False,2,residential,20,6,False,35.401,,"LINESTRING (34.3360655 31.3823773, 34.3358221 31.3821361)"
41305536,False,2,residential,20,6,True,33.296,,"LINESTRING (34.3360655 31.3823773, 34.3362842 31.3826114)"
41308481,False,2,residential,40,,False,56.568,,"LINESTRING (34.3372374 31.3776276, 34.3377277 31.3773385)"
41308481,False,2,residential,40,,True,11.126,,"LINESTRING (34.3372374 31.3776276, 34.337154 31.3776979)"
41305993,True,2,residential,40,12,False,292.031,,"LINESTRING (34.3372374 31.3776276, 34.3374246 31.3779402, 34.3382537 31.3791411, 34.3384792 31.3794696, 34.3386046 31.3797319, 34.3386872 31.3799373)"
