osmid,highway,oneway,reversed,length,name,geometry,junction,ref
37149697,residential,False,False,40.508,,"LINESTRING (35.3013077 32.461203, 35.3011804 32.4608549)",,
176845976,tertiary,False,True,25.215,,"LINESTRING (35.3013077 32.461203, 35.3010508 32.4612696)",,
37148425,residential,False,True,88.879,AlIman,"LINESTRING (35.2933337 32.4579681, 35.2942596 32.4577992)",,
37148688,residential,False,True,53.296,,"LINESTRING (35.2933337 32.4579681, 35.2931414 32.4575171)",,
37148425,residential,False,False,109.53900000000002,AlIman,"LINESTRING (35.2933337 32.4579681, 35.2930871 32.4580222, 35.2930568 32.4580299, 35.293001 32.4580501, 35.2929493 32.4580769, 35.2929027 32.4581098, 35.2928623 32.4581481, 35.2928346 32.4581826, 35.2925558 32.4585078, 35.2925183 32.4585978)",,
350625344,tertiary,False,False,36.104,شارع حيفا,"LINESTRING (35.2989112 32.4615211, 35.2992733 32.4614112)",,
350625344,tertiary,False,True,33.984,شارع حيفا,"LINESTRING (35.2989112 32.4615211, 35.2985575 32.461587)",,
37149378,residential,False,True,73.831,,"LINESTRING (35.2989112 32.4615211, 35.2989242 32.461563, 35.2989539 32.461612, 35.2989812 32.4616464, 35.2990227 32.4617467, 35.2991099 32.4619226, 35.2991686 32.4620547, 35.2991907 32.4620837, 35.2992105 32.4621327)",,
37147097,residential,False,False,94.854,,"LINESTRING (35.2972982 32.4659922, 35.2983086 32.4660231)",,
37177509,secondary,False,False,28.925,شارع المحطة,"LINESTRING (35.2942799 32.4619663, 35.2945862 32.4619367)",,
37177509,secondary,False,True,35.87,شارع المحطة,"LINESTRING (35.2942799 32.4619663, 35.2938987 32.461991)",,
37147479,residential,False,True,160.065,,"LINESTRING (35.2942799 32.4619663, 35.2943489 32.4623795, 35.2944059 32.462656, 35.2944893 32.4628647, 35.2945637 32.4630044, 35.2947886 32.4633199)",,
37149569,residential,False,False,83.575,Al-Karameh,"LINESTRING (35.2952798 32.460709, 35.2943947 32.4607938)",,
37149569,residential,False,True,21.293,Al-Karameh,"LINESTRING (35.2952798 32.460709, 35.2955045 32.4606821)",,
37149905,residential,False,True,71.936,Al-Sayedah Nafisa,"LINESTRING (35.2952798 32.460709, 35.2953572 32.4611486, 35.295327 32.4613495)",,
37150684,residential,False,False,13.655,,"LINESTRING (35.2987142 32.462691, 35.2988597 32.4626878)",,
37149901,residential,False,False,55.766,,"LINESTRING (35.2987142 32.462691, 35.2987112 32.4625283, 35.2987404 32.4624151, 35.2987604 32.4621928)",,
37149901,residential,False,True,81.922,,"LINESTRING (35.2987142 32.462691, 35.2988415 32.463048, 35.2988689 32.4634112)",,
37150684,residential,False,True,90.487,,"LINESTRING (35.2987142 32.462691, 35.2982351 32.4627016, 35.2977536 32.4627521)",,
37147869,residential,False,True,122.255,,"LINESTRING (35.2965634 32.4585188, 35.2954641 32.4591091)",,
37147869,residential,False,False,139.00900000000001,,"LINESTRING (35.2965634 32.4585188, 35.2970467 32.4582274, 35.2977577 32.4577791)",,
37149122,residential,False,False,84.657,,"LINESTRING (35.2965634 32.4585188, 35.296373 32.4584435, 35.296282 32.4583921, 35.2962029 32.4583158, 35.2961617 32.4582546, 35.2961196 32.4581564, 35.2960632 32.458069, 35.2959774 32.4579786)",,
37148425,residential,False,False,88.879,AlIman,"LINESTRING (35.2942596 32.4577992, 35.2933337 32.4579681)",,
37148425,residential,False,True,236.42300000000003,AlIman,"LINESTRING (35.2942596 32.4577992, 35.2946641 32.4577344, 35.2946742 32.4577335, 35.2947421 32.4577316, 35.2948097 32.4577371, 35.294876 32.4577499, 35.2949398 32.4577697, 35.295 32.4577963, 35.2950163 32.457805, 35.2950414 32.4578181, 35.2951017 32.4578433, 35.2951652 32.4578615, 35.2952311 32.4578726, 35.2952981 32.4578762, 35.2953505 32.4578739, 35.2955633 32.4578552, 35.295981 32.4578178, 35.2960181 32.4578169, 35.2960766 32.4578094, 35.2961331 32.4577945, 35.2961864 32.4577727, 35.2962157 32.4577569, 35.2965476 32.4575594, 35.2966251 32.457508)",,
