osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,width
41305460,False,1,residential,40,True,178.352,"LINESTRING (34.3466648 31.4181545, 34.3452461 31.4192066)",,
41306211,False,2,residential,40,False,33.375,"LINESTRING (34.3466648 31.4181545, 34.3468993 31.4183782)",,
41306211,False,2,residential,40,True,58.279,"LINESTRING (34.3466648 31.4181545, 34.346529 31.4179847, 34.3463661 31.4176981)",,
41305529,False,2,tertiary,40,False,80.332,"LINESTRING (34.3507375 31.4154739, 34.3504774 31.4147864)",شارع الحكر,8
41305529,False,2,tertiary,40,True,174.386,"LINESTRING (34.3507375 31.4154739, 34.3507656 31.416167, 34.3510145 31.4170156)",شارع الحكر,8
198546859,False,2,residential,40,True,333.818,"LINESTRING (34.3507375 31.4154739, 34.3501896 31.4158015, 34.3492148 31.4164154, 34.3489266 31.4165748, 34.3485541 31.4167978, 34.347914 31.4172605)",,8
41306211,False,2,residential,40,True,25.973,"LINESTRING (34.3471677 31.4186362, 34.3469829 31.4184639)",,
41306271,False,2,residential,40,True,159.31,"LINESTRING (34.3471677 31.4186362, 34.3459272 31.4196016)",,
41306842,False,1,residential,40,False,30.758,"LINESTRING (34.3471677 31.4186362, 34.3473848 31.4188416)",,
41306211,False,2,residential,40,False,12.399,"LINESTRING (34.3468993 31.4183782, 34.3469829 31.4184639)",,
41306211,False,2,residential,40,True,33.375,"LINESTRING (34.3468993 31.4183782, 34.3466648 31.4181545)",,
41304821,False,2,residential,40,False,123.068,"LINESTRING (34.3468993 31.4183782, 34.3477718 31.4177413, 34.3478682 31.417838)",,
41305967,False,1,residential,40,False,80.026,"LINESTRING (34.3469868 31.4175837, 34.3476441 31.4171328)",,
41308543,False,1,residential,40,True,29.542,"LINESTRING (34.3478787 31.4140122, 34.3476478 31.4141904)",,4
41307163,False,2,residential,40,False,16.802,"LINESTRING (34.3514668 31.4198664, 34.3513714 31.4197391)",Al-Kholafaa Al-Rashdeen,8
41305375,False,1,residential,40,True,388.093,"LINESTRING (34.3514668 31.4198664, 34.3513971 31.4199007, 34.3512232 31.4199376, 34.3508395 31.420047, 34.3505727 31.4202128, 34.3503655 31.420293, 34.3500367 31.4205087, 34.3490638 31.4212934, 34.3481902 31.4218843)",,4
41307163,False,2,residential,40,True,162.541,"LINESTRING (34.3514668 31.4198664, 34.3518457 31.4203245, 34.3518597 31.4205111, 34.351877 31.4206488, 34.3520978 31.4208818, 34.352312 31.4210885)",Al-Kholafaa Al-Rashdeen,8
41304963,False,2,tertiary,40,False,176.854,"LINESTRING (34.3551613 31.4211202, 34.3533096 31.4209393)",Khaled Bin Al-Waleed,6
41305685,True,4,secondary,50,False,4.024,"LINESTRING (34.3493764 31.4183756, 34.3493422 31.418397)",Sharia Al-Shuhada,16
41307163,False,2,residential,40,True,66.589,"LINESTRING (34.3493764 31.4183756, 34.349538 31.4185459, 34.3496669 31.4186419, 34.3497524 31.4186999, 34.3498344 31.4187449, 34.3498958 31.4187681)",Al-Kholafaa Al-Rashdeen,8
41306683,False,2,tertiary,40,True,25.544,"LINESTRING (34.3537608 31.4221808, 34.3536139 31.4219883)",,
41305845,False,2,tertiary,40,True,10.987,"LINESTRING (34.3530137 31.420584, 34.3530119 31.4206828)",,
41305845,False,2,tertiary,40,False,185.149,"LINESTRING (34.3530137 31.420584, 34.3528427 31.4200007, 34.3526216 31.4195639, 34.3523247 31.4190333)",,
41307810,False,2,residential,40,False,153.96,"LINESTRING (34.3530137 31.420584, 34.3536525 31.4197895, 34.3537667 31.4196201, 34.3538985 31.4194245)",,
41307249,False,2,residential,40,False,18.97,"LINESTRING (34.3530025 31.418039, 34.353129 31.4181711)",,
1227505419,False,2,tertiary,40,False,36.265,"LINESTRING (34.3530025 31.418039, 34.353295 31.4178291)",Abu-Hosni,8
1227505419,False,2,tertiary,40,True,101.04,"LINESTRING (34.3530025 31.418039, 34.3527725 31.4181908, 34.3525915 31.4183094, 34.352548 31.4183606, 34.3525114 31.4184084, 34.3524617 31.4184939, 34.3524239 31.4185574, 34.3523274 31.4187161)",Abu-Hosni,8
41305144,False,2,residential,40,False,42.308,"LINESTRING (34.3478682 31.417838, 34.3481879 31.4175728)",,
41304821,False,2,residential,40,True,123.068,"LINESTRING (34.3478682 31.417838, 34.3477718 31.4177413, 34.3468993 31.4183782)",,
"[41306842, 41307171]",False,"['1', '2']",residential,40,"[False, True]",157.299,"LINESTRING (34.3478682 31.417838, 34.3480716 31.418043, 34.3482083 31.4181898, 34.3473848 31.4188416)",,
41306256,False,2,residential,40,False,26.091,"LINESTRING (34.350815 31.4192569, 34.3507016 31.4193021, 34.3506015 31.4193972)",,
41307163,False,2,residential,40,False,73.27199999999999,"LINESTRING (34.350815 31.4192569, 34.3506221 31.4190608, 34.3504496 31.4188764, 34.3503237 31.4187486)",Al-Kholafaa Al-Rashdeen,8
41307163,False,2,residential,40,True,75.27,"LINESTRING (34.350815 31.4192569, 34.35089 31.4193281, 34.3509983 31.4194153, 34.3513714 31.4197391)",Al-Kholafaa Al-Rashdeen,8
1227505423,True,2,tertiary,40,False,19.618,"LINESTRING (34.3541259 31.4173004, 34.354317 31.4173677)",,6
1227505420,False,2,tertiary,40,False,11.765999999999998,"LINESTRING (34.3541259 31.4173004, 34.3541317 31.4173264, 34.3541276 31.4173526, 34.3541141 31.4173764, 34.3540925 31.4173954)",Abu-Hosni,8
1227505420,False,2,tertiary,40,True,9.213,"LINESTRING (34.3541259 31.4173004, 34.3541108 31.4172773, 34.3540862 31.4172585, 34.3540556 31.4172478)",Abu-Hosni,8
41307007,False,2,residential,40,True,98.414,"LINESTRING (34.3498958 31.4187681, 34.3499203 31.4188464, 34.3501456 31.4190615, 34.3503506 31.4192396, 34.3506015 31.4193972)",,6
41307163,False,2,residential,40,False,66.589,"LINESTRING (34.3498958 31.4187681, 34.3498344 31.4187449, 34.3497524 31.4186999, 34.3496669 31.4186419, 34.349538 31.4185459, 34.3493764 31.4183756)",Al-Kholafaa Al-Rashdeen,8
41307163,False,2,residential,40,True,41.046,"LINESTRING (34.3498958 31.4187681, 34.3499826 31.4187821, 34.350054 31.4187829, 34.3502013 31.418768, 34.3503237 31.4187486)",Al-Kholafaa Al-Rashdeen,8
41307584,False,1,residential,40,False,16.025,"LINESTRING (34.3482912 31.4219998, 34.3481902 31.4218843)",Al-Salam,3
1270646670,False,2,residential,40,False,19.702,"LINESTRING (34.3482912 31.4219998, 34.3481403 31.4221215)",,
41307584,False,1,residential,40,True,46.872,"LINESTRING (34.3482912 31.4219998, 34.3484494 31.4221448, 34.3486237 31.4223115)",Al-Salam,3
41307810,False,2,residential,40,True,11.787,"LINESTRING (34.3539604 31.4193326, 34.3538985 31.4194245)",,
41307249,False,2,residential,40,True,43.525999999999996,"LINESTRING (34.3539604 31.4193326, 34.3537992 31.4191423, 34.3537077 31.4190216, 34.3536995 31.4190108)",,
41307810,False,2,residential,40,False,129.446,"LINESTRING (34.3539604 31.4193326, 34.3541931 31.4191399, 34.3544482 31.4188508, 34.3549837 31.4185913)",,
41307163,False,2,residential,40,True,16.802,"LINESTRING (34.3513714 31.4197391, 34.3514668 31.4198664)",Al-Kholafaa Al-Rashdeen,8
41307163,False,2,residential,40,False,75.27,"LINESTRING (34.3513714 31.4197391, 34.3509983 31.4194153, 34.35089 31.4193281, 34.350815 31.4192569)",Al-Kholafaa Al-Rashdeen,8
41307809,False,2,residential,40,True,120.71,"LINESTRING (34.3513714 31.4197391, 34.3518463 31.4194765, 34.3520328 31.4192964, 34.3523247 31.4190333)",,
41304978,False,2,residential,40,True,37.794,"LINESTRING (34.3481474 31.4226634, 34.3484521 31.4224445)",,6
41305529,False,2,tertiary,40,False,24.22,"LINESTRING (34.3511377 31.4174465, 34.351122 31.4173631, 34.3510807 31.4172345)",شارع الحكر,8
41305685,True,4,secondary,50,False,204.171,"LINESTRING (34.3511377 31.4174465, 34.3510387 31.4174343, 34.3509811 31.4174138, 34.350912 31.4174064, 34.3508526 31.417412, 34.3504988 31.4176145, 34.3501379 31.4178485, 34.3493764 31.4183756)",Sharia Al-Shuhada,16
41306618,False,2,tertiary,40,True,38.135000000000005,"LINESTRING (34.3511377 31.4174465, 34.3511582 31.4175531, 34.3511788 31.4175941, 34.3512171 31.4176384, 34.3513212 31.4177404)",Al-Tejari,8
41305276,False,2,residential,40,False,73.006,"LINESTRING (34.3483276 31.4190865, 34.3485337 31.4194309, 34.3487021 31.4196593)",,
41305685,True,4,secondary,50,False,209.013,"LINESTRING (34.3483276 31.4190865, 34.3474807 31.4196634, 34.3468046 31.4200629, 34.3465592 31.4202052)",Sharia Al-Shuhada,16
41305679,False,2,residential,40,False,211.28300000000002,"LINESTRING (34.3454635 31.422075, 34.3460783 31.4216128, 34.3471662 31.420851)",,
41308013,False,2,residential,40,False,92.494,"LINESTRING (34.3454635 31.422075, 34.3457614 31.4221786, 34.3458664 31.4222296, 34.3463375 31.422441)",,6
1270875630,False,1,residential,40,True,32.449,"LINESTRING (34.3505151 31.4224314, 34.3507528 31.4226412)",,
41305845,False,2,tertiary,40,False,35.410000000000004,"LINESTRING (34.3523247 31.4190333, 34.3523146 31.4188367, 34.3523141 31.4187764, 34.3523274 31.4187161)",,
41305845,False,2,tertiary,40,True,185.149,"LINESTRING (34.3523247 31.4190333, 34.3526216 31.4195639, 34.3528427 31.4200007, 34.3530137 31.420584)",,
