osmid,highway,width,oneway,reversed,length,geometry,name,maxspeed
37152379,residential,2,False,True,150.74599999999998,"LINESTRING (35.2723273 32.2519196, 35.2723919 32.2520969, 35.272397 32.2521271, 35.2723926 32.2521552, 35.2723791 32.2521826, 35.2723507 32.2522224, 35.272336 32.252254, 35.272311 32.252368, 35.2722494 32.2526508, 35.2722441 32.2528464, 35.2722503 32.2528881, 35.2722459 32.2529239, 35.2722328 32.2529582, 35.2722105 32.2529907, 35.2720325 32.2531908)",,
37152151,tertiary,,False,False,38.882999999999996,"LINESTRING (35.2723683 32.2533946, 35.2722907 32.2533518, 35.27216 32.2532731, 35.2720325 32.2531908)",الشارع الرئيسي --وسط البلد مقابل محلات الحج عبود جرارعه,40
44167997,tertiary,,False,True,22.286,"LINESTRING (35.2634138 32.2536692, 35.2631781 32.2536901)",Ijnisinya-Asira Ash Shamaliya,40
37152151,tertiary,,False,True,344.577,"LINESTRING (35.2634138 32.2536692, 35.2635468 32.253537, 35.263613 32.2534973, 35.2636778 32.2534559, 35.2637784 32.2533937, 35.2638764 32.2533286, 35.2639718 32.2532608, 35.2640645 32.2531902, 35.2641543 32.2531171, 35.2642574 32.2530276, 35.2643572 32.2529355, 35.2644537 32.2528408, 35.2645468 32.2527438, 35.2646364 32.2526443, 35.2646712 32.2526058, 35.2647075 32.2525682, 35.2647451 32.2525315, 35.264784 32.2524959, 35.2648242 32.2524614, 35.2648657 32.252428, 35.2649189 32.2523883, 35.2649508 32.2523666, 35.264984 32.2523464, 35.2650298 32.2523215, 35.2650774 32.2522991, 35.2652196 32.2522371, 35.2653474 32.2521766, 35.2654727 32.2521125, 35.2655954 32.2520448, 35.2658351 32.2519093, 35.2658839 32.2518847, 35.2659217 32.2518681, 35.2659605 32.2518532, 35.2660001 32.2518398, 35.2660404 32.2518283, 35.2660952 32.2518156, 35.2661508 32.251806, 35.2662071 32.2517974, 35.2662491 32.2517893)",الشارع الرئيسي --وسط البلد مقابل محلات الحج عبود جرارعه,40
44167997,tertiary,,False,False,64.669,"LINESTRING (35.2634138 32.2536692, 35.2636744 32.2538771, 35.2637903 32.2539866, 35.2638711 32.2540635, 35.2638945 32.2540844)",Ijnisinya-Asira Ash Shamaliya,40
37152151,tertiary,,False,False,30.020000000000003,"LINESTRING (35.2690367 32.252071, 35.2690127 32.2520327, 35.2689901 32.2519937, 35.2689691 32.2519541, 35.2689496 32.2519139, 35.2689351 32.2518842, 35.2689196 32.2518549, 35.2689028 32.2518261)",الشارع الرئيسي --وسط البلد مقابل محلات الحج عبود جرارعه,40
37152151,tertiary,,False,True,82.55299999999998,"LINESTRING (35.2690367 32.252071, 35.2690622 32.2521087, 35.2690892 32.2521456, 35.2691175 32.2521818, 35.2691473 32.2522172, 35.2691784 32.2522517, 35.2692108 32.2522853, 35.2692445 32.252318, 35.2692794 32.2523497, 35.2693156 32.2523805, 35.2693529 32.2524102, 35.2693913 32.2524389, 35.2694222 32.2524571, 35.269454 32.2524741, 35.269487 32.2524895, 35.2695207 32.2525036, 35.2695554 32.252516, 35.2695907 32.252527, 35.2696267 32.2525363, 35.2696754 32.2525463)",الشارع الرئيسي --وسط البلد مقابل محلات الحج عبود جرارعه,40
37165696,residential,2,False,False,201.972,"LINESTRING (35.2690367 32.252071, 35.2696575 32.2520311, 35.2707551 32.2517696, 35.2711255 32.2516813)",,
37165495,residential,3,False,True,113.53699999999999,"LINESTRING (35.2712008 32.2472881, 35.2709746 32.2474152, 35.270944 32.2474395, 35.2709259 32.2474614, 35.2709126 32.2474857, 35.2709045 32.2475116, 35.2709021 32.2475453, 35.2709047 32.2475766, 35.2709009 32.2476244, 35.2708921 32.2476524, 35.2708505 32.247755, 35.2707703 32.2479525, 35.2707836 32.2481685)",,
37165518,residential,3,False,True,39.198,"LINESTRING (35.2682501 32.248906, 35.268353 32.2492476)",,
37151600,residential,3,False,False,147.435,"LINESTRING (35.2682501 32.248906, 35.2682808 32.2487343, 35.2683009 32.2486297, 35.2683209 32.2485929, 35.2683444 32.2485704, 35.2683745 32.2485546, 35.2684113 32.2485447, 35.268455 32.2485352, 35.2684911 32.2485204, 35.268704 32.2484583, 35.2688425 32.2483391, 35.2690833 32.2482772, 35.2693799 32.2481757)",,
37165518,residential,3,False,False,144.661,"LINESTRING (35.2682501 32.248906, 35.2681766 32.2486631, 35.2681528 32.2486106, 35.2681242 32.2485697, 35.2680885 32.2485331, 35.2680467 32.2485014, 35.2679881 32.2484707, 35.2678207 32.2483741, 35.2677933 32.2483583, 35.2677451 32.2483403, 35.2677044 32.2483346, 35.2676632 32.2483366, 35.2676221 32.2483464, 35.2673754 32.2484339, 35.2673403 32.2484437, 35.2672958 32.2484492, 35.267251 32.2484474, 35.2672074 32.2484384, 35.2671666 32.2484226, 35.2671346 32.2484021)",,
37152994,residential,3,False,False,114.298,"LINESTRING (35.2707836 32.2481685, 35.2710366 32.2480745, 35.2713238 32.2478661, 35.2718476 32.2476971)",,
37152994,residential,3,False,True,87.536,"LINESTRING (35.2707836 32.2481685, 35.2707568 32.24818, 35.2707236 32.2482029, 35.2707004 32.2482254, 35.270683 32.2482503, 35.2706661 32.2482911, 35.2706616 32.2483271, 35.2706661 32.248363, 35.2706797 32.2483982, 35.2709317 32.2488662)",,
37165495,residential,3,False,False,113.53700000000002,"LINESTRING (35.2707836 32.2481685, 35.2707703 32.2479525, 35.2708505 32.247755, 35.2708921 32.2476524, 35.2709009 32.2476244, 35.2709047 32.2475766, 35.2709021 32.2475453, 35.2709045 32.2475116, 35.2709126 32.2474857, 35.2709259 32.2474614, 35.270944 32.2474395, 35.2709746 32.2474152, 35.2712008 32.2472881)",,
