osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,maxspeed,junction
85693785,Calle Prim,residential,False,False,23.397,,"LINESTRING (-2.9441576 39.4033464, -2.9444188 39.4032869)",,,
224751337,Calle Amós Olivares,tertiary,True,False,63.943,CM-3103,"LINESTRING (-2.9441576 39.4033464, -2.9437662 39.4028573)",,,
"[396668017, 396668022]",Avenida de la Constitución,primary,True,False,17.477,CM-420,"LINESTRING (-2.9432055 39.4078592, -2.943094 39.4078728, -2.9430058 39.4078886)",,,
951497970,Avenida de la Constitución,primary,False,True,14.446,CM-420,"LINESTRING (-2.9432055 39.4078592, -2.9432916 39.4078391, -2.9433664 39.4078215)",,,
176993793,Avenida de la Constitución,primary,False,False,50.567,CM-420,"LINESTRING (-2.9473144 39.4074406, -2.9467299 39.407494)",,,
176993789,Avenida de la Constitución,primary,True,False,33.978,CM-420,"LINESTRING (-2.9473144 39.4074406, -2.9475751 39.4074612, -2.9477029 39.4074908)",1,,
83016213,,primary,True,False,3.13,CM-420,"LINESTRING (-2.9426162 39.4078093, -2.9426084 39.4077818)",2,40,roundabout
83016213,,primary,True,False,16.457,CM-420,"LINESTRING (-2.9425211 39.4076763, -2.9424685 39.4076483, -2.9424092 39.4076301, -2.9423461 39.4076225)",2,40,roundabout
176993800,,tertiary,True,False,31.176,CR-1226,"LINESTRING (-2.9423461 39.4076225, -2.9420433 39.407468)",,,
83016213,,primary,True,False,23.253,CM-420,"LINESTRING (-2.9423461 39.4076225, -2.9422565 39.4076305, -2.9421746 39.4076597, -2.9421085 39.4077072)",2,40,roundabout
83016213,,primary,True,False,18.386,CM-420,"LINESTRING (-2.9421085 39.4077072, -2.942072 39.4077546, -2.9420518 39.4078074, -2.9420492 39.4078625)",2,40,roundabout
83016213,,primary,True,False,39.973,CM-420,"LINESTRING (-2.9420492 39.4078625, -2.9420723 39.4079321, -2.9421232 39.4079923, -2.9421965 39.4080367, -2.9422843 39.4080605, -2.9423773 39.4080613)",2,40,roundabout
83016236,,primary,True,False,52.924,CM-420,"LINESTRING (-2.9420492 39.4078625, -2.942034 39.4080881, -2.9419894 39.4081856, -2.9418943 39.4083125)",1,40,
83016213,,primary,True,False,10.736,CM-420,"LINESTRING (-2.9423773 39.4080613, -2.9424376 39.4080488, -2.942493 39.4080264)",2,40,roundabout
83016213,,primary,True,False,27.659,CM-420,"LINESTRING (-2.942493 39.4080264, -2.9425693 39.4079681, -2.9426124 39.4078922, -2.9426162 39.4078093)",2,40,roundabout
"[226680795, 396668020]",Avenida de la Constitución,primary,True,False,64.226,CM-420,"LINESTRING (-2.942493 39.4080264, -2.9425798 39.4080206, -2.9429624 39.4079306, -2.9430738 39.4079041, -2.9432055 39.4078592)",1,40,
396668054,,primary,True,False,50.423,CM-420,"LINESTRING (-2.9418943 39.4083125, -2.942145 39.408148, -2.942254 39.4081078, -2.9423773 39.4080613)",1,40,
224651318,Calle Don Eugenio Caja,residential,False,False,29.454,,"LINESTRING (-2.9474128 39.405607, -2.947714 39.4054805)",,,
224651318,Calle Don Eugenio Caja,residential,False,True,56.894999999999996,,"LINESTRING (-2.9474128 39.405607, -2.9472933 39.4056635, -2.9472499 39.4056767, -2.9468021 39.4058002)",,,
951497969,Calle Doctor Fernando Mayordomo,residential,True,False,40.505,CM-3111,"LINESTRING (-2.9441057 39.4063036, -2.9442604 39.4066477)",,,
951497967,Calle Carlos Garzarán,residential,False,True,137.488,,"LINESTRING (-2.9441057 39.4063036, -2.9439863 39.4062849, -2.9434185 39.4063652, -2.9425297 39.4064803)",,,
951497968,Calle Carlos Garzarán,residential,False,False,70.307,,"LINESTRING (-2.9441057 39.4063036, -2.9445238 39.406338, -2.9447887 39.4063365, -2.9449084 39.4062918)",,,
441955428,Calle Reina Sofía,residential,False,False,29.776,,"LINESTRING (-2.9465434 39.403201, -2.9468867 39.4032376)",,,
441955417,Calle Ancha,residential,True,False,91.826,,"LINESTRING (-2.9465434 39.403201, -2.9464261 39.4031203, -2.9458828 39.4025546)",,,
227196894,Calle Ancha,residential,False,False,50.366,,"LINESTRING (-2.9455131 39.4019199, -2.94572 39.4023437)",,,
227196894,Calle Ancha,residential,False,True,35.386,,"LINESTRING (-2.9455131 39.4019199, -2.945347 39.4016287)",,,
85693787,Calle Martínez Falero,residential,False,False,163.03900000000002,,"LINESTRING (-2.9455131 39.4019199, -2.9473455 39.401888, -2.9474099 39.4018835)",,,
85693785,Calle Prim,residential,False,True,31.087,,"LINESTRING (-2.9471142 39.4022399, -2.9467662 39.4023164)",,,
441955427,Calle Prim,residential,True,False,22.039,,"LINESTRING (-2.9471142 39.4022399, -2.9473707 39.4022407)",,,
176993793,Avenida de la Constitución,primary,False,True,28.988,CM-420,"LINESTRING (-2.944724 39.4076795, -2.945059 39.4076484)",,,
225083442,Calle Laguna del Pueblo,residential,False,True,17.708,,"LINESTRING (-2.944724 39.4076795, -2.9447981 39.4078281)",,,
951497970,Avenida de la Constitución,primary,False,False,117.75000000000001,CM-420,"LINESTRING (-2.944724 39.4076795, -2.9441735 39.407726, -2.943869 39.4077549, -2.9436206 39.4077855, -2.9433664 39.4078215)",,,
85693785,Calle Prim,residential,False,True,23.397,,"LINESTRING (-2.9444188 39.4032869, -2.9441576 39.4033464)",,,
85693785,Calle Prim,residential,False,False,151.736,,"LINESTRING (-2.9444188 39.4032869, -2.9451321 39.4028025, -2.9458828 39.4025546)",,,
270970002,Calle Reina Sofía,residential,True,False,183.392,,"LINESTRING (-2.9444188 39.4032869, -2.944763 39.4033039, -2.9452929 39.4032739, -2.9456846 39.4032185, -2.9463858 39.4032161, -2.9465434 39.403201)",,,
224751337,Calle Amós Olivares,tertiary,True,False,45.122,CM-3103,"LINESTRING (-2.9468021 39.4058002, -2.946547 39.4054455)",,,
224651318,Calle Don Eugenio Caja,residential,False,False,56.894999999999996,,"LINESTRING (-2.9468021 39.4058002, -2.9472499 39.4056767, -2.9472933 39.4056635, -2.9474128 39.405607)",,,
85693785,Calle Prim,residential,False,False,80.404,,"LINESTRING (-2.9458828 39.4025546, -2.9466883 39.4023335, -2.9467662 39.4023164)",,,
85693785,Calle Prim,residential,False,True,151.736,,"LINESTRING (-2.9458828 39.4025546, -2.9451321 39.4028025, -2.9444188 39.4032869)",,,
227196894,Calle Ancha,residential,False,True,27.367,,"LINESTRING (-2.9458828 39.4025546, -2.9457341 39.4023725, -2.94572 39.4023437)",,,
224751337,Calle Amós Olivares,tertiary,True,False,39.941,CM-3103,"LINESTRING (-2.9461259 39.4045621, -2.9459442 39.4044148, -2.945771 39.4043352)",,,
227196922,Calle José Masfarre,residential,False,True,74.134,,"LINESTRING (-2.9461259 39.4045621, -2.9465496 39.4042605, -2.9468343 39.4042869)",,,
176993803,Avenida de Juan Carlos I,tertiary,False,True,61.951,CM-3103,"LINESTRING (-2.9437662 39.4028573, -2.9436253 39.4023109)",,,
224751347,Calle Doctor Fernando Mayordomo,residential,True,False,11.969,CM-3111,"LINESTRING (-2.9437662 39.4028573, -2.9437963 39.4029624)",,,
227196900,Calle Comuneros,residential,False,True,141.28300000000002,,"LINESTRING (-2.9437662 39.4028573, -2.9448788 39.4025591, -2.9448403 39.4021997)",,,
224651318,Calle Don Eugenio Caja,residential,False,True,47.429,,"LINESTRING (-2.9499718 39.404033, -2.9495434 39.404302)",,,
224651318,Calle Don Eugenio Caja,residential,False,False,36.908,,"LINESTRING (-2.9499718 39.404033, -2.9502584 39.4038902, -2.9503422 39.4038681)",,,
