osmid,lanes,name,highway,junction,oneway,reversed,length,geometry,ref,access,tunnel
22747099,2,Plaça del Pilar,secondary,roundabout,True,False,21.808999999999997,"LINESTRING (-0.1510623 39.8576516, -0.1511718 39.8576993, -0.1513005 39.857711)",,,
22747099,2,Plaça del Pilar,secondary,roundabout,True,False,17.271,"LINESTRING (-0.1511743 39.8572261, -0.1510748 39.8572665, -0.1510122 39.8573159)",,,
22747117,,Avinguda Castelló,secondary,,True,False,135.05,"LINESTRING (-0.1511743 39.8572261, -0.1511314 39.857147, -0.1510999 39.8570567, -0.1510418 39.8567266, -0.151016 39.856532, -0.1510338 39.8563131, -0.1510677 39.8561712, -0.151121 39.8560341)",,,
376713090,,Avenida de Castellón,unclassified,,True,False,4.506,"LINESTRING (-0.1512423 39.8558475, -0.1511942 39.8558308)",,,
22747117,,Avinguda Castelló,secondary,,True,False,64.27799999999999,"LINESTRING (-0.1512423 39.8558475, -0.1513107 39.8557564, -0.1516701 39.8553723)",,,
37418611,,Carrer Tales,residential,,False,False,27.003,"LINESTRING (-0.1512423 39.8558475, -0.1512913 39.8558798, -0.1514822 39.8560058)",,,
22745567,1,,secondary,,True,False,32.307,"LINESTRING (-0.1509652 39.8573864, -0.1507316 39.857615)",CV-1805,,
22747099,2,Plaça del Pilar,secondary,roundabout,True,False,22.412,"LINESTRING (-0.1509652 39.8573864, -0.1509512 39.8574884, -0.1509896 39.8575829)",,,
22754197,2,Carretera de Burriana,secondary,,False,False,20.988,"LINESTRING (-0.1507316 39.857615, -0.1505233 39.8577153)",CV-1805,,
568370013,1,,secondary,,True,False,22.31,"LINESTRING (-0.1507316 39.857615, -0.1509896 39.8575829)",CV-1805,,
22747099,2,Plaça del Pilar,secondary,roundabout,True,False,9.842,"LINESTRING (-0.1509896 39.8575829, -0.1510623 39.8576516)",,,
22745569,1,Carrer La Puríssima,tertiary,,True,False,20.198999999999998,"LINESTRING (-0.1515407 39.8576042, -0.1516246 39.8575581, -0.1517491 39.8575212)",CV-2221,,
22747099,2,Plaça del Pilar,secondary,roundabout,True,False,18.765,"LINESTRING (-0.1515407 39.8576042, -0.1515863 39.8575292, -0.151597 39.8574436)",,,
22747099,2,Plaça del Pilar,secondary,roundabout,True,False,26.753,"LINESTRING (-0.151597 39.8574436, -0.1515503 39.8573331, -0.1514339 39.8572465)",,,
22747099,2,Plaça del Pilar,secondary,roundabout,True,False,6.124,"LINESTRING (-0.1512446 39.8572151, -0.1511743 39.8572261)",,,
22745571,2,Carrer La Puríssima,tertiary,,False,False,26.387,"LINESTRING (-0.1517491 39.8575212, -0.1520524 39.8574753)",CV-2221,,
22745570,1,Carrer La Puríssima,tertiary,,True,False,16.436999999999998,"LINESTRING (-0.1517491 39.8575212, -0.1516469 39.857497, -0.151597 39.8574436)",CV-2221,,
22745571,2,Carrer La Puríssima,tertiary,,False,False,45.074,"LINESTRING (-0.1520524 39.8574753, -0.1525641 39.8573752)",CV-2221,,
22745571,2,Carrer La Puríssima,tertiary,,False,True,26.387,"LINESTRING (-0.1520524 39.8574753, -0.1517491 39.8575212)",CV-2221,,
22745571,2,Carrer La Puríssima,tertiary,,False,False,12.162,"LINESTRING (-0.1525641 39.8573752, -0.1527001 39.8573426)",CV-2221,,
22745571,2,Carrer La Puríssima,tertiary,,False,True,45.074,"LINESTRING (-0.1525641 39.8573752, -0.1520524 39.8574753)",CV-2221,,
22745571,2,Carrer La Puríssima,tertiary,,False,True,12.162,"LINESTRING (-0.1527001 39.8573426, -0.1525641 39.8573752)",CV-2221,,
22745571,2,Carrer La Puríssima,tertiary,,False,False,107.606,"LINESTRING (-0.1527001 39.8573426, -0.1531033 39.8572333, -0.153476 39.8571005, -0.1538498 39.8569499)",CV-2221,,
22745571,2,Carrer La Puríssima,tertiary,,False,True,4.279,"LINESTRING (-0.1538923 39.8569295, -0.1538498 39.8569499)",CV-2221,,
37178034,,Calle San Cristóbal,residential,,False,False,42.727,"LINESTRING (-0.1538923 39.8569295, -0.1541769 39.8572456)",,,
22745571,2,Carrer La Puríssima,tertiary,,False,False,72.154,"LINESTRING (-0.1538923 39.8569295, -0.1542552 39.8567551, -0.1545978 39.8565724)",CV-2221,,
22745571,2,Carrer La Puríssima,tertiary,,False,False,26.905,"LINESTRING (-0.1545978 39.8565724, -0.1548395 39.8564171)",CV-2221,,
37091580,,Carrer Fèlix Bueno,residential,,True,False,73.273,"LINESTRING (-0.1545978 39.8565724, -0.153945 39.8561445)",,,
22745571,2,Carrer La Puríssima,tertiary,,False,True,72.154,"LINESTRING (-0.1545978 39.8565724, -0.1542552 39.8567551, -0.1538923 39.8569295)",CV-2221,,
22745571,2,Carrer La Puríssima,tertiary,,False,False,41.294,"LINESTRING (-0.1552476 39.8561176, -0.1555506 39.8558281)",CV-2221,,
764347892,,Carrer Santa Teresa,residential,,True,False,62.472,"LINESTRING (-0.1552476 39.8561176, -0.1547567 39.8557009)",,,
22745571,2,Carrer La Puríssima,tertiary,,False,True,37.388,"LINESTRING (-0.1552476 39.8561176, -0.1550033 39.8563172, -0.1549397 39.856356)",CV-2221,,
22745571,2,Carrer La Puríssima,tertiary,,False,False,31.867,"LINESTRING (-0.1555506 39.8558281, -0.1557696 39.855596)",CV-2221,,
22745571,2,Carrer La Puríssima,tertiary,,False,True,41.294,"LINESTRING (-0.1555506 39.8558281, -0.1552476 39.8561176)",CV-2221,,
37091582,,Carrer Sant Joan,residential,,True,False,88.007,"LINESTRING (-0.1555506 39.8558281, -0.1550146 39.8555128, -0.1547567 39.8557009)",,,
22745571,2,Carrer La Puríssima,tertiary,,False,True,4.194,"LINESTRING (-0.1557985 39.8555655, -0.1557696 39.855596)",CV-2221,,
22745572,2,Carrer Santa Bàrbara,tertiary,,False,False,48.57,"LINESTRING (-0.1557985 39.8555655, -0.1561463 39.8552198)",CV-2221,,
37091585,,Carrer Sant Vicent,residential,,True,False,77.258,"LINESTRING (-0.1557985 39.8555655, -0.1550956 39.8551278)",,,
22745572,2,Carrer Santa Bàrbara,tertiary,,False,False,28.551,"LINESTRING (-0.1561463 39.8552198, -0.1563449 39.8550132)",CV-2221,,
22745572,2,Carrer Santa Bàrbara,tertiary,,False,True,48.57,"LINESTRING (-0.1561463 39.8552198, -0.1557985 39.8555655)",CV-2221,,
764347891,,Carrer Mare de Déu dels Dolors,residential,,True,False,63.698,"LINESTRING (-0.1561463 39.8552198, -0.1567103 39.8555949)",,,
22745572,2,Carrer Santa Bàrbara,tertiary,,False,False,19.239,"LINESTRING (-0.1563949 39.8549648, -0.1565257 39.8548239)",CV-2221,,
22745572,2,Carrer Santa Bàrbara,tertiary,,False,True,6.869,"LINESTRING (-0.1563949 39.8549648, -0.1563449 39.8550132)",CV-2221,,
22745572,2,Carrer Santa Bàrbara,tertiary,,False,False,43.819,"LINESTRING (-0.1565257 39.8548239, -0.1568141 39.8544979)",CV-2221,,
22745572,2,Carrer Santa Bàrbara,tertiary,,False,True,19.239,"LINESTRING (-0.1565257 39.8548239, -0.1563949 39.8549648)",CV-2221,,
22745572,2,Carrer Santa Bàrbara,tertiary,,False,False,41.98,"LINESTRING (-0.1568141 39.8544979, -0.1570887 39.8541847)",CV-2221,,
22745572,2,Carrer Santa Bàrbara,tertiary,,False,True,43.819,"LINESTRING (-0.1568141 39.8544979, -0.1565257 39.8548239)",CV-2221,,
22745572,2,Carrer Santa Bàrbara,tertiary,,False,True,4.492,"LINESTRING (-0.1571181 39.8541512, -0.1570887 39.8541847)",CV-2221,,
22745573,,Carrer Sant Bartomeu,tertiary,,False,False,48.223,"LINESTRING (-0.1571181 39.8541512, -0.1574377 39.8537936)",CV-2221,,
22745573,,Carrer Sant Bartomeu,tertiary,,False,False,44.262,"LINESTRING (-0.1574377 39.8537936, -0.1577311 39.8534654)",CV-2221,,
