osmid,ref,highway,junction,oneway,reversed,length,geometry,name,lanes,maxspeed,width,tunnel
1237636564,N-120a,trunk,roundabout,True,False,12.532,"LINESTRING (-2.9574365 42.4401294, -2.9574269 42.4401567, -2.9574278 42.4401849, -2.957439 42.4402118, -2.9574598 42.4402354)",,,,,
89682449,,living_street,,False,True,34.471000000000004,"LINESTRING (-2.954023 42.4400082, -2.9540026 42.4400777, -2.9539733 42.4401859, -2.9539415 42.4403123)",Calle Hilario Pérez,,,,
89682462,,living_street,,False,False,63.291,"LINESTRING (-2.954023 42.4400082, -2.954184 42.4400241, -2.9546478 42.44007, -2.9547871 42.4400856)",Calle Pinar,,,,
89682462,,living_street,,False,True,45.382000000000005,"LINESTRING (-2.954023 42.4400082, -2.9540096 42.4400064, -2.9536335 42.4399561, -2.9534772 42.4399439)",Calle Pinar,,,,
119243187,,residential,,False,False,50.244,"LINESTRING (-2.948438 42.4401204, -2.9484084 42.4401974, -2.9482936 42.4404959, -2.9482709 42.4405551)",Calle Rey Pedro I,,,,
"[150664808, 1232272262]",,residential,,False,False,65.404,"LINESTRING (-2.948438 42.4401204, -2.9488486 42.4402086, -2.9490855 42.4402601, -2.9492031 42.4402852)",Calle 12 de Mayo,,,,
42796950,,tertiary,,False,False,40.502,"LINESTRING (-2.9573721 42.4404726, -2.9572553 42.4408265)",Avenida Burgos,2,,,
42796950,,tertiary,,False,True,27.34,"LINESTRING (-2.9573721 42.4404726, -2.957402 42.4403909, -2.9574443 42.4402752, -2.9574598 42.4402354)",Avenida Burgos,2,,,
89682462,,living_street,,False,True,22.244,"LINESTRING (-2.9573721 42.4404726, -2.9573058 42.4404484, -2.9571292 42.4403838)",Calle Pinar,,,,
91006317,,tertiary,,False,True,21.832,"LINESTRING (-2.9571426 42.4411937, -2.9571692 42.4410902, -2.9571922 42.4410008)",Avenida Burgos,,,,
150664798,,tertiary,,False,False,67.697,"LINESTRING (-2.9571426 42.4411937, -2.9570292 42.4414623, -2.9569805 42.441573, -2.956925 42.4416694, -2.9568299 42.4417493)",Avenida Burgos,,,,
42796954,,living_street,,False,False,66.64500000000001,"LINESTRING (-2.9515673 42.4400909, -2.9515623 42.4401139, -2.9514992 42.4404039, -2.9514691 42.4405422, -2.9514666 42.4405539, -2.9514252 42.4406807)",Calle las Monjas,,,,
42796954,,living_street,,False,True,37.129000000000005,"LINESTRING (-2.9515673 42.4400909, -2.9515975 42.4399234, -2.9516269 42.4397599)",Calle las Monjas,,,,
89682441,,living_street,,False,True,92.02100000000002,"LINESTRING (-2.9515673 42.4400909, -2.9516367 42.4401024, -2.9521984 42.4401951, -2.9525319 42.4402273, -2.9525996 42.4402349, -2.9526694 42.4402371)",Calle Isidoro Salas,,,,
42794711,,living_street,,False,False,40.53,"LINESTRING (-2.9571292 42.4403838, -2.956943 42.4407214)",Isidoro Salas,,,,
89682462,,living_street,,False,False,22.244,"LINESTRING (-2.9571292 42.4403838, -2.9573058 42.4404484, -2.9573721 42.4404726)",Calle Pinar,,,,
89682462,,living_street,,False,True,113.29500000000002,"LINESTRING (-2.9571292 42.4403838, -2.9565243 42.4402292, -2.9563034 42.4401873, -2.9557927 42.4401564)",Calle Pinar,,,,
42794711,,living_street,,False,True,40.53,"LINESTRING (-2.956943 42.4407214, -2.9571292 42.4403838)",Isidoro Salas,,,,
89682441,,living_street,,False,False,103.249,"LINESTRING (-2.956943 42.4407214, -2.9566591 42.4406263, -2.9563585 42.4405468, -2.9561196 42.4404939, -2.9557569 42.4404161)",Calle Isidoro Salas,,,,
89682441,,living_street,,False,True,28.166,"LINESTRING (-2.956943 42.4407214, -2.9571989 42.4408075, -2.9572553 42.4408265)",Calle Isidoro Salas,,,,
89682441,,living_street,,False,False,105.26300000000002,"LINESTRING (-2.9539415 42.4403123, -2.9533464 42.4402387, -2.9530648 42.4402585, -2.9527063 42.4402383, -2.9526694 42.4402371)",Calle Isidoro Salas,,,,
89682441,,living_street,,False,True,150.456,"LINESTRING (-2.9539415 42.4403123, -2.9545382 42.4404093, -2.9545568 42.4404093, -2.9552328 42.4403922, -2.9554973 42.4403857, -2.9557569 42.4404161)",Calle Isidoro Salas,,,,
89682449,,living_street,,False,False,34.471000000000004,"LINESTRING (-2.9539415 42.4403123, -2.9539733 42.4401859, -2.9540026 42.4400777, -2.954023 42.4400082)",Calle Hilario Pérez,,,,
"[89682449, 42796951]",,living_street,,False,True,65.469,"LINESTRING (-2.9539415 42.4403123, -2.953912 42.4404409, -2.9537975 42.4406677, -2.9536776 42.4408651)",Calle Hilario Pérez,,,,
89682462,,living_street,,False,False,62.968,"LINESTRING (-2.9527185 42.4398592, -2.9527526 42.4398631, -2.9530294 42.4398952, -2.9534772 42.4399439)",Calle Pinar,,,,
89682462,,living_street,,False,True,90.25500000000001,"LINESTRING (-2.9527185 42.4398592, -2.9525991 42.4398483, -2.9516269 42.4397599)",Calle Pinar,,,,
230943639,,living_street,,False,True,42.242,"LINESTRING (-2.9527185 42.4398592, -2.952689 42.4400586, -2.9526677 42.4402203, -2.9526694 42.4402371)",Calle Alameda,,,,
42796954,,living_street,,False,False,37.129000000000005,"LINESTRING (-2.9516269 42.4397599, -2.9515975 42.4399234, -2.9515673 42.4400909)",Calle las Monjas,,,,
89682462,,living_street,,False,False,90.25500000000001,"LINESTRING (-2.9516269 42.4397599, -2.9525991 42.4398483, -2.9527185 42.4398592)",Calle Pinar,,,,
89682462,,living_street,,False,True,61.317,"LINESTRING (-2.9516269 42.4397599, -2.9510251 42.4396932, -2.9509326 42.4396829, -2.950888 42.4396779)",Calle Pinar,,,,
42796954,,living_street,,False,False,75.994,"LINESTRING (-2.9514252 42.4406807, -2.9514141 42.4407106, -2.9512029 42.4412817, -2.9511813 42.44134)",Calle las Monjas,,,,
42796954,,living_street,,False,True,66.645,"LINESTRING (-2.9514252 42.4406807, -2.9514666 42.4405539, -2.9514691 42.4405422, -2.9514992 42.4404039, -2.9515623 42.4401139, -2.9515673 42.4400909)",Calle las Monjas,,,,
741300193,,living_street,,True,False,154.553,"LINESTRING (-2.9514252 42.4406807, -2.9515709 42.4407094, -2.9525578 42.4408536, -2.9527248 42.4408867, -2.9531761 42.4409403, -2.9532726 42.4409424)",Calle Mayor,,,,
45907246,N-120a,trunk,,True,False,10.826,"LINESTRING (-2.9575304 42.4400694, -2.9574164 42.4400204)",Avenida Juan Carlos I,1,,,
1237636566,N-120a,trunk,roundabout,True,False,10.528,"LINESTRING (-2.9575304 42.4400694, -2.9574911 42.4400818, -2.9574587 42.4401024, -2.9574365 42.4401294)",,,,,
42796950,,tertiary,,False,False,27.34,"LINESTRING (-2.9574598 42.4402354, -2.9574443 42.4402752, -2.957402 42.4403909, -2.9573721 42.4404726)",Avenida Burgos,2,,,
1237636564,N-120a,trunk,roundabout,True,False,15.4,"LINESTRING (-2.9574598 42.4402354, -2.9574961 42.4402574, -2.9575402 42.4402691, -2.9575871 42.4402694, -2.9576314 42.440258)",,,,,
45907274,N-120a,trunk,,True,False,18.198,"LINESTRING (-2.9576314 42.440258, -2.9578214 42.4403424)",Avenida la Rioja,1,,,
1237636565,N-120a,trunk,roundabout,True,False,10.344999999999999,"LINESTRING (-2.9576314 42.440258, -2.9576647 42.4402391, -2.9576888 42.4402137, -2.9577014 42.4401841)",,,,,
45907210,N-120a,trunk,roundabout,True,False,22.325000000000003,"LINESTRING (-2.9577014 42.4401841, -2.9577009 42.4401506, -2.9576858 42.4401191, -2.9576577 42.4400928, -2.9576196 42.4400747, -2.9575756 42.4400666, -2.9575304 42.4400694)",,,,,
45907223,N-120a,trunk,,False,False,84.53,"LINESTRING (-2.9578214 42.4403424, -2.9584256 42.4409581)",Avenida la Rioja,2,60,,
90912168,,residential,,False,False,59.676,"LINESTRING (-2.9578214 42.4403424, -2.9585198 42.440492)",Calle Antonio María Claret,,,,
45907240,N-120a,trunk,,True,False,20.169,"LINESTRING (-2.9578214 42.4403424, -2.9577363 42.4402308, -2.9577014 42.4401841)",Avenida la Rioja,1,,,
45907244,N-120a,trunk,,True,False,12.233,"LINESTRING (-2.9574164 42.4400204, -2.9574256 42.4400747, -2.9574365 42.4401294)",Avenida Juan Carlos I,1,,,
1232504027,N-120a,trunk,,False,True,72.478,"LINESTRING (-2.9574164 42.4400204, -2.957196 42.4399301, -2.9571679 42.4399223, -2.9568802 42.4398409, -2.9567607 42.4398143, -2.9565993 42.4397794)",Avenida Juan Carlos I,2,50,,
"[89682449, 42796951]",,living_street,,False,False,65.469,"LINESTRING (-2.9536776 42.4408651, -2.9537975 42.4406677, -2.953912 42.4404409, -2.9539415 42.4403123)",Calle Hilario Pérez,,,,
