osmid,oneway,ref,highway,reversed,length,name,geometry,junction,lanes,maxspeed,bridge
221540424,True,LR-288,secondary,False,14.347,,"LINESTRING (-1.7485492 42.1822754, -1.7487208 42.1822973)",,,,
10644249,False,LR-288,secondary,False,170.43,Avenida de Navarra,"LINESTRING (-1.7485492 42.1822754, -1.7484582 42.1822746, -1.7478966 42.18227, -1.7475059 42.1822666, -1.7471219 42.1822572, -1.7468622 42.1822338, -1.7464869 42.1821936)",,,,
248605767,True,LR-288,secondary,False,6.486,Calle El Olmo,"LINESTRING (-1.7464869 42.1821936, -1.7464122 42.1821752)",,,,
10644249,False,LR-288,secondary,True,170.42999999999998,Avenida de Navarra,"LINESTRING (-1.7464869 42.1821936, -1.7468622 42.1822338, -1.7471219 42.1822572, -1.7475059 42.1822666, -1.7478966 42.18227, -1.7484582 42.1822746, -1.7485492 42.1822754)",,,,
221540425,True,,secondary,False,11.896,,"LINESTRING (-1.7491338 42.181818, -1.7490004 42.1818589)",,,,
221540426,False,,secondary,False,64.459,Paseo de la Nevera,"LINESTRING (-1.7491338 42.181818, -1.7491467 42.1818052, -1.7496013 42.1813532)",,,,
135171339,True,,residential,False,133.858,,"LINESTRING (-1.7450374 42.1805598, -1.7449728 42.1805351, -1.7448949 42.1805053, -1.7447353 42.1804313, -1.7445168 42.1803218, -1.7444017 42.180242, -1.7442685 42.1801336, -1.7442054 42.1800655, -1.7441874 42.1800042, -1.7441899 42.1798356, -1.744208 42.1796635)",,,,
1052700859,False,,residential,True,32.488,Calle Castejón,"LINESTRING (-1.7450374 42.1805598, -1.7449262 42.1806161, -1.7446977 42.1807074)",,,,
1192296880,False,,tertiary,True,18.457,Avenida de Zaragoza,"LINESTRING (-1.7498314 42.1744078, -1.749703 42.1742718)",,,,
30958498,True,,tertiary,False,25.089000000000002,,"LINESTRING (-1.7498314 42.1744078, -1.7497986 42.1744365, -1.7497809 42.1744718, -1.7497806 42.1745094, -1.7497975 42.1745448, -1.7498298 42.1745739, -1.7498734 42.174593)",roundabout,,,
1192296880,False,,tertiary,False,25.381,Avenida de Zaragoza,"LINESTRING (-1.7495312 42.1740824, -1.7496215 42.174186, -1.749703 42.1742718)",,,,
30958498,True,,tertiary,False,12.721,,"LINESTRING (-1.7500443 42.1745546, -1.7500624 42.1745294, -1.7500711 42.1745015, -1.7500696 42.1744729, -1.7500581 42.1744456)",roundabout,,,
30958549,False,,residential,False,102.876,Avenida de Zaragoza,"LINESTRING (-1.7500443 42.1745546, -1.7501764 42.1746467, -1.7510362 42.175115)",,,,
30958498,True,,tertiary,False,22.016000000000002,,"LINESTRING (-1.7500581 42.1744456, -1.7500334 42.1744182, -1.7499988 42.1743974, -1.7499573 42.1743854, -1.7499129 42.1743831, -1.7498696 42.1743908, -1.7498314 42.1744078)",roundabout,,,
135174578,False,,residential,False,33.324,Avenida de la Salle,"LINESTRING (-1.7500581 42.1744456, -1.7501457 42.1744087, -1.7502015 42.1743441, -1.7503088 42.1742189)",,,,
30958498,True,,tertiary,False,15.757,,"LINESTRING (-1.7498734 42.174593, -1.7499203 42.1746, -1.7499677 42.1745953, -1.7500105 42.1745797, -1.7500443 42.1745546)",roundabout,,,
