osmid,ref,highway,junction,oneway,reversed,length,geometry,name,tunnel
85431813,SE-7204,tertiary,roundabout,True,False,3.981,"LINESTRING (-5.3148095 37.2225233, -5.3148097 37.2225412, -5.3148155 37.2225585)",,
85431844,SE-7204,tertiary,,True,False,28.474000000000004,"LINESTRING (-5.3148095 37.2225233, -5.3146992 37.2225229, -5.3145788 37.2225733, -5.3145204 37.2226111)",Avenida Moreno Galván,
85431874,SE-7204,tertiary,roundabout,True,False,12.062000000000001,"LINESTRING (-5.313748 37.2229947, -5.3137435 37.2229795, -5.3137351 37.2229653, -5.313714 37.2229459, -5.3136858 37.2229332, -5.313654 37.2229288)",,
85431874,SE-7204,tertiary,roundabout,True,False,6.917000000000001,"LINESTRING (-5.3135683 37.2229721, -5.3135605 37.2229918, -5.3135598 37.2230126, -5.3135662 37.2230327)",,
85431942,SE-7204,tertiary,,True,False,56.39,"LINESTRING (-5.3135683 37.2229721, -5.313028 37.2229622, -5.3129343 37.2229803)",Avenida Moreno Galván,
302025896,SE-7204,tertiary,,False,True,8.591,"LINESTRING (-5.31284 37.2229985, -5.3129343 37.2229803)",Calle Granada,
322198715,,tertiary,,False,True,7.945,"LINESTRING (-5.31284 37.2229985, -5.3127869 37.2229409)",Calle Sevilla,
302025896,SE-7204,tertiary,,False,False,90.951,"LINESTRING (-5.31284 37.2229985, -5.3127912 37.2230816, -5.312515 37.2237737)",Calle Granada,
321956735,SE-7204,tertiary,,False,True,34.7,"LINESTRING (-5.3104089 37.2264648, -5.3107322 37.2262884)",Calle Granada,
258869715,,residential,,False,False,46.568,"LINESTRING (-5.3104089 37.2264648, -5.3103728 37.2264301, -5.310296 37.2260614)",,
85431804,,residential,,False,False,37.773,"LINESTRING (-5.3119969 37.2259745, -5.3117255 37.2257124)",Calle las Huertas,
85431804,,residential,,False,True,46.626,"LINESTRING (-5.3119969 37.2259745, -5.3123318 37.2262981)",Calle las Huertas,
85431834,,residential,,False,True,81.243,"LINESTRING (-5.3119969 37.2259745, -5.3129016 37.2258525)",Calle Viento,
85431879,,residential,,True,False,114.607,"LINESTRING (-5.3166918 37.2208923, -5.3164983 37.2198732)",Calle Doctor Marroyo,
322431436,,residential,,True,False,42.594,"LINESTRING (-5.3166918 37.2208923, -5.3171683 37.2208398)",Calle San Ignacio,
321956741,,residential,,False,False,79.737,"LINESTRING (-5.3121893 37.2246455, -5.3130884 37.2246864)",Calle la Cal,
302025896,SE-7204,tertiary,,False,True,97.447,"LINESTRING (-5.3121893 37.2246455, -5.3124644 37.2238958, -5.3124996 37.2238047)",Calle Granada,
321956739,SE-7204,tertiary,,False,False,59.641999999999996,"LINESTRING (-5.3121893 37.2246455, -5.3121668 37.224704, -5.3119922 37.2251584)",Calle Granada,
85431804,,residential,,False,True,37.773,"LINESTRING (-5.3117255 37.2257124, -5.3119969 37.2259745)",Calle las Huertas,
321956735,SE-7204,tertiary,,False,True,9.939,"LINESTRING (-5.3117255 37.2257124, -5.3117964 37.2256431)",Calle Granada,
321956735,SE-7204,tertiary,,False,False,108.82700000000001,"LINESTRING (-5.3117255 37.2257124, -5.3116247 37.2257797, -5.3107322 37.2262884)",Calle Granada,
322290698,,residential,,False,False,46.031,"LINESTRING (-5.3095124 37.2248684, -5.3094877 37.2244549)",Calle San Luis,
322290690,,residential,,False,True,37.473,"LINESTRING (-5.3095124 37.2248684, -5.3095245 37.2250121, -5.3094677 37.2251359, -5.3094224 37.2251853)",Calle San Luis,
322290699,,residential,,False,True,44.748999999999995,"LINESTRING (-5.3095124 37.2248684, -5.3099846 37.2248301, -5.3100152 37.2248276)",Calle Virgen del Perpetuo Socorro,
321956735,SE-7204,tertiary,,False,False,34.7,"LINESTRING (-5.3107322 37.2262884, -5.3104089 37.2264648)",Calle Granada,
321956735,SE-7204,tertiary,,False,True,108.82700000000001,"LINESTRING (-5.3107322 37.2262884, -5.3116247 37.2257797, -5.3117255 37.2257124)",Calle Granada,
85431926,,residential,,False,False,39.72,"LINESTRING (-5.3129772 37.2262046, -5.3129016 37.2258525)",Calle Cañuelo,
85431926,,residential,,False,True,24.521,"LINESTRING (-5.3129772 37.2262046, -5.3130251 37.2264218)",Calle Cañuelo,
85431944,,residential,,False,False,58.081,"LINESTRING (-5.3129772 37.2262046, -5.3123318 37.2262981)",Calle Portillos,
85431944,,residential,,False,True,67.464,"LINESTRING (-5.3129772 37.2262046, -5.3137272 37.2260975)",Calle Portillos,
322431451,SE-7204,tertiary,,False,False,45.424,"LINESTRING (-5.3166325 37.2219319, -5.3161462 37.222062)",Avenida Doctor Espinosa,
322431451,SE-7204,tertiary,,False,True,5.392,"LINESTRING (-5.3166325 37.2219319, -5.3166878 37.2219116)",Avenida Doctor Espinosa,
85431912,,residential,,True,False,117.912,"LINESTRING (-5.3113784 37.2186055, -5.3126751 37.2183643)",Calle Entrefuentes,
322198735,,residential,,False,False,37.935,"LINESTRING (-5.3113784 37.2186055, -5.3112793 37.2182736)",Calle Curro Cortes,
322198735,,residential,,False,True,55.472,"LINESTRING (-5.3113784 37.2186055, -5.3115251 37.2190905)",Calle Curro Cortes,
85431813,SE-7204,tertiary,roundabout,True,False,2.198,"LINESTRING (-5.3148159 37.2225042, -5.3148095 37.2225233)",,
321956737,,residential,,True,False,37.485,"LINESTRING (-5.3136953 37.2241159, -5.3132812 37.2240458)",Calle Santa Teresa,
85431934,,residential,,True,False,54.256,"LINESTRING (-5.315279 37.2204914, -5.31526 37.2209791)",Calle Virgen de los Reyes,
85431887,,residential,,False,False,63.435,"LINESTRING (-5.3147162 37.2246779, -5.3140166 37.2245549)",Calle Horno,
85431921,,residential,,False,True,28.189,"LINESTRING (-5.3147162 37.2246779, -5.3148619 37.2249033)",Calle Virgen del Pilar,
85431921,,residential,,False,False,53.279,"LINESTRING (-5.3147162 37.2246779, -5.3145082 37.2242862, -5.3145117 37.2242324)",Calle Virgen del Pilar,
85431853,,residential,,False,False,32.571,"LINESTRING (-5.3167951 37.218856, -5.3164285 37.21888)",Calle Modesto Jimenez,
