osmid,lanes,name,highway,oneway,reversed,length,geometry,width,junction,bridge,maxspeed,ref
83988425,2,Carretera de Frigiliana,tertiary,False,False,34.768,"LINESTRING (-3.8823979 36.7485289, -3.8821973 36.7482607)",,,,,
83988386,2,Carretera de Frigiliana,tertiary,True,False,65.754,"LINESTRING (-3.8823979 36.7485289, -3.8825589 36.7488082, -3.8825793 36.7489355, -3.8825712 36.7490907)",,,,,
27735846,1,,tertiary,True,False,19.674999999999997,"LINESTRING (-3.8805192 36.7479206, -3.8805157 36.7478913, -3.8805018 36.747864, -3.8804787 36.747841, -3.8804484 36.7478243, -3.8804133 36.7478153, -3.8803765 36.7478147)",4,roundabout,,,
"[37048837, 163716454, 163716456, 29583391, 4675967]",2,Carretera de Frigiliana,tertiary,False,True,159.81499999999997,"LINESTRING (-3.8805192 36.7479206, -3.8806735 36.7479459, -3.8810968 36.7479783, -3.8811883 36.747986, -3.8813549 36.7480015, -3.8817792 36.7480435, -3.8819319 36.7480642, -3.8819928 36.7480806, -3.8820421 36.7481138, -3.8821081 36.7481773, -3.8821973 36.7482607)",,,yes,,
27735897,2,"Calle Antonio Ferrandis ""Chanquete""",tertiary,False,False,118.988,"LINESTRING (-3.8811149 36.7469652, -3.8811825 36.7468902, -3.8813343 36.7466605, -3.881845 36.7461412, -3.8818876 36.7460962)",,,,,
27735897,2,"Calle Antonio Ferrandis ""Chanquete""",tertiary,False,True,117.951,"LINESTRING (-3.8811149 36.7469652, -3.881032 36.7470288, -3.8806717 36.7472887, -3.8806003 36.747402, -3.8805041 36.7475386, -3.8804244 36.7476719, -3.8803904 36.747742, -3.8803765 36.7478147)",,,,,
27735808,,Calle Almería,residential,True,False,59.308,"LINESTRING (-3.8805607 36.7466707, -3.8806459 36.7467264, -3.8810057 36.7469106, -3.8810421 36.7469288, -3.8811149 36.7469652)",,,,,
27735847,,Calle Almería,residential,False,True,82.325,"LINESTRING (-3.8805607 36.7466707, -3.88045 36.7465976, -3.8802611 36.7465428, -3.8797753 36.7463883, -3.8797525 36.7463811, -3.8797223 36.7463716)",,,,,
4675973,,Calle Chaparil,residential,True,False,123.34,"LINESTRING (-3.8812925 36.7457333, -3.8812433 36.7458467, -3.8808926 36.7462803, -3.8806315 36.7465807, -3.8805607 36.7466707)",,,,,
27735908,,Calle Jaén,residential,False,False,66.63300000000001,"LINESTRING (-3.8812925 36.7457333, -3.8813611 36.7457751, -3.8813935 36.7457949, -3.8818054 36.7460461, -3.8818876 36.7460962)",,,,,
4675972,2,Avenida Mediterráneo,tertiary,False,True,11.354,"LINESTRING (-3.8838976 36.7430203, -3.8840247 36.743013)",,,,30,
4675972,2,Avenida Mediterráneo,tertiary,False,False,135.42799999999997,"LINESTRING (-3.8838976 36.7430203, -3.883433 36.7431073, -3.8832881 36.7431427, -3.8831304 36.7431605, -3.8829366 36.7431237, -3.8828011 36.7430699, -3.8825042 36.7429433, -3.8824642 36.7429262)",,,,30,
4675972,2,Avenida Mediterráneo,tertiary,False,True,135.428,"LINESTRING (-3.8824642 36.7429262, -3.8825042 36.7429433, -3.8828011 36.7430699, -3.8829366 36.7431237, -3.8831304 36.7431605, -3.8832881 36.7431427, -3.883433 36.7431073, -3.8838976 36.7430203)",,,,30,
4675973,,Calle Chaparil,residential,True,False,80.692,"LINESTRING (-3.8824642 36.7429262, -3.8823613 36.74342, -3.8823424 36.7435095, -3.8823176 36.7436423)",,,,,
4675973,,Calle Chaparil,residential,True,False,40.303,"LINESTRING (-3.8821174 36.7447515, -3.8819548 36.7447793, -3.8817864 36.7449646)",,,,,
27735821,,Calle Prolongación Antonio Millón,residential,True,False,86.509,"LINESTRING (-3.8821174 36.7447515, -3.8825047 36.7447252, -3.8825723 36.7447211, -3.8830865 36.7447089)",,,,,
91063219,,Calle Jaén,residential,True,False,30.719,"LINESTRING (-3.8798423 36.745693, -3.8801868 36.7456821)",,,,,
200599043,,Avenida Castilla Pérez,tertiary,True,False,20.99,"LINESTRING (-3.8798423 36.745693, -3.8798853 36.7455074)",3,,,,
27735805,,Avenida Mediterráneo,tertiary,True,False,31.574,"LINESTRING (-3.8813 36.742551, -3.8816469 36.7426089)",3,,,,
27735806,,Calle Hernán Cortés,residential,False,True,97.107,"LINESTRING (-3.8813 36.742551, -3.8813437 36.7434236)",,,,,
27735820,,Calle Pizarro,residential,True,False,95.822,"LINESTRING (-3.8809452 36.7425717, -3.8809955 36.7434325)",,,,,
27735805,,Avenida Mediterráneo,tertiary,True,False,31.703,"LINESTRING (-3.8809452 36.7425717, -3.8812966 36.7425507, -3.8813 36.742551)",3,,,,
27735805,,Avenida Mediterráneo,tertiary,True,False,43.981,"LINESTRING (-3.8805221 36.7427754, -3.8809452 36.7425717)",3,,,,
4675977,,Calle Málaga,residential,False,False,194.98399999999998,"LINESTRING (-3.8805221 36.7427754, -3.880259 36.7429588, -3.8801126 36.7430761, -3.8797221 36.7434731, -3.8792585 36.7439036, -3.8790778 36.7440875)",,,,,
27735805,,Avenida Mediterráneo,tertiary,True,False,32.665,"LINESTRING (-3.8816469 36.7426089, -3.8819797 36.7427321)",3,,,,
4997899,,Calle Alejandro Bueno,tertiary,False,False,23.36,"LINESTRING (-3.8771878 36.7505675, -3.8769269 36.7505467)",,,,,
28387959,,Calle San Miguel,tertiary,False,True,90.152,"LINESTRING (-3.8771878 36.7505675, -3.8776736 36.7498563)",,,,,
28387959,,Calle San Miguel,tertiary,False,False,61.952,"LINESTRING (-3.8771878 36.7505675, -3.876951 36.7509212, -3.876854 36.7510562)",,,,,
973038946,,Calle Alejandro Bueno,tertiary,True,False,36.476,"LINESTRING (-3.876553 36.7505009, -3.8761445 36.7504791)",,,,,
4997899,,Calle Alejandro Bueno,tertiary,False,True,33.7,"LINESTRING (-3.876553 36.7505009, -3.8766082 36.7505077, -3.8769269 36.7505467)",,,,,
722734066,,Calle Pintada,tertiary,True,False,76.90899999999999,"LINESTRING (-3.876553 36.7505009, -3.8765797 36.7508617, -3.8765968 36.7510964, -3.8766738 36.7511688)",,,,,
4997901,,Calle San Miguel,tertiary,False,True,45.915,"LINESTRING (-3.8787617 36.7483075, -3.879057 36.7479691)",,,,,
